"Bowling_Team","Bowler","Batting_Team","Stadium","Season","Runs","Wickets","Balls","Average","Economy"
"Chennai Super Kings","Dwayne Bravo","Deccan Chargers","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2012,10,0,6,Inf,10
"Chennai Super Kings","Dwayne Bravo","Deccan Chargers","MA Chidambaram Stadium",2012,35,0,24,Inf,8.75
"Chennai Super Kings","Dwayne Bravo","Delhi Capitals","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",2019,19,2,24,9.5,4.75
"Chennai Super Kings","Dwayne Bravo","Delhi Capitals","Dr DY Patil Sports Academy",2022,24,2,16,12,9
"Chennai Super Kings","Dwayne Bravo","Delhi Capitals","Dubai International Cricket Stadium",2021,51,2,28,25.5,10.9285714285714
"Chennai Super Kings","Dwayne Bravo","Delhi Capitals","Feroz Shah Kotla",2012,5,0,6,Inf,5
"Chennai Super Kings","Dwayne Bravo","Delhi Capitals","Feroz Shah Kotla",2013,8,1,9,8,5.33333333333333
"Chennai Super Kings","Dwayne Bravo","Delhi Capitals","Feroz Shah Kotla",2018,52,0,24,Inf,13
"Chennai Super Kings","Dwayne Bravo","Delhi Capitals","Feroz Shah Kotla",2019,33,3,24,11,8.25
"Chennai Super Kings","Dwayne Bravo","Delhi Capitals","MA Chidambaram Stadium",2011,21,2,18,10.5,7
"Chennai Super Kings","Dwayne Bravo","Delhi Capitals","MA Chidambaram Stadium",2012,46,1,42,46,6.57142857142857
"Chennai Super Kings","Dwayne Bravo","Delhi Capitals","MA Chidambaram Stadium",2013,19,2,24,9.5,4.75
"Chennai Super Kings","Dwayne Bravo","Delhi Capitals","MA Chidambaram Stadium",2015,36,2,24,18,9
"Chennai Super Kings","Dwayne Bravo","Delhi Capitals","MA Chidambaram Stadium",2019,18,0,18,Inf,6
"Chennai Super Kings","Dwayne Bravo","Delhi Capitals","Maharashtra Cricket Association Stadium",2018,43,0,18,Inf,14.3333333333333
"Chennai Super Kings","Dwayne Bravo","Delhi Capitals","Sharjah Cricket Stadium",2020,23,1,18,23,7.66666666666667
"Chennai Super Kings","Dwayne Bravo","Delhi Capitals","Wankhede Stadium",2021,28,1,24,28,7
"Chennai Super Kings","Dwayne Bravo","Gujarat Titans","Maharashtra Cricket Association Stadium",2022,23,3,24,7.66666666666667,5.75
"Chennai Super Kings","Dwayne Bravo","Kochi Tuskers Kerala","MA Chidambaram Stadium",2011,36,1,24,36,9
"Chennai Super Kings","Dwayne Bravo","Kolkata Knight Riders","Dubai International Cricket Stadium",2021,29,1,24,29,7.25
"Chennai Super Kings","Dwayne Bravo","Kolkata Knight Riders","Eden Gardens",2012,22,0,18,Inf,7.33333333333333
"Chennai Super Kings","Dwayne Bravo","Kolkata Knight Riders","Eden Gardens",2013,14,1,12,14,7
"Chennai Super Kings","Dwayne Bravo","Kolkata Knight Riders","Eden Gardens",2015,27,0,12,Inf,13.5
"Chennai Super Kings","Dwayne Bravo","Kolkata Knight Riders","Eden Gardens",2018,22,0,10,Inf,13.2
"Chennai Super Kings","Dwayne Bravo","Kolkata Knight Riders","MA Chidambaram Stadium",2012,76,3,46,25.3333333333333,9.91304347826087
"Chennai Super Kings","Dwayne Bravo","Kolkata Knight Riders","MA Chidambaram Stadium",2013,37,1,24,37,9.25
"Chennai Super Kings","Dwayne Bravo","Kolkata Knight Riders","MA Chidambaram Stadium",2015,22,3,18,7.33333333333333,7.33333333333333
"Chennai Super Kings","Dwayne Bravo","Kolkata Knight Riders","MA Chidambaram Stadium",2018,50,0,18,Inf,16.6666666666667
"Chennai Super Kings","Dwayne Bravo","Kolkata Knight Riders","Wankhede Stadium",2022,20,3,24,6.66666666666667,5
"Chennai Super Kings","Dwayne Bravo","Kolkata Knight Riders","Zayed Cricket Stadium",2020,37,3,24,12.3333333333333,9.25
"Chennai Super Kings","Dwayne Bravo","Lucknow Super Giants","Brabourne Stadium",2022,35,1,24,35,8.75
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","Dr DY Patil Sports Academy",2022,36,2,24,18,9
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","Dubai International Cricket Stadium",2021,25,3,24,8.33333333333333,6.25
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","Eden Gardens",2013,42,4,24,10.5,10.5
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","Eden Gardens",2015,36,2,24,18,9
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","Feroz Shah Kotla",2013,9,3,18,3,3
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","M Chinnaswamy Stadium",2012,10,2,18,5,3.33333333333333
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","MA Chidambaram Stadium",2012,14,1,18,14,4.66666666666667
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","MA Chidambaram Stadium",2013,44,2,24,22,11
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","MA Chidambaram Stadium",2015,16,1,14,16,6.85714285714286
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","MA Chidambaram Stadium",2019,60,0,42,Inf,8.57142857142857
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","Maharashtra Cricket Association Stadium",2018,21,1,18,21,7
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","Rajiv Gandhi International Stadium",2019,24,0,18,Inf,8
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","Wankhede Stadium",2012,39,2,24,19.5,9.75
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","Wankhede Stadium",2013,19,1,18,19,6.33333333333333
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","Wankhede Stadium",2015,70,5,48,14,8.75
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","Wankhede Stadium",2018,25,0,24,Inf,6.25
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","Wankhede Stadium",2019,49,1,24,49,12.25
"Chennai Super Kings","Dwayne Bravo","Mumbai Indians","Wankhede Stadium",2022,16,0,12,Inf,8
"Chennai Super Kings","Dwayne Bravo","Pune Warriors","MA Chidambaram Stadium",2012,28,2,24,14,7
"Chennai Super Kings","Dwayne Bravo","Pune Warriors","MA Chidambaram Stadium",2013,35,2,24,17.5,8.75
"Chennai Super Kings","Dwayne Bravo","Pune Warriors","Subrata Roy Sahara Stadium",2012,31,0,18,Inf,10.3333333333333
"Chennai Super Kings","Dwayne Bravo","Pune Warriors","Subrata Roy Sahara Stadium",2013,18,1,24,18,4.5
"Chennai Super Kings","Dwayne Bravo","Punjab Kings","Brabourne Stadium",2022,32,1,18,32,10.6666666666667
"Chennai Super Kings","Dwayne Bravo","Punjab Kings","Dubai International Cricket Stadium",2020,38,0,24,Inf,9.5
"Chennai Super Kings","Dwayne Bravo","Punjab Kings","Dubai International Cricket Stadium",2021,32,0,12,Inf,16
"Chennai Super Kings","Dwayne Bravo","Punjab Kings","Himachal Pradesh Cricket Association Stadium",2012,18,2,18,9,6
"Chennai Super Kings","Dwayne Bravo","Punjab Kings","MA Chidambaram Stadium",2012,28,2,24,14,7
"Chennai Super Kings","Dwayne Bravo","Punjab Kings","MA Chidambaram Stadium",2013,34,3,24,11.3333333333333,8.5
"Chennai Super Kings","Dwayne Bravo","Punjab Kings","MA Chidambaram Stadium",2015,13,0,18,Inf,4.33333333333333
"Chennai Super Kings","Dwayne Bravo","Punjab Kings","Maharashtra Cricket Association Stadium",2018,39,2,24,19.5,9.75
"Chennai Super Kings","Dwayne Bravo","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",2018,37,1,24,37,9.25
"Chennai Super Kings","Dwayne Bravo","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",2019,27,0,24,Inf,6.75
"Chennai Super Kings","Dwayne Bravo","Punjab Kings","Punjab Cricket Association Stadium",2013,27,3,24,9,6.75
"Chennai Super Kings","Dwayne Bravo","Punjab Kings","Punjab Cricket Association Stadium",2015,20,1,12,20,10
"Chennai Super Kings","Dwayne Bravo","Punjab Kings","Wankhede Stadium",2021,10,1,12,10,5
"Chennai Super Kings","Dwayne Bravo","Punjab Kings","Wankhede Stadium",2022,42,2,24,21,10.5
"Chennai Super Kings","Dwayne Bravo","Rajasthan Royals","MA Chidambaram Stadium",2012,32,0,18,Inf,10.6666666666667
"Chennai Super Kings","Dwayne Bravo","Rajasthan Royals","MA Chidambaram Stadium",2013,36,2,24,18,9
"Chennai Super Kings","Dwayne Bravo","Rajasthan Royals","MA Chidambaram Stadium",2015,43,2,24,21.5,10.75
"Chennai Super Kings","Dwayne Bravo","Rajasthan Royals","MA Chidambaram Stadium",2019,32,2,24,16,8
"Chennai Super Kings","Dwayne Bravo","Rajasthan Royals","Maharashtra Cricket Association Stadium",2018,16,2,12,8,8
"Chennai Super Kings","Dwayne Bravo","Rajasthan Royals","Sardar Patel Stadium",2015,30,1,14,30,12.8571428571429
"Chennai Super Kings","Dwayne Bravo","Rajasthan Royals","Sawai Mansingh Stadium",2011,36,1,24,36,9
"Chennai Super Kings","Dwayne Bravo","Rajasthan Royals","Sawai Mansingh Stadium",2012,38,0,18,Inf,12.6666666666667
"Chennai Super Kings","Dwayne Bravo","Rajasthan Royals","Sawai Mansingh Stadium",2013,35,1,18,35,11.6666666666667
"Chennai Super Kings","Dwayne Bravo","Rajasthan Royals","Sawai Mansingh Stadium",2018,31,1,23,31,8.08695652173913
"Chennai Super Kings","Dwayne Bravo","Rajasthan Royals","Wankhede Stadium",2021,28,1,18,28,9.33333333333333
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","Dr DY Patil Sports Academy",2022,42,1,24,42,10.5
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","Dubai International Cricket Stadium",2020,29,0,18,Inf,9.66666666666667
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","JSCA International Stadium Complex",2015,21,1,18,21,7
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","M Chinnaswamy Stadium",2011,21,0,24,Inf,5.25
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","M Chinnaswamy Stadium",2013,26,1,12,26,13
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","M Chinnaswamy Stadium",2015,25,1,18,25,8.33333333333333
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","M Chinnaswamy Stadium",2018,33,2,24,16.5,8.25
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","M Chinnaswamy Stadium",2019,34,2,24,17,8.5
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","MA Chidambaram Stadium",2011,15,1,12,15,7.5
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","MA Chidambaram Stadium",2012,30,0,24,Inf,7.5
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","MA Chidambaram Stadium",2013,32,1,24,32,8
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","MA Chidambaram Stadium",2015,17,2,22,8.5,4.63636363636364
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","MA Chidambaram Stadium",2019,0,1,1,0,0
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",2018,17,0,12,Inf,8.5
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","Sharjah Cricket Stadium",2021,24,3,24,8,6
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","Wankhede Stadium",2011,28,1,18,28,9.33333333333333
"Chennai Super Kings","Dwayne Bravo","Royal Challengers Bangalore","Wankhede Stadium",2021,19,0,12,Inf,9.5
"Chennai Super Kings","Dwayne Bravo","Sunrisers Hyderabad","Dr DY Patil Sports Academy",2022,29,1,16,29,10.875
"Chennai Super Kings","Dwayne Bravo","Sunrisers Hyderabad","Dubai International Cricket Stadium",2020,53,2,42,26.5,7.57142857142857
"Chennai Super Kings","Dwayne Bravo","Sunrisers Hyderabad","MA Chidambaram Stadium",2013,37,2,24,18.5,9.25
"Chennai Super Kings","Dwayne Bravo","Sunrisers Hyderabad","MA Chidambaram Stadium",2015,25,2,24,12.5,6.25
"Chennai Super Kings","Dwayne Bravo","Sunrisers Hyderabad","MA Chidambaram Stadium",2019,34,0,24,Inf,8.5
"Chennai Super Kings","Dwayne Bravo","Sunrisers Hyderabad","Maharashtra Cricket Association Stadium",2018,39,1,24,39,9.75
"Chennai Super Kings","Dwayne Bravo","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2013,25,1,24,25,6.25
"Chennai Super Kings","Dwayne Bravo","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2015,25,3,24,8.33333333333333,6.25
"Chennai Super Kings","Dwayne Bravo","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2018,37,1,18,37,12.3333333333333
"Chennai Super Kings","Dwayne Bravo","Sunrisers Hyderabad","Sharjah Cricket Stadium",2021,17,2,24,8.5,4.25
"Chennai Super Kings","Dwayne Bravo","Sunrisers Hyderabad","Wankhede Stadium",2018,71,3,48,23.6666666666667,8.875
"Chennai Super Kings","Dwayne Smith","Delhi Capitals","Feroz Shah Kotla",2014,9,0,6,Inf,9
"Chennai Super Kings","Dwayne Smith","Delhi Capitals","Sheikh Zayed Stadium",2014,14,1,12,14,7
"Chennai Super Kings","Dwayne Smith","Mumbai Indians","Eden Gardens",2015,17,1,12,17,8.5
"Chennai Super Kings","Dwayne Smith","Punjab Kings","Barabati Stadium",2014,36,1,18,36,12
"Chennai Super Kings","Dwayne Smith","Punjab Kings","Sheikh Zayed Stadium",2014,25,1,12,25,12.5
"Chennai Super Kings","Dwayne Smith","Sunrisers Hyderabad","Sharjah Cricket Stadium",2014,11,1,12,11,5.5
"Chennai Super Kings","Faf du Plessis","Deccan Chargers","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2012,16,0,6,Inf,16
"Chennai Super Kings","Harbhajan Singh","Delhi Capitals","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",2019,31,2,24,15.5,7.75
"Chennai Super Kings","Harbhajan Singh","Delhi Capitals","Feroz Shah Kotla",2018,24,0,12,Inf,12
"Chennai Super Kings","Harbhajan Singh","Delhi Capitals","Feroz Shah Kotla",2019,30,0,24,Inf,7.5
"Chennai Super Kings","Harbhajan Singh","Delhi Capitals","MA Chidambaram Stadium",2019,28,1,24,28,7
"Chennai Super Kings","Harbhajan Singh","Delhi Capitals","Maharashtra Cricket Association Stadium",2018,26,0,24,Inf,6.5
"Chennai Super Kings","Harbhajan Singh","Kolkata Knight Riders","Eden Gardens",2018,20,1,18,20,6.66666666666667
"Chennai Super Kings","Harbhajan Singh","Kolkata Knight Riders","MA Chidambaram Stadium",2018,11,1,12,11,5.5
"Chennai Super Kings","Harbhajan Singh","Kolkata Knight Riders","MA Chidambaram Stadium",2019,15,2,24,7.5,3.75
"Chennai Super Kings","Harbhajan Singh","Mumbai Indians","MA Chidambaram Stadium",2019,48,1,48,48,6
"Chennai Super Kings","Harbhajan Singh","Mumbai Indians","Maharashtra Cricket Association Stadium",2018,20,1,23,20,5.21739130434783
"Chennai Super Kings","Harbhajan Singh","Mumbai Indians","Rajiv Gandhi International Stadium",2019,27,0,24,Inf,6.75
"Chennai Super Kings","Harbhajan Singh","Mumbai Indians","Wankhede Stadium",2018,14,0,12,Inf,7
"Chennai Super Kings","Harbhajan Singh","Punjab Kings","MA Chidambaram Stadium",2019,17,2,24,8.5,4.25
"Chennai Super Kings","Harbhajan Singh","Punjab Kings","Maharashtra Cricket Association Stadium",2018,13,0,6,Inf,13
"Chennai Super Kings","Harbhajan Singh","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",2018,41,1,24,41,10.25
"Chennai Super Kings","Harbhajan Singh","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",2019,57,3,24,19,14.25
"Chennai Super Kings","Harbhajan Singh","Rajasthan Royals","Sawai Mansingh Stadium",2018,29,1,12,29,14.5
"Chennai Super Kings","Harbhajan Singh","Royal Challengers Bangalore","M Chinnaswamy Stadium",2018,24,0,12,Inf,12
"Chennai Super Kings","Harbhajan Singh","Royal Challengers Bangalore","MA Chidambaram Stadium",2019,20,3,24,6.66666666666667,5
"Chennai Super Kings","Harbhajan Singh","Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",2018,22,2,24,11,5.5
"Chennai Super Kings","Harbhajan Singh","Sunrisers Hyderabad","MA Chidambaram Stadium",2019,39,2,24,19.5,9.75
"Chennai Super Kings","Harbhajan Singh","Sunrisers Hyderabad","Maharashtra Cricket Association Stadium",2018,26,0,12,Inf,13
"Chennai Super Kings","Imran Tahir","Delhi Capitals","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",2019,28,1,24,28,7
"Chennai Super Kings","Imran Tahir","Delhi Capitals","Feroz Shah Kotla",2019,20,1,12,20,10
"Chennai Super Kings","Imran Tahir","Delhi Capitals","MA Chidambaram Stadium",2019,12,4,20,3,3.6
"Chennai Super Kings","Imran Tahir","Kolkata Knight Riders","Eden Gardens",2019,27,4,24,6.75,6.75
"Chennai Super Kings","Imran Tahir","Kolkata Knight Riders","MA Chidambaram Stadium",2018,26,0,24,Inf,6.5
"Chennai Super Kings","Imran Tahir","Kolkata Knight Riders","MA Chidambaram Stadium",2019,21,2,24,10.5,5.25
"Chennai Super Kings","Imran Tahir","Mumbai Indians","MA Chidambaram Stadium",2019,70,3,48,23.3333333333333,8.75
"Chennai Super Kings","Imran Tahir","Mumbai Indians","Maharashtra Cricket Association Stadium",2018,26,0,16,Inf,9.75
"Chennai Super Kings","Imran Tahir","Mumbai Indians","Rajiv Gandhi International Stadium",2019,23,2,18,11.5,7.66666666666667
"Chennai Super Kings","Imran Tahir","Mumbai Indians","Sharjah Cricket Stadium",2020,22,0,18,Inf,7.33333333333333
"Chennai Super Kings","Imran Tahir","Mumbai Indians","Wankhede Stadium",2018,23,1,12,23,11.5
"Chennai Super Kings","Imran Tahir","Mumbai Indians","Wankhede Stadium",2019,25,1,24,25,6.25
"Chennai Super Kings","Imran Tahir","Punjab Kings","MA Chidambaram Stadium",2019,20,0,24,Inf,5
"Chennai Super Kings","Imran Tahir","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",2018,34,2,24,17,8.5
"Chennai Super Kings","Imran Tahir","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",2019,36,0,24,Inf,9
"Chennai Super Kings","Imran Tahir","Punjab Kings","Zayed Cricket Stadium",2020,24,1,24,24,6
"Chennai Super Kings","Imran Tahir","Rajasthan Royals","MA Chidambaram Stadium",2019,23,2,24,11.5,5.75
"Chennai Super Kings","Imran Tahir","Rajasthan Royals","Maharashtra Cricket Association Stadium",2018,44,1,24,44,11
"Chennai Super Kings","Imran Tahir","Rajasthan Royals","Sawai Mansingh Stadium",2019,28,0,24,Inf,7
"Chennai Super Kings","Imran Tahir","Royal Challengers Bangalore","Dubai International Cricket Stadium",2020,30,0,24,Inf,7.5
"Chennai Super Kings","Imran Tahir","Royal Challengers Bangalore","M Chinnaswamy Stadium",2018,35,2,24,17.5,8.75
"Chennai Super Kings","Imran Tahir","Royal Challengers Bangalore","M Chinnaswamy Stadium",2019,31,1,24,31,7.75
"Chennai Super Kings","Imran Tahir","Royal Challengers Bangalore","MA Chidambaram Stadium",2019,9,3,24,3,2.25
"Chennai Super Kings","Imran Tahir","Royal Challengers Bangalore","Wankhede Stadium",2021,16,2,24,8,4
"Chennai Super Kings","Imran Tahir","Sunrisers Hyderabad","MA Chidambaram Stadium",2019,38,0,24,Inf,9.5
"Chennai Super Kings","Imran Tahir","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2019,20,2,24,10,5
"Chennai Super Kings","Ishwar Pandey","Delhi Capitals","Feroz Shah Kotla",2014,26,0,18,Inf,8.66666666666667
"Chennai Super Kings","Ishwar Pandey","Delhi Capitals","MA Chidambaram Stadium",2015,30,1,24,30,7.5
"Chennai Super Kings","Ishwar Pandey","Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",2015,27,2,24,13.5,6.75
"Chennai Super Kings","Ishwar Pandey","Delhi Capitals","Sheikh Zayed Stadium",2014,23,2,24,11.5,5.75
"Chennai Super Kings","Ishwar Pandey","Kolkata Knight Riders","Eden Gardens",2014,31,1,24,31,7.75
"Chennai Super Kings","Ishwar Pandey","Kolkata Knight Riders","JSCA International Stadium Complex",2014,20,0,12,Inf,10
"Chennai Super Kings","Ishwar Pandey","Kolkata Knight Riders","MA Chidambaram Stadium",2015,18,1,12,18,9
"Chennai Super Kings","Ishwar Pandey","Mumbai Indians","Brabourne Stadium",2014,25,0,18,Inf,8.33333333333333
"Chennai Super Kings","Ishwar Pandey","Mumbai Indians","Dubai International Cricket Stadium",2014,21,0,24,Inf,5.25
"Chennai Super Kings","Ishwar Pandey","Mumbai Indians","Wankhede Stadium",2014,34,1,24,34,8.5
"Chennai Super Kings","Ishwar Pandey","Mumbai Indians","Wankhede Stadium",2015,22,1,18,22,7.33333333333333
"Chennai Super Kings","Ishwar Pandey","Punjab Kings","Barabati Stadium",2014,41,0,24,Inf,10.25
"Chennai Super Kings","Ishwar Pandey","Punjab Kings","MA Chidambaram Stadium",2015,17,1,12,17,8.5
"Chennai Super Kings","Ishwar Pandey","Punjab Kings","Punjab Cricket Association Stadium",2015,22,1,18,22,7.33333333333333
"Chennai Super Kings","Ishwar Pandey","Punjab Kings","Wankhede Stadium",2014,35,1,24,35,8.75
"Chennai Super Kings","Ishwar Pandey","Rajasthan Royals","Dubai International Cricket Stadium",2014,22,1,24,22,5.5
"Chennai Super Kings","Ishwar Pandey","Rajasthan Royals","JSCA International Stadium Complex",2014,18,0,18,Inf,6
"Chennai Super Kings","Ishwar Pandey","Rajasthan Royals","Sardar Patel Stadium",2015,12,0,12,Inf,6
"Chennai Super Kings","Ishwar Pandey","Royal Challengers Bangalore","M Chinnaswamy Stadium",2015,21,1,24,21,5.25
"Chennai Super Kings","Ishwar Pandey","Royal Challengers Bangalore","MA Chidambaram Stadium",2015,28,2,24,14,7
