"Striker","Season","Stadium","Runs","Dismissed","Balls","Run_Out","Bowler","Bowling_Team","Batting_Team","Average","Strike_Rate"
"David Hussey",2009,"SuperSport Park",46,1,29,0,"All","All","All",46,158.620689655172
"David Hussey",2010,"Eden Gardens",62,1,46,0,"All","All","All",62,134.782608695652
"David Hussey",2010,"Feroz Shah Kotla",29,1,32,0,"All","All","All",29,90.625
"David Hussey",2010,"MA Chidambaram Stadium",0,1,3,0,"All","All","All",0,0
"David Hussey",2010,"Punjab Cricket Association Stadium",3,1,5,0,"All","All","All",3,60
"David Hussey",2011,"Eden Gardens",15,1,20,0,"All","All","All",15,75
"David Hussey",2011,"Feroz Shah Kotla",20,1,10,0,"All","All","All",20,200
"David Hussey",2011,"Himachal Pradesh Cricket Association Stadium",3,1,5,0,"All","All","All",3,60
"David Hussey",2011,"Holkar Cricket Stadium",21,0,15,0,"All","All","All",Inf,140
"David Hussey",2011,"Punjab Cricket Association Stadium",4,2,8,0,"All","All","All",2,50
"David Hussey",2011,"Wankhede Stadium",1,1,5,0,"All","All","All",1,20
"David Hussey",2012,"Eden Gardens",32,1,31,1,"All","All","All",32,103.225806451613
"David Hussey",2012,"Feroz Shah Kotla",40,0,35,0,"All","All","All",Inf,114.285714285714
"David Hussey",2012,"Himachal Pradesh Cricket Association Stadium",12,2,15,0,"All","All","All",6,80
"David Hussey",2012,"M Chinnaswamy Stadium",45,1,29,1,"All","All","All",45,155.172413793103
"David Hussey",2012,"MA Chidambaram Stadium",7,1,4,0,"All","All","All",7,175
"David Hussey",2012,"Punjab Cricket Association Stadium",192,3,129,1,"All","All","All",64,148.837209302326
"David Hussey",2012,"Rajiv Gandhi International Stadium",16,1,16,0,"All","All","All",16,100
"David Hussey",2012,"Sawai Mansingh Stadium",13,1,10,0,"All","All","All",13,130
"David Hussey",2012,"Subrata Roy Sahara Stadium",18,1,17,0,"All","All","All",18,105.882352941176
"David Hussey",2012,"Wankhede Stadium",21,1,19,0,"All","All","All",21,110.526315789474
"David Hussey",2013,"Eden Gardens",21,1,20,0,"All","All","All",21,105
"David Hussey",2013,"Feroz Shah Kotla",20,1,21,0,"All","All","All",20,95.2380952380952
"David Hussey",2013,"MA Chidambaram Stadium",22,1,16,0,"All","All","All",22,137.5
"David Hussey",2013,"Punjab Cricket Association Stadium",67,4,68,0,"All","All","All",16.75,98.5294117647059
"David Hussey",2013,"Rajiv Gandhi International Stadium",22,1,24,0,"All","All","All",22,91.6666666666667
"David Hussey",2013,"Sawai Mansingh Stadium",41,1,31,0,"All","All","All",41,132.258064516129
"David Hussey",2013,"Subrata Roy Sahara Stadium",8,0,11,0,"All","All","All",Inf,72.7272727272727
"David Hussey",2013,"Wankhede Stadium",34,1,18,0,"All","All","All",34,188.888888888889
"David Hussey",2014,"Brabourne Stadium",40,0,29,0,"All","All","All",Inf,137.931034482759
"David Hussey",2014,"JSCA International Stadium Complex",75,1,62,0,"All","All","All",75,120.967741935484
"David Hussey",2014,"Wankhede Stadium",1,1,3,0,"All","All","All",1,33.3333333333333
"David Miller",2012,"Feroz Shah Kotla",4,1,7,1,"All","All","All",4,57.1428571428571
"David Miller",2012,"MA Chidambaram Stadium",19,1,15,0,"All","All","All",19,126.666666666667
"David Miller",2012,"Punjab Cricket Association Stadium",42,1,30,0,"All","All","All",42,140
"David Miller",2012,"Rajiv Gandhi International Stadium",28,0,18,0,"All","All","All",Inf,155.555555555556
"David Miller",2012,"Wankhede Stadium",5,0,5,0,"All","All","All",Inf,100
"David Miller",2013,"Eden Gardens",10,1,8,0,"All","All","All",10,125
"David Miller",2013,"Feroz Shah Kotla",34,0,39,0,"All","All","All",Inf,87.1794871794872
"David Miller",2013,"Himachal Pradesh Cricket Association Stadium",50,1,29,0,"All","All","All",50,172.413793103448
"David Miller",2013,"M Chinnaswamy Stadium",2,1,4,0,"All","All","All",2,50
"David Miller",2013,"MA Chidambaram Stadium",51,0,26,0,"All","All","All",Inf,196.153846153846
"David Miller",2013,"Punjab Cricket Association Stadium",215,3,114,0,"All","All","All",71.6666666666667,188.59649122807
"David Miller",2013,"Wankhede Stadium",56,1,34,0,"All","All","All",56,164.705882352941
"David Miller",2014,"Barabati Stadium",60,2,46,0,"All","All","All",30,130.434782608696
"David Miller",2014,"Dubai International Cricket Stadium",26,1,20,0,"All","All","All",26,130
"David Miller",2014,"Eden Gardens",8,1,12,0,"All","All","All",8,66.6666666666667
"David Miller",2014,"Feroz Shah Kotla",2,1,6,0,"All","All","All",2,33.3333333333333
"David Miller",2014,"M Chinnaswamy Stadium",67,1,30,0,"All","All","All",67,223.333333333333
"David Miller",2014,"Punjab Cricket Association Stadium",76,0,54,0,"All","All","All",Inf,140.740740740741
"David Miller",2014,"Rajiv Gandhi International Stadium",24,0,24,0,"All","All","All",Inf,100
"David Miller",2014,"Sharjah Cricket Stadium",61,1,29,0,"All","All","All",61,210.344827586207
"David Miller",2014,"Sheikh Zayed Stadium",68,1,47,0,"All","All","All",68,144.68085106383
"David Miller",2014,"Wankhede Stadium",54,2,31,1,"All","All","All",27,174.193548387097
"David Miller",2015,"Eden Gardens",27,0,11,0,"All","All","All",Inf,245.454545454545
"David Miller",2015,"Feroz Shah Kotla",42,1,41,0,"All","All","All",42,102.439024390244
"David Miller",2015,"M Chinnaswamy Stadium",7,1,10,0,"All","All","All",7,70
"David Miller",2015,"MA Chidambaram Stadium",3,1,9,0,"All","All","All",3,33.3333333333333
"David Miller",2015,"Maharashtra Cricket Association Stadium",28,2,28,0,"All","All","All",14,100
"David Miller",2015,"Punjab Cricket Association Stadium",83,4,70,0,"All","All","All",20.75,118.571428571429
"David Miller",2015,"Rajiv Gandhi International Stadium",89,0,44,0,"All","All","All",Inf,202.272727272727
"David Miller",2015,"Sardar Patel Stadium",54,1,30,0,"All","All","All",54,180
"David Miller",2015,"Wankhede Stadium",24,1,23,0,"All","All","All",24,104.347826086957
"David Miller",2016,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",7,1,5,0,"All","All","All",7,140
"David Miller",2016,"Eden Gardens",13,1,18,0,"All","All","All",13,72.2222222222222
"David Miller",2016,"Feroz Shah Kotla",9,1,9,0,"All","All","All",9,100
"David Miller",2016,"M Chinnaswamy Stadium",3,1,6,0,"All","All","All",3,50
"David Miller",2016,"Punjab Cricket Association IS Bindra Stadium",89,4,55,0,"All","All","All",22.25,161.818181818182
"David Miller",2016,"Rajiv Gandhi International Stadium",9,1,11,0,"All","All","All",9,81.8181818181818
"David Miller",2016,"Saurashtra Cricket Association Stadium",31,1,27,0,"All","All","All",31,114.814814814815
"David Miller",2017,"Eden Gardens",28,1,19,0,"All","All","All",28,147.368421052632
"David Miller",2017,"Feroz Shah Kotla",24,1,28,0,"All","All","All",24,85.7142857142857
"David Miller",2017,"Holkar Cricket Stadium",30,0,27,0,"All","All","All",Inf,111.111111111111
"David Miller",2017,"Rajiv Gandhi International Stadium",1,1,6,0,"All","All","All",1,16.6666666666667
"David Miller",2018,"Feroz Shah Kotla",26,1,19,0,"All","All","All",26,136.842105263158
"David Miller",2018,"Maharashtra Cricket Association Stadium",24,1,22,0,"All","All","All",24,109.090909090909
"David Miller",2018,"Punjab Cricket Association IS Bindra Stadium",24,0,23,0,"All","All","All",Inf,104.347826086957
"David Miller",2019,"Eden Gardens",59,0,40,0,"All","All","All",Inf,147.5
"David Miller",2019,"Feroz Shah Kotla",7,1,5,0,"All","All","All",7,140
"David Miller",2019,"M Chinnaswamy Stadium",24,1,25,0,"All","All","All",24,96
"David Miller",2019,"MA Chidambaram Stadium",6,1,5,0,"All","All","All",6,120
"David Miller",2019,"Punjab Cricket Association IS Bindra Stadium",99,3,70,0,"All","All","All",33,141.428571428571
"David Miller",2019,"Rajiv Gandhi International Stadium",11,1,11,0,"All","All","All",11,100
"David Miller",2019,"Wankhede Stadium",7,1,8,0,"All","All","All",7,87.5
"David Miller",2021,"Arun Jaitley Stadium",14,0,7,0,"All","All","All",Inf,200
"David Miller",2021,"Sharjah Cricket Stadium",15,1,23,0,"All","All","All",15,65.2173913043478
"David Miller",2021,"Wankhede Stadium",88,3,73,0,"All","All","All",29.3333333333333,120.547945205479
"David Miller",2021,"Zayed Cricket Stadium",7,1,10,0,"All","All","All",7,70
"David Miller",2022,"Brabourne Stadium",64,0,42,0,"All","All","All",Inf,152.380952380952
"David Miller",2022,"Dr DY Patil Sports Academy",81,3,63,0,"All","All","All",27,128.571428571429
"David Miller",2022,"Eden Gardens",68,0,38,0,"All","All","All",Inf,178.947368421053
"David Miller",2022,"Maharashtra Cricket Association Stadium",140,1,90,0,"All","All","All",140,155.555555555556
"David Miller",2022,"Narendra Modi Stadium",32,0,19,0,"All","All","All",Inf,168.421052631579
"David Miller",2022,"Wankhede Stadium",96,3,85,0,"All","All","All",32,112.941176470588
"David Warner",2009,"Buffalo Park",21,1,30,0,"All","All","All",21,70
"David Warner",2009,"Kingsmead",40,2,29,0,"All","All","All",20,137.931034482759
"David Warner",2009,"New Wanderers Stadium",87,2,63,0,"All","All","All",43.5,138.095238095238
"David Warner",2009,"SuperSport Park",15,2,10,0,"All","All","All",7.5,150
"David Warner",2010,"Barabati Stadium",57,1,33,1,"All","All","All",57,172.727272727273
"David Warner",2010,"Brabourne Stadium",31,1,15,0,"All","All","All",31,206.666666666667
"David Warner",2010,"Eden Gardens",0,1,5,0,"All","All","All",0,0
"David Warner",2010,"Feroz Shah Kotla",161,5,122,1,"All","All","All",32.2,131.967213114754
"David Warner",2010,"M Chinnaswamy Stadium",33,1,14,0,"All","All","All",33,235.714285714286
"David Warner",2010,"MA Chidambaram Stadium",0,1,2,0,"All","All","All",0,0
"David Warner",2011,"Dr DY Patil Sports Academy",46,1,28,1,"All","All","All",46,164.285714285714
"David Warner",2011,"Feroz Shah Kotla",170,7,141,0,"All","All","All",24.2857142857143,120.567375886525
"David Warner",2011,"Himachal Pradesh Cricket Association Stadium",29,1,29,0,"All","All","All",29,100
"David Warner",2011,"MA Chidambaram Stadium",21,1,25,0,"All","All","All",21,84
"David Warner",2011,"Nehru Stadium",3,1,7,0,"All","All","All",3,42.8571428571429
"David Warner",2011,"Sawai Mansingh Stadium",54,1,44,0,"All","All","All",54,122.727272727273
"David Warner",2011,"Wankhede Stadium",1,1,2,0,"All","All","All",1,50
"David Warner",2012,"Feroz Shah Kotla",50,3,36,0,"All","All","All",16.6666666666667,138.888888888889
"David Warner",2012,"Himachal Pradesh Cricket Association Stadium",79,1,44,0,"All","All","All",79,179.545454545455
"David Warner",2012,"MA Chidambaram Stadium",11,2,16,0,"All","All","All",5.5,68.75
"David Warner",2012,"Rajiv Gandhi International Stadium",109,0,54,0,"All","All","All",Inf,201.851851851852
"David Warner",2012,"Subrata Roy Sahara Stadium",7,1,6,0,"All","All","All",7,116.666666666667
"David Warner",2013,"Eden Gardens",21,1,19,0,"All","All","All",21,110.526315789474
"David Warner",2013,"Feroz Shah Kotla",129,5,111,1,"All","All","All",25.8,116.216216216216
"David Warner",2013,"Himachal Pradesh Cricket Association Stadium",0,1,1,0,"All","All","All",0,0
"David Warner",2013,"M Chinnaswamy Stadium",15,1,13,0,"All","All","All",15,115.384615384615
"David Warner",2013,"MA Chidambaram Stadium",44,1,37,0,"All","All","All",44,118.918918918919
"David Warner",2013,"Rajiv Gandhi International Stadium",8,1,15,0,"All","All","All",8,53.3333333333333
"David Warner",2013,"Sawai Mansingh Stadium",13,1,18,0,"All","All","All",13,72.2222222222222
"David Warner",2013,"Shaheed Veer Narayan Singh International Stadium",117,0,67,0,"All","All","All",Inf,174.626865671642
"David Warner",2013,"Subrata Roy Sahara Stadium",2,1,5,0,"All","All","All",2,40
"David Warner",2013,"Wankhede Stadium",61,1,37,0,"All","All","All",61,164.864864864865
"David Warner",2014,"Dubai International Cricket Stadium",123,1,96,0,"All","All","All",123,128.125
"David Warner",2014,"Eden Gardens",4,1,2,0,"All","All","All",4,200
"David Warner",2014,"Feroz Shah Kotla",12,0,9,0,"All","All","All",Inf,133.333333333333
"David Warner",2014,"JSCA International Stadium Complex",90,1,45,0,"All","All","All",90,200
"David Warner",2014,"M Chinnaswamy Stadium",61,1,49,0,"All","All","All",61,124.489795918367
"David Warner",2014,"Rajiv Gandhi International Stadium",192,3,118,1,"All","All","All",64,162.71186440678
"David Warner",2014,"Sardar Patel Stadium",6,1,7,0,"All","All","All",6,85.7142857142857
"David Warner",2014,"Sharjah Cricket Stadium",8,2,14,0,"All","All","All",4,57.1428571428571
"David Warner",2014,"Sheikh Zayed Stadium",32,1,35,0,"All","All","All",32,91.4285714285714
"David Warner",2015,"Brabourne Stadium",24,1,18,0,"All","All","All",24,133.333333333333
"David Warner",2015,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",140,3,89,1,"All","All","All",46.6666666666667,157.303370786517
"David Warner",2015,"Eden Gardens",4,1,3,0,"All","All","All",4,133.333333333333
"David Warner",2015,"M Chinnaswamy Stadium",57,1,27,0,"All","All","All",57,211.111111111111
"David Warner",2015,"MA Chidambaram Stadium",53,1,42,0,"All","All","All",53,126.190476190476
"David Warner",2015,"Punjab Cricket Association Stadium",58,1,41,0,"All","All","All",58,141.463414634146
"David Warner",2015,"Rajiv Gandhi International Stadium",200,3,117,0,"All","All","All",66.6666666666667,170.940170940171
"David Warner",2015,"Shaheed Veer Narayan Singh International Stadium",17,1,15,0,"All","All","All",17,113.333333333333
"David Warner",2015,"Wankhede Stadium",9,1,7,0,"All","All","All",9,128.571428571429
"David Warner",2016,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",59,2,47,0,"All","All","All",29.5,125.531914893617
"David Warner",2016,"Eden Gardens",18,1,16,0,"All","All","All",18,112.5
"David Warner",2016,"Feroz Shah Kotla",121,1,86,0,"All","All","All",121,140.697674418605
"David Warner",2016,"M Chinnaswamy Stadium",127,2,63,0,"All","All","All",63.5,201.587301587302
"David Warner",2016,"Punjab Cricket Association IS Bindra Stadium",52,1,41,0,"All","All","All",52,126.829268292683
"David Warner",2016,"Rajiv Gandhi International Stadium",324,6,203,0,"All","All","All",54,159.605911330049
"David Warner",2016,"Saurashtra Cricket Association Stadium",74,0,48,0,"All","All","All",Inf,154.166666666667
"David Warner",2016,"Shaheed Veer Narayan Singh International Stadium",73,1,56,0,"All","All","All",73,130.357142857143
"David Warner",2017,"Eden Gardens",26,1,30,0,"All","All","All",26,86.6666666666667
"David Warner",2017,"Feroz Shah Kotla",30,1,21,0,"All","All","All",30,142.857142857143
"David Warner",2017,"Green Park",69,0,52,0,"All","All","All",Inf,132.692307692308
"David Warner",2017,"M Chinnaswamy Stadium",37,1,35,0,"All","All","All",37,105.714285714286
"David Warner",2017,"Maharashtra Cricket Association Stadium",43,1,40,0,"All","All","All",43,107.5
"David Warner",2017,"Punjab Cricket Association IS Bindra Stadium",51,1,27,0,"All","All","All",51,188.888888888889
"David Warner",2017,"Rajiv Gandhi International Stadium",336,5,213,0,"All","All","All",67.2,157.746478873239
"David Warner",2017,"Wankhede Stadium",49,1,34,0,"All","All","All",49,144.117647058824
"David Warner",2019,"Eden Gardens",85,1,53,0,"All","All","All",85,160.377358490566
"David Warner",2019,"Feroz Shah Kotla",10,1,18,0,"All","All","All",10,55.5555555555556
"David Warner",2019,"MA Chidambaram Stadium",57,1,45,0,"All","All","All",57,126.666666666667
"David Warner",2019,"Punjab Cricket Association IS Bindra Stadium",70,0,62,0,"All","All","All",Inf,112.903225806452
"David Warner",2019,"Rajiv Gandhi International Stadium",433,6,271,0,"All","All","All",72.1666666666667,159.778597785978
"David Warner",2019,"Sawai Mansingh Stadium",37,1,32,0,"All","All","All",37,115.625
"David Warner",2020,"Dubai International Cricket Stadium",248,7,184,0,"All","All","All",35.4285714285714,134.782608695652
"David Warner",2020,"Sharjah Cricket Stadium",153,2,107,0,"All","All","All",76.5,142.990654205607
"David Warner",2020,"Sheikh Zayed Stadium",19,2,20,0,"All","All","All",9.5,95
"David Warner",2020,"Zayed Cricket Stadium",128,2,96,0,"All","All","All",64,133.333333333333
"David Warner",2021,"Arun Jaitley Stadium",57,1,55,0,"All","All","All",57,103.636363636364
"David Warner",2021,"Dubai International Cricket Stadium",0,1,3,0,"All","All","All",0,0
"David Warner",2021,"MA Chidambaram Stadium",136,5,120,2,"All","All","All",27.2,113.333333333333
"David Warner",2021,"Sharjah Cricket Stadium",2,1,3,0,"All","All","All",2,66.6666666666667
"David Warner",2022,"Brabourne Stadium",213,1,133,0,"All","All","All",213,160.15037593985
"David Warner",2022,"Dr DY Patil Sports Academy",75,3,66,0,"All","All","All",25,113.636363636364
"David Warner",2022,"Wankhede Stadium",144,5,88,0,"All","All","All",28.8,163.636363636364
"David Wiese",2015,"JSCA International Stadium Complex",12,1,7,0,"All","All","All",12,171.428571428571
"David Wiese",2015,"M Chinnaswamy Stadium",89,2,60,0,"All","All","All",44.5,148.333333333333
"David Wiese",2015,"MA Chidambaram Stadium",17,1,14,0,"All","All","All",17,121.428571428571
"David Wiese",2015,"Punjab Cricket Association Stadium",4,0,5,0,"All","All","All",Inf,80
"David Wiese",2016,"M Chinnaswamy Stadium",5,0,4,0,"All","All","All",Inf,125
"David Willey",2022,"Dr DY Patil Sports Academy",18,1,28,0,"All","All","All",18,64.2857142857143
"David Willey",2022,"Wankhede Stadium",0,1,2,0,"All","All","All",0,0
"Davy Jacobs",2011,"Feroz Shah Kotla",1,1,6,0,"All","All","All",1,16.6666666666667
"Davy Jacobs",2011,"M Chinnaswamy Stadium",22,1,16,0,"All","All","All",22,137.5
"Davy Jacobs",2011,"Rajiv Gandhi International Stadium",32,1,20,0,"All","All","All",32,160
"Davy Jacobs",2011,"Sawai Mansingh Stadium",15,1,15,0,"All","All","All",15,100
"Davy Jacobs",2011,"Wankhede Stadium",22,2,31,0,"All","All","All",11,70.9677419354839
"Davy Jacobs",2012,"Wankhede Stadium",0,1,10,0,"All","All","All",0,0
"Dawid Malan",2021,"Narendra Modi Stadium",26,1,26,0,"All","All","All",26,100
"Debabrata Das",2008,"Eden Gardens",87,4,73,0,"All","All","All",21.75,119.178082191781
"Debabrata Das",2008,"Punjab Cricket Association Stadium",5,1,8,0,"All","All","All",5,62.5
"Debabrata Das",2008,"Sawai Mansingh Stadium",11,1,13,0,"All","All","All",11,84.6153846153846
"Debabrata Das",2012,"Barabati Stadium",9,0,8,0,"All","All","All",Inf,112.5
"Debabrata Das",2012,"Eden Gardens",91,1,61,1,"All","All","All",91,149.180327868852
"Debabrata Das",2012,"Feroz Shah Kotla",1,0,3,0,"All","All","All",Inf,33.3333333333333
"Debabrata Das",2012,"MA Chidambaram Stadium",11,0,4,0,"All","All","All",Inf,275
"Debabrata Das",2012,"Sawai Mansingh Stadium",12,1,14,0,"All","All","All",12,85.7142857142857
"Debabrata Das",2012,"Wankhede Stadium",2,1,3,1,"All","All","All",2,66.6666666666667
"Debabrata Das",2013,"Eden Gardens",25,2,22,0,"All","All","All",12.5,113.636363636364
"Debabrata Das",2013,"JSCA International Stadium Complex",8,0,6,0,"All","All","All",Inf,133.333333333333
"Debabrata Das",2013,"Punjab Cricket Association Stadium",1,1,3,0,"All","All","All",1,33.3333333333333
"Debabrata Das",2013,"Shaheed Veer Narayan Singh International Stadium",18,1,26,0,"All","All","All",18,69.2307692307692
"Debabrata Das",2013,"Wankhede Stadium",23,1,17,0,"All","All","All",23,135.294117647059
"Deepak Chahar",2017,"Maharashtra Cricket Association Stadium",14,1,6,0,"All","All","All",14,233.333333333333
"Deepak Chahar",2018,"Feroz Shah Kotla",1,0,2,0,"All","All","All",Inf,50
"Deepak Chahar",2018,"Maharashtra Cricket Association Stadium",39,1,20,0,"All","All","All",39,195
"Deepak Chahar",2018,"Wankhede Stadium",10,2,7,0,"All","All","All",5,142.857142857143
"Deepak Chahar",2019,"MA Chidambaram Stadium",0,1,2,0,"All","All","All",0,0
"Deepak Chahar",2019,"Wankhede Stadium",7,1,7,0,"All","All","All",7,100
"Deepak Chahar",2020,"Dubai International Cricket Stadium",7,0,7,0,"All","All","All",Inf,100
"Deepak Chahar",2020,"Sharjah Cricket Stadium",0,1,5,0,"All","All","All",0,0
"Deepak Chahar",2021,"Zayed Cricket Stadium",1,0,1,0,"All","All","All",Inf,100
"Deepak Hooda",2015,"Brabourne Stadium",7,1,9,0,"All","All","All",7,77.7777777777778
"Deepak Hooda",2015,"Feroz Shah Kotla",54,1,25,0,"All","All","All",54,216
"Deepak Hooda",2015,"MA Chidambaram Stadium",15,1,14,0,"All","All","All",15,107.142857142857
"Deepak Hooda",2015,"Maharashtra Cricket Association Stadium",41,2,29,0,"All","All","All",20.5,141.379310344828
"Deepak Hooda",2015,"Sardar Patel Stadium",33,3,16,0,"All","All","All",11,206.25
"Deepak Hooda",2015,"Wankhede Stadium",1,1,2,0,"All","All","All",1,50
"Deepak Hooda",2016,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",14,1,5,0,"All","All","All",14,280
"Deepak Hooda",2016,"Eden Gardens",2,1,2,1,"All","All","All",2,100
"Deepak Hooda",2016,"Feroz Shah Kotla",25,2,22,1,"All","All","All",12.5,113.636363636364
"Deepak Hooda",2016,"M Chinnaswamy Stadium",9,2,12,0,"All","All","All",4.5,75
"Deepak Hooda",2016,"Punjab Cricket Association IS Bindra Stadium",34,1,22,0,"All","All","All",34,154.545454545455
"Deepak Hooda",2016,"Rajiv Gandhi International Stadium",59,6,57,2,"All","All","All",9.83333333333333,103.508771929825
"Deepak Hooda",2016,"Shaheed Veer Narayan Singh International Stadium",1,1,1,1,"All","All","All",1,100
"Deepak Hooda",2017,"Eden Gardens",13,1,7,0,"All","All","All",13,185.714285714286
"Deepak Hooda",2017,"Maharashtra Cricket Association Stadium",19,0,10,0,"All","All","All",Inf,190
"Deepak Hooda",2017,"Rajiv Gandhi International Stadium",37,1,26,0,"All","All","All",37,142.307692307692
"Deepak Hooda",2017,"Wankhede Stadium",9,1,9,0,"All","All","All",9,100
"Deepak Hooda",2018,"Eden Gardens",24,1,28,0,"All","All","All",24,85.7142857142857
"Deepak Hooda",2018,"M Chinnaswamy Stadium",1,0,1,0,"All","All","All",Inf,100
"Deepak Hooda",2018,"Maharashtra Cricket Association Stadium",21,0,11,0,"All","All","All",Inf,190.909090909091
"Deepak Hooda",2018,"Punjab Cricket Association IS Bindra Stadium",5,1,5,0,"All","All","All",5,100
"Deepak Hooda",2018,"Rajiv Gandhi International Stadium",33,1,32,0,"All","All","All",33,103.125
"Deepak Hooda",2018,"Wankhede Stadium",3,1,4,0,"All","All","All",3,75
"Deepak Hooda",2019,"Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",4,1,4,1,"All","All","All",4,100
"Deepak Hooda",2019,"Feroz Shah Kotla",10,1,11,0,"All","All","All",10,90.9090909090909
"Deepak Hooda",2019,"Punjab Cricket Association IS Bindra Stadium",14,0,3,0,"All","All","All",Inf,466.666666666667
"Deepak Hooda",2019,"Rajiv Gandhi International Stadium",36,3,44,0,"All","All","All",12,81.8181818181818
"Deepak Hooda",2019,"Sawai Mansingh Stadium",0,1,1,0,"All","All","All",0,0
"Deepak Hooda",2020,"Dubai International Cricket Stadium",38,1,40,0,"All","All","All",38,95
"Deepak Hooda",2020,"Zayed Cricket Stadium",63,0,31,0,"All","All","All",Inf,203.225806451613
"Deepak Hooda",2021,"Dubai International Cricket Stadium",3,2,6,0,"All","All","All",1.5,50
"Deepak Hooda",2021,"MA Chidambaram Stadium",13,1,11,0,"All","All","All",13,118.181818181818
"Deepak Hooda",2021,"Narendra Modi Stadium",7,3,14,1,"All","All","All",2.33333333333333,50
"Deepak Hooda",2021,"Sharjah Cricket Stadium",13,1,10,0,"All","All","All",13,130
"Deepak Hooda",2021,"Wankhede Stadium",96,2,56,0,"All","All","All",48,171.428571428571
"Deepak Hooda",2021,"Zayed Cricket Stadium",28,1,26,0,"All","All","All",28,107.692307692308
"Deepak Hooda",2022,"Brabourne Stadium",87,3,55,0,"All","All","All",29,158.181818181818
"Deepak Hooda",2022,"Dr DY Patil Sports Academy",75,3,60,0,"All","All","All",25,125
"Deepak Hooda",2022,"Eden Gardens",45,1,26,0,"All","All","All",45,173.076923076923
"Deepak Hooda",2022,"Maharashtra Cricket Association Stadium",102,2,81,0,"All","All","All",51,125.925925925926
"Deepak Hooda",2022,"Wankhede Stadium",142,4,108,0,"All","All","All",35.5,131.481481481481
"Devdutt Padikkal",2020,"Dubai International Cricket Stadium",205,7,182,0,"All","All","All",29.2857142857143,112.637362637363
"Devdutt Padikkal",2020,"Sharjah Cricket Stadium",55,3,43,0,"All","All","All",18.3333333333333,127.906976744186
"Devdutt Padikkal",2020,"Sheikh Zayed Stadium",1,1,6,0,"All","All","All",1,16.6666666666667
"Devdutt Padikkal",2020,"Zayed Cricket Stadium",212,4,148,1,"All","All","All",53,143.243243243243
"Devdutt Padikkal",2021,"Dubai International Cricket Stadium",22,3,22,0,"All","All","All",7.33333333333333,100
"Devdutt Padikkal",2021,"MA Chidambaram Stadium",36,2,41,0,"All","All","All",18,87.8048780487805
"Devdutt Padikkal",2021,"Narendra Modi Stadium",24,2,20,0,"All","All","All",12,120
"Devdutt Padikkal",2021,"Sharjah Cricket Stadium",131,3,106,0,"All","All","All",43.6666666666667,123.584905660377
"Devdutt Padikkal",2021,"Wankhede Stadium",135,1,67,0,"All","All","All",135,201.492537313433
"Devdutt Padikkal",2021,"Zayed Cricket Stadium",63,2,72,0,"All","All","All",31.5,87.5
"Devdutt Padikkal",2022,"Brabourne Stadium",66,3,45,0,"All","All","All",22,146.666666666667
"Devdutt Padikkal",2022,"Dr DY Patil Sports Academy",70,4,53,0,"All","All","All",17.5,132.075471698113
"Devdutt Padikkal",2022,"Eden Gardens",28,1,20,0,"All","All","All",28,140
"Devdutt Padikkal",2022,"Maharashtra Cricket Association Stadium",48,2,36,0,"All","All","All",24,133.333333333333
"Devdutt Padikkal",2022,"Narendra Modi Stadium",11,2,22,0,"All","All","All",5.5,50
"Devdutt Padikkal",2022,"Wankhede Stadium",153,5,130,0,"All","All","All",30.6,117.692307692308
"Devon Conway",2022,"Brabourne Stadium",16,1,14,0,"All","All","All",16,114.285714285714
"Devon Conway",2022,"Dr DY Patil Sports Academy",87,1,49,0,"All","All","All",87,177.551020408163
"Devon Conway",2022,"Maharashtra Cricket Association Stadium",141,1,92,0,"All","All","All",141,153.260869565217
"Devon Conway",2022,"Wankhede Stadium",8,3,18,0,"All","All","All",2.66666666666667,44.4444444444444
"Devraj Patil",2008,"M Chinnaswamy Stadium",4,0,1,0,"All","All","All",Inf,400
"Devraj Patil",2008,"Sawai Mansingh Stadium",9,1,12,0,"All","All","All",9,75
"Dewald Brevis",2022,"Brabourne Stadium",31,1,13,0,"All","All","All",31,238.461538461538
"Dewald Brevis",2022,"Dr DY Patil Sports Academy",4,1,7,0,"All","All","All",4,57.1428571428571
"Dewald Brevis",2022,"Maharashtra Cricket Association Stadium",86,3,55,0,"All","All","All",28.6666666666667,156.363636363636
"Dewald Brevis",2022,"Wankhede Stadium",40,2,38,0,"All","All","All",20,105.263157894737
"Dhawal Kulkarni",2008,"Punjab Cricket Association Stadium",2,0,16,0,"All","All","All",Inf,12.5
"Dhawal Kulkarni",2009,"Buffalo Park",1,1,4,1,"All","All","All",1,25
"Dhawal Kulkarni",2009,"Kingsmead",1,1,4,0,"All","All","All",1,25
"Dhawal Kulkarni",2009,"SuperSport Park",7,0,9,0,"All","All","All",Inf,77.7777777777778
"Dhawal Kulkarni",2011,"Punjab Cricket Association Stadium",2,1,4,0,"All","All","All",2,50
"Dhawal Kulkarni",2012,"M Chinnaswamy Stadium",10,0,5,0,"All","All","All",Inf,200
