"Batting_Team","Striker","Bowling_Team","Stadium","Runs","Dismissed","Balls","Season","Average","Strike_Rate"
"Delhi Capitals","Tillakaratne Dilshan","Rajasthan Royals","Wankhede Stadium",33,1,22,"All",33,150
"Delhi Capitals","Tillakaratne Dilshan","Royal Challengers Bangalore","M Chinnaswamy Stadium",4,1,10,"All",4,40
"Delhi Capitals","Tillakaratne Dilshan","Royal Challengers Bangalore","St George's Park",67,0,47,"All",Inf,142.553191489362
"Delhi Capitals","Tim Seifert","Gujarat Titans","Maharashtra Cricket Association Stadium",3,1,5,"All",3,60
"Delhi Capitals","Tim Seifert","Mumbai Indians","Brabourne Stadium",21,1,14,"All",21,150
"Delhi Capitals","Tom Curran","Chennai Super Kings","Dubai International Cricket Stadium",0,0,1,"All",NA,0
"Delhi Capitals","Tom Curran","Rajasthan Royals","Wankhede Stadium",21,1,16,"All",21,131.25
"Delhi Capitals","Travis Birt","Deccan Chargers","Rajiv Gandhi International Stadium",4,1,8,"All",4,50
"Delhi Capitals","Travis Birt","Kochi Tuskers Kerala","Feroz Shah Kotla",27,1,15,"All",27,180
"Delhi Capitals","Travis Birt","Kochi Tuskers Kerala","Nehru Stadium",20,1,13,"All",20,153.846153846154
"Delhi Capitals","Travis Birt","Kolkata Knight Riders","Feroz Shah Kotla",8,1,11,"All",8,72.7272727272727
"Delhi Capitals","Travis Birt","Punjab Kings","Himachal Pradesh Cricket Association Stadium",16,1,11,"All",16,145.454545454545
"Delhi Capitals","Trent Boult","Chennai Super Kings","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",6,1,3,"All",6,200
"Delhi Capitals","Trent Boult","Chennai Super Kings","MA Chidambaram Stadium",1,0,1,"All",Inf,100
"Delhi Capitals","Trent Boult","Kolkata Knight Riders","Eden Gardens",0,1,2,"All",0,0
"Delhi Capitals","Tushar Deshpande","Kolkata Knight Riders","Zayed Cricket Stadium",1,1,3,"All",1,33.3333333333333
"Delhi Capitals","Tushar Deshpande","Sunrisers Hyderabad","Dubai International Cricket Stadium",20,0,9,"All",Inf,222.222222222222
"Delhi Capitals","Umesh Yadav","Chennai Super Kings","Feroz Shah Kotla",1,1,5,"All",1,20
"Delhi Capitals","Umesh Yadav","Chennai Super Kings","MA Chidambaram Stadium",13,1,13,"All",13,100
"Delhi Capitals","Umesh Yadav","Deccan Chargers","Barabati Stadium",3,0,4,"All",Inf,75
"Delhi Capitals","Umesh Yadav","Kolkata Knight Riders","Feroz Shah Kotla",1,0,1,"All",Inf,100
"Delhi Capitals","Umesh Yadav","Kolkata Knight Riders","Subrata Roy Sahara Stadium",1,0,1,"All",Inf,100
"Delhi Capitals","Umesh Yadav","Mumbai Indians","Feroz Shah Kotla",0,1,4,"All",0,0
"Delhi Capitals","Umesh Yadav","Mumbai Indians","Wankhede Stadium",5,0,4,"All",Inf,125
"Delhi Capitals","Umesh Yadav","Pune Warriors","Subrata Roy Sahara Stadium",8,0,9,"All",Inf,88.8888888888889
"Delhi Capitals","Umesh Yadav","Royal Challengers Bangalore","Feroz Shah Kotla",4,1,3,"All",4,133.333333333333
"Delhi Capitals","Umesh Yadav","Sunrisers Hyderabad","Feroz Shah Kotla",6,0,5,"All",Inf,120
"Delhi Capitals","Umesh Yadav","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",2,0,5,"All",Inf,40
"Delhi Capitals","Unmukt Chand","Chennai Super Kings","MA Chidambaram Stadium",16,1,12,"All",16,133.333333333333
"Delhi Capitals","Unmukt Chand","Kolkata Knight Riders","Eden Gardens",0,1,1,"All",0,0
"Delhi Capitals","Unmukt Chand","Kolkata Knight Riders","Shaheed Veer Narayan Singh International Stadium",37,1,39,"All",37,94.8717948717949
"Delhi Capitals","Unmukt Chand","Mumbai Indians","Feroz Shah Kotla",0,1,2,"All",0,0
"Delhi Capitals","Unmukt Chand","Mumbai Indians","Wankhede Stadium",0,1,1,"All",0,0
"Delhi Capitals","Unmukt Chand","Pune Warriors","Shaheed Veer Narayan Singh International Stadium",17,1,19,"All",17,89.4736842105263
"Delhi Capitals","Unmukt Chand","Punjab Kings","Himachal Pradesh Cricket Association Stadium",25,2,32,"All",12.5,78.125
"Delhi Capitals","Unmukt Chand","Rajasthan Royals","Feroz Shah Kotla",23,1,19,"All",23,121.052631578947
"Delhi Capitals","Unmukt Chand","Rajasthan Royals","Sawai Mansingh Stadium",2,1,10,"All",2,20
"Delhi Capitals","Unmukt Chand","Royal Challengers Bangalore","Feroz Shah Kotla",59,2,45,"All",29.5,131.111111111111
"Delhi Capitals","Unmukt Chand","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",17,1,24,"All",17,70.8333333333333
"Delhi Capitals","Varun Aaron","Chennai Super Kings","MA Chidambaram Stadium",0,1,2,"All",0,0
"Delhi Capitals","Varun Aaron","Kolkata Knight Riders","Feroz Shah Kotla",1,1,1,"All",1,100
"Delhi Capitals","Varun Aaron","Punjab Kings","Himachal Pradesh Cricket Association Stadium",0,0,5,"All",NA,0
"Delhi Capitals","Venugopal Rao","Chennai Super Kings","MA Chidambaram Stadium",67,3,51,"All",22.3333333333333,131.372549019608
"Delhi Capitals","Venugopal Rao","Deccan Chargers","Feroz Shah Kotla",21,1,23,"All",21,91.304347826087
"Delhi Capitals","Venugopal Rao","Deccan Chargers","Rajiv Gandhi International Stadium",3,1,11,"All",3,27.2727272727273
"Delhi Capitals","Venugopal Rao","Kochi Tuskers Kerala","Feroz Shah Kotla",40,1,36,"All",40,111.111111111111
"Delhi Capitals","Venugopal Rao","Kochi Tuskers Kerala","Nehru Stadium",1,1,10,"All",1,10
"Delhi Capitals","Venugopal Rao","Kolkata Knight Riders","Feroz Shah Kotla",19,1,18,"All",19,105.555555555556
"Delhi Capitals","Venugopal Rao","Kolkata Knight Riders","Subrata Roy Sahara Stadium",13,1,22,"All",13,59.0909090909091
"Delhi Capitals","Venugopal Rao","Mumbai Indians","Feroz Shah Kotla",26,1,25,"All",26,104
"Delhi Capitals","Venugopal Rao","Mumbai Indians","Wankhede Stadium",37,1,27,"All",37,137.037037037037
"Delhi Capitals","Venugopal Rao","Pune Warriors","Dr DY Patil Sports Academy",31,1,20,"All",31,155
"Delhi Capitals","Venugopal Rao","Pune Warriors","Feroz Shah Kotla",0,0,1,"All",NA,0
"Delhi Capitals","Venugopal Rao","Punjab Kings","Feroz Shah Kotla",35,1,22,"All",35,159.090909090909
"Delhi Capitals","Venugopal Rao","Punjab Kings","Himachal Pradesh Cricket Association Stadium",37,1,32,"All",37,115.625
"Delhi Capitals","Venugopal Rao","Rajasthan Royals","Sawai Mansingh Stadium",60,1,40,"All",60,150
"Delhi Capitals","Venugopal Rao","Royal Challengers Bangalore","Feroz Shah Kotla",60,2,45,"All",30,133.333333333333
"Delhi Capitals","Venugopal Rao","Royal Challengers Bangalore","M Chinnaswamy Stadium",18,1,23,"All",18,78.2608695652174
"Delhi Capitals","Vijay Shankar","Chennai Super Kings","Feroz Shah Kotla",36,0,28,"All",Inf,128.571428571429
"Delhi Capitals","Vijay Shankar","Chennai Super Kings","Maharashtra Cricket Association Stadium",54,0,31,"All",Inf,174.193548387097
"Delhi Capitals","Vijay Shankar","Kolkata Knight Riders","Eden Gardens",2,1,4,"All",2,50
"Delhi Capitals","Vijay Shankar","Mumbai Indians","Feroz Shah Kotla",43,0,30,"All",Inf,143.333333333333
"Delhi Capitals","Vijay Shankar","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",13,1,13,"All",13,100
"Delhi Capitals","Vijay Shankar","Rajasthan Royals","Feroz Shah Kotla",17,1,6,"All",17,283.333333333333
"Delhi Capitals","Vijay Shankar","Rajasthan Royals","Sawai Mansingh Stadium",3,1,3,"All",3,100
"Delhi Capitals","Vijay Shankar","Royal Challengers Bangalore","Feroz Shah Kotla",21,0,20,"All",Inf,105
"Delhi Capitals","Vijay Shankar","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",23,0,13,"All",Inf,176.923076923077
"Delhi Capitals","Virender Sehwag","Chennai Super Kings","Feroz Shah Kotla",147,4,90,"All",36.75,163.333333333333
"Delhi Capitals","Virender Sehwag","Chennai Super Kings","Kingsmead",6,1,9,"All",6,66.6666666666667
"Delhi Capitals","Virender Sehwag","Chennai Super Kings","MA Chidambaram Stadium",80,5,55,"All",16,145.454545454545
"Delhi Capitals","Virender Sehwag","Deccan Chargers","Barabati Stadium",3,1,7,"All",3,42.8571428571429
"Delhi Capitals","Virender Sehwag","Deccan Chargers","Feroz Shah Kotla",27,4,20,"All",6.75,135
"Delhi Capitals","Virender Sehwag","Deccan Chargers","Kingsmead",11,1,10,"All",11,110
"Delhi Capitals","Virender Sehwag","Deccan Chargers","Rajiv Gandhi International Stadium",217,2,99,"All",108.5,219.191919191919
"Delhi Capitals","Virender Sehwag","Deccan Chargers","SuperSport Park",59,2,42,"All",29.5,140.47619047619
"Delhi Capitals","Virender Sehwag","Kochi Tuskers Kerala","Feroz Shah Kotla",15,1,9,"All",15,166.666666666667
"Delhi Capitals","Virender Sehwag","Kochi Tuskers Kerala","Nehru Stadium",80,1,47,"All",80,170.212765957447
"Delhi Capitals","Virender Sehwag","Kolkata Knight Riders","Eden Gardens",84,3,54,"All",28,155.555555555556
"Delhi Capitals","Virender Sehwag","Kolkata Knight Riders","Feroz Shah Kotla",65,3,35,"All",21.6666666666667,185.714285714286
"Delhi Capitals","Virender Sehwag","Kolkata Knight Riders","Shaheed Veer Narayan Singh International Stadium",17,1,15,"All",17,113.333333333333
"Delhi Capitals","Virender Sehwag","Kolkata Knight Riders","Subrata Roy Sahara Stadium",10,1,7,"All",10,142.857142857143
"Delhi Capitals","Virender Sehwag","Mumbai Indians","Brabourne Stadium",20,1,18,"All",20,111.111111111111
"Delhi Capitals","Virender Sehwag","Mumbai Indians","Dr DY Patil Sports Academy",40,1,20,"All",40,200
"Delhi Capitals","Virender Sehwag","Mumbai Indians","Feroz Shah Kotla",231,4,134,"All",57.75,172.388059701493
"Delhi Capitals","Virender Sehwag","Mumbai Indians","SuperSport Park",50,1,27,"All",50,185.185185185185
"Delhi Capitals","Virender Sehwag","Mumbai Indians","Wankhede Stadium",34,2,40,"All",17,85
"Delhi Capitals","Virender Sehwag","Pune Warriors","Dr DY Patil Sports Academy",37,1,23,"All",37,160.869565217391
"Delhi Capitals","Virender Sehwag","Pune Warriors","Feroz Shah Kotla",57,1,32,"All",57,178.125
"Delhi Capitals","Virender Sehwag","Pune Warriors","Shaheed Veer Narayan Singh International Stadium",28,1,26,"All",28,107.692307692308
"Delhi Capitals","Virender Sehwag","Pune Warriors","Subrata Roy Sahara Stadium",98,1,58,"All",98,168.965517241379
"Delhi Capitals","Virender Sehwag","Punjab Kings","Feroz Shah Kotla",159,4,92,"All",39.75,172.826086956522
"Delhi Capitals","Virender Sehwag","Punjab Kings","Himachal Pradesh Cricket Association Stadium",30,1,22,"All",30,136.363636363636
"Delhi Capitals","Virender Sehwag","Punjab Kings","Newlands",38,0,16,"All",Inf,237.5
"Delhi Capitals","Virender Sehwag","Punjab Kings","OUTsurance Oval",9,1,8,"All",9,112.5
"Delhi Capitals","Virender Sehwag","Punjab Kings","Punjab Cricket Association Stadium",14,2,12,"All",7,116.666666666667
"Delhi Capitals","Virender Sehwag","Rajasthan Royals","Feroz Shah Kotla",94,3,55,"All",31.3333333333333,170.909090909091
"Delhi Capitals","Virender Sehwag","Rajasthan Royals","OUTsurance Oval",2,1,8,"All",2,25
"Delhi Capitals","Virender Sehwag","Rajasthan Royals","Sardar Patel Stadium",75,1,34,"All",75,220.588235294118
"Delhi Capitals","Virender Sehwag","Rajasthan Royals","Sawai Mansingh Stadium",105,4,67,"All",26.25,156.716417910448
"Delhi Capitals","Virender Sehwag","Rajasthan Royals","SuperSport Park",16,1,11,"All",16,145.454545454545
"Delhi Capitals","Virender Sehwag","Rajasthan Royals","Wankhede Stadium",3,1,4,"All",3,75
"Delhi Capitals","Virender Sehwag","Royal Challengers Bangalore","Feroz Shah Kotla",102,4,62,"All",25.5,164.516129032258
"Delhi Capitals","Virender Sehwag","Royal Challengers Bangalore","M Chinnaswamy Stadium",84,4,54,"All",21,155.555555555556
"Delhi Capitals","Virender Sehwag","Royal Challengers Bangalore","New Wanderers Stadium",0,1,2,"All",0,0
"Delhi Capitals","Virender Sehwag","Royal Challengers Bangalore","St George's Park",7,1,5,"All",7,140
"Delhi Capitals","Virender Sehwag","Sunrisers Hyderabad","Feroz Shah Kotla",12,1,10,"All",12,120
"Delhi Capitals","Virender Sehwag","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",8,1,17,"All",8,47.0588235294118
"Delhi Capitals","Wayne Parnell","Punjab Kings","Feroz Shah Kotla",2,1,2,"All",2,100
"Delhi Capitals","Yo Mahesh","Kolkata Knight Riders","Eden Gardens",3,1,6,"All",3,50
"Delhi Capitals","Yo Mahesh","Mumbai Indians","Dr DY Patil Sports Academy",3,0,5,"All",Inf,60
"Delhi Capitals","Yo Mahesh","Punjab Kings","Punjab Cricket Association Stadium",6,0,5,"All",Inf,120
"Delhi Capitals","Yo Mahesh","Rajasthan Royals","Sawai Mansingh Stadium",0,0,1,"All",NA,0
"Delhi Capitals","Yo Mahesh","Rajasthan Royals","Wankhede Stadium",3,1,10,"All",3,30
"Delhi Capitals","Yogesh Nagar","Chennai Super Kings","MA Chidambaram Stadium",45,0,49,"All",Inf,91.8367346938776
"Delhi Capitals","Yogesh Nagar","Deccan Chargers","Barabati Stadium",1,1,6,"All",1,16.6666666666667
"Delhi Capitals","Yogesh Nagar","Deccan Chargers","Feroz Shah Kotla",46,1,26,"All",46,176.923076923077
"Delhi Capitals","Yogesh Nagar","Deccan Chargers","Rajiv Gandhi International Stadium",7,0,3,"All",Inf,233.333333333333
"Delhi Capitals","Yogesh Nagar","Kochi Tuskers Kerala","Feroz Shah Kotla",18,1,23,"All",18,78.2608695652174
"Delhi Capitals","Yogesh Nagar","Kochi Tuskers Kerala","Nehru Stadium",22,1,30,"All",22,73.3333333333333
"Delhi Capitals","Yogesh Nagar","Kolkata Knight Riders","Feroz Shah Kotla",29,2,19,"All",14.5,152.631578947368
"Delhi Capitals","Yogesh Nagar","Mumbai Indians","Feroz Shah Kotla",0,1,1,"All",0,0
"Delhi Capitals","Yogesh Nagar","Mumbai Indians","Wankhede Stadium",0,1,1,"All",0,0
"Delhi Capitals","Yogesh Nagar","Pune Warriors","Feroz Shah Kotla",24,1,19,"All",24,126.315789473684
"Delhi Capitals","Yogesh Nagar","Punjab Kings","Feroz Shah Kotla",11,1,9,"All",11,122.222222222222
"Delhi Capitals","Yogesh Nagar","Punjab Kings","Himachal Pradesh Cricket Association Stadium",10,1,7,"All",10,142.857142857143
"Delhi Capitals","Yogesh Nagar","Rajasthan Royals","Feroz Shah Kotla",27,1,20,"All",27,135
"Delhi Capitals","Yogesh Nagar","Rajasthan Royals","Sawai Mansingh Stadium",9,0,9,"All",Inf,100
"Delhi Capitals","Yogesh Nagar","Royal Challengers Bangalore","Feroz Shah Kotla",0,0,2,"All",NA,0
"Delhi Capitals","Yogesh Nagar","Royal Challengers Bangalore","M Chinnaswamy Stadium",16,1,15,"All",16,106.666666666667
"Delhi Capitals","Yogesh Nagar","Royal Challengers Bangalore","New Wanderers Stadium",20,1,20,"All",20,100
"Delhi Capitals","Yuvraj Singh","Chennai Super Kings","MA Chidambaram Stadium",9,1,6,"All",9,150
"Delhi Capitals","Yuvraj Singh","Chennai Super Kings","Shaheed Veer Narayan Singh International Stadium",32,1,28,"All",32,114.285714285714
"Delhi Capitals","Yuvraj Singh","Kolkata Knight Riders","Eden Gardens",0,1,3,"All",0,0
"Delhi Capitals","Yuvraj Singh","Kolkata Knight Riders","Feroz Shah Kotla",21,1,19,"All",21,110.526315789474
"Delhi Capitals","Yuvraj Singh","Mumbai Indians","Feroz Shah Kotla",2,1,4,"All",2,50
"Delhi Capitals","Yuvraj Singh","Mumbai Indians","Wankhede Stadium",57,1,44,"All",57,129.545454545455
"Delhi Capitals","Yuvraj Singh","Punjab Kings","Maharashtra Cricket Association Stadium",54,1,39,"All",54,138.461538461538
"Delhi Capitals","Yuvraj Singh","Rajasthan Royals","Brabourne Stadium",22,1,18,"All",22,122.222222222222
"Delhi Capitals","Yuvraj Singh","Rajasthan Royals","Feroz Shah Kotla",27,1,17,"All",27,158.823529411765
"Delhi Capitals","Yuvraj Singh","Royal Challengers Bangalore","Feroz Shah Kotla",2,1,5,"All",2,40
"Delhi Capitals","Yuvraj Singh","Royal Challengers Bangalore","M Chinnaswamy Stadium",11,1,7,"All",11,157.142857142857
"Delhi Capitals","Yuvraj Singh","Sunrisers Hyderabad","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",9,1,13,"All",9,69.2307692307692
"Delhi Capitals","Yuvraj Singh","Sunrisers Hyderabad","Shaheed Veer Narayan Singh International Stadium",2,1,7,"All",2,28.5714285714286
"Delhi Capitals","Zaheer Khan","Kolkata Knight Riders","Eden Gardens",4,1,9,"All",4,44.4444444444444
"Delhi Capitals","Zaheer Khan","Mumbai Indians","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2,1,4,"All",2,50
"Delhi Capitals","Zaheer Khan","Mumbai Indians","Feroz Shah Kotla",2,1,11,"All",2,18.1818181818182
"Delhi Capitals","Zaheer Khan","Royal Challengers Bangalore","Feroz Shah Kotla",1,0,1,"All",Inf,100
"Delhi Capitals","Zaheer Khan","Royal Challengers Bangalore","M Chinnaswamy Stadium",1,0,1,"All",Inf,100
"Gujarat Lions","Aaron Finch","Delhi Capitals","Feroz Shah Kotla",27,1,19,"All",27,142.105263157895
"Gujarat Lions","Aaron Finch","Delhi Capitals","Green Park",69,1,39,"All",69,176.923076923077
"Gujarat Lions","Aaron Finch","Delhi Capitals","Saurashtra Cricket Association Stadium",5,1,5,"All",5,100
"Gujarat Lions","Aaron Finch","Kolkata Knight Riders","Eden Gardens",60,2,25,"All",30,240
"Gujarat Lions","Aaron Finch","Kolkata Knight Riders","Green Park",26,1,23,"All",26,113.04347826087
"Gujarat Lions","Aaron Finch","Kolkata Knight Riders","Saurashtra Cricket Association Stadium",15,1,8,"All",15,187.5
"Gujarat Lions","Aaron Finch","Mumbai Indians","Green Park",0,1,2,"All",0,0
"Gujarat Lions","Aaron Finch","Mumbai Indians","Saurashtra Cricket Association Stadium",0,1,3,"All",0,0
"Gujarat Lions","Aaron Finch","Mumbai Indians","Wankhede Stadium",67,0,54,"All",Inf,124.074074074074
"Gujarat Lions","Aaron Finch","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",76,2,49,"All",38,155.102040816327
"Gujarat Lions","Aaron Finch","Punjab Kings","Saurashtra Cricket Association Stadium",13,1,12,"All",13,108.333333333333
"Gujarat Lions","Aaron Finch","Rising Pune Supergiants","Maharashtra Cricket Association Stadium",13,1,6,"All",13,216.666666666667
"Gujarat Lions","Aaron Finch","Rising Pune Supergiants","Saurashtra Cricket Association Stadium",83,1,55,"All",83,150.909090909091
"Gujarat Lions","Aaron Finch","Royal Challengers Bangalore","M Chinnaswamy Stadium",113,3,78,"All",37.6666666666667,144.871794871795
"Gujarat Lions","Aaron Finch","Royal Challengers Bangalore","Saurashtra Cricket Association Stadium",19,1,15,"All",19,126.666666666667
"Gujarat Lions","Aaron Finch","Sunrisers Hyderabad","Feroz Shah Kotla",50,1,32,"All",50,156.25
"Gujarat Lions","Aaron Finch","Sunrisers Hyderabad","Green Park",2,1,3,"All",2,66.6666666666667
"Gujarat Lions","Aaron Finch","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",54,1,47,"All",54,114.893617021277
"Gujarat Lions","Aaron Finch","Sunrisers Hyderabad","Saurashtra Cricket Association Stadium",0,1,4,"All",0,0
"Gujarat Lions","Akshdeep Nath","Mumbai Indians","Wankhede Stadium",12,1,11,"All",12,109.090909090909
"Gujarat Lions","Akshdeep Nath","Punjab Kings","Saurashtra Cricket Association Stadium",0,1,1,"All",0,0
"Gujarat Lions","Akshdeep Nath","Royal Challengers Bangalore","M Chinnaswamy Stadium",3,1,6,"All",3,50
"Gujarat Lions","Akshdeep Nath","Sunrisers Hyderabad","Saurashtra Cricket Association Stadium",5,1,10,"All",5,50
"Gujarat Lions","Andrew Tye","Mumbai Indians","Saurashtra Cricket Association Stadium",25,1,12,"All",25,208.333333333333
"Gujarat Lions","Andrew Tye","Punjab Kings","Saurashtra Cricket Association Stadium",22,1,12,"All",22,183.333333333333
"Gujarat Lions","Andrew Tye","Royal Challengers Bangalore","Saurashtra Cricket Association Stadium",6,0,6,"All",Inf,100
"Gujarat Lions","Ankit Soni","Mumbai Indians","Saurashtra Cricket Association Stadium",7,0,2,"All",Inf,350
"Gujarat Lions","Ankit Soni","Rising Pune Supergiants","Maharashtra Cricket Association Stadium",0,1,1,"All",0,0
"Gujarat Lions","Ankit Soni","Sunrisers Hyderabad","Green Park",0,1,6,"All",0,0
"Gujarat Lions","Basil Thampi","Mumbai Indians","Saurashtra Cricket Association Stadium",2,0,4,"All",Inf,50
"Gujarat Lions","Basil Thampi","Punjab Kings","Saurashtra Cricket Association Stadium",11,0,10,"All",Inf,110
"Gujarat Lions","Basil Thampi","Rising Pune Supergiants","Maharashtra Cricket Association Stadium",2,0,5,"All",Inf,40
"Gujarat Lions","Basil Thampi","Royal Challengers Bangalore","Saurashtra Cricket Association Stadium",0,0,1,"All",NA,0
"Gujarat Lions","Basil Thampi","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",13,0,8,"All",Inf,162.5
"Gujarat Lions","Brendon McCullum","Delhi Capitals","Feroz Shah Kotla",61,2,39,"All",30.5,156.410256410256
"Gujarat Lions","Brendon McCullum","Delhi Capitals","Saurashtra Cricket Association Stadium",1,1,4,"All",1,25
"Gujarat Lions","Brendon McCullum","Kolkata Knight Riders","Eden Gardens",62,2,41,"All",31,151.219512195122
"Gujarat Lions","Brendon McCullum","Kolkata Knight Riders","Green Park",6,1,3,"All",6,200
"Gujarat Lions","Brendon McCullum","Kolkata Knight Riders","Saurashtra Cricket Association Stadium",35,1,24,"All",35,145.833333333333
