"Batting_Team","Striker","Season","Stadium","Runs","Dismissed","Balls","Bowling_Team","Average","Strike_Rate"
"Royal Challengers Bangalore","AB de Villiers",2013,"M Chinnaswamy Stadium",125,6,90,"All",20.8333333333333,138.888888888889
"Royal Challengers Bangalore","AB de Villiers",2013,"MA Chidambaram Stadium",64,1,32,"All",64,200
"Royal Challengers Bangalore","AB de Villiers",2013,"Punjab Cricket Association Stadium",38,0,19,"All",Inf,200
"Royal Challengers Bangalore","AB de Villiers",2013,"Sawai Mansingh Stadium",21,1,13,"All",21,161.538461538462
"Royal Challengers Bangalore","AB de Villiers",2013,"Subrata Roy Sahara Stadium",50,0,23,"All",Inf,217.391304347826
"Royal Challengers Bangalore","AB de Villiers",2013,"Wankhede Stadium",2,1,3,"All",2,66.6666666666667
"Royal Challengers Bangalore","AB de Villiers",2014,"Dubai International Cricket Stadium",62,1,63,"All",62,98.4126984126984
"Royal Challengers Bangalore","AB de Villiers",2014,"Eden Gardens",13,1,13,"All",13,100
"Royal Challengers Bangalore","AB de Villiers",2014,"JSCA International Stadium Complex",28,1,14,"All",28,200
"Royal Challengers Bangalore","AB de Villiers",2014,"M Chinnaswamy Stadium",243,4,122,"All",60.75,199.180327868852
"Royal Challengers Bangalore","AB de Villiers",2014,"Rajiv Gandhi International Stadium",29,1,17,"All",29,170.588235294118
"Royal Challengers Bangalore","AB de Villiers",2014,"Sharjah Cricket Stadium",11,1,12,"All",11,91.6666666666667
"Royal Challengers Bangalore","AB de Villiers",2014,"Sheikh Zayed Stadium",0,1,1,"All",0,0
"Royal Challengers Bangalore","AB de Villiers",2014,"Wankhede Stadium",9,1,7,"All",9,128.571428571429
"Royal Challengers Bangalore","AB de Villiers",2015,"Eden Gardens",28,1,13,"All",28,215.384615384615
"Royal Challengers Bangalore","AB de Villiers",2015,"JSCA International Stadium Complex",1,1,3,"All",1,33.3333333333333
"Royal Challengers Bangalore","AB de Villiers",2015,"M Chinnaswamy Stadium",207,5,122,"All",41.4,169.672131147541
"Royal Challengers Bangalore","AB de Villiers",2015,"MA Chidambaram Stadium",21,1,14,"All",21,150
"Royal Challengers Bangalore","AB de Villiers",2015,"Maharashtra Cricket Association Stadium",66,1,38,"All",66,173.684210526316
"Royal Challengers Bangalore","AB de Villiers",2015,"Punjab Cricket Association Stadium",10,1,9,"All",10,111.111111111111
"Royal Challengers Bangalore","AB de Villiers",2015,"Rajiv Gandhi International Stadium",0,1,1,"All",0,0
"Royal Challengers Bangalore","AB de Villiers",2015,"Sardar Patel Stadium",47,0,34,"All",Inf,138.235294117647
"Royal Challengers Bangalore","AB de Villiers",2015,"Wankhede Stadium",133,0,59,"All",Inf,225.423728813559
"Royal Challengers Bangalore","AB de Villiers",2016,"Eden Gardens",59,0,31,"All",Inf,190.322580645161
"Royal Challengers Bangalore","AB de Villiers",2016,"M Chinnaswamy Stadium",379,7,218,"All",54.1428571428571,173.853211009174
"Royal Challengers Bangalore","AB de Villiers",2016,"Maharashtra Cricket Association Stadium",83,1,46,"All",83,180.434782608696
"Royal Challengers Bangalore","AB de Villiers",2016,"Punjab Cricket Association IS Bindra Stadium",64,1,35,"All",64,182.857142857143
"Royal Challengers Bangalore","AB de Villiers",2016,"Rajiv Gandhi International Stadium",47,1,32,"All",47,146.875
"Royal Challengers Bangalore","AB de Villiers",2016,"Saurashtra Cricket Association Stadium",20,1,16,"All",20,125
"Royal Challengers Bangalore","AB de Villiers",2016,"Shaheed Veer Narayan Singh International Stadium",6,1,8,"All",6,75
"Royal Challengers Bangalore","AB de Villiers",2016,"Wankhede Stadium",29,1,21,"All",29,138.095238095238
"Royal Challengers Bangalore","AB de Villiers",2017,"Eden Gardens",8,1,6,"All",8,133.333333333333
"Royal Challengers Bangalore","AB de Villiers",2017,"Holkar Cricket Stadium",89,0,46,"All",Inf,193.478260869565
"Royal Challengers Bangalore","AB de Villiers",2017,"M Chinnaswamy Stadium",73,5,76,"All",14.6,96.0526315789474
"Royal Challengers Bangalore","AB de Villiers",2017,"Maharashtra Cricket Association Stadium",3,1,8,"All",3,37.5
"Royal Challengers Bangalore","AB de Villiers",2017,"Wankhede Stadium",43,1,27,"All",43,159.259259259259
"Royal Challengers Bangalore","AB de Villiers",2018,"Eden Gardens",44,1,23,"All",44,191.304347826087
"Royal Challengers Bangalore","AB de Villiers",2018,"Feroz Shah Kotla",72,0,37,"All",Inf,194.594594594595
"Royal Challengers Bangalore","AB de Villiers",2018,"M Chinnaswamy Stadium",304,4,166,"All",76,183.132530120482
"Royal Challengers Bangalore","AB de Villiers",2018,"Maharashtra Cricket Association Stadium",1,1,4,"All",1,25
"Royal Challengers Bangalore","AB de Villiers",2018,"Rajiv Gandhi International Stadium",5,1,8,"All",5,62.5
"Royal Challengers Bangalore","AB de Villiers",2018,"Sawai Mansingh Stadium",53,1,35,"All",53,151.428571428571
"Royal Challengers Bangalore","AB de Villiers",2018,"Wankhede Stadium",1,1,2,"All",1,50
"Royal Challengers Bangalore","AB de Villiers",2019,"Feroz Shah Kotla",17,1,19,"All",17,89.4736842105263
"Royal Challengers Bangalore","AB de Villiers",2019,"M Chinnaswamy Stadium",268,5,158,"All",53.6,169.620253164557
"Royal Challengers Bangalore","AB de Villiers",2019,"MA Chidambaram Stadium",9,1,10,"All",9,90
"Royal Challengers Bangalore","AB de Villiers",2019,"Punjab Cricket Association IS Bindra Stadium",59,0,38,"All",Inf,155.263157894737
"Royal Challengers Bangalore","AB de Villiers",2019,"Rajiv Gandhi International Stadium",1,1,2,"All",1,50
"Royal Challengers Bangalore","AB de Villiers",2019,"Sawai Mansingh Stadium",13,1,9,"All",13,144.444444444444
"Royal Challengers Bangalore","AB de Villiers",2019,"Wankhede Stadium",75,1,51,"All",75,147.058823529412
"Royal Challengers Bangalore","AB de Villiers",2020,"Dubai International Cricket Stadium",237,5,138,"All",47.4,171.739130434783
"Royal Challengers Bangalore","AB de Villiers",2020,"Sharjah Cricket Stadium",99,2,62,"All",49.5,159.677419354839
"Royal Challengers Bangalore","AB de Villiers",2020,"Sheikh Zayed Stadium",56,1,43,"All",56,130.232558139535
"Royal Challengers Bangalore","AB de Villiers",2020,"Zayed Cricket Stadium",62,2,43,"All",31,144.186046511628
"Royal Challengers Bangalore","AB de Villiers",2021,"Dubai International Cricket Stadium",41,2,33,"All",20.5,124.242424242424
"Royal Challengers Bangalore","AB de Villiers",2021,"MA Chidambaram Stadium",125,2,66,"All",62.5,189.393939393939
"Royal Challengers Bangalore","AB de Villiers",2021,"Narendra Modi Stadium",78,1,51,"All",78,152.941176470588
"Royal Challengers Bangalore","AB de Villiers",2021,"Sharjah Cricket Stadium",46,3,38,"All",15.3333333333333,121.052631578947
"Royal Challengers Bangalore","AB de Villiers",2021,"Wankhede Stadium",4,1,9,"All",4,44.4444444444444
"Royal Challengers Bangalore","AB de Villiers",2021,"Zayed Cricket Stadium",19,1,14,"All",19,135.714285714286
"Royal Challengers Bangalore","Aaron Finch",2020,"Dubai International Cricket Stadium",145,7,128,"All",20.7142857142857,113.28125
"Royal Challengers Bangalore","Aaron Finch",2020,"Sharjah Cricket Stadium",67,2,55,"All",33.5,121.818181818182
"Royal Challengers Bangalore","Aaron Finch",2020,"Sheikh Zayed Stadium",32,1,30,"All",32,106.666666666667
"Royal Challengers Bangalore","Aaron Finch",2020,"Zayed Cricket Stadium",24,2,28,"All",12,85.7142857142857
"Royal Challengers Bangalore","Abdur Razzak",2008,"Sawai Mansingh Stadium",0,0,2,"All",NA,0
"Royal Challengers Bangalore","Abhimanyu Mithun",2010,"Feroz Shah Kotla",5,1,4,"All",5,125
"Royal Challengers Bangalore","Abhimanyu Mithun",2011,"Feroz Shah Kotla",0,1,2,"All",0,0
"Royal Challengers Bangalore","Abhimanyu Mithun",2011,"Himachal Pradesh Cricket Association Stadium",10,1,7,"All",10,142.857142857143
"Royal Challengers Bangalore","Abhimanyu Mithun",2011,"M Chinnaswamy Stadium",6,0,3,"All",Inf,200
"Royal Challengers Bangalore","Abhimanyu Mithun",2011,"MA Chidambaram Stadium",11,1,8,"All",11,137.5
"Royal Challengers Bangalore","Abhimanyu Mithun",2013,"JSCA International Stadium Complex",2,1,2,"All",2,100
"Royal Challengers Bangalore","Abhinav Mukund",2013,"Sawai Mansingh Stadium",19,1,21,"All",19,90.4761904761905
"Royal Challengers Bangalore","Abu Nechim",2014,"JSCA International Stadium Complex",4,0,1,"All",Inf,400
"Royal Challengers Bangalore","Abu Nechim",2015,"Eden Gardens",5,0,2,"All",Inf,250
"Royal Challengers Bangalore","Abu Nechim",2015,"M Chinnaswamy Stadium",5,1,3,"All",5,166.666666666667
"Royal Challengers Bangalore","Adam Milne",2017,"M Chinnaswamy Stadium",2,1,3,"All",2,66.6666666666667
"Royal Challengers Bangalore","Adam Milne",2017,"Maharashtra Cricket Association Stadium",5,1,8,"All",5,62.5
"Royal Challengers Bangalore","Adam Milne",2017,"Wankhede Stadium",0,0,1,"All",NA,0
"Royal Challengers Bangalore","Akash Deep",2022,"Dr DY Patil Sports Academy",0,1,2,"All",0,0
"Royal Challengers Bangalore","Akshdeep Nath",2019,"Eden Gardens",13,1,15,"All",13,86.6666666666667
"Royal Challengers Bangalore","Akshdeep Nath",2019,"M Chinnaswamy Stadium",46,3,39,"All",15.3333333333333,117.948717948718
"Royal Challengers Bangalore","Akshdeep Nath",2019,"Wankhede Stadium",2,1,3,"All",2,66.6666666666667
"Royal Challengers Bangalore","Albie Morkel",2014,"Dubai International Cricket Stadium",15,1,14,"All",15,107.142857142857
"Royal Challengers Bangalore","Albie Morkel",2014,"M Chinnaswamy Stadium",17,1,9,"All",17,188.888888888889
"Royal Challengers Bangalore","Albie Morkel",2014,"Sharjah Cricket Stadium",6,0,5,"All",Inf,120
"Royal Challengers Bangalore","Albie Morkel",2014,"Sheikh Zayed Stadium",7,1,13,"All",7,53.8461538461538
"Royal Challengers Bangalore","Andrew McDonald",2012,"M Chinnaswamy Stadium",39,2,29,"All",19.5,134.48275862069
"Royal Challengers Bangalore","Andrew McDonald",2012,"Punjab Cricket Association Stadium",8,0,6,"All",Inf,133.333333333333
"Royal Challengers Bangalore","Andrew McDonald",2013,"M Chinnaswamy Stadium",0,1,2,"All",0,0
"Royal Challengers Bangalore","Aniket Choudhary",2017,"M Chinnaswamy Stadium",19,1,18,"All",19,105.555555555556
"Royal Challengers Bangalore","Aniket Choudhary",2017,"Rajiv Gandhi International Stadium",6,0,2,"All",Inf,300
"Royal Challengers Bangalore","Anil Kumble",2008,"M Chinnaswamy Stadium",3,1,7,"All",3,42.8571428571429
"Royal Challengers Bangalore","Anil Kumble",2008,"MA Chidambaram Stadium",2,0,1,"All",Inf,200
"Royal Challengers Bangalore","Anil Kumble",2008,"Punjab Cricket Association Stadium",0,0,1,"All",NA,0
"Royal Challengers Bangalore","Anil Kumble",2008,"Sawai Mansingh Stadium",8,1,8,"All",8,100
"Royal Challengers Bangalore","Anil Kumble",2009,"Kingsmead",6,1,6,"All",6,100
"Royal Challengers Bangalore","Anil Kumble",2009,"New Wanderers Stadium",1,0,1,"All",Inf,100
"Royal Challengers Bangalore","Anil Kumble",2009,"Newlands",1,0,1,"All",Inf,100
"Royal Challengers Bangalore","Anil Kumble",2009,"St George's Park",8,0,11,"All",Inf,72.7272727272727
"Royal Challengers Bangalore","Anil Kumble",2010,"Dr DY Patil Sports Academy",1,0,2,"All",Inf,50
"Royal Challengers Bangalore","Anil Kumble",2010,"Feroz Shah Kotla",1,0,1,"All",Inf,100
"Royal Challengers Bangalore","Anil Kumble",2010,"M Chinnaswamy Stadium",2,0,4,"All",Inf,50
"Royal Challengers Bangalore","Anil Kumble",2010,"Vidarbha Cricket Association Stadium",2,0,4,"All",Inf,50
"Royal Challengers Bangalore","Anuj Rawat",2022,"Brabourne Stadium",0,1,2,"All",0,0
"Royal Challengers Bangalore","Anuj Rawat",2022,"Dr DY Patil Sports Academy",37,4,43,"All",9.25,86.046511627907
"Royal Challengers Bangalore","Anuj Rawat",2022,"Maharashtra Cricket Association Stadium",66,1,47,"All",66,140.425531914894
"Royal Challengers Bangalore","Anuj Rawat",2022,"Wankhede Stadium",26,2,26,"All",13,100
"Royal Challengers Bangalore","Arun Karthik",2011,"Himachal Pradesh Cricket Association Stadium",6,1,6,"All",6,100
"Royal Challengers Bangalore","Arun Karthik",2011,"M Chinnaswamy Stadium",1,1,2,"All",1,50
"Royal Challengers Bangalore","Arun Karthik",2013,"M Chinnaswamy Stadium",24,1,24,"All",24,100
"Royal Challengers Bangalore","Arun Karthik",2013,"MA Chidambaram Stadium",5,0,5,"All",Inf,100
"Royal Challengers Bangalore","Arun Karthik",2013,"Rajiv Gandhi International Stadium",0,1,1,"All",0,0
"Royal Challengers Bangalore","Arun Karthik",2013,"Wankhede Stadium",12,1,8,"All",12,150
"Royal Challengers Bangalore","Asad Pathan",2011,"Himachal Pradesh Cricket Association Stadium",7,1,4,"All",7,175
"Royal Challengers Bangalore","Asad Pathan",2011,"M Chinnaswamy Stadium",0,2,3,"All",0,0
"Royal Challengers Bangalore","Asad Pathan",2011,"MA Chidambaram Stadium",14,1,5,"All",14,280
"Royal Challengers Bangalore","Asad Pathan",2011,"Nehru Stadium",12,0,4,"All",Inf,300
"Royal Challengers Bangalore","Asad Pathan",2012,"M Chinnaswamy Stadium",6,1,7,"All",6,85.7142857142857
"Royal Challengers Bangalore","Ashley Noffke",2008,"M Chinnaswamy Stadium",9,1,10,"All",9,90
"Royal Challengers Bangalore","Ashok Dinda",2014,"Dubai International Cricket Stadium",2,0,5,"All",Inf,40
"Royal Challengers Bangalore","Ashok Dinda",2014,"Sheikh Zayed Stadium",0,1,3,"All",0,0
"Royal Challengers Bangalore","Ashok Dinda",2014,"Wankhede Stadium",2,0,4,"All",Inf,50
"Royal Challengers Bangalore","Balachandra Akhil",2008,"M Chinnaswamy Stadium",10,3,12,"All",3.33333333333333,83.3333333333333
"Royal Challengers Bangalore","Balachandra Akhil",2008,"MA Chidambaram Stadium",6,0,7,"All",Inf,85.7142857142857
"Royal Challengers Bangalore","Balachandra Akhil",2008,"Rajiv Gandhi International Stadium",27,0,7,"All",Inf,385.714285714286
"Royal Challengers Bangalore","Balachandra Akhil",2008,"Wankhede Stadium",3,0,5,"All",Inf,60
"Royal Challengers Bangalore","Balachandra Akhil",2009,"Kingsmead",0,1,2,"All",0,0
"Royal Challengers Bangalore","Balachandra Akhil",2009,"Newlands",9,1,9,"All",9,100
"Royal Challengers Bangalore","Balachandra Akhil",2009,"St George's Park",8,0,4,"All",Inf,200
"Royal Challengers Bangalore","Bharat Chipli",2008,"M Chinnaswamy Stadium",20,3,28,"All",6.66666666666667,71.4285714285714
"Royal Challengers Bangalore","Brendon McCullum",2018,"Eden Gardens",43,1,27,"All",43,159.259259259259
"Royal Challengers Bangalore","Brendon McCullum",2018,"M Chinnaswamy Stadium",79,4,58,"All",19.75,136.206896551724
"Royal Challengers Bangalore","Brendon McCullum",2018,"Maharashtra Cricket Association Stadium",5,1,3,"All",5,166.666666666667
"Royal Challengers Bangalore","Cameron White",2008,"Eden Gardens",30,1,16,"All",30,187.5
"Royal Challengers Bangalore","Cameron White",2008,"M Chinnaswamy Stadium",33,4,33,"All",8.25,100
"Royal Challengers Bangalore","Cameron White",2008,"Punjab Cricket Association Stadium",10,1,14,"All",10,71.4285714285714
"Royal Challengers Bangalore","Cameron White",2008,"Rajiv Gandhi International Stadium",31,0,23,"All",Inf,134.782608695652
"Royal Challengers Bangalore","Cameron White",2008,"Sawai Mansingh Stadium",10,1,16,"All",10,62.5
"Royal Challengers Bangalore","Cameron White",2010,"Feroz Shah Kotla",4,1,11,"All",4,36.3636363636364
"Royal Challengers Bangalore","Cameron White",2010,"M Chinnaswamy Stadium",13,0,3,"All",Inf,433.333333333333
"Royal Challengers Bangalore","Cameron White",2010,"MA Chidambaram Stadium",21,0,13,"All",Inf,161.538461538462
"Royal Challengers Bangalore","Cameron White",2010,"Punjab Cricket Association Stadium",6,0,3,"All",Inf,200
"Royal Challengers Bangalore","Cameron White",2010,"Vidarbha Cricket Association Stadium",4,1,3,"All",4,133.333333333333
"Royal Challengers Bangalore","Charl Langeveldt",2011,"Himachal Pradesh Cricket Association Stadium",8,1,8,"All",8,100
"Royal Challengers Bangalore","Cheteshwar Pujara",2011,"Feroz Shah Kotla",7,1,12,"All",7,58.3333333333333
"Royal Challengers Bangalore","Cheteshwar Pujara",2011,"MA Chidambaram Stadium",2,1,4,"All",2,50
"Royal Challengers Bangalore","Cheteshwar Pujara",2011,"Rajiv Gandhi International Stadium",25,1,15,"All",25,166.666666666667
"Royal Challengers Bangalore","Cheteshwar Pujara",2012,"M Chinnaswamy Stadium",17,2,21,"All",8.5,80.9523809523809
"Royal Challengers Bangalore","Cheteshwar Pujara",2012,"MA Chidambaram Stadium",0,1,1,"All",0,0
"Royal Challengers Bangalore","Cheteshwar Pujara",2013,"Feroz Shah Kotla",17,1,17,"All",17,100
"Royal Challengers Bangalore","Cheteshwar Pujara",2013,"JSCA International Stadium Complex",5,1,14,"All",5,35.7142857142857
"Royal Challengers Bangalore","Cheteshwar Pujara",2013,"M Chinnaswamy Stadium",19,1,20,"All",19,95
"Royal Challengers Bangalore","Cheteshwar Pujara",2013,"Punjab Cricket Association Stadium",51,1,48,"All",51,106.25
"Royal Challengers Bangalore","Chris Gayle",2011,"Eden Gardens",102,0,55,"All",Inf,185.454545454545
"Royal Challengers Bangalore","Chris Gayle",2011,"Feroz Shah Kotla",26,1,14,"All",26,185.714285714286
"Royal Challengers Bangalore","Chris Gayle",2011,"Himachal Pradesh Cricket Association Stadium",0,1,7,"All",0,0
"Royal Challengers Bangalore","Chris Gayle",2011,"M Chinnaswamy Stadium",313,4,153,"All",78.25,204.575163398693
"Royal Challengers Bangalore","Chris Gayle",2011,"MA Chidambaram Stadium",89,2,50,"All",44.5,178
"Royal Challengers Bangalore","Chris Gayle",2011,"Sawai Mansingh Stadium",70,0,44,"All",Inf,159.090909090909
"Royal Challengers Bangalore","Chris Gayle",2011,"Wankhede Stadium",8,1,9,"All",8,88.8888888888889
"Royal Challengers Bangalore","Chris Gayle",2012,"Eden Gardens",86,1,58,"All",86,148.275862068966
"Royal Challengers Bangalore","Chris Gayle",2012,"Feroz Shah Kotla",128,0,62,"All",Inf,206.451612903226
"Royal Challengers Bangalore","Chris Gayle",2012,"M Chinnaswamy Stadium",194,6,137,"All",32.3333333333333,141.605839416058
"Royal Challengers Bangalore","Chris Gayle",2012,"MA Chidambaram Stadium",68,1,35,"All",68,194.285714285714
"Royal Challengers Bangalore","Chris Gayle",2012,"Punjab Cricket Association Stadium",87,1,56,"All",87,155.357142857143
"Royal Challengers Bangalore","Chris Gayle",2012,"Rajiv Gandhi International Stadium",27,1,10,"All",27,270
"Royal Challengers Bangalore","Chris Gayle",2012,"Sawai Mansingh Stadium",4,1,8,"All",4,50
"Royal Challengers Bangalore","Chris Gayle",2012,"Subrata Roy Sahara Stadium",57,1,31,"All",57,183.870967741935
"Royal Challengers Bangalore","Chris Gayle",2012,"Wankhede Stadium",82,0,59,"All",Inf,138.983050847458
"Royal Challengers Bangalore","Chris Gayle",2013,"Feroz Shah Kotla",4,1,7,"All",4,57.1428571428571
"Royal Challengers Bangalore","Chris Gayle",2013,"JSCA International Stadium Complex",33,1,36,"All",33,91.6666666666667
"Royal Challengers Bangalore","Chris Gayle",2013,"M Chinnaswamy Stadium",532,4,308,"All",133,172.727272727273
"Royal Challengers Bangalore","Chris Gayle",2013,"MA Chidambaram Stadium",4,1,10,"All",4,40
"Royal Challengers Bangalore","Chris Gayle",2013,"Punjab Cricket Association Stadium",61,1,33,"All",61,184.848484848485
"Royal Challengers Bangalore","Chris Gayle",2013,"Rajiv Gandhi International Stadium",1,1,2,"All",1,50
"Royal Challengers Bangalore","Chris Gayle",2013,"Sawai Mansingh Stadium",34,1,16,"All",34,212.5
"Royal Challengers Bangalore","Chris Gayle",2013,"Subrata Roy Sahara Stadium",21,1,21,"All",21,100
"Royal Challengers Bangalore","Chris Gayle",2013,"Wankhede Stadium",18,1,20,"All",18,90
"Royal Challengers Bangalore","Chris Gayle",2014,"Dubai International Cricket Stadium",20,1,7,"All",20,285.714285714286
"Royal Challengers Bangalore","Chris Gayle",2014,"Eden Gardens",6,1,9,"All",6,66.6666666666667
"Royal Challengers Bangalore","Chris Gayle",2014,"JSCA International Stadium Complex",46,1,50,"All",46,92
"Royal Challengers Bangalore","Chris Gayle",2014,"M Chinnaswamy Stadium",72,4,74,"All",18,97.2972972972973
"Royal Challengers Bangalore","Chris Gayle",2014,"Rajiv Gandhi International Stadium",14,1,20,"All",14,70
"Royal Challengers Bangalore","Chris Gayle",2014,"Wankhede Stadium",38,1,24,"All",38,158.333333333333
"Royal Challengers Bangalore","Chris Gayle",2015,"Eden Gardens",96,1,56,"All",96,171.428571428571
"Royal Challengers Bangalore","Chris Gayle",2015,"Feroz Shah Kotla",62,0,40,"All",Inf,155
"Royal Challengers Bangalore","Chris Gayle",2015,"JSCA International Stadium Complex",41,1,43,"All",41,95.3488372093023
"Royal Challengers Bangalore","Chris Gayle",2015,"M Chinnaswamy Stadium",180,5,115,"All",36,156.521739130435
"Royal Challengers Bangalore","Chris Gayle",2015,"Maharashtra Cricket Association Stadium",27,1,26,"All",27,103.846153846154
"Royal Challengers Bangalore","Chris Gayle",2015,"Punjab Cricket Association Stadium",17,1,14,"All",17,121.428571428571
