"Batting_Team","Striker","Bowling_Team","Stadium","Season","Runs","Wickets","Balls","Average","Strike_Rate"
"Sunrisers Hyderabad","Dale Steyn","Punjab Kings","Sharjah Cricket Stadium",2014,12,1,16,12,75
"Sunrisers Hyderabad","Dale Steyn","Rajasthan Royals","Feroz Shah Kotla",2013,4,0,2,Inf,200
"Sunrisers Hyderabad","Dale Steyn","Rajasthan Royals","Rajiv Gandhi International Stadium",2013,0,1,1,0,0
"Sunrisers Hyderabad","Dale Steyn","Rajasthan Royals","Sardar Patel Stadium",2014,9,1,8,9,112.5
"Sunrisers Hyderabad","Dale Steyn","Rajasthan Royals","Sawai Mansingh Stadium",2013,18,0,8,Inf,225
"Sunrisers Hyderabad","Dale Steyn","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",2013,3,0,3,Inf,100
"Sunrisers Hyderabad","Daren Sammy","Chennai Super Kings","JSCA International Stadium Complex",2014,0,1,3,0,0
"Sunrisers Hyderabad","Daren Sammy","Chennai Super Kings","MA Chidambaram Stadium",2013,19,1,12,19,158.333333333333
"Sunrisers Hyderabad","Daren Sammy","Chennai Super Kings","Rajiv Gandhi International Stadium",2013,7,1,3,7,233.333333333333
"Sunrisers Hyderabad","Daren Sammy","Chennai Super Kings","Sharjah Cricket Stadium",2014,23,0,15,Inf,153.333333333333
"Sunrisers Hyderabad","Daren Sammy","Delhi Capitals","Rajiv Gandhi International Stadium",2013,18,0,20,Inf,90
"Sunrisers Hyderabad","Daren Sammy","Kolkata Knight Riders","Eden Gardens",2014,29,1,19,29,152.631578947368
"Sunrisers Hyderabad","Daren Sammy","Kolkata Knight Riders","Rajiv Gandhi International Stadium",2013,17,0,12,Inf,141.666666666667
"Sunrisers Hyderabad","Daren Sammy","Kolkata Knight Riders","Rajiv Gandhi International Stadium",2014,7,1,16,7,43.75
"Sunrisers Hyderabad","Daren Sammy","Mumbai Indians","Dubai International Cricket Stadium",2014,10,1,4,10,250
"Sunrisers Hyderabad","Daren Sammy","Mumbai Indians","Rajiv Gandhi International Stadium",2013,1,0,1,Inf,100
"Sunrisers Hyderabad","Daren Sammy","Punjab Kings","Punjab Cricket Association Stadium",2013,0,1,3,0,0
"Sunrisers Hyderabad","Daren Sammy","Punjab Kings","Sharjah Cricket Stadium",2014,15,1,11,15,136.363636363636
"Sunrisers Hyderabad","Daren Sammy","Rajasthan Royals","Feroz Shah Kotla",2013,29,1,21,29,138.095238095238
"Sunrisers Hyderabad","Daren Sammy","Rajasthan Royals","Rajiv Gandhi International Stadium",2013,23,1,19,23,121.052631578947
"Sunrisers Hyderabad","Daren Sammy","Rajasthan Royals","Sawai Mansingh Stadium",2013,60,1,41,60,146.341463414634
"Sunrisers Hyderabad","Daren Sammy","Rajasthan Royals","Sheikh Zayed Stadium",2014,6,1,11,6,54.5454545454545
"Sunrisers Hyderabad","Daren Sammy","Royal Challengers Bangalore","M Chinnaswamy Stadium",2014,8,1,8,8,100
"Sunrisers Hyderabad","Daren Sammy","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",2014,10,0,4,Inf,250
"Sunrisers Hyderabad","David Warner","Chennai Super Kings","Arun Jaitley Stadium",2021,57,1,55,57,103.636363636364
"Sunrisers Hyderabad","David Warner","Chennai Super Kings","Dubai International Cricket Stadium",2020,37,2,42,18.5,88.0952380952381
"Sunrisers Hyderabad","David Warner","Chennai Super Kings","JSCA International Stadium Complex",2014,90,1,45,90,200
"Sunrisers Hyderabad","David Warner","Chennai Super Kings","MA Chidambaram Stadium",2015,53,1,42,53,126.190476190476
"Sunrisers Hyderabad","David Warner","Chennai Super Kings","MA Chidambaram Stadium",2019,57,1,45,57,126.666666666667
"Sunrisers Hyderabad","David Warner","Chennai Super Kings","Rajiv Gandhi International Stadium",2015,61,1,28,61,217.857142857143
"Sunrisers Hyderabad","David Warner","Chennai Super Kings","Rajiv Gandhi International Stadium",2019,50,1,25,50,200
"Sunrisers Hyderabad","David Warner","Chennai Super Kings","Sharjah Cricket Stadium",2014,0,1,2,0,0
"Sunrisers Hyderabad","David Warner","Delhi Capitals","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2015,28,1,20,28,140
"Sunrisers Hyderabad","David Warner","Delhi Capitals","Dubai International Cricket Stadium",2014,58,0,45,Inf,128.888888888889
"Sunrisers Hyderabad","David Warner","Delhi Capitals","Dubai International Cricket Stadium",2020,66,1,34,66,194.117647058824
"Sunrisers Hyderabad","David Warner","Delhi Capitals","Dubai International Cricket Stadium",2021,0,1,3,0,0
"Sunrisers Hyderabad","David Warner","Delhi Capitals","Feroz Shah Kotla",2014,12,0,9,Inf,133.333333333333
"Sunrisers Hyderabad","David Warner","Delhi Capitals","Feroz Shah Kotla",2017,30,1,21,30,142.857142857143
"Sunrisers Hyderabad","David Warner","Delhi Capitals","Feroz Shah Kotla",2019,10,1,18,10,55.5555555555556
"Sunrisers Hyderabad","David Warner","Delhi Capitals","MA Chidambaram Stadium",2021,6,1,8,6,75
"Sunrisers Hyderabad","David Warner","Delhi Capitals","Rajiv Gandhi International Stadium",2016,46,1,30,46,153.333333333333
"Sunrisers Hyderabad","David Warner","Delhi Capitals","Rajiv Gandhi International Stadium",2017,4,1,7,4,57.1428571428571
"Sunrisers Hyderabad","David Warner","Delhi Capitals","Rajiv Gandhi International Stadium",2019,51,1,47,51,108.510638297872
"Sunrisers Hyderabad","David Warner","Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",2015,17,1,15,17,113.333333333333
"Sunrisers Hyderabad","David Warner","Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",2016,73,1,56,73,130.357142857143
"Sunrisers Hyderabad","David Warner","Delhi Capitals","Sheikh Zayed Stadium",2020,2,1,3,2,66.6666666666667
"Sunrisers Hyderabad","David Warner","Delhi Capitals","Zayed Cricket Stadium",2020,45,1,33,45,136.363636363636
"Sunrisers Hyderabad","David Warner","Gujarat Lions","Feroz Shah Kotla",2016,93,0,58,Inf,160.344827586207
"Sunrisers Hyderabad","David Warner","Gujarat Lions","Green Park",2017,69,0,52,Inf,132.692307692308
"Sunrisers Hyderabad","David Warner","Gujarat Lions","Rajiv Gandhi International Stadium",2016,24,1,17,24,141.176470588235
"Sunrisers Hyderabad","David Warner","Gujarat Lions","Rajiv Gandhi International Stadium",2017,76,0,45,Inf,168.888888888889
"Sunrisers Hyderabad","David Warner","Gujarat Lions","Saurashtra Cricket Association Stadium",2016,74,0,48,Inf,154.166666666667
"Sunrisers Hyderabad","David Warner","Kolkata Knight Riders","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2015,91,1,55,91,165.454545454545
"Sunrisers Hyderabad","David Warner","Kolkata Knight Riders","Eden Gardens",2014,4,1,2,4,200
"Sunrisers Hyderabad","David Warner","Kolkata Knight Riders","Eden Gardens",2015,4,1,3,4,133.333333333333
"Sunrisers Hyderabad","David Warner","Kolkata Knight Riders","Eden Gardens",2016,18,1,16,18,112.5
"Sunrisers Hyderabad","David Warner","Kolkata Knight Riders","Eden Gardens",2017,26,1,30,26,86.6666666666667
"Sunrisers Hyderabad","David Warner","Kolkata Knight Riders","Eden Gardens",2019,85,1,53,85,160.377358490566
"Sunrisers Hyderabad","David Warner","Kolkata Knight Riders","Feroz Shah Kotla",2016,28,1,28,28,100
"Sunrisers Hyderabad","David Warner","Kolkata Knight Riders","M Chinnaswamy Stadium",2017,37,1,35,37,105.714285714286
"Sunrisers Hyderabad","David Warner","Kolkata Knight Riders","MA Chidambaram Stadium",2021,3,1,4,3,75
"Sunrisers Hyderabad","David Warner","Kolkata Knight Riders","Rajiv Gandhi International Stadium",2014,34,1,18,34,188.888888888889
"Sunrisers Hyderabad","David Warner","Kolkata Knight Riders","Rajiv Gandhi International Stadium",2016,13,1,12,13,108.333333333333
"Sunrisers Hyderabad","David Warner","Kolkata Knight Riders","Rajiv Gandhi International Stadium",2017,126,1,59,126,213.559322033898
"Sunrisers Hyderabad","David Warner","Kolkata Knight Riders","Rajiv Gandhi International Stadium",2019,67,1,38,67,176.315789473684
"Sunrisers Hyderabad","David Warner","Kolkata Knight Riders","Zayed Cricket Stadium",2020,83,1,63,83,131.746031746032
"Sunrisers Hyderabad","David Warner","Mumbai Indians","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2016,48,1,33,48,145.454545454545
"Sunrisers Hyderabad","David Warner","Mumbai Indians","Dubai International Cricket Stadium",2014,65,1,51,65,127.450980392157
"Sunrisers Hyderabad","David Warner","Mumbai Indians","MA Chidambaram Stadium",2021,36,1,34,36,105.882352941176
"Sunrisers Hyderabad","David Warner","Mumbai Indians","Rajiv Gandhi International Stadium",2014,55,0,31,Inf,177.41935483871
"Sunrisers Hyderabad","David Warner","Mumbai Indians","Rajiv Gandhi International Stadium",2015,6,1,5,6,120
"Sunrisers Hyderabad","David Warner","Mumbai Indians","Rajiv Gandhi International Stadium",2016,90,0,59,Inf,152.542372881356
"Sunrisers Hyderabad","David Warner","Mumbai Indians","Rajiv Gandhi International Stadium",2017,6,1,6,6,100
"Sunrisers Hyderabad","David Warner","Mumbai Indians","Rajiv Gandhi International Stadium",2019,15,1,13,15,115.384615384615
"Sunrisers Hyderabad","David Warner","Mumbai Indians","Sharjah Cricket Stadium",2020,145,1,102,145,142.156862745098
"Sunrisers Hyderabad","David Warner","Mumbai Indians","Wankhede Stadium",2015,9,1,7,9,128.571428571429
"Sunrisers Hyderabad","David Warner","Mumbai Indians","Wankhede Stadium",2017,49,1,34,49,144.117647058824
"Sunrisers Hyderabad","David Warner","Punjab Kings","Dubai International Cricket Stadium",2020,87,2,60,43.5,145
"Sunrisers Hyderabad","David Warner","Punjab Kings","MA Chidambaram Stadium",2021,37,1,37,37,100
"Sunrisers Hyderabad","David Warner","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",2016,52,1,41,52,126.829268292683
"Sunrisers Hyderabad","David Warner","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",2017,51,1,27,51,188.888888888889
"Sunrisers Hyderabad","David Warner","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",2019,70,0,62,Inf,112.903225806452
"Sunrisers Hyderabad","David Warner","Punjab Kings","Punjab Cricket Association Stadium",2015,58,1,41,58,141.463414634146
"Sunrisers Hyderabad","David Warner","Punjab Kings","Rajiv Gandhi International Stadium",2014,44,1,23,44,191.304347826087
"Sunrisers Hyderabad","David Warner","Punjab Kings","Rajiv Gandhi International Stadium",2015,81,1,52,81,155.769230769231
"Sunrisers Hyderabad","David Warner","Punjab Kings","Rajiv Gandhi International Stadium",2016,59,1,31,59,190.322580645161
"Sunrisers Hyderabad","David Warner","Punjab Kings","Rajiv Gandhi International Stadium",2017,70,0,54,Inf,129.62962962963
"Sunrisers Hyderabad","David Warner","Punjab Kings","Rajiv Gandhi International Stadium",2019,81,1,56,81,144.642857142857
"Sunrisers Hyderabad","David Warner","Punjab Kings","Sharjah Cricket Stadium",2014,8,1,12,8,66.6666666666667
"Sunrisers Hyderabad","David Warner","Punjab Kings","Sharjah Cricket Stadium",2021,2,1,3,2,66.6666666666667
"Sunrisers Hyderabad","David Warner","Rajasthan Royals","Brabourne Stadium",2015,24,1,18,24,133.333333333333
"Sunrisers Hyderabad","David Warner","Rajasthan Royals","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2015,21,1,14,21,150
"Sunrisers Hyderabad","David Warner","Rajasthan Royals","Dubai International Cricket Stadium",2020,52,2,42,26,123.809523809524
"Sunrisers Hyderabad","David Warner","Rajasthan Royals","Rajiv Gandhi International Stadium",2019,69,1,37,69,186.486486486486
"Sunrisers Hyderabad","David Warner","Rajasthan Royals","Sardar Patel Stadium",2014,6,1,7,6,85.7142857142857
"Sunrisers Hyderabad","David Warner","Rajasthan Royals","Sawai Mansingh Stadium",2019,37,1,32,37,115.625
"Sunrisers Hyderabad","David Warner","Rajasthan Royals","Sheikh Zayed Stadium",2014,32,1,35,32,91.4285714285714
"Sunrisers Hyderabad","David Warner","Rising Pune Supergiants","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2016,11,1,14,11,78.5714285714286
"Sunrisers Hyderabad","David Warner","Rising Pune Supergiants","Maharashtra Cricket Association Stadium",2017,43,1,40,43,107.5
"Sunrisers Hyderabad","David Warner","Rising Pune Supergiants","Rajiv Gandhi International Stadium",2016,0,1,4,0,0
"Sunrisers Hyderabad","David Warner","Rising Pune Supergiants","Rajiv Gandhi International Stadium",2017,40,1,34,40,117.647058823529
"Sunrisers Hyderabad","David Warner","Royal Challengers Bangalore","Dubai International Cricket Stadium",2020,6,1,6,6,100
"Sunrisers Hyderabad","David Warner","Royal Challengers Bangalore","M Chinnaswamy Stadium",2014,61,1,49,61,124.489795918367
"Sunrisers Hyderabad","David Warner","Royal Challengers Bangalore","M Chinnaswamy Stadium",2015,57,1,27,57,211.111111111111
"Sunrisers Hyderabad","David Warner","Royal Challengers Bangalore","M Chinnaswamy Stadium",2016,127,2,63,63.5,201.587301587302
"Sunrisers Hyderabad","David Warner","Royal Challengers Bangalore","MA Chidambaram Stadium",2021,54,1,37,54,145.945945945946
"Sunrisers Hyderabad","David Warner","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",2014,59,1,46,59,128.260869565217
"Sunrisers Hyderabad","David Warner","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",2015,52,0,32,Inf,162.5
"Sunrisers Hyderabad","David Warner","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",2016,92,1,50,92,184
"Sunrisers Hyderabad","David Warner","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",2017,14,1,8,14,175
"Sunrisers Hyderabad","David Warner","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",2019,100,0,55,Inf,181.818181818182
"Sunrisers Hyderabad","David Warner","Royal Challengers Bangalore","Sharjah Cricket Stadium",2020,8,1,5,8,160
"Sunrisers Hyderabad","David Warner","Royal Challengers Bangalore","Sheikh Zayed Stadium",2020,17,1,17,17,100
"Sunrisers Hyderabad","Deepak Hooda","Chennai Super Kings","Maharashtra Cricket Association Stadium",2018,21,0,11,Inf,190.909090909091
"Sunrisers Hyderabad","Deepak Hooda","Chennai Super Kings","Rajiv Gandhi International Stadium",2018,1,1,7,1,14.2857142857143
"Sunrisers Hyderabad","Deepak Hooda","Chennai Super Kings","Rajiv Gandhi International Stadium",2019,13,1,16,13,81.25
"Sunrisers Hyderabad","Deepak Hooda","Chennai Super Kings","Wankhede Stadium",2018,3,1,4,3,75
"Sunrisers Hyderabad","Deepak Hooda","Delhi Capitals","Andhra Cricket Association-Visakhapatnam District Cricket Association Stadium",2019,4,1,4,4,100
"Sunrisers Hyderabad","Deepak Hooda","Delhi Capitals","Feroz Shah Kotla",2019,10,1,11,10,90.9090909090909
"Sunrisers Hyderabad","Deepak Hooda","Delhi Capitals","Rajiv Gandhi International Stadium",2016,10,1,9,10,111.111111111111
"Sunrisers Hyderabad","Deepak Hooda","Delhi Capitals","Rajiv Gandhi International Stadium",2017,9,0,4,Inf,225
"Sunrisers Hyderabad","Deepak Hooda","Delhi Capitals","Rajiv Gandhi International Stadium",2019,3,1,4,3,75
"Sunrisers Hyderabad","Deepak Hooda","Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",2016,1,1,1,1,100
"Sunrisers Hyderabad","Deepak Hooda","Gujarat Lions","Feroz Shah Kotla",2016,4,1,9,4,44.4444444444444
"Sunrisers Hyderabad","Deepak Hooda","Gujarat Lions","Rajiv Gandhi International Stadium",2016,18,1,12,18,150
"Sunrisers Hyderabad","Deepak Hooda","Kolkata Knight Riders","Eden Gardens",2016,2,1,2,2,100
"Sunrisers Hyderabad","Deepak Hooda","Kolkata Knight Riders","Eden Gardens",2017,13,1,7,13,185.714285714286
"Sunrisers Hyderabad","Deepak Hooda","Kolkata Knight Riders","Eden Gardens",2018,24,1,28,24,85.7142857142857
"Sunrisers Hyderabad","Deepak Hooda","Kolkata Knight Riders","Feroz Shah Kotla",2016,21,1,13,21,161.538461538462
"Sunrisers Hyderabad","Deepak Hooda","Kolkata Knight Riders","Rajiv Gandhi International Stadium",2016,6,1,11,6,54.5454545454545
"Sunrisers Hyderabad","Deepak Hooda","Mumbai Indians","Rajiv Gandhi International Stadium",2016,17,0,9,Inf,188.888888888889
"Sunrisers Hyderabad","Deepak Hooda","Mumbai Indians","Rajiv Gandhi International Stadium",2018,32,0,25,Inf,128
"Sunrisers Hyderabad","Deepak Hooda","Mumbai Indians","Rajiv Gandhi International Stadium",2019,20,1,24,20,83.3333333333333
"Sunrisers Hyderabad","Deepak Hooda","Mumbai Indians","Wankhede Stadium",2017,9,1,9,9,100
"Sunrisers Hyderabad","Deepak Hooda","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",2016,34,1,22,34,154.545454545455
"Sunrisers Hyderabad","Deepak Hooda","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",2018,5,1,5,5,100
"Sunrisers Hyderabad","Deepak Hooda","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",2019,14,0,3,Inf,466.666666666667
"Sunrisers Hyderabad","Deepak Hooda","Punjab Kings","Rajiv Gandhi International Stadium",2016,5,1,5,5,100
"Sunrisers Hyderabad","Deepak Hooda","Punjab Kings","Rajiv Gandhi International Stadium",2017,12,1,10,12,120
"Sunrisers Hyderabad","Deepak Hooda","Rajasthan Royals","Sawai Mansingh Stadium",2019,0,1,1,0,0
"Sunrisers Hyderabad","Deepak Hooda","Rising Pune Supergiants","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2016,14,1,5,14,280
"Sunrisers Hyderabad","Deepak Hooda","Rising Pune Supergiants","Maharashtra Cricket Association Stadium",2017,19,0,10,Inf,190
"Sunrisers Hyderabad","Deepak Hooda","Rising Pune Supergiants","Rajiv Gandhi International Stadium",2016,1,1,9,1,11.1111111111111
"Sunrisers Hyderabad","Deepak Hooda","Royal Challengers Bangalore","M Chinnaswamy Stadium",2016,9,2,12,4.5,75
"Sunrisers Hyderabad","Deepak Hooda","Royal Challengers Bangalore","M Chinnaswamy Stadium",2018,1,0,1,Inf,100
"Sunrisers Hyderabad","Deepak Hooda","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",2016,2,1,2,2,100
"Sunrisers Hyderabad","Deepak Hooda","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",2017,16,0,12,Inf,133.333333333333
"Sunrisers Hyderabad","Dwaraka Ravi Teja","Kolkata Knight Riders","Eden Gardens",2013,10,1,13,10,76.9230769230769
"Sunrisers Hyderabad","Dwaraka Ravi Teja","Pune Warriors","Rajiv Gandhi International Stadium",2013,4,0,4,Inf,100
"Sunrisers Hyderabad","Eoin Morgan","Chennai Super Kings","Rajiv Gandhi International Stadium",2015,32,0,27,Inf,118.518518518519
"Sunrisers Hyderabad","Eoin Morgan","Delhi Capitals","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2015,1,1,2,1,50
"Sunrisers Hyderabad","Eoin Morgan","Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",2015,22,1,25,22,88
"Sunrisers Hyderabad","Eoin Morgan","Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",2016,14,1,10,14,140
"Sunrisers Hyderabad","Eoin Morgan","Kolkata Knight Riders","Eden Gardens",2015,5,1,11,5,45.4545454545455
"Sunrisers Hyderabad","Eoin Morgan","Kolkata Knight Riders","Rajiv Gandhi International Stadium",2016,51,1,43,51,118.604651162791
"Sunrisers Hyderabad","Eoin Morgan","Mumbai Indians","Rajiv Gandhi International Stadium",2015,9,1,14,9,64.2857142857143
"Sunrisers Hyderabad","Eoin Morgan","Mumbai Indians","Rajiv Gandhi International Stadium",2016,11,1,12,11,91.6666666666667
"Sunrisers Hyderabad","Eoin Morgan","Punjab Kings","Rajiv Gandhi International Stadium",2015,17,1,7,17,242.857142857143
"Sunrisers Hyderabad","Eoin Morgan","Punjab Kings","Rajiv Gandhi International Stadium",2016,25,1,20,25,125
"Sunrisers Hyderabad","Eoin Morgan","Rajasthan Royals","Brabourne Stadium",2015,63,1,28,63,225
"Sunrisers Hyderabad","Eoin Morgan","Rajasthan Royals","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",2015,27,1,30,27,90
"Sunrisers Hyderabad","Eoin Morgan","Rising Pune Supergiants","Rajiv Gandhi International Stadium",2016,0,1,2,0,0
"Sunrisers Hyderabad","Eoin Morgan","Royal Challengers Bangalore","M Chinnaswamy Stadium",2016,22,0,18,Inf,122.222222222222
"Sunrisers Hyderabad","Eoin Morgan","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",2015,11,1,7,11,157.142857142857
"Sunrisers Hyderabad","Fazalhaq Farooqi","Royal Challengers Bangalore","Wankhede Stadium",2022,2,0,8,Inf,25
"Sunrisers Hyderabad","Hanuma Vihari","Chennai Super Kings","MA Chidambaram Stadium",2013,2,1,3,2,66.6666666666667
"Sunrisers Hyderabad","Hanuma Vihari","Chennai Super Kings","Rajiv Gandhi International Stadium",2013,3,1,8,3,37.5
"Sunrisers Hyderabad","Hanuma Vihari","Chennai Super Kings","Rajiv Gandhi International Stadium",2015,8,1,5,8,160
"Sunrisers Hyderabad","Hanuma Vihari","Delhi Capitals","Feroz Shah Kotla",2013,17,1,23,17,73.9130434782609
"Sunrisers Hyderabad","Hanuma Vihari","Delhi Capitals","Rajiv Gandhi International Stadium",2013,11,0,9,Inf,122.222222222222
"Sunrisers Hyderabad","Hanuma Vihari","Kolkata Knight Riders","Eden Gardens",2013,1,1,2,1,50
"Sunrisers Hyderabad","Hanuma Vihari","Kolkata Knight Riders","Eden Gardens",2015,6,1,12,6,50
"Sunrisers Hyderabad","Hanuma Vihari","Kolkata Knight Riders","Rajiv Gandhi International Stadium",2013,6,1,13,6,46.1538461538462
"Sunrisers Hyderabad","Hanuma Vihari","Mumbai Indians","Rajiv Gandhi International Stadium",2013,25,1,23,25,108.695652173913
"Sunrisers Hyderabad","Hanuma Vihari","Mumbai Indians","Wankhede Stadium",2013,41,1,37,41,110.810810810811
"Sunrisers Hyderabad","Hanuma Vihari","Mumbai Indians","Wankhede Stadium",2015,16,1,10,16,160
"Sunrisers Hyderabad","Hanuma Vihari","Pune Warriors","Rajiv Gandhi International Stadium",2013,11,1,12,11,91.6666666666667
"Sunrisers Hyderabad","Hanuma Vihari","Pune Warriors","Subrata Roy Sahara Stadium",2013,1,1,8,1,12.5
"Sunrisers Hyderabad","Hanuma Vihari","Punjab Kings","Punjab Cricket Association Stadium",2013,5,1,7,5,71.4285714285714
"Sunrisers Hyderabad","Hanuma Vihari","Punjab Kings","Punjab Cricket Association Stadium",2015,9,1,8,9,112.5
"Sunrisers Hyderabad","Hanuma Vihari","Punjab Kings","Rajiv Gandhi International Stadium",2013,46,1,39,46,117.948717948718
"Sunrisers Hyderabad","Hanuma Vihari","Rajasthan Royals","Feroz Shah Kotla",2013,1,1,8,1,12.5
"Sunrisers Hyderabad","Hanuma Vihari","Rajasthan Royals","Rajiv Gandhi International Stadium",2013,19,1,28,19,67.8571428571429
"Sunrisers Hyderabad","Hanuma Vihari","Rajasthan Royals","Sawai Mansingh Stadium",2013,4,1,9,4,44.4444444444444
"Sunrisers Hyderabad","Hanuma Vihari","Royal Challengers Bangalore","M Chinnaswamy Stadium",2013,4,0,3,Inf,133.333333333333
"Sunrisers Hyderabad","Hanuma Vihari","Royal Challengers Bangalore","Rajiv Gandhi International Stadium",2013,44,0,46,Inf,95.6521739130435
"Sunrisers Hyderabad","Irfan Pathan","Kolkata Knight Riders","Rajiv Gandhi International Stadium",2014,23,0,19,Inf,121.052631578947
"Sunrisers Hyderabad","Irfan Pathan","Mumbai Indians","Dubai International Cricket Stadium",2014,1,0,1,Inf,100
"Sunrisers Hyderabad","Irfan Pathan","Punjab Kings","Rajiv Gandhi International Stadium",2014,1,1,2,1,50
"Sunrisers Hyderabad","Irfan Pathan","Punjab Kings","Sharjah Cricket Stadium",2014,5,1,9,5,55.5555555555556
"Sunrisers Hyderabad","Irfan Pathan","Rajasthan Royals","Sardar Patel Stadium",2014,21,0,21,Inf,100
"Sunrisers Hyderabad","Irfan Pathan","Royal Challengers Bangalore","M Chinnaswamy Stadium",2014,4,0,2,Inf,200
"Sunrisers Hyderabad","Jagadeesha Suchith","Delhi Capitals","MA Chidambaram Stadium",2021,14,0,6,Inf,233.333333333333
"Sunrisers Hyderabad","Jagadeesha Suchith","Punjab Kings","Wankhede Stadium",2022,0,1,1,0,0
"Sunrisers Hyderabad","Jagadeesha Suchith","Royal Challengers Bangalore","Wankhede Stadium",2022,2,1,7,2,28.5714285714286
"Sunrisers Hyderabad","Jason Holder","Chennai Super Kings","Sharjah Cricket Stadium",2021,5,1,5,5,100
"Sunrisers Hyderabad","Jason Holder","Delhi Capitals","Dubai International Cricket Stadium",2021,10,1,9,10,111.111111111111
"Sunrisers Hyderabad","Jason Holder","Delhi Capitals","Sheikh Zayed Stadium",2020,11,1,15,11,73.3333333333333
"Sunrisers Hyderabad","Jason Holder","Kolkata Knight Riders","Dubai International Cricket Stadium",2021,2,1,9,2,22.2222222222222
"Sunrisers Hyderabad","Jason Holder","Kolkata Knight Riders","Eden Gardens",2014,16,1,12,16,133.333333333333
"Sunrisers Hyderabad","Jason Holder","Mumbai Indians","Zayed Cricket Stadium",2021,1,1,2,1,50
"Sunrisers Hyderabad","Jason Holder","Punjab Kings","Dubai International Cricket Stadium",2020,5,1,8,5,62.5
"Sunrisers Hyderabad","Jason Holder","Punjab Kings","Sharjah Cricket Stadium",2021,47,0,29,Inf,162.068965517241
"Sunrisers Hyderabad","Jason Holder","Royal Challengers Bangalore","MA Chidambaram Stadium",2021,4,1,5,4,80
"Sunrisers Hyderabad","Jason Holder","Royal Challengers Bangalore","Sharjah Cricket Stadium",2020,26,0,10,Inf,260
"Sunrisers Hyderabad","Jason Holder","Royal Challengers Bangalore","Sheikh Zayed Stadium",2020,24,0,20,Inf,120
"Sunrisers Hyderabad","Jason Holder","Royal Challengers Bangalore","Zayed Cricket Stadium",2021,16,1,13,16,123.076923076923
"Sunrisers Hyderabad","Jason Roy","Chennai Super Kings","Sharjah Cricket Stadium",2021,2,1,7,2,28.5714285714286
"Sunrisers Hyderabad","Jason Roy","Kolkata Knight Riders","Dubai International Cricket Stadium",2021,10,1,13,10,76.9230769230769
"Sunrisers Hyderabad","Jason Roy","Mumbai Indians","Zayed Cricket Stadium",2021,34,1,21,34,161.904761904762
"Sunrisers Hyderabad","Jason Roy","Rajasthan Royals","Dubai International Cricket Stadium",2021,60,1,42,60,142.857142857143
"Sunrisers Hyderabad","Jason Roy","Royal Challengers Bangalore","Zayed Cricket Stadium",2021,44,1,38,44,115.789473684211
"Sunrisers Hyderabad","Jonny Bairstow","Chennai Super Kings","Arun Jaitley Stadium",2021,7,1,5,7,140
"Sunrisers Hyderabad","Jonny Bairstow","Chennai Super Kings","Dubai International Cricket Stadium",2020,23,2,27,11.5,85.1851851851852
"Sunrisers Hyderabad","Jonny Bairstow","Chennai Super Kings","MA Chidambaram Stadium",2019,0,1,2,0,0
"Sunrisers Hyderabad","Jonny Bairstow","Chennai Super Kings","Rajiv Gandhi International Stadium",2019,61,0,44,Inf,138.636363636364
"Sunrisers Hyderabad","Jonny Bairstow","Delhi Capitals","Feroz Shah Kotla",2019,48,1,28,48,171.428571428571
"Sunrisers Hyderabad","Jonny Bairstow","Delhi Capitals","MA Chidambaram Stadium",2021,38,1,18,38,211.111111111111
"Sunrisers Hyderabad","Jonny Bairstow","Delhi Capitals","Rajiv Gandhi International Stadium",2019,41,1,31,41,132.258064516129
