"Batting_Team","Striker","Bowling_Team","Runs","Dismissed","Balls","Season","Stadium","Average","Strike_Rate"
"Punjab Kings","Harpreet Brar","Royal Challengers Bangalore",35,1,24,"All","All",35,145.833333333333
"Punjab Kings","Harpreet Brar","Sunrisers Hyderabad",18,0,18,"All","All",Inf,100
"Punjab Kings","Hashim Amla","Delhi Capitals",36,2,37,"All","All",18,97.2972972972973
"Punjab Kings","Hashim Amla","Gujarat Lions",169,2,100,"All","All",84.5,169
"Punjab Kings","Hashim Amla","Kolkata Knight Riders",25,1,27,"All","All",25,92.5925925925926
"Punjab Kings","Hashim Amla","Mumbai Indians",104,1,65,"All","All",104,160
"Punjab Kings","Hashim Amla","Rising Pune Supergiants",58,2,54,"All","All",29,107.407407407407
"Punjab Kings","Hashim Amla","Royal Challengers Bangalore",89,3,67,"All","All",29.6666666666667,132.835820895522
"Punjab Kings","Hashim Amla","Sunrisers Hyderabad",96,2,57,"All","All",48,168.421052631579
"Punjab Kings","Irfan Pathan","Chennai Super Kings",143,4,106,"All","All",35.75,134.905660377358
"Punjab Kings","Irfan Pathan","Deccan Chargers",88,3,53,"All","All",29.3333333333333,166.037735849057
"Punjab Kings","Irfan Pathan","Delhi Capitals",70,4,58,"All","All",17.5,120.689655172414
"Punjab Kings","Irfan Pathan","Kolkata Knight Riders",104,3,77,"All","All",34.6666666666667,135.064935064935
"Punjab Kings","Irfan Pathan","Mumbai Indians",55,4,41,"All","All",13.75,134.146341463415
"Punjab Kings","Irfan Pathan","Rajasthan Royals",95,4,93,"All","All",23.75,102.150537634409
"Punjab Kings","Irfan Pathan","Royal Challengers Bangalore",48,2,32,"All","All",24,150
"Punjab Kings","Ishant Sharma","Rising Pune Supergiants",1,1,5,"All","All",1,20
"Punjab Kings","Ishant Sharma","Sunrisers Hyderabad",7,1,7,"All","All",7,100
"Punjab Kings","James Faulkner","Pune Warriors",3,1,4,"All","All",3,75
"Punjab Kings","James Faulkner","Rajasthan Royals",11,0,9,"All","All",Inf,122.222222222222
"Punjab Kings","James Hopes","Chennai Super Kings",87,3,45,"All","All",29,193.333333333333
"Punjab Kings","James Hopes","Delhi Capitals",4,1,6,"All","All",4,66.6666666666667
"Punjab Kings","James Hopes","Kolkata Knight Riders",31,2,22,"All","All",15.5,140.909090909091
"Punjab Kings","James Hopes","Mumbai Indians",0,1,1,"All","All",0,0
"Punjab Kings","James Hopes","Rajasthan Royals",67,2,51,"All","All",33.5,131.372549019608
"Punjab Kings","James Hopes","Royal Challengers Bangalore",32,2,23,"All","All",16,139.130434782609
"Punjab Kings","James Neesham","Chennai Super Kings",2,1,3,"All","All",2,66.6666666666667
"Punjab Kings","James Neesham","Delhi Capitals",10,0,8,"All","All",Inf,125
"Punjab Kings","James Neesham","Mumbai Indians",7,1,7,"All","All",7,100
"Punjab Kings","Jhye Richardson","Chennai Super Kings",15,1,22,"All","All",15,68.1818181818182
"Punjab Kings","Jhye Richardson","Rajasthan Royals",0,1,2,"All","All",0,0
"Punjab Kings","Jitesh Sharma","Chennai Super Kings",26,1,17,"All","All",26,152.941176470588
"Punjab Kings","Jitesh Sharma","Delhi Capitals",76,2,57,"All","All",38,133.333333333333
"Punjab Kings","Jitesh Sharma","Gujarat Titans",23,1,11,"All","All",23,209.090909090909
"Punjab Kings","Jitesh Sharma","Lucknow Super Giants",2,1,5,"All","All",2,40
"Punjab Kings","Jitesh Sharma","Mumbai Indians",30,0,15,"All","All",Inf,200
"Punjab Kings","Jitesh Sharma","Rajasthan Royals",38,0,18,"All","All",Inf,211.111111111111
"Punjab Kings","Jitesh Sharma","Royal Challengers Bangalore",9,1,5,"All","All",9,180
"Punjab Kings","Jitesh Sharma","Sunrisers Hyderabad",30,2,15,"All","All",15,200
"Punjab Kings","Jonny Bairstow","Chennai Super Kings",6,1,3,"All","All",6,200
"Punjab Kings","Jonny Bairstow","Delhi Capitals",37,2,23,"All","All",18.5,160.869565217391
"Punjab Kings","Jonny Bairstow","Gujarat Titans",9,2,14,"All","All",4.5,64.2857142857143
"Punjab Kings","Jonny Bairstow","Lucknow Super Giants",32,1,28,"All","All",32,114.285714285714
"Punjab Kings","Jonny Bairstow","Mumbai Indians",12,1,13,"All","All",12,92.3076923076923
"Punjab Kings","Jonny Bairstow","Rajasthan Royals",56,1,40,"All","All",56,140
"Punjab Kings","Jonny Bairstow","Royal Challengers Bangalore",66,1,29,"All","All",66,227.586206896552
"Punjab Kings","Jonny Bairstow","Sunrisers Hyderabad",35,2,25,"All","All",17.5,140
"Punjab Kings","KC Cariappa","Delhi Capitals",1,1,2,"All","All",1,50
"Punjab Kings","KC Cariappa","Gujarat Lions",1,1,3,"All","All",1,33.3333333333333
"Punjab Kings","KC Cariappa","Royal Challengers Bangalore",12,0,8,"All","All",Inf,150
"Punjab Kings","KC Cariappa","Sunrisers Hyderabad",1,1,5,"All","All",1,20
"Punjab Kings","KL Rahul","Chennai Super Kings",365,7,244,"All","All",52.1428571428571,149.590163934426
"Punjab Kings","KL Rahul","Delhi Capitals",198,7,132,"All","All",28.2857142857143,150
"Punjab Kings","KL Rahul","Kolkata Knight Riders",317,8,226,"All","All",39.625,140.265486725664
"Punjab Kings","KL Rahul","Mumbai Indians",464,5,345,"All","All",92.8,134.492753623188
"Punjab Kings","KL Rahul","Rajasthan Royals",490,6,353,"All","All",81.6666666666667,138.810198300283
"Punjab Kings","KL Rahul","Royal Challengers Bangalore",451,5,297,"All","All",90.2,151.851851851852
"Punjab Kings","KL Rahul","Sunrisers Hyderabad",263,7,226,"All","All",37.5714285714286,116.371681415929
"Punjab Kings","Kagiso Rabada","Chennai Super Kings",12,0,12,"All","All",Inf,100
"Punjab Kings","Kagiso Rabada","Delhi Capitals",8,2,8,"All","All",4,100
"Punjab Kings","Kagiso Rabada","Gujarat Titans",1,1,1,"All","All",1,100
"Punjab Kings","Kagiso Rabada","Kolkata Knight Riders",25,1,16,"All","All",25,156.25
"Punjab Kings","Kagiso Rabada","Lucknow Super Giants",2,1,5,"All","All",2,40
"Punjab Kings","Kagiso Rabada","Royal Challengers Bangalore",0,0,1,"All","All",NA,0
"Punjab Kings","Karan Goel","Chennai Super Kings",39,3,46,"All","All",13,84.7826086956522
"Punjab Kings","Karan Goel","Delhi Capitals",39,2,24,"All","All",19.5,162.5
"Punjab Kings","Karan Goel","Kolkata Knight Riders",23,2,31,"All","All",11.5,74.1935483870968
"Punjab Kings","Karan Goel","Mumbai Indians",51,3,57,"All","All",17,89.4736842105263
"Punjab Kings","Karan Goel","Rajasthan Royals",27,2,25,"All","All",13.5,108
"Punjab Kings","Karan Goel","Royal Challengers Bangalore",39,2,48,"All","All",19.5,81.25
"Punjab Kings","Karanveer Singh","Chennai Super Kings",2,0,5,"All","All",Inf,40
"Punjab Kings","Karanveer Singh","Kolkata Knight Riders",1,0,1,"All","All",Inf,100
"Punjab Kings","Karanveer Singh","Rajasthan Royals",5,0,4,"All","All",Inf,125
"Punjab Kings","Karanveer Singh","Royal Challengers Bangalore",4,1,7,"All","All",4,57.1428571428571
"Punjab Kings","Karun Nair","Chennai Super Kings",83,2,43,"All","All",41.5,193.023255813954
"Punjab Kings","Karun Nair","Delhi Capitals",85,3,68,"All","All",28.3333333333333,125
"Punjab Kings","Karun Nair","Kolkata Knight Riders",3,1,6,"All","All",3,50
"Punjab Kings","Karun Nair","Mumbai Indians",28,3,21,"All","All",9.33333333333333,133.333333333333
"Punjab Kings","Karun Nair","Rajasthan Royals",34,2,28,"All","All",17,121.428571428571
"Punjab Kings","Karun Nair","Royal Challengers Bangalore",45,2,37,"All","All",22.5,121.621621621622
"Punjab Kings","Karun Nair","Sunrisers Hyderabad",44,2,38,"All","All",22,115.789473684211
"Punjab Kings","Krishnappa Gowtham","Delhi Capitals",20,1,14,"All","All",20,142.857142857143
"Punjab Kings","Krishnappa Gowtham","Mumbai Indians",22,0,13,"All","All",Inf,169.230769230769
"Punjab Kings","Kumar Sangakkara","Chennai Super Kings",112,5,86,"All","All",22.4,130.232558139535
"Punjab Kings","Kumar Sangakkara","Deccan Chargers",186,6,130,"All","All",31,143.076923076923
"Punjab Kings","Kumar Sangakkara","Delhi Capitals",105,4,99,"All","All",26.25,106.060606060606
"Punjab Kings","Kumar Sangakkara","Kolkata Knight Riders",186,6,141,"All","All",31,131.914893617021
"Punjab Kings","Kumar Sangakkara","Mumbai Indians",203,3,161,"All","All",67.6666666666667,126.086956521739
"Punjab Kings","Kumar Sangakkara","Rajasthan Royals",129,5,94,"All","All",25.8,137.234042553192
"Punjab Kings","Kumar Sangakkara","Royal Challengers Bangalore",88,3,68,"All","All",29.3333333333333,129.411764705882
"Punjab Kings","Kyle Abbott","Kolkata Knight Riders",12,0,6,"All","All",Inf,200
"Punjab Kings","Kyle Abbott","Rising Pune Supergiants",1,0,1,"All","All",Inf,100
"Punjab Kings","Kyle Abbott","Royal Challengers Bangalore",0,1,1,"All","All",0,0
"Punjab Kings","Lakshmipathy Balaji","Kolkata Knight Riders",0,1,2,"All","All",0,0
"Punjab Kings","Lakshmipathy Balaji","Royal Challengers Bangalore",1,0,1,"All","All",Inf,100
"Punjab Kings","Liam Livingstone","Chennai Super Kings",79,2,39,"All","All",39.5,202.564102564103
"Punjab Kings","Liam Livingstone","Delhi Capitals",5,2,8,"All","All",2.5,62.5
"Punjab Kings","Liam Livingstone","Gujarat Titans",94,1,37,"All","All",94,254.054054054054
"Punjab Kings","Liam Livingstone","Kolkata Knight Riders",19,1,16,"All","All",19,118.75
"Punjab Kings","Liam Livingstone","Lucknow Super Giants",18,1,16,"All","All",18,112.5
"Punjab Kings","Liam Livingstone","Mumbai Indians",2,1,3,"All","All",2,66.6666666666667
"Punjab Kings","Liam Livingstone","Rajasthan Royals",22,1,14,"All","All",22,157.142857142857
"Punjab Kings","Liam Livingstone","Royal Challengers Bangalore",89,2,52,"All","All",44.5,171.153846153846
"Punjab Kings","Liam Livingstone","Sunrisers Hyderabad",109,1,55,"All","All",109,198.181818181818
"Punjab Kings","Love Ablish","Royal Challengers Bangalore",0,0,2,"All","All",NA,0
"Punjab Kings","Luke Pomersbach","Chennai Super Kings",33,2,41,"All","All",16.5,80.4878048780488
"Punjab Kings","Luke Pomersbach","Deccan Chargers",14,2,14,"All","All",7,100
"Punjab Kings","Luke Pomersbach","Delhi Capitals",52,2,30,"All","All",26,173.333333333333
"Punjab Kings","Luke Pomersbach","Mumbai Indians",84,1,57,"All","All",84,147.368421052632
"Punjab Kings","Luke Pomersbach","Rajasthan Royals",1,0,1,"All","All",Inf,100
"Punjab Kings","Luke Pomersbach","Royal Challengers Bangalore",34,0,24,"All","All",Inf,141.666666666667
"Punjab Kings","Luke Pomersbach","Sunrisers Hyderabad",33,0,40,"All","All",Inf,82.5
"Punjab Kings","M Shahrukh Khan","Chennai Super Kings",61,3,57,"All","All",20.3333333333333,107.017543859649
"Punjab Kings","M Shahrukh Khan","Delhi Capitals",31,2,30,"All","All",15.5,103.333333333333
"Punjab Kings","M Shahrukh Khan","Gujarat Titans",15,1,8,"All","All",15,187.5
"Punjab Kings","M Shahrukh Khan","Kolkata Knight Riders",35,2,28,"All","All",17.5,125
"Punjab Kings","M Shahrukh Khan","Mumbai Indians",15,1,6,"All","All",15,250
"Punjab Kings","M Shahrukh Khan","Rajasthan Royals",6,0,4,"All","All",Inf,150
"Punjab Kings","M Shahrukh Khan","Royal Challengers Bangalore",40,2,34,"All","All",20,117.647058823529
"Punjab Kings","M Shahrukh Khan","Sunrisers Hyderabad",67,3,55,"All","All",22.3333333333333,121.818181818182
"Punjab Kings","Mahela Jayawardene","Chennai Super Kings",84,4,54,"All","All",21,155.555555555556
"Punjab Kings","Mahela Jayawardene","Deccan Chargers",209,2,132,"All","All",104.5,158.333333333333
"Punjab Kings","Mahela Jayawardene","Delhi Capitals",95,4,73,"All","All",23.75,130.13698630137
"Punjab Kings","Mahela Jayawardene","Kolkata Knight Riders",230,2,150,"All","All",115,153.333333333333
"Punjab Kings","Mahela Jayawardene","Mumbai Indians",71,5,54,"All","All",14.2,131.481481481481
"Punjab Kings","Mahela Jayawardene","Rajasthan Royals",85,5,80,"All","All",17,106.25
"Punjab Kings","Mahela Jayawardene","Royal Challengers Bangalore",63,1,51,"All","All",63,123.529411764706
"Punjab Kings","Manan Vohra","Chennai Super Kings",54,3,49,"All","All",18,110.204081632653
"Punjab Kings","Manan Vohra","Delhi Capitals",133,6,105,"All","All",22.1666666666667,126.666666666667
"Punjab Kings","Manan Vohra","Gujarat Lions",40,2,27,"All","All",20,148.148148148148
"Punjab Kings","Manan Vohra","Kolkata Knight Riders",241,9,194,"All","All",26.7777777777778,124.226804123711
"Punjab Kings","Manan Vohra","Mumbai Indians",64,3,55,"All","All",21.3333333333333,116.363636363636
"Punjab Kings","Manan Vohra","Pune Warriors",65,1,41,"All","All",65,158.536585365854
"Punjab Kings","Manan Vohra","Rajasthan Royals",28,2,26,"All","All",14,107.692307692308
"Punjab Kings","Manan Vohra","Rising Pune Supergiants",65,2,42,"All","All",32.5,154.761904761905
"Punjab Kings","Manan Vohra","Royal Challengers Bangalore",72,4,58,"All","All",18,124.137931034483
"Punjab Kings","Manan Vohra","Sunrisers Hyderabad",195,7,124,"All","All",27.8571428571429,157.258064516129
"Punjab Kings","Mandeep Singh","Chennai Super Kings",160,7,145,"All","All",22.8571428571429,110.344827586207
"Punjab Kings","Mandeep Singh","Deccan Chargers",110,3,76,"All","All",36.6666666666667,144.736842105263
"Punjab Kings","Mandeep Singh","Delhi Capitals",115,5,83,"All","All",23,138.55421686747
"Punjab Kings","Mandeep Singh","Kochi Tuskers Kerala",15,0,10,"All","All",Inf,150
"Punjab Kings","Mandeep Singh","Kolkata Knight Riders",234,7,186,"All","All",33.4285714285714,125.806451612903
"Punjab Kings","Mandeep Singh","Mumbai Indians",86,6,72,"All","All",14.3333333333333,119.444444444444
"Punjab Kings","Mandeep Singh","Pune Warriors",148,4,128,"All","All",37,115.625
"Punjab Kings","Mandeep Singh","Rajasthan Royals",48,6,47,"All","All",8,102.127659574468
"Punjab Kings","Mandeep Singh","Royal Challengers Bangalore",122,4,92,"All","All",30.5,132.608695652174
"Punjab Kings","Mandeep Singh","Sunrisers Hyderabad",35,5,36,"All","All",7,97.2222222222222
"Punjab Kings","Manoj Tiwary","Chennai Super Kings",35,1,30,"All","All",35,116.666666666667
"Punjab Kings","Manoj Tiwary","Mumbai Indians",4,0,1,"All","All",Inf,400
"Punjab Kings","Manoj Tiwary","Rajasthan Royals",7,1,8,"All","All",7,87.5
"Punjab Kings","Manoj Tiwary","Sunrisers Hyderabad",1,1,5,"All","All",1,20
"Punjab Kings","Manpreet Gony","Chennai Super Kings",0,0,1,"All","All",NA,0
"Punjab Kings","Manpreet Gony","Kolkata Knight Riders",42,1,18,"All","All",42,233.333333333333
"Punjab Kings","Manpreet Gony","Mumbai Indians",0,1,3,"All","All",0,0
"Punjab Kings","Manpreet Gony","Rajasthan Royals",3,1,3,"All","All",3,100
"Punjab Kings","Manvinder Bisla","Chennai Super Kings",7,1,9,"All","All",7,77.7777777777778
"Punjab Kings","Manvinder Bisla","Deccan Chargers",0,1,7,"All","All",0,0
"Punjab Kings","Manvinder Bisla","Delhi Capitals",2,1,6,"All","All",2,33.3333333333333
"Punjab Kings","Manvinder Bisla","Kolkata Knight Riders",40,2,37,"All","All",20,108.108108108108
"Punjab Kings","Manvinder Bisla","Mumbai Indians",11,1,10,"All","All",11,110
"Punjab Kings","Manvinder Bisla","Rajasthan Royals",55,2,32,"All","All",27.5,171.875
"Punjab Kings","Manvinder Bisla","Royal Challengers Bangalore",103,2,77,"All","All",51.5,133.766233766234
"Punjab Kings","Marcus Stoinis","Delhi Capitals",74,1,59,"All","All",74,125.423728813559
"Punjab Kings","Marcus Stoinis","Gujarat Lions",67,3,48,"All","All",22.3333333333333,139.583333333333
"Punjab Kings","Marcus Stoinis","Kolkata Knight Riders",9,2,15,"All","All",4.5,60
"Punjab Kings","Marcus Stoinis","Mumbai Indians",31,2,20,"All","All",15.5,155
"Punjab Kings","Marcus Stoinis","Rajasthan Royals",34,1,32,"All","All",34,106.25
"Punjab Kings","Marcus Stoinis","Royal Challengers Bangalore",47,2,34,"All","All",23.5,138.235294117647
"Punjab Kings","Martin Guptill","Delhi Capitals",50,0,27,"All","All",Inf,185.185185185185
"Punjab Kings","Martin Guptill","Gujarat Lions",2,1,5,"All","All",2,40
"Punjab Kings","Martin Guptill","Kolkata Knight Riders",12,1,16,"All","All",12,75
"Punjab Kings","Martin Guptill","Mumbai Indians",36,1,18,"All","All",36,200
"Punjab Kings","Martin Guptill","Rising Pune Supergiants",0,1,1,"All","All",0,0
"Punjab Kings","Martin Guptill","Royal Challengers Bangalore",9,1,10,"All","All",9,90
"Punjab Kings","Martin Guptill","Sunrisers Hyderabad",23,1,11,"All","All",23,209.090909090909
"Punjab Kings","Mayank Agarwal","Chennai Super Kings",123,9,98,"All","All",13.6666666666667,125.510204081633
"Punjab Kings","Mayank Agarwal","Delhi Capitals",322,9,219,"All","All",35.7777777777778,147.03196347032
"Punjab Kings","Mayank Agarwal","Gujarat Titans",5,1,9,"All","All",5,55.5555555555556
"Punjab Kings","Mayank Agarwal","Kolkata Knight Riders",224,7,168,"All","All",32,133.333333333333
"Punjab Kings","Mayank Agarwal","Lucknow Super Giants",25,1,17,"All","All",25,147.058823529412
"Punjab Kings","Mayank Agarwal","Mumbai Indians",167,6,108,"All","All",27.8333333333333,154.62962962963
"Punjab Kings","Mayank Agarwal","Rajasthan Royals",252,7,154,"All","All",36,163.636363636364
"Punjab Kings","Mayank Agarwal","Royal Challengers Bangalore",246,9,174,"All","All",27.3333333333333,141.379310344828
"Punjab Kings","Mayank Agarwal","Sunrisers Hyderabad",149,8,126,"All","All",18.625,118.253968253968
"Punjab Kings","Mitchell Johnson","Chennai Super Kings",13,1,9,"All","All",13,144.444444444444
"Punjab Kings","Mitchell Johnson","Delhi Capitals",4,1,12,"All","All",4,33.3333333333333
"Punjab Kings","Mitchell Johnson","Kolkata Knight Riders",25,3,26,"All","All",8.33333333333333,96.1538461538462
"Punjab Kings","Mitchell Johnson","Mumbai Indians",12,1,14,"All","All",12,85.7142857142857
"Punjab Kings","Mitchell Johnson","Rajasthan Royals",13,1,11,"All","All",13,118.181818181818
"Punjab Kings","Mitchell Johnson","Royal Challengers Bangalore",17,1,16,"All","All",17,106.25
"Punjab Kings","Mitchell Johnson","Sunrisers Hyderabad",8,1,12,"All","All",8,66.6666666666667
"Punjab Kings","Mohammad Kaif","Chennai Super Kings",14,1,16,"All","All",14,87.5
"Punjab Kings","Mohammad Kaif","Delhi Capitals",6,1,6,"All","All",6,100
"Punjab Kings","Mohammad Kaif","Rajasthan Royals",8,1,8,"All","All",8,100
"Punjab Kings","Mohammed Shami","Chennai Super Kings",9,0,12,"All","All",Inf,75
"Punjab Kings","Mohammed Shami","Delhi Capitals",0,1,1,"All","All",0,0
"Punjab Kings","Mohammed Shami","Kolkata Knight Riders",1,0,2,"All","All",Inf,50
"Punjab Kings","Mohammed Shami","Mumbai Indians",2,0,2,"All","All",Inf,100
"Punjab Kings","Mohammed Shami","Sunrisers Hyderabad",4,2,5,"All","All",2,80
"Punjab Kings","Mohit Sharma","Chennai Super Kings",2,0,3,"All","All",Inf,66.6666666666667
"Punjab Kings","Mohit Sharma","Delhi Capitals",28,2,22,"All","All",14,127.272727272727
"Punjab Kings","Mohit Sharma","Gujarat Lions",5,1,5,"All","All",5,100
"Punjab Kings","Mohit Sharma","Kolkata Knight Riders",16,2,15,"All","All",8,106.666666666667
"Punjab Kings","Mohit Sharma","Rising Pune Supergiants",6,1,12,"All","All",6,50
"Punjab Kings","Mohit Sharma","Royal Challengers Bangalore",24,3,23,"All","All",8,104.347826086957
"Punjab Kings","Mohit Sharma","Sunrisers Hyderabad",12,2,9,"All","All",6,133.333333333333
"Punjab Kings","Moises Henriques","Chennai Super Kings",3,0,3,"All","All",Inf,100
"Punjab Kings","Moises Henriques","Kolkata Knight Riders",2,1,3,"All","All",2,66.6666666666667
"Punjab Kings","Moises Henriques","Royal Challengers Bangalore",12,0,9,"All","All",Inf,133.333333333333
"Punjab Kings","Moises Henriques","Sunrisers Hyderabad",14,1,17,"All","All",14,82.3529411764706
"Punjab Kings","Mujeeb Ur Rahman","Rajasthan Royals",0,0,1,"All","All",NA,0
"Punjab Kings","Mujeeb Ur Rahman","Royal Challengers Bangalore",0,1,2,"All","All",0,0
"Punjab Kings","Mujeeb Ur Rahman","Sunrisers Hyderabad",11,2,11,"All","All",5.5,100
"Punjab Kings","Murali Vijay","Chennai Super Kings",34,1,32,"All","All",34,106.25
"Punjab Kings","Murali Vijay","Delhi Capitals",45,3,39,"All","All",15,115.384615384615
"Punjab Kings","Murali Vijay","Gujarat Lions",97,2,75,"All","All",48.5,129.333333333333
"Punjab Kings","Murali Vijay","Kolkata Knight Riders",60,4,58,"All","All",15,103.448275862069
"Punjab Kings","Murali Vijay","Mumbai Indians",147,3,128,"All","All",49,114.84375
"Punjab Kings","Murali Vijay","Rajasthan Royals",58,2,50,"All","All",29,116
