"Batting_Team","Striker","Season","Bowling_Team","Runs","Dismissed","Balls","Stadium","Average","Strike_Rate"
"Chennai Super Kings","Suresh Raina",2013,"Sunrisers Hyderabad",115,1,65,"All",115,176.923076923077
"Chennai Super Kings","Suresh Raina",2014,"Delhi Capitals",103,1,68,"All",103,151.470588235294
"Chennai Super Kings","Suresh Raina",2014,"Kolkata Knight Riders",96,2,77,"All",48,124.675324675325
"Chennai Super Kings","Suresh Raina",2014,"Mumbai Indians",74,2,48,"All",37,154.166666666667
"Chennai Super Kings","Suresh Raina",2014,"Punjab Kings",146,3,71,"All",48.6666666666667,205.633802816901
"Chennai Super Kings","Suresh Raina",2014,"Rajasthan Royals",6,2,12,"All",3,50
"Chennai Super Kings","Suresh Raina",2014,"Royal Challengers Bangalore",80,1,66,"All",80,121.212121212121
"Chennai Super Kings","Suresh Raina",2014,"Sunrisers Hyderabad",18,2,17,"All",9,105.882352941176
"Chennai Super Kings","Suresh Raina",2015,"Delhi Capitals",15,2,15,"All",7.5,100
"Chennai Super Kings","Suresh Raina",2015,"Kolkata Knight Riders",25,2,31,"All",12.5,80.6451612903226
"Chennai Super Kings","Suresh Raina",2015,"Mumbai Indians",106,3,78,"All",35.3333333333333,135.897435897436
"Chennai Super Kings","Suresh Raina",2015,"Punjab Kings",70,1,60,"All",70,116.666666666667
"Chennai Super Kings","Suresh Raina",2015,"Rajasthan Royals",7,2,14,"All",3.5,50
"Chennai Super Kings","Suresh Raina",2015,"Royal Challengers Bangalore",114,3,80,"All",38,142.5
"Chennai Super Kings","Suresh Raina",2015,"Sunrisers Hyderabad",37,2,27,"All",18.5,137.037037037037
"Chennai Super Kings","Suresh Raina",2018,"Delhi Capitals",16,2,20,"All",8,80
"Chennai Super Kings","Suresh Raina",2018,"Kolkata Knight Riders",45,2,38,"All",22.5,118.421052631579
"Chennai Super Kings","Suresh Raina",2018,"Mumbai Indians",79,1,53,"All",79,149.056603773585
"Chennai Super Kings","Suresh Raina",2018,"Punjab Kings",61,0,48,"All",Inf,127.083333333333
"Chennai Super Kings","Suresh Raina",2018,"Rajasthan Royals",98,2,64,"All",49,153.125
"Chennai Super Kings","Suresh Raina",2018,"Royal Challengers Bangalore",36,2,30,"All",18,120
"Chennai Super Kings","Suresh Raina",2018,"Sunrisers Hyderabad",110,3,83,"All",36.6666666666667,132.530120481928
"Chennai Super Kings","Suresh Raina",2019,"Delhi Capitals",100,3,66,"All",33.3333333333333,151.515151515152
"Chennai Super Kings","Suresh Raina",2019,"Kolkata Knight Riders",72,1,55,"All",72,130.909090909091
"Chennai Super Kings","Suresh Raina",2019,"Mumbai Indians",31,4,40,"All",7.75,77.5
"Chennai Super Kings","Suresh Raina",2019,"Punjab Kings",70,2,58,"All",35,120.689655172414
"Chennai Super Kings","Suresh Raina",2019,"Rajasthan Royals",40,2,36,"All",20,111.111111111111
"Chennai Super Kings","Suresh Raina",2019,"Royal Challengers Bangalore",19,2,22,"All",9.5,86.3636363636364
"Chennai Super Kings","Suresh Raina",2019,"Sunrisers Hyderabad",51,2,37,"All",25.5,137.837837837838
"Chennai Super Kings","Suresh Raina",2021,"Delhi Capitals",54,1,36,"All",54,150
"Chennai Super Kings","Suresh Raina",2021,"Kolkata Knight Riders",11,1,7,"All",11,157.142857142857
"Chennai Super Kings","Suresh Raina",2021,"Mumbai Indians",6,2,10,"All",3,60
"Chennai Super Kings","Suresh Raina",2021,"Punjab Kings",8,1,9,"All",8,88.8888888888889
"Chennai Super Kings","Suresh Raina",2021,"Rajasthan Royals",21,2,20,"All",10.5,105
"Chennai Super Kings","Suresh Raina",2021,"Royal Challengers Bangalore",41,1,28,"All",41,146.428571428571
"Chennai Super Kings","Suresh Raina",2021,"Sunrisers Hyderabad",19,1,18,"All",19,105.555555555556
"Chennai Super Kings","Thilan Thushara",2009,"Mumbai Indians",1,0,2,"All",Inf,50
"Chennai Super Kings","Thilan Thushara",2009,"Punjab Kings",1,1,5,"All",1,20
"Chennai Super Kings","Thilan Thushara",2010,"Deccan Chargers",8,1,8,"All",8,100
"Chennai Super Kings","Thilan Thushara",2010,"Rajasthan Royals",2,0,3,"All",Inf,66.6666666666667
"Chennai Super Kings","Vidyut Sivaramakrishnan",2008,"Delhi Capitals",94,2,60,"All",47,156.666666666667
"Chennai Super Kings","Vidyut Sivaramakrishnan",2008,"Mumbai Indians",16,1,11,"All",16,145.454545454545
"Chennai Super Kings","Vidyut Sivaramakrishnan",2008,"Punjab Kings",14,2,11,"All",7,127.272727272727
"Chennai Super Kings","Vidyut Sivaramakrishnan",2008,"Rajasthan Royals",21,2,24,"All",10.5,87.5
"Chennai Super Kings","Vidyut Sivaramakrishnan",2008,"Royal Challengers Bangalore",0,1,3,"All",0,0
"Chennai Super Kings","Wriddhiman Saha",2011,"Kochi Tuskers Kerala",46,0,33,"All",Inf,139.393939393939
"Chennai Super Kings","Wriddhiman Saha",2011,"Royal Challengers Bangalore",22,1,30,"All",22,73.3333333333333
"Chennai Super Kings","Wriddhiman Saha",2012,"Punjab Kings",6,1,14,"All",6,42.8571428571429
"Chennai Super Kings","Wriddhiman Saha",2013,"Kolkata Knight Riders",39,1,23,"All",39,169.565217391304
"Chennai Super Kings","Wriddhiman Saha",2013,"Pune Warriors",13,1,15,"All",13,86.6666666666667
"Chennai Super Kings","Wriddhiman Saha",2013,"Punjab Kings",18,1,18,"All",18,100
"Deccan Chargers","Abhishek Jhunjhunwala",2012,"Chennai Super Kings",1,0,1,"All",Inf,100
"Deccan Chargers","Abhishek Jhunjhunwala",2012,"Delhi Capitals",4,1,5,"All",4,80
"Deccan Chargers","Abhishek Jhunjhunwala",2012,"Punjab Kings",19,1,20,"All",19,95
"Deccan Chargers","Adam Gilchrist",2008,"Chennai Super Kings",59,2,44,"All",29.5,134.090909090909
"Deccan Chargers","Adam Gilchrist",2008,"Delhi Capitals",22,2,18,"All",11,122.222222222222
"Deccan Chargers","Adam Gilchrist",2008,"Kolkata Knight Riders",47,2,39,"All",23.5,120.512820512821
"Deccan Chargers","Adam Gilchrist",2008,"Mumbai Indians",122,1,63,"All",122,193.650793650794
"Deccan Chargers","Adam Gilchrist",2008,"Punjab Kings",56,2,48,"All",28,116.666666666667
"Deccan Chargers","Adam Gilchrist",2008,"Rajasthan Royals",74,2,58,"All",37,127.586206896552
"Deccan Chargers","Adam Gilchrist",2008,"Royal Challengers Bangalore",56,2,48,"All",28,116.666666666667
"Deccan Chargers","Adam Gilchrist",2009,"Chennai Super Kings",44,2,20,"All",22,220
"Deccan Chargers","Adam Gilchrist",2009,"Delhi Capitals",157,3,73,"All",52.3333333333333,215.068493150685
"Deccan Chargers","Adam Gilchrist",2009,"Kolkata Knight Riders",56,2,42,"All",28,133.333333333333
"Deccan Chargers","Adam Gilchrist",2009,"Mumbai Indians",60,2,49,"All",30,122.448979591837
"Deccan Chargers","Adam Gilchrist",2009,"Punjab Kings",43,2,29,"All",21.5,148.275862068966
"Deccan Chargers","Adam Gilchrist",2009,"Rajasthan Royals",49,2,46,"All",24.5,106.521739130435
"Deccan Chargers","Adam Gilchrist",2009,"Royal Challengers Bangalore",86,3,66,"All",28.6666666666667,130.30303030303
"Deccan Chargers","Adam Gilchrist",2010,"Chennai Super Kings",60,3,45,"All",20,133.333333333333
"Deccan Chargers","Adam Gilchrist",2010,"Delhi Capitals",34,2,23,"All",17,147.826086956522
"Deccan Chargers","Adam Gilchrist",2010,"Kolkata Knight Riders",63,2,40,"All",31.5,157.5
"Deccan Chargers","Adam Gilchrist",2010,"Mumbai Indians",19,2,16,"All",9.5,118.75
"Deccan Chargers","Adam Gilchrist",2010,"Punjab Kings",42,2,17,"All",21,247.058823529412
"Deccan Chargers","Adam Gilchrist",2010,"Rajasthan Royals",35,2,20,"All",17.5,175
"Deccan Chargers","Adam Gilchrist",2010,"Royal Challengers Bangalore",36,3,24,"All",12,150
"Deccan Chargers","Akshath Reddy",2012,"Punjab Kings",24,1,13,"All",24,184.615384615385
"Deccan Chargers","Akshath Reddy",2012,"Rajasthan Royals",42,1,35,"All",42,120
"Deccan Chargers","Akshath Reddy",2012,"Royal Challengers Bangalore",7,1,11,"All",7,63.6363636363636
"Deccan Chargers","Amit Mishra",2011,"Chennai Super Kings",2,1,5,"All",2,40
"Deccan Chargers","Amit Mishra",2011,"Kochi Tuskers Kerala",0,1,1,"All",0,0
"Deccan Chargers","Amit Mishra",2011,"Kolkata Knight Riders",21,0,14,"All",Inf,150
"Deccan Chargers","Amit Mishra",2011,"Mumbai Indians",43,0,25,"All",Inf,172
"Deccan Chargers","Amit Mishra",2011,"Pune Warriors",0,1,1,"All",0,0
"Deccan Chargers","Amit Mishra",2011,"Punjab Kings",0,1,1,"All",0,0
"Deccan Chargers","Amit Mishra",2011,"Rajasthan Royals",2,0,2,"All",Inf,100
"Deccan Chargers","Amit Mishra",2012,"Delhi Capitals",6,1,6,"All",6,100
"Deccan Chargers","Amit Mishra",2012,"Kolkata Knight Riders",1,0,1,"All",Inf,100
"Deccan Chargers","Amit Mishra",2012,"Mumbai Indians",1,2,8,"All",0.5,12.5
"Deccan Chargers","Amit Mishra",2012,"Punjab Kings",8,0,5,"All",Inf,160
"Deccan Chargers","Andrew Symonds",2008,"Delhi Capitals",12,1,13,"All",12,92.3076923076923
"Deccan Chargers","Andrew Symonds",2008,"Kolkata Knight Riders",32,1,39,"All",32,82.051282051282
"Deccan Chargers","Andrew Symonds",2008,"Rajasthan Royals",117,0,53,"All",Inf,220.754716981132
"Deccan Chargers","Andrew Symonds",2009,"Delhi Capitals",65,2,37,"All",32.5,175.675675675676
"Deccan Chargers","Andrew Symonds",2009,"Kolkata Knight Riders",18,1,13,"All",18,138.461538461538
"Deccan Chargers","Andrew Symonds",2009,"Punjab Kings",85,1,61,"All",85,139.344262295082
"Deccan Chargers","Andrew Symonds",2009,"Rajasthan Royals",30,1,19,"All",30,157.894736842105
"Deccan Chargers","Andrew Symonds",2009,"Royal Challengers Bangalore",51,2,36,"All",25.5,141.666666666667
"Deccan Chargers","Andrew Symonds",2010,"Chennai Super Kings",100,2,87,"All",50,114.942528735632
"Deccan Chargers","Andrew Symonds",2010,"Delhi Capitals",89,2,54,"All",44.5,164.814814814815
"Deccan Chargers","Andrew Symonds",2010,"Kolkata Knight Riders",50,2,46,"All",25,108.695652173913
"Deccan Chargers","Andrew Symonds",2010,"Mumbai Indians",22,2,24,"All",11,91.6666666666667
"Deccan Chargers","Andrew Symonds",2010,"Punjab Kings",57,2,44,"All",28.5,129.545454545455
"Deccan Chargers","Andrew Symonds",2010,"Rajasthan Royals",37,2,34,"All",18.5,108.823529411765
"Deccan Chargers","Andrew Symonds",2010,"Royal Challengers Bangalore",74,2,52,"All",37,142.307692307692
"Deccan Chargers","Anirudh Singh",2010,"Kolkata Knight Riders",14,1,14,"All",14,100
"Deccan Chargers","Anirudh Singh",2010,"Punjab Kings",0,1,1,"All",0,0
"Deccan Chargers","Anirudh Singh",2010,"Rajasthan Royals",9,1,12,"All",9,75
"Deccan Chargers","Anirudh Singh",2010,"Royal Challengers Bangalore",40,1,39,"All",40,102.564102564103
"Deccan Chargers","Ankit Sharma",2012,"Chennai Super Kings",15,1,8,"All",15,187.5
"Deccan Chargers","Ankit Sharma",2012,"Delhi Capitals",1,0,1,"All",Inf,100
"Deccan Chargers","Ankit Sharma",2012,"Kolkata Knight Riders",1,1,2,"All",1,50
"Deccan Chargers","Ankit Sharma",2012,"Mumbai Indians",1,1,2,"All",1,50
"Deccan Chargers","Arjun Yadav",2008,"Chennai Super Kings",0,1,1,"All",0,0
"Deccan Chargers","Arjun Yadav",2008,"Delhi Capitals",12,1,7,"All",12,171.428571428571
"Deccan Chargers","Arjun Yadav",2008,"Kolkata Knight Riders",10,1,10,"All",10,100
"Deccan Chargers","Arjun Yadav",2008,"Rajasthan Royals",16,1,9,"All",16,177.777777777778
"Deccan Chargers","Arjun Yadav",2008,"Royal Challengers Bangalore",11,1,12,"All",11,91.6666666666667
"Deccan Chargers","Ashish Reddy",2012,"Chennai Super Kings",3,1,3,"All",3,100
"Deccan Chargers","Ashish Reddy",2012,"Mumbai Indians",10,1,10,"All",10,100
"Deccan Chargers","Ashish Reddy",2012,"Punjab Kings",8,1,8,"All",8,100
"Deccan Chargers","Ashish Reddy",2012,"Rajasthan Royals",10,0,4,"All",Inf,250
"Deccan Chargers","Ashish Reddy",2012,"Royal Challengers Bangalore",4,1,4,"All",4,100
"Deccan Chargers","Azhar Bilakhia",2009,"Chennai Super Kings",12,0,14,"All",Inf,85.7142857142857
"Deccan Chargers","Azhar Bilakhia",2009,"Delhi Capitals",32,2,47,"All",16,68.0851063829787
"Deccan Chargers","Azhar Bilakhia",2009,"Rajasthan Royals",1,1,5,"All",1,20
"Deccan Chargers","Azhar Bilakhia",2009,"Royal Challengers Bangalore",22,1,15,"All",22,146.666666666667
"Deccan Chargers","Azhar Bilakhia",2010,"Rajasthan Royals",2,1,4,"All",2,50
"Deccan Chargers","Bharat Chipli",2011,"Chennai Super Kings",17,1,15,"All",17,113.333333333333
"Deccan Chargers","Bharat Chipli",2011,"Delhi Capitals",6,1,5,"All",6,120
"Deccan Chargers","Bharat Chipli",2011,"Kochi Tuskers Kerala",4,1,10,"All",4,40
"Deccan Chargers","Bharat Chipli",2011,"Kolkata Knight Riders",60,1,47,"All",60,127.659574468085
"Deccan Chargers","Bharat Chipli",2011,"Mumbai Indians",16,2,19,"All",8,84.2105263157895
"Deccan Chargers","Bharat Chipli",2011,"Pune Warriors",23,0,18,"All",Inf,127.777777777778
"Deccan Chargers","Bharat Chipli",2011,"Punjab Kings",14,1,12,"All",14,116.666666666667
"Deccan Chargers","Bharat Chipli",2011,"Rajasthan Royals",6,1,9,"All",6,66.6666666666667
"Deccan Chargers","Bharat Chipli",2011,"Royal Challengers Bangalore",61,0,35,"All",Inf,174.285714285714
"Deccan Chargers","Bharat Chipli",2012,"Chennai Super Kings",10,1,9,"All",10,111.111111111111
"Deccan Chargers","Bharat Chipli",2012,"Delhi Capitals",25,0,17,"All",Inf,147.058823529412
"Deccan Chargers","Bharat Chipli",2012,"Mumbai Indians",2,2,9,"All",1,22.2222222222222
"Deccan Chargers","Biplab Samantray",2012,"Pune Warriors",2,0,2,"All",Inf,100
"Deccan Chargers","Bodapati Sumanth",2010,"Chennai Super Kings",16,1,18,"All",16,88.8888888888889
"Deccan Chargers","Bodapati Sumanth",2010,"Delhi Capitals",7,0,12,"All",Inf,58.3333333333333
"Deccan Chargers","Bodapati Sumanth",2010,"Punjab Kings",6,0,3,"All",Inf,200
"Deccan Chargers","Bodapati Sumanth",2010,"Royal Challengers Bangalore",6,0,4,"All",Inf,150
"Deccan Chargers","Cameron White",2011,"Chennai Super Kings",13,1,18,"All",13,72.2222222222222
"Deccan Chargers","Cameron White",2011,"Delhi Capitals",31,0,25,"All",Inf,124
"Deccan Chargers","Cameron White",2011,"Kochi Tuskers Kerala",31,1,34,"All",31,91.1764705882353
"Deccan Chargers","Cameron White",2011,"Kolkata Knight Riders",13,1,13,"All",13,100
"Deccan Chargers","Cameron White",2011,"Mumbai Indians",1,1,7,"All",1,14.2857142857143
"Deccan Chargers","Cameron White",2011,"Punjab Kings",15,0,12,"All",Inf,125
"Deccan Chargers","Cameron White",2012,"Chennai Super Kings",100,2,69,"All",50,144.927536231884
"Deccan Chargers","Cameron White",2012,"Delhi Capitals",65,1,40,"All",65,162.5
"Deccan Chargers","Cameron White",2012,"Kolkata Knight Riders",10,1,9,"All",10,111.111111111111
"Deccan Chargers","Cameron White",2012,"Mumbai Indians",30,1,23,"All",30,130.434782608696
"Deccan Chargers","Cameron White",2012,"Pune Warriors",152,2,91,"All",76,167.032967032967
"Deccan Chargers","Cameron White",2012,"Punjab Kings",75,1,55,"All",75,136.363636363636
"Deccan Chargers","Cameron White",2012,"Rajasthan Royals",1,1,4,"All",1,25
"Deccan Chargers","Cameron White",2012,"Royal Challengers Bangalore",46,2,29,"All",23,158.620689655172
"Deccan Chargers","Chamara Silva",2008,"Mumbai Indians",17,1,14,"All",17,121.428571428571
"Deccan Chargers","Chamara Silva",2008,"Punjab Kings",23,0,10,"All",Inf,230
"Deccan Chargers","Chamara Silva",2008,"Royal Challengers Bangalore",0,1,2,"All",0,0
"Deccan Chargers","Chaminda Vaas",2008,"Delhi Capitals",12,0,6,"All",Inf,200
"Deccan Chargers","Chaminda Vaas",2008,"Kolkata Knight Riders",9,2,9,"All",4.5,100
"Deccan Chargers","Chaminda Vaas",2008,"Royal Challengers Bangalore",0,1,3,"All",0,0
"Deccan Chargers","Chaminda Vaas",2009,"Delhi Capitals",10,0,6,"All",Inf,166.666666666667
"Deccan Chargers","Chaminda Vaas",2009,"Rajasthan Royals",20,1,15,"All",20,133.333333333333
"Deccan Chargers","Chaminda Vaas",2010,"Delhi Capitals",6,1,10,"All",6,60
"Deccan Chargers","Chaminda Vaas",2010,"Kolkata Knight Riders",0,1,1,"All",0,0
"Deccan Chargers","Chaminda Vaas",2010,"Punjab Kings",16,1,10,"All",16,160
"Deccan Chargers","Chaminda Vaas",2010,"Rajasthan Royals",8,1,13,"All",8,61.5384615384615
"Deccan Chargers","Chris Lynn",2012,"Rajasthan Royals",6,1,9,"All",6,66.6666666666667
"Deccan Chargers","Dale Steyn",2011,"Kolkata Knight Riders",13,1,12,"All",13,108.333333333333
"Deccan Chargers","Dale Steyn",2011,"Mumbai Indians",4,1,9,"All",4,44.4444444444444
"Deccan Chargers","Dale Steyn",2011,"Pune Warriors",11,1,6,"All",11,183.333333333333
"Deccan Chargers","Dale Steyn",2011,"Punjab Kings",1,0,2,"All",Inf,50
"Deccan Chargers","Dale Steyn",2011,"Rajasthan Royals",7,1,6,"All",7,116.666666666667
"Deccan Chargers","Dale Steyn",2012,"Chennai Super Kings",5,1,8,"All",5,62.5
"Deccan Chargers","Dale Steyn",2012,"Delhi Capitals",2,1,3,"All",2,66.6666666666667
"Deccan Chargers","Dale Steyn",2012,"Kolkata Knight Riders",7,1,3,"All",7,233.333333333333
"Deccan Chargers","Dale Steyn",2012,"Mumbai Indians",5,2,7,"All",2.5,71.4285714285714
"Deccan Chargers","Dan Christian",2011,"Chennai Super Kings",1,1,1,"All",1,100
"Deccan Chargers","Dan Christian",2011,"Delhi Capitals",35,1,33,"All",35,106.060606060606
"Deccan Chargers","Dan Christian",2011,"Kochi Tuskers Kerala",9,1,11,"All",9,81.8181818181818
"Deccan Chargers","Dan Christian",2011,"Kolkata Knight Riders",26,2,16,"All",13,162.5
"Deccan Chargers","Dan Christian",2011,"Mumbai Indians",39,2,41,"All",19.5,95.1219512195122
"Deccan Chargers","Dan Christian",2011,"Pune Warriors",24,1,23,"All",24,104.347826086957
"Deccan Chargers","Dan Christian",2011,"Punjab Kings",30,1,14,"All",30,214.285714285714
"Deccan Chargers","Dan Christian",2011,"Rajasthan Royals",26,1,19,"All",26,136.842105263158
"Deccan Chargers","Dan Christian",2011,"Royal Challengers Bangalore",0,1,1,"All",0,0
"Deccan Chargers","Dan Christian",2012,"Chennai Super Kings",29,1,27,"All",29,107.407407407407
"Deccan Chargers","Dan Christian",2012,"Delhi Capitals",19,1,21,"All",19,90.4761904761905
"Deccan Chargers","Dan Christian",2012,"Mumbai Indians",44,2,41,"All",22,107.317073170732
"Deccan Chargers","Dan Christian",2012,"Punjab Kings",24,1,10,"All",24,240
"Deccan Chargers","Dan Christian",2012,"Rajasthan Royals",29,0,19,"All",Inf,152.631578947368
"Deccan Chargers","Daniel Harris",2012,"Chennai Super Kings",15,1,14,"All",15,107.142857142857
"Deccan Chargers","Daniel Harris",2012,"Delhi Capitals",19,1,17,"All",19,111.764705882353
"Deccan Chargers","Daniel Harris",2012,"Punjab Kings",30,1,29,"All",30,103.448275862069
"Deccan Chargers","Daniel Harris",2012,"Royal Challengers Bangalore",47,1,41,"All",47,114.634146341463
"Deccan Chargers","Doddapaneni Kalyankrishna",2008,"Punjab Kings",3,1,8,"All",3,37.5
"Deccan Chargers","Dwaraka Ravi Teja",2008,"Chennai Super Kings",40,1,28,"All",40,142.857142857143
"Deccan Chargers","Dwaraka Ravi Teja",2008,"Delhi Capitals",9,1,5,"All",9,180
"Deccan Chargers","Dwaraka Ravi Teja",2008,"Kolkata Knight Riders",10,1,7,"All",10,142.857142857143
"Deccan Chargers","Dwaraka Ravi Teja",2008,"Mumbai Indians",37,1,27,"All",37,137.037037037037
"Deccan Chargers","Dwaraka Ravi Teja",2008,"Rajasthan Royals",6,1,8,"All",6,75
"Deccan Chargers","Dwaraka Ravi Teja",2008,"Royal Challengers Bangalore",7,1,7,"All",7,100
"Deccan Chargers","Dwaraka Ravi Teja",2009,"Delhi Capitals",27,1,34,"All",27,79.4117647058823
"Deccan Chargers","Dwaraka Ravi Teja",2009,"Mumbai Indians",13,1,13,"All",13,100
"Deccan Chargers","Dwaraka Ravi Teja",2009,"Punjab Kings",10,1,15,"All",10,66.6666666666667
"Deccan Chargers","Dwaraka Ravi Teja",2009,"Rajasthan Royals",7,0,3,"All",Inf,233.333333333333
"Deccan Chargers","Dwaraka Ravi Teja",2009,"Royal Challengers Bangalore",8,0,5,"All",Inf,160
"Deccan Chargers","Dwaraka Ravi Teja",2011,"Delhi Capitals",2,1,9,"All",2,22.2222222222222
"Deccan Chargers","Dwaraka Ravi Teja",2011,"Kochi Tuskers Kerala",8,0,5,"All",Inf,160
"Deccan Chargers","Dwaraka Ravi Teja",2011,"Kolkata Knight Riders",44,2,32,"All",22,137.5
"Deccan Chargers","Dwaraka Ravi Teja",2011,"Mumbai Indians",1,1,4,"All",1,25
"Deccan Chargers","Dwaraka Ravi Teja",2011,"Pune Warriors",30,1,27,"All",30,111.111111111111
"Deccan Chargers","Dwaraka Ravi Teja",2011,"Punjab Kings",70,1,47,"All",70,148.936170212766
"Deccan Chargers","Dwaraka Ravi Teja",2011,"Rajasthan Royals",28,1,20,"All",28,140
"Deccan Chargers","Dwaraka Ravi Teja",2012,"Chennai Super Kings",0,1,2,"All",0,0
"Deccan Chargers","Dwaraka Ravi Teja",2012,"Mumbai Indians",4,1,2,"All",4,200
"Deccan Chargers","Dwayne Smith",2009,"Chennai Super Kings",61,2,28,"All",30.5,217.857142857143
"Deccan Chargers","Dwayne Smith",2009,"Delhi Capitals",49,2,30,"All",24.5,163.333333333333
"Deccan Chargers","Dwayne Smith",2009,"Mumbai Indians",51,2,34,"All",25.5,150
"Deccan Chargers","Dwayne Smith",2009,"Rajasthan Royals",54,2,40,"All",27,135
"Deccan Chargers","Dwayne Smith",2010,"Chennai Super Kings",13,0,8,"All",Inf,162.5
"Deccan Chargers","Dwayne Smith",2010,"Rajasthan Royals",4,1,7,"All",4,57.1428571428571
