"Bowler","Season","Striker","Stadium","Runs","Wickets","Balls","Bowling_Team","Batting_Team","Average","Economy"
"Ben Stokes",2017,"Aaron Finch","Saurashtra Cricket Association Stadium",1,0,2,"All","All",Inf,3
"Ben Stokes",2017,"Adam Milne","M Chinnaswamy Stadium",0,1,1,"All","All",0,0
"Ben Stokes",2017,"Ambati Rayudu","Maharashtra Cricket Association Stadium",2,0,3,"All","All",Inf,4
"Ben Stokes",2017,"Amit Mishra","Feroz Shah Kotla",3,0,4,"All","All",Inf,4.5
"Ben Stokes",2017,"Axar Patel","Holkar Cricket Stadium",2,0,5,"All","All",Inf,2.4
"Ben Stokes",2017,"Axar Patel","Maharashtra Cricket Association Stadium",2,0,6,"All","All",Inf,2
"Ben Stokes",2017,"Basil Thampi","Maharashtra Cricket Association Stadium",1,0,3,"All","All",Inf,2
"Ben Stokes",2017,"Bipul Sharma","Rajiv Gandhi International Stadium",6,0,3,"All","All",Inf,12
"Ben Stokes",2017,"Brendon McCullum","Maharashtra Cricket Association Stadium",16,0,8,"All","All",Inf,12
"Ben Stokes",2017,"Brendon McCullum","Saurashtra Cricket Association Stadium",5,0,5,"All","All",Inf,6
"Ben Stokes",2017,"Chris Morris","Maharashtra Cricket Association Stadium",22,0,5,"All","All",Inf,26.4
"Ben Stokes",2017,"Colin de Grandhomme","Eden Gardens",6,0,3,"All","All",Inf,12
"Ben Stokes",2017,"Corey Anderson","Maharashtra Cricket Association Stadium",1,0,3,"All","All",Inf,2
"Ben Stokes",2017,"David Miller","Holkar Cricket Stadium",6,0,6,"All","All",Inf,6
"Ben Stokes",2017,"David Warner","Maharashtra Cricket Association Stadium",3,0,5,"All","All",Inf,3.6
"Ben Stokes",2017,"David Warner","Rajiv Gandhi International Stadium",1,1,3,"All","All",1,2
"Ben Stokes",2017,"Dinesh Karthik","Maharashtra Cricket Association Stadium",8,0,6,"All","All",Inf,8
"Ben Stokes",2017,"Dwayne Smith","Saurashtra Cricket Association Stadium",1,0,4,"All","All",Inf,1.5
"Ben Stokes",2017,"Eoin Morgan","Maharashtra Cricket Association Stadium",0,0,1,"All","All",NA,0
"Ben Stokes",2017,"Gautam Gambhir","Eden Gardens",11,0,10,"All","All",Inf,6.6
"Ben Stokes",2017,"Glenn Maxwell","Holkar Cricket Stadium",13,0,6,"All","All",Inf,13
"Ben Stokes",2017,"Hardik Pandya","Maharashtra Cricket Association Stadium",2,0,2,"All","All",Inf,6
"Ben Stokes",2017,"Hardik Pandya","Wankhede Stadium",4,0,3,"All","All",Inf,8
"Ben Stokes",2017,"Hashim Amla","Holkar Cricket Stadium",2,0,3,"All","All",Inf,4
"Ben Stokes",2017,"Ishan Kishan","Maharashtra Cricket Association Stadium",0,0,2,"All","All",NA,0
"Ben Stokes",2017,"Ishant Sharma","Maharashtra Cricket Association Stadium",1,0,2,"All","All",Inf,3
"Ben Stokes",2017,"Jos Buttler","Maharashtra Cricket Association Stadium",12,0,5,"All","All",Inf,14.4
"Ben Stokes",2017,"Jos Buttler","Wankhede Stadium",0,1,2,"All","All",0,0
"Ben Stokes",2017,"Kane Williamson","Maharashtra Cricket Association Stadium",11,0,3,"All","All",Inf,22
"Ben Stokes",2017,"Kane Williamson","Rajiv Gandhi International Stadium",4,1,2,"All","All",4,12
"Ben Stokes",2017,"Karn Sharma","Wankhede Stadium",0,1,1,"All","All",0,0
"Ben Stokes",2017,"Karun Nair","Feroz Shah Kotla",14,1,9,"All","All",14,9.33333333333333
"Ben Stokes",2017,"Kedar Jadhav","M Chinnaswamy Stadium",1,0,1,"All","All",Inf,6
"Ben Stokes",2017,"Kieron Pollard","Maharashtra Cricket Association Stadium",0,1,1,"All","All",0,0
"Ben Stokes",2017,"Kieron Pollard","Wankhede Stadium",7,0,5,"All","All",Inf,8.4
"Ben Stokes",2017,"Krunal Pandya","Maharashtra Cricket Association Stadium",3,0,2,"All","All",Inf,9
"Ben Stokes",2017,"Manish Pandey","Eden Gardens",2,0,3,"All","All",Inf,4
"Ben Stokes",2017,"Marlon Samuels","Feroz Shah Kotla",3,0,5,"All","All",Inf,3.6
"Ben Stokes",2017,"Mohit Sharma","Maharashtra Cricket Association Stadium",1,0,4,"All","All",Inf,1.5
"Ben Stokes",2017,"Moises Henriques","Rajiv Gandhi International Stadium",3,0,2,"All","All",Inf,9
"Ben Stokes",2017,"Nathan Coulter-Nile","Eden Gardens",0,1,2,"All","All",0,0
"Ben Stokes",2017,"Nitish Rana","Maharashtra Cricket Association Stadium",9,0,7,"All","All",Inf,7.71428571428572
"Ben Stokes",2017,"Nitish Rana","Wankhede Stadium",0,0,4,"All","All",NA,0
"Ben Stokes",2017,"Parthiv Patel","Maharashtra Cricket Association Stadium",1,0,1,"All","All",Inf,6
"Ben Stokes",2017,"Pat Cummins","Feroz Shah Kotla",10,1,4,"All","All",10,15
"Ben Stokes",2017,"Pawan Negi","M Chinnaswamy Stadium",0,0,1,"All","All",NA,0
"Ben Stokes",2017,"Rahul Tewatia","Maharashtra Cricket Association Stadium",4,0,2,"All","All",Inf,12
"Ben Stokes",2017,"Rashid Khan","Rajiv Gandhi International Stadium",3,0,3,"All","All",Inf,6
"Ben Stokes",2017,"Ravindra Jadeja","Maharashtra Cricket Association Stadium",11,0,5,"All","All",Inf,13.2
"Ben Stokes",2017,"Rishabh Pant","Feroz Shah Kotla",1,0,2,"All","All",Inf,3
"Ben Stokes",2017,"Rishabh Pant","Maharashtra Cricket Association Stadium",2,0,4,"All","All",Inf,3
"Ben Stokes",2017,"Rohit Sharma","Wankhede Stadium",10,0,9,"All","All",Inf,6.66666666666667
"Ben Stokes",2017,"Sam Billings","Maharashtra Cricket Association Stadium",1,0,1,"All","All",Inf,6
"Ben Stokes",2017,"Sanju Samson","Maharashtra Cricket Association Stadium",15,0,11,"All","All",Inf,8.18181818181818
"Ben Stokes",2017,"Shane Watson","M Chinnaswamy Stadium",4,1,3,"All","All",4,8
"Ben Stokes",2017,"Sheldon Jackson","Eden Gardens",1,0,2,"All","All",Inf,3
"Ben Stokes",2017,"Shikhar Dhawan","Maharashtra Cricket Association Stadium",5,0,4,"All","All",Inf,7.5
"Ben Stokes",2017,"Shikhar Dhawan","Rajiv Gandhi International Stadium",0,1,1,"All","All",0,0
"Ben Stokes",2017,"Sreenath Aravind","M Chinnaswamy Stadium",1,0,3,"All","All",Inf,2
"Ben Stokes",2017,"Stuart Binny","M Chinnaswamy Stadium",5,0,2,"All","All",Inf,15
"Ben Stokes",2017,"Suresh Raina","Saurashtra Cricket Association Stadium",11,0,7,"All","All",Inf,9.42857142857143
"Ben Stokes",2017,"Suryakumar Yadav","Eden Gardens",2,0,2,"All","All",Inf,6
"Ben Stokes",2017,"Tim Southee","Maharashtra Cricket Association Stadium",7,0,3,"All","All",Inf,14
"Ben Stokes",2017,"Umesh Yadav","Eden Gardens",2,0,2,"All","All",Inf,6
"Ben Stokes",2017,"Virat Kohli","M Chinnaswamy Stadium",1,1,2,"All","All",1,3
"Ben Stokes",2017,"Wriddhiman Saha","Holkar Cricket Stadium",9,0,4,"All","All",Inf,13.5
"Ben Stokes",2017,"Wriddhiman Saha","Maharashtra Cricket Association Stadium",2,0,3,"All","All",Inf,4
"Ben Stokes",2017,"Yuvraj Singh","Rajiv Gandhi International Stadium",13,0,10,"All","All",Inf,7.8
"Ben Stokes",2017,"Yuzvendra Chahal","M Chinnaswamy Stadium",1,0,2,"All","All",Inf,3
"Ben Stokes",2018,"Alex Hales","Sawai Mansingh Stadium",11,0,8,"All","All",Inf,8.25
"Ben Stokes",2018,"Ambati Rayudu","Maharashtra Cricket Association Stadium",6,0,4,"All","All",Inf,9
"Ben Stokes",2018,"Andre Russell","Eden Gardens",1,0,1,"All","All",Inf,6
"Ben Stokes",2018,"Ben Cutting","Wankhede Stadium",8,0,3,"All","All",Inf,16
"Ben Stokes",2018,"Chris Lynn","Eden Gardens",7,1,11,"All","All",7,3.81818181818182
"Ben Stokes",2018,"Chris Woakes","M Chinnaswamy Stadium",0,0,1,"All","All",NA,0
"Ben Stokes",2018,"Dinesh Karthik","Eden Gardens",1,0,4,"All","All",Inf,1.5
"Ben Stokes",2018,"Dinesh Karthik","Sawai Mansingh Stadium",7,0,3,"All","All",Inf,14
"Ben Stokes",2018,"Dwayne Bravo","Maharashtra Cricket Association Stadium",9,0,3,"All","All",Inf,18
"Ben Stokes",2018,"Dwayne Bravo","Sawai Mansingh Stadium",1,0,1,"All","All",Inf,6
"Ben Stokes",2018,"Evin Lewis","Wankhede Stadium",7,0,7,"All","All",Inf,6
"Ben Stokes",2018,"Hardik Pandya","Wankhede Stadium",6,1,6,"All","All",6,6
"Ben Stokes",2018,"Ishan Kishan","Sawai Mansingh Stadium",10,0,5,"All","All",Inf,12
"Ben Stokes",2018,"Ishan Kishan","Wankhede Stadium",2,1,5,"All","All",2,2.4
"Ben Stokes",2018,"KL Rahul","Holkar Cricket Stadium",9,0,8,"All","All",Inf,6.75
"Ben Stokes",2018,"KL Rahul","Sawai Mansingh Stadium",12,0,9,"All","All",Inf,8
"Ben Stokes",2018,"Kane Williamson","Rajiv Gandhi International Stadium",2,0,2,"All","All",Inf,6
"Ben Stokes",2018,"Kane Williamson","Sawai Mansingh Stadium",2,0,4,"All","All",Inf,3
"Ben Stokes",2018,"Karun Nair","Holkar Cricket Stadium",10,0,6,"All","All",Inf,10
"Ben Stokes",2018,"Kieron Pollard","Sawai Mansingh Stadium",9,0,6,"All","All",Inf,9
"Ben Stokes",2018,"Krunal Pandya","Wankhede Stadium",2,0,1,"All","All",Inf,12
"Ben Stokes",2018,"MS Dhoni","Sawai Mansingh Stadium",2,0,3,"All","All",Inf,4
"Ben Stokes",2018,"Mandeep Singh","M Chinnaswamy Stadium",0,0,1,"All","All",NA,0
"Ben Stokes",2018,"Manish Pandey","Sawai Mansingh Stadium",6,0,4,"All","All",Inf,9
"Ben Stokes",2018,"Manoj Tiwary","Sawai Mansingh Stadium",1,1,3,"All","All",1,2
"Ben Stokes",2018,"Marcus Stoinis","Holkar Cricket Stadium",2,0,2,"All","All",Inf,6
"Ben Stokes",2018,"Mayank Agarwal","Holkar Cricket Stadium",1,1,2,"All","All",1,3
"Ben Stokes",2018,"Nitish Rana","Eden Gardens",3,0,3,"All","All",Inf,6
"Ben Stokes",2018,"Nitish Rana","Sawai Mansingh Stadium",5,0,6,"All","All",Inf,5
"Ben Stokes",2018,"Prithvi Shaw","Feroz Shah Kotla",4,0,4,"All","All",Inf,6
"Ben Stokes",2018,"Quinton de Kock","M Chinnaswamy Stadium",1,0,1,"All","All",Inf,6
"Ben Stokes",2018,"Rishabh Pant","Feroz Shah Kotla",18,0,8,"All","All",Inf,13.5
"Ben Stokes",2018,"Robin Uthappa","Eden Gardens",3,1,3,"All","All",3,6
"Ben Stokes",2018,"Robin Uthappa","Sawai Mansingh Stadium",8,0,7,"All","All",Inf,6.85714285714286
"Ben Stokes",2018,"Sam Billings","Sawai Mansingh Stadium",15,0,8,"All","All",Inf,11.25
"Ben Stokes",2018,"Shakib Al Hasan","Sawai Mansingh Stadium",1,0,2,"All","All",Inf,3
"Ben Stokes",2018,"Shane Watson","Maharashtra Cricket Association Stadium",8,0,5,"All","All",Inf,9.6
"Ben Stokes",2018,"Shane Watson","Sawai Mansingh Stadium",4,0,6,"All","All",Inf,4
"Ben Stokes",2018,"Shikhar Dhawan","Rajiv Gandhi International Stadium",19,0,10,"All","All",Inf,11.4
"Ben Stokes",2018,"Shreyas Iyer","Feroz Shah Kotla",6,0,6,"All","All",Inf,6
"Ben Stokes",2018,"Sunil Narine","Eden Gardens",0,1,2,"All","All",0,0
"Ben Stokes",2018,"Sunil Narine","Sawai Mansingh Stadium",5,0,2,"All","All",Inf,15
"Ben Stokes",2018,"Suresh Raina","Maharashtra Cricket Association Stadium",16,0,6,"All","All",Inf,16
"Ben Stokes",2018,"Suresh Raina","Sawai Mansingh Stadium",9,0,6,"All","All",Inf,9
"Ben Stokes",2018,"Suryakumar Yadav","Sawai Mansingh Stadium",12,0,7,"All","All",Inf,10.2857142857143
"Ben Stokes",2018,"Suryakumar Yadav","Wankhede Stadium",1,0,2,"All","All",Inf,3
"Ben Stokes",2018,"Virat Kohli","M Chinnaswamy Stadium",14,0,5,"All","All",Inf,16.8
"Ben Stokes",2018,"Washington Sundar","M Chinnaswamy Stadium",17,1,10,"All","All",17,10.2
"Ben Stokes",2019,"Ambati Rayudu","Sawai Mansingh Stadium",7,1,5,"All","All",7,8.4
"Ben Stokes",2019,"Chris Gayle","Sawai Mansingh Stadium",25,1,11,"All","All",25,13.6363636363636
"Ben Stokes",2019,"David Warner","Rajiv Gandhi International Stadium",13,1,7,"All","All",13,11.1428571428571
"Ben Stokes",2019,"Dwayne Bravo","MA Chidambaram Stadium",10,0,5,"All","All",Inf,12
"Ben Stokes",2019,"Jonny Bairstow","Rajiv Gandhi International Stadium",14,0,5,"All","All",Inf,16.8
"Ben Stokes",2019,"Kane Williamson","Rajiv Gandhi International Stadium",6,0,3,"All","All",Inf,12
"Ben Stokes",2019,"Kedar Jadhav","MA Chidambaram Stadium",8,0,2,"All","All",Inf,24
"Ben Stokes",2019,"MS Dhoni","MA Chidambaram Stadium",5,0,6,"All","All",Inf,5
"Ben Stokes",2019,"MS Dhoni","Sawai Mansingh Stadium",11,1,8,"All","All",11,8.25
"Ben Stokes",2019,"Mandeep Singh","Sawai Mansingh Stadium",5,0,2,"All","All",Inf,15
"Ben Stokes",2019,"Marcus Stoinis","Sawai Mansingh Stadium",10,0,9,"All","All",Inf,6.66666666666667
"Ben Stokes",2019,"Mayank Agarwal","Sawai Mansingh Stadium",5,0,3,"All","All",Inf,10
"Ben Stokes",2019,"Mitchell Santner","Sawai Mansingh Stadium",11,0,3,"All","All",Inf,22
"Ben Stokes",2019,"Moeen Ali","Sawai Mansingh Stadium",2,0,2,"All","All",Inf,6
"Ben Stokes",2019,"Nicholas Pooran","Sawai Mansingh Stadium",0,1,2,"All","All",0,0
"Ben Stokes",2019,"Parthiv Patel","Sawai Mansingh Stadium",17,0,7,"All","All",Inf,14.5714285714286
"Ben Stokes",2019,"Ravindra Jadeja","Sawai Mansingh Stadium",10,0,2,"All","All",Inf,30
"Ben Stokes",2019,"Robin Uthappa","Sawai Mansingh Stadium",1,0,1,"All","All",Inf,6
"Ben Stokes",2019,"Sarfaraz Khan","Sawai Mansingh Stadium",13,0,6,"All","All",Inf,13
"Ben Stokes",2019,"Shane Watson","MA Chidambaram Stadium",6,1,4,"All","All",6,9
"Ben Stokes",2019,"Shubman Gill","Sawai Mansingh Stadium",2,0,4,"All","All",Inf,3
"Ben Stokes",2019,"Suresh Raina","MA Chidambaram Stadium",1,0,1,"All","All",Inf,6
"Ben Stokes",2019,"Vijay Shankar","Rajiv Gandhi International Stadium",7,0,3,"All","All",Inf,14
"Ben Stokes",2020,"Ambati Rayudu","Zayed Cricket Stadium",8,0,4,"All","All",Inf,12
"Ben Stokes",2020,"Chris Gayle","Zayed Cricket Stadium",25,0,13,"All","All",Inf,11.5384615384615
"Ben Stokes",2020,"David Warner","Dubai International Cricket Stadium",5,0,4,"All","All",Inf,7.5
"Ben Stokes",2020,"Eoin Morgan","Dubai International Cricket Stadium",22,0,9,"All","All",Inf,14.6666666666667
"Ben Stokes",2020,"KL Rahul","Zayed Cricket Stadium",6,1,8,"All","All",6,4.5
"Ben Stokes",2020,"Kedar Jadhav","Zayed Cricket Stadium",3,0,3,"All","All",Inf,6
"Ben Stokes",2020,"MS Dhoni","Zayed Cricket Stadium",4,0,3,"All","All",Inf,8
"Ben Stokes",2020,"Manish Pandey","Dubai International Cricket Stadium",23,0,8,"All","All",Inf,17.25
"Ben Stokes",2020,"Nicholas Pooran","Zayed Cricket Stadium",1,1,3,"All","All",1,2
"Ben Stokes",2020,"Pat Cummins","Dubai International Cricket Stadium",7,0,3,"All","All",Inf,14
"Ben Stokes",2020,"Rahul Tripathi","Dubai International Cricket Stadium",7,0,2,"All","All",Inf,21
"Ben Stokes",2020,"Ravindra Jadeja","Zayed Cricket Stadium",5,0,6,"All","All",Inf,5
"Ben Stokes",2020,"Sam Curran","Zayed Cricket Stadium",7,0,2,"All","All",Inf,21
"Ben Stokes",2020,"Shikhar Dhawan","Dubai International Cricket Stadium",9,0,5,"All","All",Inf,10.8
"Ben Stokes",2020,"Shreyas Iyer","Dubai International Cricket Stadium",15,0,7,"All","All",Inf,12.8571428571429
"Ben Stokes",2020,"Shubman Gill","Dubai International Cricket Stadium",4,0,4,"All","All",Inf,6
"Ben Stokes",2020,"Vijay Shankar","Dubai International Cricket Stadium",3,0,6,"All","All",Inf,3
"Ben Stokes",2021,"Chris Gayle","Wankhede Stadium",7,0,4,"All","All",Inf,10.5
"Ben Stokes",2021,"KL Rahul","Wankhede Stadium",5,0,2,"All","All",Inf,15
"Beuran Hendricks",2014,"Ajinkya Rahane","Punjab Cricket Association Stadium",6,0,5,"All","All",Inf,7.2
"Beuran Hendricks",2014,"Ambati Rayudu","Punjab Cricket Association Stadium",7,0,5,"All","All",Inf,8.4
"Beuran Hendricks",2014,"Brad Hodge","Punjab Cricket Association Stadium",22,0,6,"All","All",Inf,22
"Beuran Hendricks",2014,"Dinesh Karthik","Feroz Shah Kotla",7,1,4,"All","All",7,10.5
"Beuran Hendricks",2014,"James Faulkner","Punjab Cricket Association Stadium",13,0,5,"All","All",Inf,15.6
"Beuran Hendricks",2014,"Jean-Paul Duminy","Feroz Shah Kotla",2,1,3,"All","All",2,4
"Beuran Hendricks",2014,"Karun Nair","Punjab Cricket Association Stadium",7,0,3,"All","All",Inf,14
"Beuran Hendricks",2014,"Kevin Pietersen","Feroz Shah Kotla",23,0,9,"All","All",Inf,15.3333333333333
"Beuran Hendricks",2014,"Kieron Pollard","Punjab Cricket Association Stadium",1,0,3,"All","All",Inf,2
"Beuran Hendricks",2014,"Lendl Simmons","Punjab Cricket Association Stadium",19,0,12,"All","All",Inf,9.5
"Beuran Hendricks",2014,"Manoj Tiwary","Feroz Shah Kotla",2,0,3,"All","All",Inf,4
"Beuran Hendricks",2014,"Michael Hussey","Punjab Cricket Association Stadium",6,0,3,"All","All",Inf,12
"Beuran Hendricks",2014,"Murali Vijay","Feroz Shah Kotla",0,0,3,"All","All",NA,0
"Beuran Hendricks",2014,"Rohit Sharma","Punjab Cricket Association Stadium",0,1,1,"All","All",0,0
"Beuran Hendricks",2014,"Sanju Samson","Punjab Cricket Association Stadium",8,0,4,"All","All",Inf,12
"Beuran Hendricks",2014,"Vikramjeet Malik","Punjab Cricket Association Stadium",1,0,1,"All","All",Inf,6
"Beuran Hendricks",2014,"Wayne Parnell","Feroz Shah Kotla",2,1,2,"All","All",2,6
"Beuran Hendricks",2015,"Andre Russell","Eden Gardens",5,0,2,"All","All",Inf,15
"Beuran Hendricks",2015,"Brad Hogg","Eden Gardens",1,0,1,"All","All",Inf,6
"Beuran Hendricks",2015,"Brendon McCullum","Punjab Cricket Association Stadium",5,1,4,"All","All",5,7.5
"Beuran Hendricks",2015,"Chris Gayle","Punjab Cricket Association Stadium",3,0,2,"All","All",Inf,9
"Beuran Hendricks",2015,"David Warner","Rajiv Gandhi International Stadium",16,1,8,"All","All",16,12
"Beuran Hendricks",2015,"Dinesh Karthik","Punjab Cricket Association Stadium",1,1,3,"All","All",1,2
"Beuran Hendricks",2015,"Eoin Morgan","Rajiv Gandhi International Stadium",0,1,2,"All","All",0,0
"Beuran Hendricks",2015,"Faf du Plessis","Punjab Cricket Association Stadium",11,0,5,"All","All",Inf,13.2
"Beuran Hendricks",2015,"Gautam Gambhir","Eden Gardens",5,0,3,"All","All",Inf,10
"Beuran Hendricks",2015,"Johan Botha","Eden Gardens",0,0,1,"All","All",NA,0
"Beuran Hendricks",2015,"KL Rahul","Rajiv Gandhi International Stadium",1,0,3,"All","All",Inf,2
"Beuran Hendricks",2015,"Karn Sharma","Rajiv Gandhi International Stadium",1,0,2,"All","All",Inf,3
"Beuran Hendricks",2015,"MS Dhoni","Punjab Cricket Association Stadium",5,0,5,"All","All",Inf,6
"Beuran Hendricks",2015,"Mandeep Singh","Punjab Cricket Association Stadium",2,0,3,"All","All",Inf,4
"Beuran Hendricks",2015,"Moises Henriques","Rajiv Gandhi International Stadium",10,0,4,"All","All",Inf,15
"Beuran Hendricks",2015,"Naman Ojha","Rajiv Gandhi International Stadium",1,0,1,"All","All",Inf,6
"Beuran Hendricks",2015,"Piyush Chawla","Eden Gardens",9,0,4,"All","All",Inf,13.5
"Beuran Hendricks",2015,"Robin Uthappa","Eden Gardens",5,0,3,"All","All",Inf,10
"Beuran Hendricks",2015,"Shikhar Dhawan","Rajiv Gandhi International Stadium",11,0,4,"All","All",Inf,16.5
"Beuran Hendricks",2015,"Suresh Raina","Punjab Cricket Association Stadium",4,0,4,"All","All",Inf,6
"Beuran Hendricks",2015,"Suryakumar Yadav","Eden Gardens",4,0,2,"All","All",Inf,12
"Beuran Hendricks",2015,"Virat Kohli","Punjab Cricket Association Stadium",3,0,4,"All","All",Inf,4.5
"Beuran Hendricks",2015,"Yusuf Pathan","Eden Gardens",6,1,8,"All","All",6,4.5
"Bharat Chipli",2011,"Virender Sehwag","Rajiv Gandhi International Stadium",20,0,6,"All","All",Inf,20
"Bhargav Bhatt",2011,"Abhishek Raut","Punjab Cricket Association Stadium",1,1,2,"All","All",1,3
"Bhargav Bhatt",2011,"Aiden Blizzard","Punjab Cricket Association Stadium",1,0,1,"All","All",Inf,6
"Bhargav Bhatt",2011,"Ambati Rayudu","Wankhede Stadium",10,0,7,"All","All",Inf,8.57142857142857
"Bhargav Bhatt",2011,"Andrew Symonds","Wankhede Stadium",2,0,4,"All","All",Inf,3
"Bhargav Bhatt",2011,"Ashok Menaria","Punjab Cricket Association Stadium",0,1,1,"All","All",0,0
"Bhargav Bhatt",2011,"Brendon McCullum","Holkar Cricket Stadium",3,0,7,"All","All",Inf,2.57142857142857
"Bhargav Bhatt",2011,"Callum Ferguson","Punjab Cricket Association Stadium",2,0,2,"All","All",Inf,6
"Bhargav Bhatt",2011,"Cameron White","Himachal Pradesh Cricket Association Stadium",4,0,3,"All","All",Inf,8
"Bhargav Bhatt",2011,"Davy Jacobs","Wankhede Stadium",2,0,3,"All","All",Inf,4
"Bhargav Bhatt",2011,"Dhawal Kulkarni","Punjab Cricket Association Stadium",1,1,3,"All","All",1,2
"Bhargav Bhatt",2011,"Dishant Yagnik","Punjab Cricket Association Stadium",7,0,6,"All","All",Inf,7
"Bhargav Bhatt",2011,"Dwaraka Ravi Teja","Himachal Pradesh Cricket Association Stadium",5,0,3,"All","All",Inf,10
"Bhargav Bhatt",2011,"Eoin Morgan","Eden Gardens",3,1,3,"All","All",3,6
"Bhargav Bhatt",2011,"Gautam Gambhir","Eden Gardens",12,0,13,"All","All",Inf,5.53846153846154
"Bhargav Bhatt",2011,"Harbhajan Singh","Punjab Cricket Association Stadium",6,1,4,"All","All",6,9
"Bhargav Bhatt",2011,"Jacques Kallis","Eden Gardens",0,1,1,"All","All",0,0
"Bhargav Bhatt",2011,"Jean-Paul Duminy","Himachal Pradesh Cricket Association Stadium",2,0,2,"All","All",Inf,6
"Bhargav Bhatt",2011,"Jesse Ryder","Punjab Cricket Association Stadium",1,1,3,"All","All",1,2
"Bhargav Bhatt",2011,"Kieron Pollard","Punjab Cricket Association Stadium",8,1,3,"All","All",8,16
"Bhargav Bhatt",2011,"MS Dhoni","Punjab Cricket Association Stadium",1,0,1,"All","All",Inf,6
"Bhargav Bhatt",2011,"Mahela Jayawardene","Holkar Cricket Stadium",23,0,11,"All","All",Inf,12.5454545454545
"Bhargav Bhatt",2011,"Manish Pandey","Punjab Cricket Association Stadium",6,0,9,"All","All",Inf,4
"Bhargav Bhatt",2011,"Manoj Tiwary","Eden Gardens",7,0,7,"All","All",Inf,6
"Bhargav Bhatt",2011,"Munaf Patel","Punjab Cricket Association Stadium",0,1,1,"All","All",0,0
"Bhargav Bhatt",2011,"Murali Vijay","Punjab Cricket Association Stadium",11,0,6,"All","All",Inf,11
"Bhargav Bhatt",2011,"Owais Shah","Holkar Cricket Stadium",8,0,3,"All","All",Inf,16
"Bhargav Bhatt",2011,"Ravindra Jadeja","Holkar Cricket Stadium",2,0,3,"All","All",Inf,4
"Bhargav Bhatt",2011,"Robin Uthappa","Punjab Cricket Association Stadium",6,0,6,"All","All",Inf,6
"Bhargav Bhatt",2011,"Rohit Sharma","Wankhede Stadium",2,0,2,"All","All",Inf,6
"Bhargav Bhatt",2011,"S Badrinath","Punjab Cricket Association Stadium",23,0,11,"All","All",Inf,12.5454545454545
"Bhargav Bhatt",2011,"Sachin Tendulkar","Punjab Cricket Association Stadium",6,0,5,"All","All",Inf,7.2
"Bhargav Bhatt",2011,"Sachin Tendulkar","Wankhede Stadium",10,0,8,"All","All",Inf,7.5
"Bhargav Bhatt",2011,"Shane Warne","Punjab Cricket Association Stadium",5,0,3,"All","All",Inf,10
"Bhargav Bhatt",2011,"Shane Watson","Punjab Cricket Association Stadium",4,0,3,"All","All",Inf,8
"Bhargav Bhatt",2011,"Shikhar Dhawan","Himachal Pradesh Cricket Association Stadium",22,0,10,"All","All",Inf,13.2
"Bhargav Bhatt",2011,"Stuart Binny","Punjab Cricket Association Stadium",3,0,3,"All","All",Inf,6
"Bhargav Bhatt",2011,"Yuvraj Singh","Punjab Cricket Association Stadium",20,0,4,"All","All",Inf,30
"Bhargav Bhatt",2012,"Ambati Rayudu","Punjab Cricket Association Stadium",10,0,7,"All","All",Inf,8.57142857142857
"Bhargav Bhatt",2012,"Debabrata Das","Eden Gardens",2,0,2,"All","All",Inf,6
"Bhargav Bhatt",2012,"Dinesh Karthik","Wankhede Stadium",5,0,2,"All","All",Inf,15
"Bhargav Bhatt",2012,"Dwayne Bravo","MA Chidambaram Stadium",1,0,2,"All","All",Inf,3
"Bhargav Bhatt",2012,"Gautam Gambhir","Eden Gardens",11,0,4,"All","All",Inf,16.5
"Bhargav Bhatt",2012,"Gautam Gambhir","Punjab Cricket Association Stadium",12,0,9,"All","All",Inf,8
"Bhargav Bhatt",2012,"Jacques Kallis","Eden Gardens",0,1,2,"All","All",0,0
"Bhargav Bhatt",2012,"Jacques Kallis","Punjab Cricket Association Stadium",20,0,12,"All","All",Inf,10
"Bhargav Bhatt",2012,"James Franklin","Punjab Cricket Association Stadium",2,0,3,"All","All",Inf,4
"Bhargav Bhatt",2012,"James Franklin","Wankhede Stadium",25,0,10,"All","All",Inf,15
"Bhargav Bhatt",2012,"MS Dhoni","MA Chidambaram Stadium",0,0,2,"All","All",NA,0
"Bhargav Bhatt",2012,"Manoj Tiwary","Eden Gardens",4,1,6,"All","All",4,4
"Bhargav Bhatt",2012,"Manvinder Bisla","Eden Gardens",3,0,3,"All","All",Inf,6
"Bhargav Bhatt",2012,"Ravindra Jadeja","MA Chidambaram Stadium",6,0,2,"All","All",Inf,18
"Bhargav Bhatt",2012,"Rohit Sharma","Punjab Cricket Association Stadium",10,0,8,"All","All",Inf,7.5
"Bhargav Bhatt",2012,"Ryan ten Doeschate","Eden Gardens",3,0,4,"All","All",Inf,4.5
"Bhargav Bhatt",2012,"S Badrinath","MA Chidambaram Stadium",6,0,6,"All","All",Inf,6
"Bhargav Bhatt",2012,"Sachin Tendulkar","Punjab Cricket Association Stadium",12,0,6,"All","All",Inf,12
"Bhargav Bhatt",2012,"Sachin Tendulkar","Wankhede Stadium",3,0,6,"All","All",Inf,3
"Bhargav Bhatt",2012,"Shakib Al Hasan","Eden Gardens",1,0,3,"All","All",Inf,2
"Bhargav Bhatt",2013,"David Warner","Feroz Shah Kotla",7,0,5,"All","All",Inf,8.4
