"Bowler","Season","Striker","Stadium","Runs","Wickets","Balls","Bowling_Team","Batting_Team","Average","Economy"
"Aaron Finch",2010,"Cheteshwar Pujara","Eden Gardens",4,0,5,"All","All",Inf,4.8
"Aaron Finch",2010,"Sourav Ganguly","Eden Gardens",1,0,2,"All","All",Inf,3
"Aaron Finch",2011,"Rohit Sharma","Feroz Shah Kotla",4,0,4,"All","All",Inf,6
"Aaron Finch",2011,"Sachin Tendulkar","Feroz Shah Kotla",9,0,8,"All","All",Inf,6.75
"Aaron Finch",2013,"Chris Gayle","M Chinnaswamy Stadium",28,0,5,"All","All",Inf,33.6
"Aaron Finch",2013,"Dinesh Karthik","Wankhede Stadium",2,0,2,"All","All",Inf,6
"Aaron Finch",2013,"Ravindra Jadeja","MA Chidambaram Stadium",2,0,2,"All","All",Inf,6
"Aaron Finch",2013,"Ricky Ponting","Wankhede Stadium",1,0,1,"All","All",Inf,6
"Aaron Finch",2013,"Rohit Sharma","Wankhede Stadium",2,0,2,"All","All",Inf,6
"Aaron Finch",2013,"S Badrinath","MA Chidambaram Stadium",7,0,4,"All","All",Inf,10.5
"Aaron Finch",2013,"Sachin Tendulkar","Wankhede Stadium",6,1,7,"All","All",6,5.14285714285714
"Aaron Finch",2013,"Tillakaratne Dilshan","M Chinnaswamy Stadium",1,0,1,"All","All",Inf,6
"Aavishkar Salvi",2009,"Abhishek Nayar","SuperSport Park",0,1,1,"All","All",0,0
"Aavishkar Salvi",2009,"Ajinkya Rahane","SuperSport Park",11,0,5,"All","All",Inf,13.2
"Aavishkar Salvi",2009,"Albie Morkel","Kingsmead",2,0,3,"All","All",Inf,4
"Aavishkar Salvi",2009,"Irfan Pathan","Newlands",6,1,6,"All","All",6,6
"Aavishkar Salvi",2009,"Jacques Kallis","New Wanderers Stadium",13,0,15,"All","All",Inf,5.2
"Aavishkar Salvi",2009,"Johan Botha","OUTsurance Oval",10,0,8,"All","All",Inf,7.5
"Aavishkar Salvi",2009,"Karan Goel","Newlands",10,0,4,"All","All",Inf,15
"Aavishkar Salvi",2009,"Matthew Hayden","Kingsmead",33,0,9,"All","All",Inf,22
"Aavishkar Salvi",2009,"Mohammad Ashraful","SuperSport Park",2,0,4,"All","All",Inf,3
"Aavishkar Salvi",2009,"Naman Ojha","OUTsurance Oval",1,1,6,"All","All",1,1
"Aavishkar Salvi",2009,"Parthiv Patel","Kingsmead",2,0,2,"All","All",Inf,6
"Aavishkar Salvi",2009,"Pinal Shah","SuperSport Park",4,0,6,"All","All",Inf,4
"Aavishkar Salvi",2009,"Rahul Dravid","New Wanderers Stadium",6,0,4,"All","All",Inf,9
"Aavishkar Salvi",2009,"Ravi Bopara","Newlands",1,0,2,"All","All",Inf,3
"Aavishkar Salvi",2009,"Ravindra Jadeja","OUTsurance Oval",7,1,6,"All","All",7,7
"Aavishkar Salvi",2009,"Ross Taylor","New Wanderers Stadium",11,0,5,"All","All",Inf,13.2
"Aavishkar Salvi",2009,"S Badrinath","Kingsmead",3,0,3,"All","All",Inf,6
"Aavishkar Salvi",2009,"Sachin Tendulkar","SuperSport Park",10,0,8,"All","All",Inf,7.5
"Aavishkar Salvi",2009,"Suresh Raina","Kingsmead",1,0,1,"All","All",Inf,6
"Aavishkar Salvi",2009,"Yusuf Pathan","OUTsurance Oval",1,0,4,"All","All",Inf,1.5
"Aavishkar Salvi",2011,"Dan Christian","Rajiv Gandhi International Stadium",8,0,7,"All","All",Inf,6.85714285714286
"Aavishkar Salvi",2011,"David Hussey","Himachal Pradesh Cricket Association Stadium",1,1,2,"All","All",1,3
"Aavishkar Salvi",2011,"Dinesh Karthik","Himachal Pradesh Cricket Association Stadium",15,1,7,"All","All",15,12.8571428571429
"Aavishkar Salvi",2011,"Dwaraka Ravi Teja","Rajiv Gandhi International Stadium",0,1,3,"All","All",0,0
"Aavishkar Salvi",2011,"Ishan Malhotra","Rajiv Gandhi International Stadium",6,0,3,"All","All",Inf,12
"Aavishkar Salvi",2011,"Jean-Paul Duminy","Rajiv Gandhi International Stadium",1,0,2,"All","All",Inf,3
"Aavishkar Salvi",2011,"Kumar Sangakkara","Rajiv Gandhi International Stadium",5,0,6,"All","All",Inf,5
"Aavishkar Salvi",2011,"Mandeep Singh","Himachal Pradesh Cricket Association Stadium",1,0,1,"All","All",Inf,6
"Aavishkar Salvi",2011,"Paul Valthaty","Himachal Pradesh Cricket Association Stadium",13,0,5,"All","All",Inf,15.6
"Aavishkar Salvi",2011,"Piyush Chawla","Himachal Pradesh Cricket Association Stadium",1,0,1,"All","All",Inf,6
"Aavishkar Salvi",2011,"Ryan Harris","Himachal Pradesh Cricket Association Stadium",1,0,1,"All","All",Inf,6
"Aavishkar Salvi",2011,"Shaun Marsh","Himachal Pradesh Cricket Association Stadium",8,0,7,"All","All",Inf,6.85714285714286
"Aavishkar Salvi",2011,"Shikhar Dhawan","Rajiv Gandhi International Stadium",6,0,3,"All","All",Inf,12
"Abdul Samad",2020,"Ishan Kishan","Sharjah Cricket Stadium",2,0,2,"All","All",Inf,6
"Abdul Samad",2020,"Kedar Jadhav","Dubai International Cricket Stadium",0,1,1,"All","All",0,0
"Abdul Samad",2020,"MS Dhoni","Dubai International Cricket Stadium",24,0,14,"All","All",Inf,10.2857142857143
"Abdul Samad",2020,"Nicholas Pooran","Dubai International Cricket Stadium",28,0,6,"All","All",Inf,28
"Abdul Samad",2020,"Quinton de Kock","Sharjah Cricket Stadium",25,0,10,"All","All",Inf,15
"Abdul Samad",2020,"Ravindra Jadeja","Dubai International Cricket Stadium",10,0,7,"All","All",Inf,8.57142857142857
"Abdul Samad",2020,"Sam Curran","Dubai International Cricket Stadium",7,0,2,"All","All",Inf,21
"Abdul Samad",2021,"Aiden Markram","Sharjah Cricket Stadium",1,1,2,"All","All",1,3
"Abdul Samad",2021,"Deepak Hooda","Sharjah Cricket Stadium",7,0,3,"All","All",Inf,14
"Abdul Samad",2021,"Harpreet Brar","Sharjah Cricket Stadium",1,0,1,"All","All",Inf,6
"Abdul Samad",2022,"Deepak Hooda","Dr DY Patil Sports Academy",2,0,3,"All","All",Inf,4
"Abdul Samad",2022,"KL Rahul","Dr DY Patil Sports Academy",6,0,3,"All","All",Inf,12
"Abdur Razzak",2008,"Graeme Smith","Sawai Mansingh Stadium",25,0,6,"All","All",Inf,25
"Abdur Razzak",2008,"Shane Watson","Sawai Mansingh Stadium",3,0,5,"All","All",Inf,3.6
"Abdur Razzak",2008,"Swapnil Asnodkar","Sawai Mansingh Stadium",1,0,1,"All","All",Inf,6
"Abhimanyu Mithun",2009,"Ajinkya Rahane","St George's Park",18,0,9,"All","All",Inf,12
"Abhimanyu Mithun",2009,"Jean-Paul Duminy","St George's Park",20,0,12,"All","All",Inf,10
"Abhimanyu Mithun",2009,"Sanath Jayasuriya","St George's Park",4,0,3,"All","All",Inf,8
"Abhimanyu Mithun",2010,"Daniel Vettori","Feroz Shah Kotla",2,0,2,"All","All",Inf,6
"Abhimanyu Mithun",2010,"David Warner","Feroz Shah Kotla",6,0,3,"All","All",Inf,12
"Abhimanyu Mithun",2010,"Gautam Gambhir","Feroz Shah Kotla",1,0,1,"All","All",Inf,6
"Abhimanyu Mithun",2010,"Kedar Jadhav","Feroz Shah Kotla",4,0,3,"All","All",Inf,8
"Abhimanyu Mithun",2010,"Paul Collingwood","Feroz Shah Kotla",20,0,7,"All","All",Inf,17.1428571428571
"Abhimanyu Mithun",2010,"Virender Sehwag","Feroz Shah Kotla",6,1,2,"All","All",6,18
"Abhimanyu Mithun",2011,"Abu Nechim","MA Chidambaram Stadium",12,0,5,"All","All",Inf,14.4
"Abhimanyu Mithun",2011,"Adam Gilchrist","Himachal Pradesh Cricket Association Stadium",20,0,10,"All","All",Inf,12
"Abhimanyu Mithun",2011,"Albie Morkel","M Chinnaswamy Stadium",2,1,2,"All","All",2,6
"Abhimanyu Mithun",2011,"Ambati Rayudu","M Chinnaswamy Stadium",18,0,8,"All","All",Inf,13.5
"Abhimanyu Mithun",2011,"Brad Hodge","M Chinnaswamy Stadium",4,0,4,"All","All",Inf,6
"Abhimanyu Mithun",2011,"Brendon McCullum","Nehru Stadium",11,0,3,"All","All",Inf,22
"Abhimanyu Mithun",2011,"Dinesh Karthik","M Chinnaswamy Stadium",10,0,4,"All","All",Inf,15
"Abhimanyu Mithun",2011,"Harbhajan Singh","MA Chidambaram Stadium",12,0,4,"All","All",Inf,18
"Abhimanyu Mithun",2011,"Irfan Pathan","Feroz Shah Kotla",9,0,4,"All","All",Inf,13.5
"Abhimanyu Mithun",2011,"James Hopes","Feroz Shah Kotla",6,1,6,"All","All",6,6
"Abhimanyu Mithun",2011,"Jesse Ryder","M Chinnaswamy Stadium",14,0,8,"All","All",Inf,10.5
"Abhimanyu Mithun",2011,"MS Dhoni","M Chinnaswamy Stadium",28,0,12,"All","All",Inf,14
"Abhimanyu Mithun",2011,"MS Dhoni","Wankhede Stadium",6,0,3,"All","All",Inf,12
"Abhimanyu Mithun",2011,"Manish Pandey","M Chinnaswamy Stadium",3,0,6,"All","All",Inf,3
"Abhimanyu Mithun",2011,"Manoj Tiwary","M Chinnaswamy Stadium",3,0,6,"All","All",Inf,3
"Abhimanyu Mithun",2011,"Matthew Wade","Feroz Shah Kotla",3,1,3,"All","All",3,6
"Abhimanyu Mithun",2011,"Michael Hussey","MA Chidambaram Stadium",12,0,6,"All","All",Inf,12
"Abhimanyu Mithun",2011,"Michael Klinger","M Chinnaswamy Stadium",2,0,3,"All","All",Inf,4
"Abhimanyu Mithun",2011,"Murali Vijay","MA Chidambaram Stadium",10,0,6,"All","All",Inf,10
"Abhimanyu Mithun",2011,"Parthiv Patel","M Chinnaswamy Stadium",7,0,3,"All","All",Inf,14
"Abhimanyu Mithun",2011,"Prasanth Parameswaran","M Chinnaswamy Stadium",1,0,1,"All","All",Inf,6
"Abhimanyu Mithun",2011,"Praveen Kumar","M Chinnaswamy Stadium",15,0,6,"All","All",Inf,15
"Abhimanyu Mithun",2011,"Rajagopal Sathish","MA Chidambaram Stadium",1,0,1,"All","All",Inf,6
"Abhimanyu Mithun",2011,"Ramesh Powar","M Chinnaswamy Stadium",5,0,4,"All","All",Inf,7.5
"Abhimanyu Mithun",2011,"Ravichandran Ashwin","M Chinnaswamy Stadium",1,0,1,"All","All",Inf,6
"Abhimanyu Mithun",2011,"Ravindra Jadeja","M Chinnaswamy Stadium",2,1,3,"All","All",2,4
"Abhimanyu Mithun",2011,"Robin Uthappa","M Chinnaswamy Stadium",4,0,2,"All","All",Inf,12
"Abhimanyu Mithun",2011,"Ryan Harris","M Chinnaswamy Stadium",1,0,3,"All","All",Inf,2
"Abhimanyu Mithun",2011,"Ryan McLaren","M Chinnaswamy Stadium",2,0,3,"All","All",Inf,4
"Abhimanyu Mithun",2011,"S Badrinath","Wankhede Stadium",7,1,5,"All","All",7,8.4
"Abhimanyu Mithun",2011,"Sachin Tendulkar","M Chinnaswamy Stadium",13,0,10,"All","All",Inf,7.8
"Abhimanyu Mithun",2011,"Sachin Tendulkar","MA Chidambaram Stadium",1,0,2,"All","All",Inf,3
"Abhimanyu Mithun",2011,"Shaun Marsh","Himachal Pradesh Cricket Association Stadium",9,0,8,"All","All",Inf,6.75
"Abhimanyu Mithun",2011,"Sunny Singh","M Chinnaswamy Stadium",1,0,2,"All","All",Inf,3
"Abhimanyu Mithun",2011,"Suresh Raina","Wankhede Stadium",19,0,10,"All","All",Inf,11.4
"Abhimanyu Mithun",2011,"Tim Paine","M Chinnaswamy Stadium",2,0,4,"All","All",Inf,3
"Abhimanyu Mithun",2011,"VVS Laxman","Nehru Stadium",8,0,3,"All","All",Inf,16
"Abhimanyu Mithun",2011,"Venugopal Rao","Feroz Shah Kotla",19,0,11,"All","All",Inf,10.3636363636364
"Abhimanyu Mithun",2011,"Wriddhiman Saha","M Chinnaswamy Stadium",4,0,9,"All","All",Inf,2.66666666666667
"Abhimanyu Mithun",2011,"Yusuf Pathan","M Chinnaswamy Stadium",11,0,6,"All","All",Inf,11
"Abhimanyu Mithun",2011,"Yuvraj Singh","M Chinnaswamy Stadium",3,0,4,"All","All",Inf,4.5
"Abhimanyu Mithun",2012,"Cameron White","M Chinnaswamy Stadium",15,0,5,"All","All",Inf,18
"Abhimanyu Mithun",2012,"Daniel Harris","M Chinnaswamy Stadium",6,0,6,"All","All",Inf,6
"Abhimanyu Mithun",2012,"Shikhar Dhawan","M Chinnaswamy Stadium",12,0,7,"All","All",Inf,10.2857142857143
"Abhimanyu Mithun",2013,"Gautam Gambhir","JSCA International Stadium Complex",13,0,8,"All","All",Inf,9.75
"Abhimanyu Mithun",2013,"Jacques Kallis","JSCA International Stadium Complex",14,1,10,"All","All",14,8.4
"Abhimanyu Mithun",2013,"Manoj Tiwary","JSCA International Stadium Complex",10,0,6,"All","All",Inf,10
"Abhishek Jhunjhunwala",2010,"Albie Morkel","MA Chidambaram Stadium",11,0,9,"All","All",Inf,7.33333333333333
"Abhishek Jhunjhunwala",2010,"Ambati Rayudu","Brabourne Stadium",21,0,8,"All","All",Inf,15.75
"Abhishek Jhunjhunwala",2010,"Herschelle Gibbs","Sardar Patel Stadium",15,0,5,"All","All",Inf,18
"Abhishek Jhunjhunwala",2010,"Jean-Paul Duminy","Sawai Mansingh Stadium",5,0,5,"All","All",Inf,6
"Abhishek Jhunjhunwala",2010,"Mithun Manhas","Sardar Patel Stadium",2,0,1,"All","All",Inf,12
"Abhishek Jhunjhunwala",2010,"Murali Vijay","MA Chidambaram Stadium",7,0,3,"All","All",Inf,14
"Abhishek Jhunjhunwala",2010,"Sachin Tendulkar","Sawai Mansingh Stadium",1,0,1,"All","All",Inf,6
"Abhishek Jhunjhunwala",2010,"Saurabh Tiwary","Brabourne Stadium",6,0,4,"All","All",Inf,9
"Abhishek Jhunjhunwala",2010,"VVS Laxman","Sardar Patel Stadium",1,0,1,"All","All",Inf,6
"Abhishek Jhunjhunwala",2011,"Dinesh Karthik","Punjab Cricket Association Stadium",8,0,4,"All","All",Inf,12
"Abhishek Jhunjhunwala",2011,"Irfan Pathan","Dr DY Patil Sports Academy",2,0,3,"All","All",Inf,4
"Abhishek Jhunjhunwala",2011,"Naman Ojha","Dr DY Patil Sports Academy",9,0,3,"All","All",Inf,18
"Abhishek Jhunjhunwala",2011,"Shaun Marsh","Punjab Cricket Association Stadium",3,0,2,"All","All",Inf,9
"Abhishek Jhunjhunwala",2012,"Albie Morkel","MA Chidambaram Stadium",6,1,6,"All","All",6,6
"Abhishek Jhunjhunwala",2012,"Faf du Plessis","MA Chidambaram Stadium",2,0,6,"All","All",Inf,2
"Abhishek Jhunjhunwala",2012,"Mandeep Singh","Punjab Cricket Association Stadium",4,0,3,"All","All",Inf,8
"Abhishek Jhunjhunwala",2012,"Mandeep Singh","Rajiv Gandhi International Stadium",9,0,6,"All","All",Inf,9
"Abhishek Jhunjhunwala",2012,"Shaun Marsh","Punjab Cricket Association Stadium",9,0,3,"All","All",Inf,18
"Abhishek Jhunjhunwala",2012,"Shaun Marsh","Rajiv Gandhi International Stadium",3,0,6,"All","All",Inf,3
"Abhishek Jhunjhunwala",2012,"Suresh Raina","MA Chidambaram Stadium",5,0,6,"All","All",Inf,5
"Abhishek Nayar",2008,"Adam Gilchrist","Dr DY Patil Sports Academy",20,0,4,"All","All",Inf,30
"Abhishek Nayar",2008,"Chamara Silva","Rajiv Gandhi International Stadium",1,1,3,"All","All",1,2
"Abhishek Nayar",2008,"Dwaraka Ravi Teja","Rajiv Gandhi International Stadium",12,0,10,"All","All",Inf,7.2
"Abhishek Nayar",2008,"Jacques Kallis","Wankhede Stadium",1,0,1,"All","All",Inf,6
"Abhishek Nayar",2008,"Matthew Hayden","MA Chidambaram Stadium",7,0,3,"All","All",Inf,14
"Abhishek Nayar",2008,"Mohammad Kaif","Sawai Mansingh Stadium",2,0,2,"All","All",Inf,6
"Abhishek Nayar",2008,"Shane Watson","Sawai Mansingh Stadium",2,0,4,"All","All",Inf,3
"Abhishek Nayar",2008,"Suresh Raina","MA Chidambaram Stadium",7,0,3,"All","All",Inf,14
"Abhishek Nayar",2008,"VVS Laxman","Dr DY Patil Sports Academy",2,0,2,"All","All",Inf,6
"Abhishek Nayar",2008,"Venugopal Rao","Rajiv Gandhi International Stadium",5,0,5,"All","All",Inf,6
"Abhishek Nayar",2008,"Virat Kohli","Wankhede Stadium",9,0,5,"All","All",Inf,10.8
"Abhishek Nayar",2009,"Arindam Ghosh","St George's Park",0,1,1,"All","All",0,0
"Abhishek Nayar",2009,"Brad Hodge","Buffalo Park",7,0,8,"All","All",Inf,5.25
"Abhishek Nayar",2009,"Brad Hodge","St George's Park",6,1,4,"All","All",6,9
"Abhishek Nayar",2009,"Brendon McCullum","Buffalo Park",1,1,2,"All","All",1,3
"Abhishek Nayar",2009,"Gautam Gambhir","SuperSport Park",11,0,7,"All","All",Inf,9.42857142857143
"Abhishek Nayar",2009,"Jacques Kallis","New Wanderers Stadium",19,0,17,"All","All",Inf,6.70588235294118
"Abhishek Nayar",2009,"Laxmi Shukla","St George's Park",0,0,3,"All","All",NA,0
"Abhishek Nayar",2009,"Morne van Wyk","Buffalo Park",4,0,4,"All","All",Inf,6
"Abhishek Nayar",2009,"Robin Uthappa","New Wanderers Stadium",7,0,7,"All","All",Inf,6
"Abhishek Nayar",2009,"Sourav Ganguly","St George's Park",4,1,7,"All","All",4,3.42857142857143
"Abhishek Nayar",2009,"Virender Sehwag","SuperSport Park",14,0,5,"All","All",Inf,16.8
"Abhishek Nayar",2009,"Wriddhiman Saha","Buffalo Park",8,0,4,"All","All",Inf,12
"Abhishek Nayar",2009,"Yashpal Singh","St George's Park",3,0,3,"All","All",Inf,6
"Abhishek Nayar",2011,"Abhishek Raut","Punjab Cricket Association Stadium",2,0,4,"All","All",Inf,3
"Abhishek Nayar",2011,"Ashok Menaria","Punjab Cricket Association Stadium",1,0,2,"All","All",Inf,3
"Abhishek Nayar",2011,"Chris Gayle","M Chinnaswamy Stadium",8,0,5,"All","All",Inf,9.6
"Abhishek Nayar",2011,"David Warner","Feroz Shah Kotla",9,0,6,"All","All",Inf,9
"Abhishek Nayar",2011,"Jesse Ryder","Dr DY Patil Sports Academy",1,0,1,"All","All",Inf,6
"Abhishek Nayar",2011,"Kumar Sangakkara","Rajiv Gandhi International Stadium",8,0,4,"All","All",Inf,12
"Abhishek Nayar",2011,"Mithun Manhas","Dr DY Patil Sports Academy",5,1,4,"All","All",5,7.5
"Abhishek Nayar",2011,"Murali Vijay","Punjab Cricket Association Stadium",11,0,5,"All","All",Inf,13.2
"Abhishek Nayar",2011,"Robin Uthappa","Dr DY Patil Sports Academy",13,0,8,"All","All",Inf,9.75
"Abhishek Nayar",2011,"S Badrinath","Punjab Cricket Association Stadium",13,0,7,"All","All",Inf,11.1428571428571
"Abhishek Nayar",2011,"Shikhar Dhawan","Rajiv Gandhi International Stadium",2,0,2,"All","All",Inf,6
"Abhishek Nayar",2011,"Virat Kohli","M Chinnaswamy Stadium",1,0,1,"All","All",Inf,6
"Abhishek Nayar",2011,"Virender Sehwag","Feroz Shah Kotla",2,0,2,"All","All",Inf,6
"Abhishek Nayar",2011,"Yogesh Nagar","Feroz Shah Kotla",11,1,4,"All","All",11,16.5
"Abhishek Nayar",2011,"Yuvraj Singh","Dr DY Patil Sports Academy",8,0,6,"All","All",Inf,8
"Abhishek Nayar",2012,"Chris Gayle","M Chinnaswamy Stadium",8,0,3,"All","All",Inf,16
"Abhishek Nayar",2012,"Virat Kohli","M Chinnaswamy Stadium",8,0,3,"All","All",Inf,16
"Abhishek Nayar",2013,"Ben Rohrer","Shaheed Veer Narayan Singh International Stadium",12,1,9,"All","All",12,8
"Abhishek Nayar",2013,"David Warner","Shaheed Veer Narayan Singh International Stadium",2,0,2,"All","All",Inf,6
"Abhishek Nayar",2013,"Kedar Jadhav","Shaheed Veer Narayan Singh International Stadium",1,0,1,"All","All",Inf,6
"Abhishek Nayar",2013,"Murali Vijay","MA Chidambaram Stadium",2,1,4,"All","All",2,3
"Abhishek Nayar",2013,"Ravindra Jadeja","MA Chidambaram Stadium",5,0,6,"All","All",Inf,5
"Abhishek Nayar",2013,"S Badrinath","MA Chidambaram Stadium",14,0,8,"All","All",Inf,10.5
"Abhishek Nayar",2013,"S Badrinath","Subrata Roy Sahara Stadium",9,0,7,"All","All",Inf,7.71428571428572
"Abhishek Nayar",2013,"Suresh Raina","Subrata Roy Sahara Stadium",14,0,11,"All","All",Inf,7.63636363636364
"Abhishek Raut",2009,"AB de Villiers","OUTsurance Oval",10,0,5,"All","All",Inf,12
"Abhishek Raut",2009,"Chaminda Vaas","De Beers Diamond Oval",11,0,4,"All","All",Inf,16.5
"Abhishek Raut",2009,"Dillon du Preez","SuperSport Park",4,0,4,"All","All",Inf,6
"Abhishek Raut",2009,"Dwayne Smith","De Beers Diamond Oval",2,0,2,"All","All",Inf,6
"Abhishek Raut",2009,"Roelof van der Merwe","SuperSport Park",2,0,2,"All","All",Inf,6
"Abhishek Raut",2009,"Rohit Sharma","St George's Park",6,0,5,"All","All",Inf,7.2
"Abhishek Raut",2009,"Tillakaratne Dilshan","OUTsurance Oval",0,0,1,"All","All",NA,0
"Abhishek Raut",2009,"Tirumalasetti Suman","St George's Park",1,0,1,"All","All",Inf,6
"Abhishek Raut",2011,"Dinesh Karthik","Punjab Cricket Association Stadium",1,0,2,"All","All",Inf,3
"Abhishek Raut",2011,"Shaun Marsh","Punjab Cricket Association Stadium",7,0,4,"All","All",Inf,10.5
"Abhishek Sharma",2019,"Colin Munro","Rajiv Gandhi International Stadium",8,1,4,"All","All",8,12
"Abhishek Sharma",2019,"KL Rahul","Rajiv Gandhi International Stadium",4,0,2,"All","All",Inf,12
"Abhishek Sharma",2019,"Mayank Agarwal","Rajiv Gandhi International Stadium",7,0,4,"All","All",Inf,10.5
"Abhishek Sharma",2019,"Shreyas Iyer","Rajiv Gandhi International Stadium",2,0,2,"All","All",Inf,6
"Abhishek Sharma",2020,"AB de Villiers","Dubai International Cricket Stadium",2,0,3,"All","All",Inf,4
"Abhishek Sharma",2020,"Aaron Finch","Dubai International Cricket Stadium",1,1,2,"All","All",1,3
"Abhishek Sharma",2020,"Devdutt Padikkal","Dubai International Cricket Stadium",10,0,5,"All","All",Inf,12
"Abhishek Sharma",2020,"Eoin Morgan","Zayed Cricket Stadium",2,0,2,"All","All",Inf,6
"Abhishek Sharma",2020,"Glenn Maxwell","Dubai International Cricket Stadium",1,0,1,"All","All",Inf,6
"Abhishek Sharma",2020,"KL Rahul","Dubai International Cricket Stadium",0,1,1,"All","All",0,0
"Abhishek Sharma",2020,"Kedar Jadhav","Dubai International Cricket Stadium",2,0,3,"All","All",Inf,4
"Abhishek Sharma",2020,"MS Dhoni","Dubai International Cricket Stadium",2,0,3,"All","All",Inf,4
"Abhishek Sharma",2020,"Nicholas Pooran","Dubai International Cricket Stadium",14,0,4,"All","All",Inf,21
"Abhishek Sharma",2020,"Rishabh Pant","Zayed Cricket Stadium",18,0,11,"All","All",Inf,9.81818181818182
"Abhishek Sharma",2020,"Robin Uthappa","Dubai International Cricket Stadium",2,0,3,"All","All",Inf,4
"Abhishek Sharma",2020,"Sanju Samson","Dubai International Cricket Stadium",9,0,3,"All","All",Inf,18
"Abhishek Sharma",2020,"Shikhar Dhawan","Zayed Cricket Stadium",9,0,8,"All","All",Inf,6.75
"Abhishek Sharma",2020,"Shimron Hetmyer","Zayed Cricket Stadium",2,0,2,"All","All",Inf,6
"Abhishek Sharma",2020,"Shreyas Iyer","Zayed Cricket Stadium",5,0,3,"All","All",Inf,10
"Abhishek Sharma",2020,"Shubman Gill","Zayed Cricket Stadium",9,0,4,"All","All",Inf,13.5
"Abhishek Sharma",2020,"Virat Kohli","Dubai International Cricket Stadium",3,0,2,"All","All",Inf,9
"Abhishek Sharma",2021,"Deepak Hooda","MA Chidambaram Stadium",2,1,3,"All","All",2,4
"Abhishek Sharma",2021,"Fabian Allen","MA Chidambaram Stadium",1,0,1,"All","All",Inf,6
"Abhishek Sharma",2021,"Faf du Plessis","Sharjah Cricket Stadium",2,0,4,"All","All",Inf,3
"Abhishek Sharma",2021,"James Neesham","Zayed Cricket Stadium",0,1,1,"All","All",0,0
"Abhishek Sharma",2021,"KL Rahul","MA Chidambaram Stadium",1,0,1,"All","All",Inf,6
"Abhishek Sharma",2021,"Kieron Pollard","Zayed Cricket Stadium",4,1,3,"All","All",4,8
"Abhishek Sharma",2021,"Liam Livingstone","Dubai International Cricket Stadium",3,0,3,"All","All",Inf,6
"Abhishek Sharma",2021,"M Shahrukh Khan","MA Chidambaram Stadium",9,0,5,"All","All",Inf,10.8
"Abhishek Sharma",2021,"Mayank Agarwal","MA Chidambaram Stadium",2,0,5,"All","All",Inf,2.4
"Abhishek Sharma",2021,"Moises Henriques","MA Chidambaram Stadium",9,1,9,"All","All",9,6
"Abhishek Sharma",2021,"Prithvi Shaw","MA Chidambaram Stadium",8,0,3,"All","All",Inf,16
"Abhishek Sharma",2021,"Quinton de Kock","MA Chidambaram Stadium",1,0,2,"All","All",Inf,3
"Abhishek Sharma",2021,"Rohit Sharma","MA Chidambaram Stadium",4,0,4,"All","All",Inf,6
"Abhishek Sharma",2021,"Ruturaj Gaikwad","Sharjah Cricket Stadium",7,0,8,"All","All",Inf,5.25
"Abhishek Sharma",2021,"Sanju Samson","Dubai International Cricket Stadium",5,0,3,"All","All",Inf,10
"Abhishek Sharma",2021,"Shikhar Dhawan","MA Chidambaram Stadium",6,0,3,"All","All",Inf,12
"Abhishek Sharma",2021,"Suryakumar Yadav","Zayed Cricket Stadium",0,0,2,"All","All",NA,0
"Abhishek Sharma",2022,"Faf du Plessis","Wankhede Stadium",4,0,5,"All","All",Inf,4.8
"Abhishek Sharma",2022,"Ishan Kishan","Wankhede Stadium",2,0,2,"All","All",Inf,6
"Abhishek Sharma",2022,"Jos Buttler","Maharashtra Cricket Association Stadium",1,0,1,"All","All",Inf,6
"Abhishek Sharma",2022,"Rajat Patidar","Wankhede Stadium",9,0,7,"All","All",Inf,7.71428571428572
"Abhishek Sharma",2022,"Rohit Sharma","Wankhede Stadium",8,0,4,"All","All",Inf,12
"Abhishek Sharma",2022,"Sanju Samson","Maharashtra Cricket Association Stadium",14,0,5,"All","All",Inf,16.8
"Abrar Kazi",2011,"Ajinkya Rahane","Sawai Mansingh Stadium",10,0,4,"All","All",Inf,15
"Abrar Kazi",2011,"Johan Botha","Sawai Mansingh Stadium",8,0,6,"All","All",Inf,8
"Abrar Kazi",2011,"Ross Taylor","Sawai Mansingh Stadium",3,0,2,"All","All",Inf,9
"Abu Nechim",2010,"MS Dhoni","MA Chidambaram Stadium",13,0,5,"All","All",Inf,15.6
"Abu Nechim",2010,"Matthew Hayden","MA Chidambaram Stadium",3,0,3,"All","All",Inf,6
"Abu Nechim",2010,"Suresh Raina","MA Chidambaram Stadium",10,0,4,"All","All",Inf,15
"Abu Nechim",2011,"AB de Villiers","MA Chidambaram Stadium",12,0,6,"All","All",Inf,12
"Abu Nechim",2011,"Abhishek Nayar","Wankhede Stadium",2,0,2,"All","All",Inf,6
"Abu Nechim",2011,"Amit Mishra","Rajiv Gandhi International Stadium",3,0,4,"All","All",Inf,4.5
"Abu Nechim",2011,"Cameron White","Rajiv Gandhi International Stadium",1,0,4,"All","All",Inf,1.5
"Abu Nechim",2011,"Chris Gayle","MA Chidambaram Stadium",33,0,10,"All","All",Inf,19.8
"Abu Nechim",2011,"Dale Steyn","Rajiv Gandhi International Stadium",3,0,2,"All","All",Inf,9
"Abu Nechim",2011,"Dan Christian","Rajiv Gandhi International Stadium",9,0,5,"All","All",Inf,10.8
