"Bowler","Season","Striker","Batting_Team","Bowling_Team","Runs","Wickets","Balls","Stadium","Average","Economy"
"Abhishek Sharma",2022,"Ishan Kishan","Mumbai Indians","Sunrisers Hyderabad",2,0,2,"All",Inf,6
"Abhishek Sharma",2022,"Jos Buttler","Rajasthan Royals","Sunrisers Hyderabad",1,0,1,"All",Inf,6
"Abhishek Sharma",2022,"Rajat Patidar","Royal Challengers Bangalore","Sunrisers Hyderabad",9,0,7,"All",Inf,7.71428571428572
"Abhishek Sharma",2022,"Rohit Sharma","Mumbai Indians","Sunrisers Hyderabad",8,0,4,"All",Inf,12
"Abhishek Sharma",2022,"Sanju Samson","Rajasthan Royals","Sunrisers Hyderabad",14,0,5,"All",Inf,16.8
"Abrar Kazi",2011,"Ajinkya Rahane","Rajasthan Royals","Royal Challengers Bangalore",10,0,4,"All",Inf,15
"Abrar Kazi",2011,"Johan Botha","Rajasthan Royals","Royal Challengers Bangalore",8,0,6,"All",Inf,8
"Abrar Kazi",2011,"Ross Taylor","Rajasthan Royals","Royal Challengers Bangalore",3,0,2,"All",Inf,9
"Abu Nechim",2010,"MS Dhoni","Chennai Super Kings","Mumbai Indians",13,0,5,"All",Inf,15.6
"Abu Nechim",2010,"Matthew Hayden","Chennai Super Kings","Mumbai Indians",3,0,3,"All",Inf,6
"Abu Nechim",2010,"Suresh Raina","Chennai Super Kings","Mumbai Indians",10,0,4,"All",Inf,15
"Abu Nechim",2011,"AB de Villiers","Royal Challengers Bangalore","Mumbai Indians",12,0,6,"All",Inf,12
"Abu Nechim",2011,"Abhishek Nayar","Punjab Kings","Mumbai Indians",2,0,2,"All",Inf,6
"Abu Nechim",2011,"Amit Mishra","Deccan Chargers","Mumbai Indians",3,0,4,"All",Inf,4.5
"Abu Nechim",2011,"Cameron White","Deccan Chargers","Mumbai Indians",1,0,4,"All",Inf,1.5
"Abu Nechim",2011,"Chris Gayle","Royal Challengers Bangalore","Mumbai Indians",33,0,10,"All",Inf,19.8
"Abu Nechim",2011,"Dale Steyn","Deccan Chargers","Mumbai Indians",3,0,2,"All",Inf,9
"Abu Nechim",2011,"Dan Christian","Deccan Chargers","Mumbai Indians",9,0,5,"All",Inf,10.8
"Abu Nechim",2011,"Gautam Gambhir","Kolkata Knight Riders","Mumbai Indians",6,1,2,"All",6,18
"Abu Nechim",2011,"Jacques Kallis","Kolkata Knight Riders","Mumbai Indians",3,0,7,"All",Inf,2.57142857142857
"Abu Nechim",2011,"Jesse Ryder","Pune Warriors","Mumbai Indians",0,1,3,"All",0,0
"Abu Nechim",2011,"Kumar Sangakkara","Deccan Chargers","Mumbai Indians",10,0,7,"All",Inf,8.57142857142857
"Abu Nechim",2011,"Luke Pomersbach","Royal Challengers Bangalore","Mumbai Indians",3,0,2,"All",Inf,9
"Abu Nechim",2011,"Manoj Tiwary","Kolkata Knight Riders","Mumbai Indians",8,0,4,"All",Inf,12
"Abu Nechim",2011,"Mayank Agarwal","Royal Challengers Bangalore","Mumbai Indians",5,0,2,"All",Inf,15
"Abu Nechim",2011,"Michael Hussey","Chennai Super Kings","Mumbai Indians",2,0,3,"All",Inf,4
"Abu Nechim",2011,"Mithun Manhas","Pune Warriors","Mumbai Indians",0,1,1,"All",0,0
"Abu Nechim",2011,"Mohnish Mishra","Pune Warriors","Mumbai Indians",0,0,1,"All",NA,0
"Abu Nechim",2011,"Murali Kartik","Pune Warriors","Mumbai Indians",6,0,3,"All",Inf,12
"Abu Nechim",2011,"Murali Vijay","Chennai Super Kings","Mumbai Indians",11,0,5,"All",Inf,13.2
"Abu Nechim",2011,"Paul Valthaty","Punjab Kings","Mumbai Indians",4,0,7,"All",Inf,3.42857142857143
"Abu Nechim",2011,"Rajat Bhatia","Kolkata Knight Riders","Mumbai Indians",8,0,3,"All",Inf,16
"Abu Nechim",2011,"Robin Uthappa","Pune Warriors","Mumbai Indians",7,0,9,"All",Inf,4.66666666666667
"Abu Nechim",2011,"Ryan ten Doeschate","Kolkata Knight Riders","Mumbai Indians",0,1,2,"All",0,0
"Abu Nechim",2011,"S Badrinath","Chennai Super Kings","Mumbai Indians",6,0,4,"All",Inf,9
"Abu Nechim",2011,"Saurabh Tiwary","Royal Challengers Bangalore","Mumbai Indians",3,0,3,"All",Inf,6
"Abu Nechim",2011,"Shakib Al Hasan","Kolkata Knight Riders","Mumbai Indians",1,0,1,"All",Inf,6
"Abu Nechim",2011,"Shaun Marsh","Punjab Kings","Mumbai Indians",16,0,9,"All",Inf,10.6666666666667
"Abu Nechim",2011,"Shikhar Dhawan","Deccan Chargers","Mumbai Indians",1,0,2,"All",Inf,3
"Abu Nechim",2011,"Shreevats Goswami","Kolkata Knight Riders","Mumbai Indians",0,0,1,"All",NA,0
"Abu Nechim",2011,"Tim Paine","Pune Warriors","Mumbai Indians",0,0,1,"All",NA,0
"Abu Nechim",2011,"Virat Kohli","Royal Challengers Bangalore","Mumbai Indians",0,1,1,"All",0,0
"Abu Nechim",2011,"Yusuf Pathan","Kolkata Knight Riders","Mumbai Indians",6,0,4,"All",Inf,9
"Abu Nechim",2012,"Murali Vijay","Chennai Super Kings","Mumbai Indians",6,0,6,"All",Inf,6
"Abu Nechim",2012,"Suresh Raina","Chennai Super Kings","Mumbai Indians",11,0,6,"All",Inf,11
"Abu Nechim",2013,"Aaron Finch","Pune Warriors","Mumbai Indians",10,0,5,"All",Inf,12
"Abu Nechim",2013,"Abhishek Nayar","Pune Warriors","Mumbai Indians",1,1,2,"All",1,3
"Abu Nechim",2013,"Bhuvneshwar Kumar","Pune Warriors","Mumbai Indians",2,1,2,"All",2,6
"Abu Nechim",2013,"Debabrata Das","Kolkata Knight Riders","Mumbai Indians",1,0,2,"All",Inf,3
"Abu Nechim",2013,"Eoin Morgan","Kolkata Knight Riders","Mumbai Indians",0,1,2,"All",0,0
"Abu Nechim",2013,"Jacques Kallis","Kolkata Knight Riders","Mumbai Indians",11,0,9,"All",Inf,7.33333333333333
"Abu Nechim",2013,"Manish Pandey","Pune Warriors","Mumbai Indians",8,0,9,"All",Inf,5.33333333333333
"Abu Nechim",2013,"Parvez Rasool","Pune Warriors","Mumbai Indians",2,0,2,"All",Inf,6
"Abu Nechim",2013,"Robin Uthappa","Pune Warriors","Mumbai Indians",4,0,4,"All",Inf,6
"Abu Nechim",2013,"Ryan McLaren","Kolkata Knight Riders","Mumbai Indians",1,0,2,"All",Inf,3
"Abu Nechim",2013,"Yusuf Pathan","Kolkata Knight Riders","Mumbai Indians",5,0,3,"All",Inf,10
"Abu Nechim",2014,"Brendon McCullum","Chennai Super Kings","Royal Challengers Bangalore",2,0,2,"All",Inf,6
"Abu Nechim",2014,"David Hussey","Chennai Super Kings","Royal Challengers Bangalore",2,0,3,"All",Inf,4
"Abu Nechim",2014,"David Warner","Sunrisers Hyderabad","Royal Challengers Bangalore",13,0,5,"All",Inf,15.6
"Abu Nechim",2014,"Dwayne Smith","Chennai Super Kings","Royal Challengers Bangalore",1,0,4,"All",Inf,1.5
"Abu Nechim",2014,"Jean-Paul Duminy","Delhi Capitals","Royal Challengers Bangalore",6,0,6,"All",Inf,6
"Abu Nechim",2014,"Kedar Jadhav","Delhi Capitals","Royal Challengers Bangalore",25,0,7,"All",Inf,21.4285714285714
"Abu Nechim",2014,"Kevin Pietersen","Delhi Capitals","Royal Challengers Bangalore",6,0,6,"All",Inf,6
"Abu Nechim",2014,"MS Dhoni","Chennai Super Kings","Royal Challengers Bangalore",0,1,1,"All",0,0
"Abu Nechim",2014,"Mayank Agarwal","Delhi Capitals","Royal Challengers Bangalore",2,1,4,"All",2,3
"Abu Nechim",2014,"Rahul Shukla","Delhi Capitals","Royal Challengers Bangalore",1,0,1,"All",Inf,6
"Abu Nechim",2014,"Ravindra Jadeja","Chennai Super Kings","Royal Challengers Bangalore",3,0,4,"All",Inf,4.5
"Abu Nechim",2014,"Robin Uthappa","Kolkata Knight Riders","Royal Challengers Bangalore",16,0,9,"All",Inf,10.6666666666667
"Abu Nechim",2014,"Ryan ten Doeschate","Kolkata Knight Riders","Royal Challengers Bangalore",6,0,2,"All",Inf,18
"Abu Nechim",2014,"Shakib Al Hasan","Kolkata Knight Riders","Royal Challengers Bangalore",6,1,9,"All",6,4
"Abu Nechim",2014,"Shikhar Dhawan","Sunrisers Hyderabad","Royal Challengers Bangalore",9,0,9,"All",Inf,6
"Abu Nechim",2014,"Suresh Raina","Chennai Super Kings","Royal Challengers Bangalore",10,0,10,"All",Inf,6
"Abu Nechim",2014,"Yusuf Pathan","Kolkata Knight Riders","Royal Challengers Bangalore",5,0,4,"All",Inf,7.5
"Abu Nechim",2015,"Andre Russell","Kolkata Knight Riders","Royal Challengers Bangalore",11,0,5,"All",Inf,13.2
"Abu Nechim",2015,"David Warner","Sunrisers Hyderabad","Royal Challengers Bangalore",8,0,7,"All",Inf,6.85714285714286
"Abu Nechim",2015,"Gautam Gambhir","Kolkata Knight Riders","Royal Challengers Bangalore",9,0,8,"All",Inf,6.75
"Abu Nechim",2015,"Harbhajan Singh","Mumbai Indians","Royal Challengers Bangalore",0,0,1,"All",NA,0
"Abu Nechim",2015,"Hardik Pandya","Mumbai Indians","Royal Challengers Bangalore",16,0,5,"All",Inf,19.2
"Abu Nechim",2015,"KL Rahul","Sunrisers Hyderabad","Royal Challengers Bangalore",17,0,6,"All",Inf,17
"Abu Nechim",2015,"Lendl Simmons","Mumbai Indians","Royal Challengers Bangalore",9,0,4,"All",Inf,13.5
"Abu Nechim",2015,"Manish Pandey","Kolkata Knight Riders","Royal Challengers Bangalore",0,0,1,"All",NA,0
"Abu Nechim",2015,"Parthiv Patel","Mumbai Indians","Royal Challengers Bangalore",10,0,8,"All",Inf,7.5
"Abu Nechim",2015,"Robin Uthappa","Kolkata Knight Riders","Royal Challengers Bangalore",7,1,9,"All",7,4.66666666666667
"Abu Nechim",2015,"Rohit Sharma","Mumbai Indians","Royal Challengers Bangalore",23,0,5,"All",Inf,27.6
"Abu Nechim",2015,"Shikhar Dhawan","Sunrisers Hyderabad","Royal Challengers Bangalore",16,0,11,"All",Inf,8.72727272727273
"Abu Nechim",2015,"Unmukt Chand","Mumbai Indians","Royal Challengers Bangalore",1,0,1,"All",Inf,6
"Abu Nechim",2015,"Yusuf Pathan","Kolkata Knight Riders","Royal Challengers Bangalore",1,0,1,"All",Inf,6
"Adam Gilchrist",2013,"Harbhajan Singh","Mumbai Indians","Punjab Kings",0,1,1,"All",0,0
"Adam Milne",2016,"David Warner","Sunrisers Hyderabad","Royal Challengers Bangalore",22,0,6,"All",Inf,22
"Adam Milne",2016,"Deepak Hooda","Sunrisers Hyderabad","Royal Challengers Bangalore",6,0,4,"All",Inf,9
"Adam Milne",2016,"Eoin Morgan","Sunrisers Hyderabad","Royal Challengers Bangalore",2,0,2,"All",Inf,6
"Adam Milne",2016,"Karn Sharma","Sunrisers Hyderabad","Royal Challengers Bangalore",10,0,5,"All",Inf,12
"Adam Milne",2016,"Moises Henriques","Sunrisers Hyderabad","Royal Challengers Bangalore",0,1,1,"All",0,0
"Adam Milne",2016,"Shikhar Dhawan","Sunrisers Hyderabad","Royal Challengers Bangalore",3,0,6,"All",Inf,3
"Adam Milne",2017,"Aaron Finch","Gujarat Lions","Royal Challengers Bangalore",10,0,7,"All",Inf,8.57142857142857
"Adam Milne",2017,"Ajinkya Rahane","Rising Pune Supergiants","Royal Challengers Bangalore",12,0,11,"All",Inf,6.54545454545454
"Adam Milne",2017,"Andrew Tye","Gujarat Lions","Royal Challengers Bangalore",4,0,4,"All",Inf,6
"Adam Milne",2017,"Basil Thampi","Gujarat Lions","Royal Challengers Bangalore",0,0,1,"All",NA,0
"Adam Milne",2017,"Ben Stokes","Rising Pune Supergiants","Royal Challengers Bangalore",0,1,1,"All",0,0
"Adam Milne",2017,"Brendon McCullum","Gujarat Lions","Royal Challengers Bangalore",23,0,8,"All",Inf,17.25
"Adam Milne",2017,"Ishan Kishan","Gujarat Lions","Royal Challengers Bangalore",0,1,1,"All",0,0
"Adam Milne",2017,"Jaydev Unadkat","Rising Pune Supergiants","Royal Challengers Bangalore",2,0,5,"All",Inf,2.4
"Adam Milne",2017,"Jos Buttler","Mumbai Indians","Royal Challengers Bangalore",13,0,4,"All",Inf,19.5
"Adam Milne",2017,"Kieron Pollard","Mumbai Indians","Royal Challengers Bangalore",7,0,3,"All",Inf,14
"Adam Milne",2017,"MS Dhoni","Rising Pune Supergiants","Royal Challengers Bangalore",8,0,4,"All",Inf,12
"Adam Milne",2017,"Manoj Tiwary","Rising Pune Supergiants","Royal Challengers Bangalore",23,0,13,"All",Inf,10.6153846153846
"Adam Milne",2017,"Nitish Rana","Mumbai Indians","Royal Challengers Bangalore",4,0,2,"All",Inf,12
"Adam Milne",2017,"Rahul Tripathi","Rising Pune Supergiants","Royal Challengers Bangalore",17,0,13,"All",Inf,7.84615384615385
"Adam Milne",2017,"Ravindra Jadeja","Gujarat Lions","Royal Challengers Bangalore",6,0,3,"All",Inf,12
"Adam Milne",2017,"Rohit Sharma","Mumbai Indians","Royal Challengers Bangalore",5,0,3,"All",Inf,10
"Adam Milne",2017,"Shardul Thakur","Rising Pune Supergiants","Royal Challengers Bangalore",0,1,1,"All",0,0
"Adam Milne",2021,"Ambati Rayudu","Chennai Super Kings","Mumbai Indians",0,1,3,"All",0,0
"Adam Milne",2021,"David Warner","Sunrisers Hyderabad","Mumbai Indians",13,0,7,"All",Inf,11.1428571428571
"Adam Milne",2021,"Dwayne Bravo","Chennai Super Kings","Mumbai Indians",8,0,3,"All",Inf,16
"Adam Milne",2021,"Eoin Morgan","Kolkata Knight Riders","Mumbai Indians",1,0,3,"All",Inf,2
"Adam Milne",2021,"Glenn Maxwell","Royal Challengers Bangalore","Mumbai Indians",32,0,14,"All",Inf,13.7142857142857
"Adam Milne",2021,"Jonny Bairstow","Sunrisers Hyderabad","Mumbai Indians",16,0,5,"All",Inf,19.2
"Adam Milne",2021,"MS Dhoni","Chennai Super Kings","Mumbai Indians",1,1,3,"All",1,2
"Adam Milne",2021,"Moeen Ali","Chennai Super Kings","Mumbai Indians",0,1,2,"All",0,0
"Adam Milne",2021,"Rahul Tripathi","Kolkata Knight Riders","Mumbai Indians",9,0,7,"All",Inf,7.71428571428572
"Adam Milne",2021,"Ruturaj Gaikwad","Chennai Super Kings","Mumbai Indians",12,0,13,"All",Inf,5.53846153846154
"Adam Milne",2021,"Shubman Gill","Kolkata Knight Riders","Mumbai Indians",1,0,2,"All",Inf,3
"Adam Milne",2021,"Srikar Bharat","Royal Challengers Bangalore","Mumbai Indians",1,0,1,"All",Inf,6
"Adam Milne",2021,"Venkatesh Iyer","Kolkata Knight Riders","Mumbai Indians",18,0,6,"All",Inf,18
"Adam Milne",2021,"Vijay Shankar","Sunrisers Hyderabad","Mumbai Indians",2,0,4,"All",Inf,3
"Adam Milne",2021,"Virat Kohli","Royal Challengers Bangalore","Mumbai Indians",15,1,9,"All",15,10
"Adam Milne",2021,"Virat Singh","Sunrisers Hyderabad","Mumbai Indians",2,0,2,"All",Inf,6
"Adam Milne",2022,"Ajinkya Rahane","Kolkata Knight Riders","Chennai Super Kings",10,0,6,"All",Inf,10
"Adam Milne",2022,"Sheldon Jackson","Kolkata Knight Riders","Chennai Super Kings",1,0,1,"All",Inf,6
"Adam Milne",2022,"Shreyas Iyer","Kolkata Knight Riders","Chennai Super Kings",6,0,2,"All",Inf,18
"Adam Milne",2022,"Venkatesh Iyer","Kolkata Knight Riders","Chennai Super Kings",2,0,6,"All",Inf,2
"Adam Voges",2010,"Brad Hodge","Kolkata Knight Riders","Rajasthan Royals",3,0,3,"All",Inf,6
"Adam Voges",2010,"Chaminda Vaas","Deccan Chargers","Rajasthan Royals",3,0,4,"All",Inf,4.5
"Adam Voges",2010,"Cheteshwar Pujara","Kolkata Knight Riders","Rajasthan Royals",11,0,7,"All",Inf,9.42857142857143
"Adam Voges",2010,"Kevin Pietersen","Royal Challengers Bangalore","Rajasthan Royals",13,0,5,"All",Inf,15.6
"Adam Voges",2010,"MS Dhoni","Chennai Super Kings","Rajasthan Royals",2,0,2,"All",Inf,6
"Adam Voges",2010,"Mahela Jayawardene","Punjab Kings","Rajasthan Royals",4,0,4,"All",Inf,6
"Adam Voges",2010,"Mohammad Kaif","Punjab Kings","Rajasthan Royals",6,0,5,"All",Inf,7.2
"Adam Voges",2010,"Ravi Bopara","Punjab Kings","Rajasthan Royals",2,0,3,"All",Inf,4
"Adam Voges",2010,"Robin Uthappa","Royal Challengers Bangalore","Rajasthan Royals",4,0,1,"All",Inf,24
"Adam Voges",2010,"Rohit Sharma","Deccan Chargers","Rajasthan Royals",5,0,6,"All",Inf,5
"Adam Voges",2010,"S Badrinath","Chennai Super Kings","Rajasthan Royals",6,0,4,"All",Inf,9
"Adam Voges",2010,"Sourav Ganguly","Kolkata Knight Riders","Rajasthan Royals",7,0,2,"All",Inf,21
"Adam Voges",2010,"Venugopal Rao","Deccan Chargers","Rajasthan Royals",1,0,2,"All",Inf,3
"Adam Voges",2010,"Virender Sehwag","Delhi Capitals","Rajasthan Royals",9,0,6,"All",Inf,9
"Adam Zampa",2016,"AB de Villiers","Royal Challengers Bangalore","Rising Pune Supergiants",1,1,3,"All",1,2
"Adam Zampa",2016,"Barinder Sran","Sunrisers Hyderabad","Rising Pune Supergiants",1,0,1,"All",Inf,6
"Adam Zampa",2016,"Bhuvneshwar Kumar","Sunrisers Hyderabad","Rising Pune Supergiants",1,1,2,"All",1,3
"Adam Zampa",2016,"Chris Morris","Delhi Capitals","Rising Pune Supergiants",4,0,6,"All",Inf,4
"Adam Zampa",2016,"Deepak Hooda","Sunrisers Hyderabad","Rising Pune Supergiants",6,1,2,"All",6,18
"Adam Zampa",2016,"Gurkeerat Singh Mann","Punjab Kings","Rising Pune Supergiants",7,0,8,"All",Inf,5.25
"Adam Zampa",2016,"Jean-Paul Duminy","Delhi Capitals","Rising Pune Supergiants",3,0,3,"All",Inf,6
"Adam Zampa",2016,"KL Rahul","Royal Challengers Bangalore","Rising Pune Supergiants",3,1,7,"All",3,2.57142857142857
"Adam Zampa",2016,"Kane Williamson","Sunrisers Hyderabad","Rising Pune Supergiants",5,1,6,"All",5,5
"Adam Zampa",2016,"Karun Nair","Delhi Capitals","Rising Pune Supergiants",10,1,9,"All",10,6.66666666666667
"Adam Zampa",2016,"Manish Pandey","Kolkata Knight Riders","Rising Pune Supergiants",7,0,3,"All",Inf,14
"Adam Zampa",2016,"Moises Henriques","Sunrisers Hyderabad","Rising Pune Supergiants",3,1,5,"All",3,3.6
"Adam Zampa",2016,"Murali Vijay","Punjab Kings","Rising Pune Supergiants",24,0,14,"All",Inf,10.2857142857143
"Adam Zampa",2016,"Naman Ojha","Sunrisers Hyderabad","Rising Pune Supergiants",0,1,2,"All",0,0
"Adam Zampa",2016,"Rishabh Pant","Delhi Capitals","Rising Pune Supergiants",3,1,4,"All",3,4.5
"Adam Zampa",2016,"Sanju Samson","Delhi Capitals","Rising Pune Supergiants",1,1,2,"All",1,3
"Adam Zampa",2016,"Shikhar Dhawan","Sunrisers Hyderabad","Rising Pune Supergiants",3,0,4,"All",Inf,4.5
"Adam Zampa",2016,"Travis Head","Royal Challengers Bangalore","Rising Pune Supergiants",1,0,1,"All",Inf,6
"Adam Zampa",2016,"Virat Kohli","Royal Challengers Bangalore","Rising Pune Supergiants",30,0,13,"All",Inf,13.8461538461538
"Adam Zampa",2016,"Wriddhiman Saha","Punjab Kings","Rising Pune Supergiants",1,1,2,"All",1,3
"Adam Zampa",2016,"Yusuf Pathan","Kolkata Knight Riders","Rising Pune Supergiants",1,0,3,"All",Inf,2
"Adam Zampa",2016,"Yuvraj Singh","Sunrisers Hyderabad","Rising Pune Supergiants",0,1,2,"All",0,0
"Adam Zampa",2017,"Ambati Rayudu","Mumbai Indians","Rising Pune Supergiants",11,0,9,"All",Inf,7.33333333333333
"Adam Zampa",2017,"Axar Patel","Punjab Kings","Rising Pune Supergiants",12,0,6,"All",Inf,12
"Adam Zampa",2017,"Chris Morris","Delhi Capitals","Rising Pune Supergiants",16,0,4,"All",Inf,24
"Adam Zampa",2017,"Corey Anderson","Delhi Capitals","Rising Pune Supergiants",4,0,4,"All",Inf,6
"Adam Zampa",2017,"Hardik Pandya","Mumbai Indians","Rising Pune Supergiants",16,0,10,"All",Inf,9.6
"Adam Zampa",2017,"Ishant Sharma","Punjab Kings","Rising Pune Supergiants",0,1,1,"All",0,0
"Adam Zampa",2017,"Karun Nair","Delhi Capitals","Rising Pune Supergiants",10,0,9,"All",Inf,6.66666666666667
"Adam Zampa",2017,"Kieron Pollard","Mumbai Indians","Rising Pune Supergiants",13,1,6,"All",13,13
"Adam Zampa",2017,"Krunal Pandya","Mumbai Indians","Rising Pune Supergiants",7,0,8,"All",Inf,5.25
"Adam Zampa",2017,"Marlon Samuels","Delhi Capitals","Rising Pune Supergiants",2,0,4,"All",Inf,3
"Adam Zampa",2017,"Mohit Sharma","Punjab Kings","Rising Pune Supergiants",4,1,6,"All",4,4
"Adam Zampa",2017,"Nitish Rana","Mumbai Indians","Rising Pune Supergiants",16,1,9,"All",16,10.6666666666667
"Adam Zampa",2017,"Parthiv Patel","Mumbai Indians","Rising Pune Supergiants",2,0,2,"All",Inf,6
"Adam Zampa",2017,"Rishabh Pant","Delhi Capitals","Rising Pune Supergiants",19,1,12,"All",19,9.5
"Adam Zampa",2017,"Rohit Sharma","Mumbai Indians","Rising Pune Supergiants",2,1,4,"All",2,3
"Adam Zampa",2017,"Sam Billings","Delhi Capitals","Rising Pune Supergiants",1,0,1,"All",Inf,6
"Adam Zampa",2017,"Sanju Samson","Delhi Capitals","Rising Pune Supergiants",22,1,14,"All",22,9.42857142857143
"Adam Zampa",2017,"Swapnil Singh","Punjab Kings","Rising Pune Supergiants",5,0,8,"All",Inf,3.75
"Adam Zampa",2017,"Wriddhiman Saha","Punjab Kings","Rising Pune Supergiants",1,0,2,"All",Inf,3
"Adam Zampa",2020,"Hardik Pandya","Mumbai Indians","Royal Challengers Bangalore",9,1,5,"All",9,10.8
"Adam Zampa",2020,"Ishan Kishan","Mumbai Indians","Royal Challengers Bangalore",14,0,9,"All",Inf,9.33333333333333
"Adam Zampa",2020,"Jason Holder","Sunrisers Hyderabad","Royal Challengers Bangalore",3,0,3,"All",Inf,6
"Adam Zampa",2020,"Kane Williamson","Sunrisers Hyderabad","Royal Challengers Bangalore",7,0,12,"All",Inf,3.5
"Adam Zampa",2020,"Kieron Pollard","Mumbai Indians","Royal Challengers Bangalore",30,0,10,"All",Inf,18
"Adam Zampa",2020,"Mahipal Lomror","Rajasthan Royals","Royal Challengers Bangalore",13,0,8,"All",Inf,9.75
"Adam Zampa",2020,"Manish Pandey","Sunrisers Hyderabad","Royal Challengers Bangalore",0,1,3,"All",0,0
"Adam Zampa",2020,"Priyam Garg","Sunrisers Hyderabad","Royal Challengers Bangalore",2,0,6,"All",Inf,2
"Adam Zampa",2020,"Riyan Parag","Rajasthan Royals","Royal Challengers Bangalore",6,0,4,"All",Inf,9
"Adam Zampa",2020,"Robin Uthappa","Rajasthan Royals","Royal Challengers Bangalore",8,0,6,"All",Inf,8
"Adil Rashid",2021,"Liam Livingstone","Rajasthan Royals","Punjab Kings",2,0,3,"All",Inf,4
"Adil Rashid",2021,"Mahipal Lomror","Rajasthan Royals","Punjab Kings",13,0,3,"All",Inf,26
"Adil Rashid",2021,"Sanju Samson","Rajasthan Royals","Punjab Kings",1,0,1,"All",Inf,6
"Adil Rashid",2021,"Yashasvi Jaiswal","Rajasthan Royals","Punjab Kings",19,0,11,"All",Inf,10.3636363636364
"Aditya Dole",2010,"Adam Gilchrist","Deccan Chargers","Rajasthan Royals",18,1,6,"All",18,18
"Aditya Dole",2010,"Andrew Symonds","Deccan Chargers","Rajasthan Royals",4,0,4,"All",Inf,6
"Aditya Dole",2010,"Irfan Pathan","Punjab Kings","Rajasthan Royals",3,0,4,"All",Inf,4.5
"Aditya Dole",2010,"Kieron Pollard","Mumbai Indians","Rajasthan Royals",18,1,8,"All",18,13.5
"Aditya Dole",2010,"Kumar Sangakkara","Punjab Kings","Rajasthan Royals",1,0,2,"All",Inf,3
"Aditya Dole",2010,"Mahela Jayawardene","Punjab Kings","Rajasthan Royals",18,1,8,"All",18,13.5
"Aditya Dole",2010,"Manvinder Bisla","Punjab Kings","Rajasthan Royals",11,0,5,"All",Inf,13.2
"Aditya Dole",2010,"Ravi Bopara","Punjab Kings","Rajasthan Royals",3,0,4,"All",Inf,4.5
"Aditya Dole",2010,"Rohit Sharma","Deccan Chargers","Rajasthan Royals",16,0,11,"All",Inf,8.72727272727273
"Aditya Dole",2010,"Sachin Tendulkar","Mumbai Indians","Rajasthan Royals",5,0,6,"All",Inf,5
"Aditya Dole",2010,"Saurabh Tiwary","Mumbai Indians","Rajasthan Royals",11,0,4,"All",Inf,16.5
"Aditya Dole",2010,"VVS Laxman","Deccan Chargers","Rajasthan Royals",4,1,3,"All",4,8
"Aditya Dole",2010,"Yuvraj Singh","Punjab Kings","Rajasthan Royals",0,1,1,"All",0,0
"Aiden Markram",2021,"Devdutt Padikkal","Royal Challengers Bangalore","Punjab Kings",0,0,3,"All",NA,0
"Aiden Markram",2021,"Quinton de Kock","Mumbai Indians","Punjab Kings",9,0,9,"All",Inf,6
"Aiden Markram",2021,"Rohit Sharma","Mumbai Indians","Punjab Kings",2,0,3,"All",Inf,4
"Aiden Markram",2021,"Saurabh Tiwary","Mumbai Indians","Punjab Kings",7,0,6,"All",Inf,7
"Aiden Markram",2021,"Virat Kohli","Royal Challengers Bangalore","Punjab Kings",5,0,3,"All",Inf,10
"Aiden Markram",2022,"David Miller","Gujarat Titans","Sunrisers Hyderabad",1,0,2,"All",Inf,3
"Aiden Markram",2022,"David Warner","Delhi Capitals","Sunrisers Hyderabad",9,0,4,"All",Inf,13.5
"Aiden Markram",2022,"Devon Conway","Chennai Super Kings","Sunrisers Hyderabad",18,0,10,"All",Inf,10.8
"Aiden Markram",2022,"Hardik Pandya","Gujarat Titans","Sunrisers Hyderabad",8,0,4,"All",Inf,12
"Aiden Markram",2022,"Moeen Ali","Chennai Super Kings","Sunrisers Hyderabad",7,1,3,"All",7,14
"Aiden Markram",2022,"Ravindra Jadeja","Chennai Super Kings","Sunrisers Hyderabad",0,0,1,"All",NA,0
"Aiden Markram",2022,"Rishabh Pant","Delhi Capitals","Sunrisers Hyderabad",2,0,2,"All",Inf,6
