"Striker","Season","Bowler","Batting_Team","Runs","Dismissed","Balls","Run_Out","Stadium","Bowling_Team","Average","Strike_Rate"
"Anuj Rawat",2022,"Maheesh Theekshana","Royal Challengers Bangalore",2,1,3,0,"All","All",2,66.6666666666667
"Anuj Rawat",2022,"Marco Jansen","Royal Challengers Bangalore",0,1,1,0,"All","All",0,0
"Anuj Rawat",2022,"Moeen Ali","Royal Challengers Bangalore",5,0,9,0,"All","All",Inf,55.5555555555556
"Anuj Rawat",2022,"Mukesh Choudhary","Royal Challengers Bangalore",5,0,4,0,"All","All",Inf,125
"Anuj Rawat",2022,"Murugan Ashwin","Royal Challengers Bangalore",13,0,7,0,"All","All",Inf,185.714285714286
"Anuj Rawat",2022,"Navdeep Saini","Royal Challengers Bangalore",2,1,3,0,"All","All",2,66.6666666666667
"Anuj Rawat",2022,"Odean Smith","Royal Challengers Bangalore",11,0,8,0,"All","All",Inf,137.5
"Anuj Rawat",2022,"Prasidh Krishna","Royal Challengers Bangalore",13,0,8,0,"All","All",Inf,162.5
"Anuj Rawat",2022,"Rahul Chahar","Royal Challengers Bangalore",2,1,3,0,"All","All",2,66.6666666666667
"Anuj Rawat",2022,"Ravichandran Ashwin","Royal Challengers Bangalore",3,0,7,0,"All","All",Inf,42.8571428571429
"Anuj Rawat",2022,"Sandeep Sharma","Royal Challengers Bangalore",6,0,4,0,"All","All",Inf,150
"Anuj Rawat",2022,"Shardul Thakur","Royal Challengers Bangalore",0,1,1,0,"All","All",0,0
"Anuj Rawat",2022,"Trent Boult","Royal Challengers Bangalore",6,0,5,0,"All","All",Inf,120
"Anuj Rawat",2022,"Umesh Yadav","Royal Challengers Bangalore",0,1,2,0,"All","All",0,0
"Anuj Rawat",2022,"Yuzvendra Chahal","Royal Challengers Bangalore",2,0,2,0,"All","All",Inf,100
"Anukul Roy",2022,"Avesh Khan","Kolkata Knight Riders",0,1,2,0,"All","All",0,0
"Anureet Singh",2015,"Ashish Nehra","Punjab Kings",1,0,5,0,"All","All",Inf,20
"Anureet Singh",2015,"Bhuvneshwar Kumar","Punjab Kings",0,0,1,0,"All","All",NA,0
"Anureet Singh",2015,"Chris Morris","Punjab Kings",0,0,2,0,"All","All",NA,0
"Anureet Singh",2015,"Dwayne Bravo","Punjab Kings",5,0,8,0,"All","All",Inf,62.5
"Anureet Singh",2015,"Imran Tahir","Punjab Kings",8,0,3,0,"All","All",Inf,266.666666666667
"Anureet Singh",2015,"James Faulkner","Punjab Kings",0,0,1,0,"All","All",NA,0
"Anureet Singh",2015,"Mitchell Starc","Punjab Kings",0,1,2,0,"All","All",0,0
"Anureet Singh",2015,"Mohit Sharma","Punjab Kings",1,1,4,0,"All","All",1,25
"Anureet Singh",2015,"Morne Morkel","Punjab Kings",0,0,1,0,"All","All",NA,0
"Anureet Singh",2015,"Praveen Kumar","Punjab Kings",0,1,1,0,"All","All",0,0
"Anureet Singh",2015,"Ravichandran Ashwin","Punjab Kings",2,0,2,0,"All","All",Inf,100
"Anureet Singh",2015,"Ravindra Jadeja","Punjab Kings",1,0,1,0,"All","All",Inf,100
"Anureet Singh",2017,"Ashish Nehra","Punjab Kings",2,1,4,0,"All","All",2,50
"Anureet Singh",2017,"Bhuvneshwar Kumar","Punjab Kings",7,0,5,0,"All","All",Inf,140
"Anureet Singh",2017,"Siddarth Kaul","Punjab Kings",6,0,3,0,"All","All",Inf,200
"Anureet Singh",2018,"Andre Russell","Rajasthan Royals",1,0,1,0,"All","All",Inf,100
"Anureet Singh",2018,"Prasidh Krishna","Rajasthan Royals",2,0,3,0,"All","All",Inf,66.6666666666667
"Anustup Majumdar",2012,"Ajit Chandila","Pune Warriors",0,1,3,0,"All","All",0,0
"Anustup Majumdar",2012,"Ankeet Chavan","Pune Warriors",16,0,6,0,"All","All",Inf,266.666666666667
"Anustup Majumdar",2012,"Harshal Patel","Pune Warriors",9,1,10,0,"All","All",9,90
"Anustup Majumdar",2012,"Iqbal Abdulla","Pune Warriors",3,0,2,0,"All","All",Inf,150
"Anustup Majumdar",2012,"Johan Botha","Pune Warriors",4,1,2,0,"All","All",4,200
"Anustup Majumdar",2012,"KP Appanna","Pune Warriors",18,0,10,0,"All","All",Inf,180
"Anustup Majumdar",2012,"Muthiah Muralidaran","Pune Warriors",4,0,6,0,"All","All",Inf,66.6666666666667
"Anustup Majumdar",2012,"Rajat Bhatia","Pune Warriors",5,0,6,0,"All","All",Inf,83.3333333333333
"Anustup Majumdar",2012,"Shakib Al Hasan","Pune Warriors",4,1,7,0,"All","All",4,57.1428571428571
"Anustup Majumdar",2012,"Shane Watson","Pune Warriors",9,0,5,0,"All","All",Inf,180
"Anustup Majumdar",2012,"Siddharth Trivedi","Pune Warriors",7,0,7,0,"All","All",Inf,100
"Anustup Majumdar",2012,"Stuart Binny","Pune Warriors",3,0,5,0,"All","All",Inf,60
"Anustup Majumdar",2012,"Sunil Narine","Pune Warriors",1,0,4,0,"All","All",Inf,25
"Anustup Majumdar",2012,"Yusuf Pathan","Pune Warriors",4,0,3,0,"All","All",Inf,133.333333333333
"Arindam Ghosh",2009,"Abhishek Nayar","Kolkata Knight Riders",0,1,1,0,"All","All",0,0
"Arindam Ghosh",2009,"Jacques Kallis","Kolkata Knight Riders",1,0,2,0,"All","All",Inf,50
"Arindam Ghosh",2009,"Vinay Kumar","Kolkata Knight Riders",6,1,5,0,"All","All",6,120
"Arjun Yadav",2008,"Albie Morkel","Deccan Chargers",0,1,1,0,"All","All",0,0
"Arjun Yadav",2008,"Anil Kumble","Deccan Chargers",2,0,2,0,"All","All",Inf,100
"Arjun Yadav",2008,"Dale Steyn","Deccan Chargers",0,1,3,0,"All","All",0,0
"Arjun Yadav",2008,"David Hussey","Deccan Chargers",8,1,6,0,"All","All",8,133.333333333333
"Arjun Yadav",2008,"Mohammad Hafeez","Deccan Chargers",2,0,4,0,"All","All",Inf,50
"Arjun Yadav",2008,"Munaf Patel","Deccan Chargers",6,0,3,0,"All","All",Inf,200
"Arjun Yadav",2008,"Rajat Bhatia","Deccan Chargers",12,0,6,0,"All","All",Inf,200
"Arjun Yadav",2008,"Shane Watson","Deccan Chargers",10,1,6,0,"All","All",10,166.666666666667
"Arjun Yadav",2008,"Vinay Kumar","Deccan Chargers",1,0,2,0,"All","All",Inf,50
"Arjun Yadav",2008,"Virat Kohli","Deccan Chargers",7,0,3,0,"All","All",Inf,233.333333333333
"Arjun Yadav",2008,"Yo Mahesh","Deccan Chargers",0,1,1,0,"All","All",0,0
"Arjun Yadav",2008,"Zaheer Khan","Deccan Chargers",1,0,2,0,"All","All",Inf,50
"Arshdeep Singh",2020,"T Natarajan","Punjab Kings",0,1,3,0,"All","All",0,0
"Arshdeep Singh",2021,"Prasidh Krishna","Punjab Kings",1,0,1,0,"All","All",Inf,100
"Arshdeep Singh",2021,"Siddarth Kaul","Punjab Kings",1,0,2,0,"All","All",Inf,50
"Arshdeep Singh",2022,"Andre Russell","Punjab Kings",0,1,1,1,"All","All",0,0
"Arshdeep Singh",2022,"Anrich Nortje","Punjab Kings",1,0,2,0,"All","All",Inf,50
"Arshdeep Singh",2022,"Axar Patel","Punjab Kings",0,0,3,0,"All","All",NA,0
"Arshdeep Singh",2022,"Dushmantha Chameera","Punjab Kings",0,0,2,0,"All","All",NA,0
"Arshdeep Singh",2022,"Hardik Pandya","Punjab Kings",4,0,2,0,"All","All",Inf,200
"Arshdeep Singh",2022,"Khaleel Ahmed","Punjab Kings",5,0,6,0,"All","All",Inf,83.3333333333333
"Arshdeep Singh",2022,"Lalit Yadav","Punjab Kings",0,0,1,0,"All","All",NA,0
"Arshdeep Singh",2022,"Lockie Ferguson","Punjab Kings",4,0,2,0,"All","All",Inf,200
"Arshdeep Singh",2022,"Mohammed Shami","Punjab Kings",2,0,1,0,"All","All",Inf,200
"Arshdeep Singh",2022,"Mustafizur Rahman","Punjab Kings",4,1,7,1,"All","All",4,57.1428571428571
"Arshdeep Singh",2022,"Shardul Thakur","Punjab Kings",1,0,1,0,"All","All",Inf,100
"Arshdeep Singh",2022,"Umran Malik","Punjab Kings",0,1,1,1,"All","All",0,0
"Arun Karthik",2010,"Shaun Tait","Chennai Super Kings",2,0,2,0,"All","All",Inf,100
"Arun Karthik",2010,"Siddharth Trivedi","Chennai Super Kings",1,0,3,0,"All","All",Inf,33.3333333333333
"Arun Karthik",2011,"Iqbal Abdulla","Royal Challengers Bangalore",0,1,1,0,"All","All",0,0
"Arun Karthik",2011,"Jaydev Unadkat","Royal Challengers Bangalore",1,0,1,0,"All","All",Inf,100
"Arun Karthik",2011,"Paul Valthaty","Royal Challengers Bangalore",2,0,2,0,"All","All",Inf,100
"Arun Karthik",2011,"Piyush Chawla","Royal Challengers Bangalore",4,1,4,0,"All","All",4,100
"Arun Karthik",2013,"Dhawal Kulkarni","Royal Challengers Bangalore",8,0,4,0,"All","All",Inf,200
"Arun Karthik",2013,"Dirk Nannes","Royal Challengers Bangalore",3,0,4,0,"All","All",Inf,75
"Arun Karthik",2013,"Dwayne Bravo","Royal Challengers Bangalore",2,0,1,0,"All","All",Inf,200
"Arun Karthik",2013,"Harbhajan Singh","Royal Challengers Bangalore",5,1,5,0,"All","All",5,100
"Arun Karthik",2013,"Jacob Oram","Royal Challengers Bangalore",10,0,10,0,"All","All",Inf,100
"Arun Karthik",2013,"Jasprit Bumrah","Royal Challengers Bangalore",1,0,1,0,"All","All",Inf,100
"Arun Karthik",2013,"Mitchell Johnson","Royal Challengers Bangalore",5,0,4,0,"All","All",Inf,125
"Arun Karthik",2013,"Morne Morkel","Royal Challengers Bangalore",4,1,4,1,"All","All",4,100
"Arun Karthik",2013,"Munaf Patel","Royal Challengers Bangalore",2,0,3,0,"All","All",Inf,66.6666666666667
"Arun Karthik",2013,"Shahbaz Nadeem","Royal Challengers Bangalore",1,0,1,0,"All","All",Inf,100
"Arun Karthik",2013,"Thisara Perera","Royal Challengers Bangalore",0,1,1,0,"All","All",0,0
"Asad Pathan",2011,"Albie Morkel","Royal Challengers Bangalore",14,0,4,0,"All","All",Inf,350
"Asad Pathan",2011,"Lasith Malinga","Royal Challengers Bangalore",0,1,2,0,"All","All",0,0
"Asad Pathan",2011,"Paul Valthaty","Royal Challengers Bangalore",7,1,4,0,"All","All",7,175
"Asad Pathan",2011,"Ryan Harris","Royal Challengers Bangalore",0,1,1,0,"All","All",0,0
"Asad Pathan",2011,"Tim Southee","Royal Challengers Bangalore",0,1,1,0,"All","All",0,0
"Asad Pathan",2011,"Vinay Kumar","Royal Challengers Bangalore",12,0,4,0,"All","All",Inf,300
"Asad Pathan",2012,"Amit Mishra","Royal Challengers Bangalore",4,1,4,0,"All","All",4,100
"Asad Pathan",2012,"Azhar Mahmood","Royal Challengers Bangalore",2,0,3,0,"All","All",Inf,66.6666666666667
"Ashish Nehra",2008,"Irfan Pathan","Mumbai Indians",0,0,6,0,"All","All",NA,0
"Ashish Nehra",2008,"Joginder Sharma","Mumbai Indians",1,0,2,0,"All","All",Inf,50
"Ashish Nehra",2008,"Sreesanth","Mumbai Indians",1,0,3,0,"All","All",Inf,33.3333333333333
"Ashish Nehra",2008,"Vikram Singh","Mumbai Indians",1,1,2,1,"All","All",1,50
"Ashish Nehra",2009,"Irfan Pathan","Delhi Capitals",1,0,1,0,"All","All",Inf,100
"Ashish Nehra",2010,"Chaminda Vaas","Delhi Capitals",3,0,3,0,"All","All",Inf,100
"Ashish Nehra",2010,"Harmeet Singh","Delhi Capitals",7,0,6,0,"All","All",Inf,116.666666666667
"Ashish Nehra",2010,"Irfan Pathan","Delhi Capitals",0,1,2,0,"All","All",0,0
"Ashish Nehra",2010,"Mitchell Marsh","Delhi Capitals",5,0,4,0,"All","All",Inf,125
"Ashish Nehra",2010,"Rahul Sharma","Delhi Capitals",7,0,3,0,"All","All",Inf,233.333333333333
"Ashish Nehra",2010,"Rusty Theron","Delhi Capitals",1,0,2,0,"All","All",Inf,50
"Ashish Nehra",2012,"Dimitri Mascarenhas","Pune Warriors",2,0,2,0,"All","All",Inf,100
"Ashish Nehra",2012,"Parvinder Awana","Pune Warriors",0,0,2,0,"All","All",NA,0
"Ashish Nehra",2012,"Shaun Tait","Pune Warriors",2,0,4,0,"All","All",Inf,50
"Ashish Nehra",2012,"Stuart Binny","Pune Warriors",7,0,4,0,"All","All",Inf,175
"Ashish Nehra",2013,"Dwayne Bravo","Delhi Capitals",0,1,1,0,"All","All",0,0
"Ashish Nehra",2013,"Kieron Pollard","Delhi Capitals",0,1,1,0,"All","All",0,0
"Ashish Nehra",2013,"Lasith Malinga","Delhi Capitals",0,0,2,0,"All","All",NA,0
"Ashish Nehra",2013,"Mitchell Johnson","Delhi Capitals",1,0,2,0,"All","All",Inf,50
"Ashish Nehra",2013,"Sunil Narine","Delhi Capitals",0,1,1,0,"All","All",0,0
"Ashish Nehra",2013,"Thisara Perera","Delhi Capitals",0,1,1,0,"All","All",0,0
"Ashish Nehra",2015,"Andre Russell","Chennai Super Kings",1,0,3,0,"All","All",Inf,33.3333333333333
"Ashish Nehra",2015,"Brad Hogg","Chennai Super Kings",0,0,1,0,"All","All",NA,0
"Ashish Nehra",2015,"Lasith Malinga","Chennai Super Kings",0,1,1,0,"All","All",0,0
"Ashish Nehra",2015,"Mitchell Starc","Chennai Super Kings",0,0,2,0,"All","All",NA,0
"Ashish Nehra",2016,"Nathan Coulter-Nile","Sunrisers Hyderabad",1,0,1,0,"All","All",Inf,100
"Ashish Reddy",2012,"Ben Hilfenhaus","Deccan Chargers",2,1,2,0,"All","All",2,100
"Ashish Reddy",2012,"Dwayne Bravo","Deccan Chargers",1,0,1,0,"All","All",Inf,100
"Ashish Reddy",2012,"James Franklin","Deccan Chargers",3,0,3,0,"All","All",Inf,100
"Ashish Reddy",2012,"Munaf Patel","Deccan Chargers",0,1,2,0,"All","All",0,0
"Ashish Reddy",2012,"Parvinder Awana","Deccan Chargers",0,1,2,0,"All","All",0,0
"Ashish Reddy",2012,"Piyush Chawla","Deccan Chargers",2,0,2,0,"All","All",Inf,100
"Ashish Reddy",2012,"Praveen Kumar","Deccan Chargers",6,0,4,0,"All","All",Inf,150
"Ashish Reddy",2012,"Robin Peterson","Deccan Chargers",7,0,5,0,"All","All",Inf,140
"Ashish Reddy",2012,"Shaun Tait","Deccan Chargers",10,0,4,0,"All","All",Inf,250
"Ashish Reddy",2012,"Vinay Kumar","Deccan Chargers",4,1,4,0,"All","All",4,100
"Ashish Reddy",2013,"Angelo Mathews","Sunrisers Hyderabad",13,0,8,0,"All","All",Inf,162.5
"Ashish Reddy",2013,"Ashish Nehra","Sunrisers Hyderabad",5,1,4,0,"All","All",5,125
"Ashish Reddy",2013,"Ashok Dinda","Sunrisers Hyderabad",9,0,7,0,"All","All",Inf,128.571428571429
"Ashish Reddy",2013,"Azhar Mahmood","Sunrisers Hyderabad",2,0,3,0,"All","All",Inf,66.6666666666667
"Ashish Reddy",2013,"Bhuvneshwar Kumar","Sunrisers Hyderabad",1,0,1,0,"All","All",Inf,100
"Ashish Reddy",2013,"Chris Morris","Sunrisers Hyderabad",10,0,4,0,"All","All",Inf,250
"Ashish Reddy",2013,"Dwayne Bravo","Sunrisers Hyderabad",19,0,10,0,"All","All",Inf,190
"Ashish Reddy",2013,"James Faulkner","Sunrisers Hyderabad",2,0,2,0,"All","All",Inf,100
"Ashish Reddy",2013,"Johan Botha","Sunrisers Hyderabad",0,0,2,0,"All","All",NA,0
"Ashish Reddy",2013,"Kevon Cooper","Sunrisers Hyderabad",8,0,5,0,"All","All",Inf,160
"Ashish Reddy",2013,"Manpreet Gony","Sunrisers Hyderabad",5,0,4,0,"All","All",Inf,125
"Ashish Reddy",2013,"Mitchell Marsh","Sunrisers Hyderabad",3,0,3,0,"All","All",Inf,100
"Ashish Reddy",2013,"Mohit Sharma","Sunrisers Hyderabad",7,0,2,0,"All","All",Inf,350
"Ashish Reddy",2013,"Morne Morkel","Sunrisers Hyderabad",4,1,4,0,"All","All",4,100
"Ashish Reddy",2013,"Murali Kartik","Sunrisers Hyderabad",6,0,8,0,"All","All",Inf,75
"Ashish Reddy",2013,"RP Singh","Sunrisers Hyderabad",1,1,2,0,"All","All",1,50
"Ashish Reddy",2013,"Sachithra Senanayake","Sunrisers Hyderabad",3,1,4,0,"All","All",3,75
"Ashish Reddy",2013,"Stuart Binny","Sunrisers Hyderabad",4,1,4,0,"All","All",4,100
"Ashish Reddy",2013,"Sunil Narine","Sunrisers Hyderabad",1,0,1,0,"All","All",Inf,100
"Ashish Reddy",2013,"Umesh Yadav","Sunrisers Hyderabad",12,0,5,0,"All","All",Inf,240
"Ashish Reddy",2013,"Vinay Kumar","Sunrisers Hyderabad",10,1,6,0,"All","All",10,166.666666666667
"Ashish Reddy",2015,"Angelo Mathews","Sunrisers Hyderabad",12,0,4,0,"All","All",Inf,300
"Ashish Reddy",2015,"Anureet Singh","Sunrisers Hyderabad",2,0,2,0,"All","All",Inf,100
"Ashish Reddy",2015,"Ashish Nehra","Sunrisers Hyderabad",2,0,4,0,"All","All",Inf,50
"Ashish Reddy",2015,"Chris Morris","Sunrisers Hyderabad",1,0,1,0,"All","All",Inf,100
"Ashish Reddy",2015,"Dwayne Bravo","Sunrisers Hyderabad",4,1,2,0,"All","All",4,200
"Ashish Reddy",2015,"Harbhajan Singh","Sunrisers Hyderabad",11,0,8,0,"All","All",Inf,137.5
"Ashish Reddy",2015,"Imran Tahir","Sunrisers Hyderabad",2,0,2,0,"All","All",Inf,100
"Ashish Reddy",2015,"Jean-Paul Duminy","Sunrisers Hyderabad",1,0,1,0,"All","All",Inf,100
"Ashish Reddy",2015,"Kieron Pollard","Sunrisers Hyderabad",3,1,3,0,"All","All",3,100
"Ashish Reddy",2015,"Lasith Malinga","Sunrisers Hyderabad",3,0,4,0,"All","All",Inf,75
"Ashish Reddy",2015,"Mitchell Johnson","Sunrisers Hyderabad",7,0,3,0,"All","All",Inf,233.333333333333
"Ashish Reddy",2015,"Nathan Coulter-Nile","Sunrisers Hyderabad",0,1,1,1,"All","All",0,0
"Ashish Reddy",2015,"Pravin Tambe","Sunrisers Hyderabad",3,0,4,0,"All","All",Inf,75
"Ashish Reddy",2015,"Sandeep Sharma","Sunrisers Hyderabad",13,0,3,0,"All","All",Inf,433.333333333333
"Ashish Reddy",2015,"Tim Southee","Sunrisers Hyderabad",9,0,4,0,"All","All",Inf,225
"Ashish Reddy",2016,"Andre Russell","Sunrisers Hyderabad",4,1,3,1,"All","All",4,133.333333333333
"Ashish Reddy",2016,"Morne Morkel","Sunrisers Hyderabad",1,0,1,0,"All","All",Inf,100
"Ashish Reddy",2016,"Parvez Rasool","Sunrisers Hyderabad",18,0,9,0,"All","All",Inf,200
"Ashish Reddy",2016,"Shane Watson","Sunrisers Hyderabad",3,1,5,0,"All","All",3,60
"Ashish Reddy",2016,"Umesh Yadav","Sunrisers Hyderabad",8,0,4,0,"All","All",Inf,200
"Ashish Reddy",2016,"Yuzvendra Chahal","Sunrisers Hyderabad",13,0,7,0,"All","All",Inf,185.714285714286
"Ashley Noffke",2008,"Ajit Agarkar","Royal Challengers Bangalore",2,0,6,0,"All","All",Inf,33.3333333333333
"Ashley Noffke",2008,"Sourav Ganguly","Royal Challengers Bangalore",7,1,4,1,"All","All",7,175
"Ashok Dinda",2008,"Dominic Thornely","Kolkata Knight Riders",1,0,1,0,"All","All",Inf,100
"Ashok Dinda",2008,"Shane Watson","Kolkata Knight Riders",0,1,1,0,"All","All",0,0
"Ashok Dinda",2008,"Sohail Tanvir","Kolkata Knight Riders",1,0,2,0,"All","All",Inf,50
"Ashok Dinda",2009,"Lasith Malinga","Kolkata Knight Riders",0,1,1,0,"All","All",0,0
"Ashok Dinda",2009,"RP Singh","Kolkata Knight Riders",2,1,2,0,"All","All",2,100
"Ashok Dinda",2010,"Vinay Kumar","Kolkata Knight Riders",0,1,1,1,"All","All",0,0
"Ashok Dinda",2011,"Harbhajan Singh","Delhi Capitals",0,0,3,0,"All","All",NA,0
"Ashok Dinda",2011,"Lasith Malinga","Delhi Capitals",0,1,2,0,"All","All",0,0
"Ashok Dinda",2012,"Dimitri Mascarenhas","Pune Warriors",1,0,1,0,"All","All",Inf,100
"Ashok Dinda",2012,"Parvinder Awana","Pune Warriors",1,1,4,1,"All","All",1,25
"Ashok Dinda",2013,"Amit Mishra","Pune Warriors",0,1,1,0,"All","All",0,0
"Ashok Dinda",2013,"Chris Gayle","Pune Warriors",6,0,5,0,"All","All",Inf,120
"Ashok Dinda",2013,"Dale Steyn","Pune Warriors",0,1,2,0,"All","All",0,0
"Ashok Dinda",2013,"Dwayne Bravo","Pune Warriors",2,0,2,0,"All","All",Inf,100
"Ashok Dinda",2013,"RP Singh","Pune Warriors",1,0,1,0,"All","All",Inf,100
"Ashok Dinda",2014,"Kieron Pollard","Royal Challengers Bangalore",1,0,1,0,"All","All",Inf,100
"Ashok Dinda",2014,"Lasith Malinga","Royal Challengers Bangalore",1,0,3,0,"All","All",Inf,33.3333333333333
"Ashok Dinda",2014,"Mitchell Johnson","Royal Challengers Bangalore",2,0,5,0,"All","All",Inf,40
"Ashok Dinda",2014,"Pravin Tambe","Royal Challengers Bangalore",0,1,3,0,"All","All",0,0
"Ashok Dinda",2017,"Amit Mishra","Rising Pune Supergiants",2,0,2,0,"All","All",Inf,100
"Ashok Dinda",2017,"Pat Cummins","Rising Pune Supergiants",0,1,1,0,"All","All",0,0
"Ashok Dinda",2017,"Zaheer Khan","Rising Pune Supergiants",5,0,4,0,"All","All",Inf,125
"Ashok Menaria",2011,"Abhishek Nayar","Rajasthan Royals",1,0,2,0,"All","All",Inf,50
"Ashok Menaria",2011,"Albie Morkel","Rajasthan Royals",1,0,1,0,"All","All",Inf,100
"Ashok Menaria",2011,"Bhargav Bhatt","Rajasthan Royals",0,1,1,0,"All","All",0,0
"Ashok Menaria",2011,"Brad Hodge","Rajasthan Royals",6,1,7,0,"All","All",6,85.7142857142857
"Ashok Menaria",2011,"Brett Lee","Rajasthan Royals",1,0,1,0,"All","All",Inf,100
"Ashok Menaria",2011,"Charl Langeveldt","Rajasthan Royals",5,0,2,0,"All","All",Inf,250
"Ashok Menaria",2011,"Chris Gayle","Rajasthan Royals",2,1,2,0,"All","All",2,100
"Ashok Menaria",2011,"Gnaneswara Rao","Rajasthan Royals",7,0,5,0,"All","All",Inf,140
"Ashok Menaria",2011,"Iqbal Abdulla","Rajasthan Royals",19,0,8,0,"All","All",Inf,237.5
"Ashok Menaria",2011,"Irfan Pathan","Rajasthan Royals",6,1,5,0,"All","All",6,120
"Ashok Menaria",2011,"Jacques Kallis","Rajasthan Royals",9,0,7,0,"All","All",Inf,128.571428571429
"Ashok Menaria",2011,"Jerome Taylor","Rajasthan Royals",7,0,3,0,"All","All",Inf,233.333333333333
"Ashok Menaria",2011,"Lakshmipathy Balaji","Rajasthan Royals",0,1,2,0,"All","All",0,0
"Ashok Menaria",2011,"Munaf Patel","Rajasthan Royals",4,0,4,0,"All","All",Inf,100
"Ashok Menaria",2011,"Murali Kartik","Rajasthan Royals",8,0,3,0,"All","All",Inf,266.666666666667
"Ashok Menaria",2011,"Nathan McCullum","Rajasthan Royals",12,0,10,0,"All","All",Inf,120
"Ashok Menaria",2011,"Paul Valthaty","Rajasthan Royals",15,0,8,0,"All","All",Inf,187.5
"Ashok Menaria",2011,"Piyush Chawla","Rajasthan Royals",9,0,9,0,"All","All",Inf,100
"Ashok Menaria",2011,"Prasanth Parameswaran","Rajasthan Royals",10,0,9,0,"All","All",Inf,111.111111111111
"Ashok Menaria",2011,"Rahul Sharma","Rajasthan Royals",2,1,6,0,"All","All",2,33.3333333333333
"Ashok Menaria",2011,"Rajat Bhatia","Rajasthan Royals",4,0,4,0,"All","All",Inf,100
"Ashok Menaria",2011,"Ravichandran Ashwin","Rajasthan Royals",1,2,6,0,"All","All",0.5,16.6666666666667
"Ashok Menaria",2011,"Ravindra Jadeja","Rajasthan Royals",2,0,3,0,"All","All",Inf,66.6666666666667
"Ashok Menaria",2011,"Roelof van der Merwe","Rajasthan Royals",9,0,5,0,"All","All",Inf,180
"Ashok Menaria",2011,"Ryan Harris","Rajasthan Royals",3,0,3,0,"All","All",Inf,100
"Ashok Menaria",2011,"Ryan McLaren","Rajasthan Royals",6,0,3,0,"All","All",Inf,200
"Ashok Menaria",2011,"Shadab Jakati","Rajasthan Royals",1,0,3,0,"All","All",Inf,33.3333333333333
"Ashok Menaria",2011,"Shahbaz Nadeem","Rajasthan Royals",7,0,5,0,"All","All",Inf,140
"Ashok Menaria",2011,"Shakib Al Hasan","Rajasthan Royals",10,0,10,0,"All","All",Inf,100
"Ashok Menaria",2011,"Sreenath Aravind","Rajasthan Royals",1,0,2,0,"All","All",Inf,50
"Ashok Menaria",2011,"Sreesanth","Rajasthan Royals",6,0,4,0,"All","All",Inf,150
"Ashok Menaria",2011,"Suraj Randiv","Rajasthan Royals",1,0,3,0,"All","All",Inf,33.3333333333333
"Ashok Menaria",2011,"Yusuf Pathan","Rajasthan Royals",5,1,6,0,"All","All",5,83.3333333333333
"Ashok Menaria",2012,"Amit Mishra","Rajasthan Royals",17,1,12,0,"All","All",17,141.666666666667
"Ashok Menaria",2012,"Anand Rajan","Rajasthan Royals",8,0,5,0,"All","All",Inf,160
"Ashok Menaria",2012,"Angelo Mathews","Rajasthan Royals",7,0,9,0,"All","All",Inf,77.7777777777778
"Ashok Menaria",2012,"Ashish Nehra","Rajasthan Royals",5,0,5,0,"All","All",Inf,100
"Ashok Menaria",2012,"Ashish Reddy","Rajasthan Royals",9,0,4,0,"All","All",Inf,225
"Ashok Menaria",2012,"Azhar Mahmood","Rajasthan Royals",5,0,2,0,"All","All",Inf,250
"Ashok Menaria",2012,"Bhuvneshwar Kumar","Rajasthan Royals",2,0,3,0,"All","All",Inf,66.6666666666667
"Ashok Menaria",2012,"Brett Lee","Rajasthan Royals",1,1,4,0,"All","All",1,25
"Ashok Menaria",2012,"Dale Steyn","Rajasthan Royals",2,0,5,0,"All","All",Inf,40
"Ashok Menaria",2012,"Dan Christian","Rajasthan Royals",2,0,5,0,"All","All",Inf,40
"Ashok Menaria",2012,"Dhawal Kulkarni","Rajasthan Royals",3,1,4,0,"All","All",3,75
"Ashok Menaria",2012,"Doug Bollinger","Rajasthan Royals",2,1,4,0,"All","All",2,50
"Ashok Menaria",2012,"Dwayne Bravo","Rajasthan Royals",15,0,9,0,"All","All",Inf,166.666666666667
"Ashok Menaria",2012,"Harbhajan Singh","Rajasthan Royals",8,0,10,0,"All","All",Inf,80
"Ashok Menaria",2012,"Jacques Kallis","Rajasthan Royals",10,0,5,0,"All","All",Inf,200
"Ashok Menaria",2012,"Jean-Paul Duminy","Rajasthan Royals",2,0,3,0,"All","All",Inf,66.6666666666667
"Ashok Menaria",2012,"Kieron Pollard","Rajasthan Royals",14,1,7,0,"All","All",14,200
"Ashok Menaria",2012,"Lasith Malinga","Rajasthan Royals",3,0,6,0,"All","All",Inf,50
"Ashok Menaria",2012,"Manpreet Gony","Rajasthan Royals",2,0,2,0,"All","All",Inf,100
"Ashok Menaria",2012,"Michael Clarke","Rajasthan Royals",1,1,2,0,"All","All",1,50
"Ashok Menaria",2012,"Munaf Patel","Rajasthan Royals",1,0,3,0,"All","All",Inf,33.3333333333333
"Ashok Menaria",2012,"Murali Kartik","Rajasthan Royals",3,0,2,0,"All","All",Inf,150
"Ashok Menaria",2012,"Nuwan Kulasekara","Rajasthan Royals",1,0,2,0,"All","All",Inf,50
"Ashok Menaria",2012,"Parvinder Awana","Rajasthan Royals",9,0,13,0,"All","All",Inf,69.2307692307692
"Ashok Menaria",2012,"Pawan Negi","Rajasthan Royals",2,1,4,0,"All","All",2,50
