"Striker","Season","Bowler","Batting_Team","Runs","Dismissed","Balls","Run_Out","Stadium","Bowling_Team","Average","Strike_Rate"
"S Badrinath",2013,"Mitchell Marsh","Chennai Super Kings",6,1,4,0,"All","All",6,150
"S Badrinath",2013,"Murali Kartik","Chennai Super Kings",24,0,12,0,"All","All",Inf,200
"S Badrinath",2013,"Pragyan Ojha","Chennai Super Kings",5,1,6,0,"All","All",5,83.3333333333333
"S Badrinath",2013,"Rahul Sharma","Chennai Super Kings",20,0,15,0,"All","All",Inf,133.333333333333
"S Badrinath",2013,"Rajat Bhatia","Chennai Super Kings",2,0,3,0,"All","All",Inf,66.6666666666667
"S Badrinath",2013,"Sunil Narine","Chennai Super Kings",2,0,3,0,"All","All",Inf,66.6666666666667
"S Badrinath",2013,"Vinay Kumar","Chennai Super Kings",1,0,1,0,"All","All",Inf,100
"Sachin Baby",2013,"Amit Mishra","Rajasthan Royals",2,1,5,0,"All","All",2,40
"Sachin Baby",2013,"Karn Sharma","Rajasthan Royals",1,0,2,0,"All","All",Inf,50
"Sachin Baby",2016,"Andre Russell","Royal Challengers Bangalore",0,1,1,0,"All","All",0,0
"Sachin Baby",2016,"Anureet Singh","Royal Challengers Bangalore",3,0,3,0,"All","All",Inf,100
"Sachin Baby",2016,"Ashish Nehra","Royal Challengers Bangalore",0,1,1,0,"All","All",0,0
"Sachin Baby",2016,"Axar Patel","Royal Challengers Bangalore",10,0,7,0,"All","All",Inf,142.857142857143
"Sachin Baby",2016,"Barinder Sran","Royal Challengers Bangalore",2,0,2,0,"All","All",Inf,100
"Sachin Baby",2016,"Ben Cutting","Royal Challengers Bangalore",1,0,2,0,"All","All",Inf,50
"Sachin Baby",2016,"Bhuvneshwar Kumar","Royal Challengers Bangalore",14,0,8,0,"All","All",Inf,175
"Sachin Baby",2016,"Dhawal Kulkarni","Royal Challengers Bangalore",0,1,2,0,"All","All",0,0
"Sachin Baby",2016,"Jasprit Bumrah","Royal Challengers Bangalore",2,0,3,0,"All","All",Inf,66.6666666666667
"Sachin Baby",2016,"KC Cariappa","Royal Challengers Bangalore",7,0,7,0,"All","All",Inf,100
"Sachin Baby",2016,"Kieron Pollard","Royal Challengers Bangalore",16,0,4,0,"All","All",Inf,400
"Sachin Baby",2016,"Marcus Stoinis","Royal Challengers Bangalore",4,0,3,0,"All","All",Inf,133.333333333333
"Sachin Baby",2016,"Mitchell McClenaghan","Royal Challengers Bangalore",2,0,2,0,"All","All",Inf,100
"Sachin Baby",2016,"Mohit Sharma","Royal Challengers Bangalore",6,0,6,0,"All","All",Inf,100
"Sachin Baby",2016,"Moises Henriques","Royal Challengers Bangalore",5,0,5,0,"All","All",Inf,100
"Sachin Baby",2016,"Morne Morkel","Royal Challengers Bangalore",1,0,1,0,"All","All",Inf,100
"Sachin Baby",2016,"Mustafizur Rahman","Royal Challengers Bangalore",23,0,8,0,"All","All",Inf,287.5
"Sachin Baby",2016,"Ravindra Jadeja","Royal Challengers Bangalore",0,0,1,0,"All","All",NA,0
"Sachin Baby",2016,"Sandeep Sharma","Royal Challengers Bangalore",3,1,3,1,"All","All",3,100
"Sachin Baby",2016,"Tim Southee","Royal Challengers Bangalore",5,0,4,0,"All","All",Inf,125
"Sachin Baby",2016,"Umesh Yadav","Royal Challengers Bangalore",15,0,6,0,"All","All",Inf,250
"Sachin Baby",2017,"Bipul Sharma","Royal Challengers Bangalore",1,1,3,0,"All","All",1,33.3333333333333
"Sachin Baby",2017,"Lockie Ferguson","Royal Challengers Bangalore",1,0,2,0,"All","All",Inf,50
"Sachin Baby",2017,"Mohammed Shami","Royal Challengers Bangalore",7,0,4,0,"All","All",Inf,175
"Sachin Baby",2017,"Pat Cummins","Royal Challengers Bangalore",4,1,3,0,"All","All",4,133.333333333333
"Sachin Baby",2017,"Washington Sundar","Royal Challengers Bangalore",1,1,2,0,"All","All",1,50
"Sachin Baby",2017,"Zaheer Khan","Royal Challengers Bangalore",1,0,1,0,"All","All",Inf,100
"Sachin Baby",2021,"Andre Russell","Royal Challengers Bangalore",0,0,2,0,"All","All",NA,0
"Sachin Baby",2021,"Lockie Ferguson","Royal Challengers Bangalore",3,0,4,0,"All","All",Inf,75
"Sachin Baby",2021,"Prasidh Krishna","Royal Challengers Bangalore",1,0,4,0,"All","All",Inf,25
"Sachin Baby",2021,"Sunil Narine","Royal Challengers Bangalore",1,0,1,0,"All","All",Inf,100
"Sachin Baby",2021,"Varun Chakravarthy","Royal Challengers Bangalore",2,1,6,0,"All","All",2,33.3333333333333
"Sachin Rana",2011,"Brett Lee","Pune Warriors",1,0,2,0,"All","All",Inf,50
"Sachin Rana",2011,"Jacques Kallis","Pune Warriors",10,0,4,0,"All","All",Inf,250
"Sachin Rana",2011,"Lakshmipathy Balaji","Pune Warriors",4,1,4,0,"All","All",4,100
"Sachin Rana",2011,"Rajat Bhatia","Pune Warriors",1,0,3,0,"All","All",Inf,33.3333333333333
"Sachin Rana",2011,"Yusuf Pathan","Pune Warriors",2,0,3,0,"All","All",Inf,66.6666666666667
"Sachin Rana",2014,"Ashish Nehra","Royal Challengers Bangalore",2,0,3,0,"All","All",Inf,66.6666666666667
"Sachin Rana",2014,"Axar Patel","Royal Challengers Bangalore",1,1,2,0,"All","All",1,50
"Sachin Rana",2014,"Bhuvneshwar Kumar","Royal Challengers Bangalore",1,0,1,0,"All","All",Inf,100
"Sachin Rana",2014,"Dale Steyn","Royal Challengers Bangalore",7,0,4,0,"All","All",Inf,175
"Sachin Rana",2014,"David Hussey","Royal Challengers Bangalore",0,1,1,0,"All","All",0,0
"Sachin Rana",2014,"Imran Tahir","Royal Challengers Bangalore",2,0,1,0,"All","All",Inf,200
"Sachin Rana",2014,"Irfan Pathan","Royal Challengers Bangalore",4,0,2,0,"All","All",Inf,200
"Sachin Rana",2014,"Kane Richardson","Royal Challengers Bangalore",3,0,4,0,"All","All",Inf,75
"Sachin Rana",2014,"Lakshmipathy Balaji","Royal Challengers Bangalore",8,0,6,0,"All","All",Inf,133.333333333333
"Sachin Rana",2014,"Mitchell Johnson","Royal Challengers Bangalore",0,0,2,0,"All","All",NA,0
"Sachin Rana",2014,"Mohammed Shami","Royal Challengers Bangalore",5,0,3,0,"All","All",Inf,166.666666666667
"Sachin Rana",2014,"Mohit Sharma","Royal Challengers Bangalore",3,0,3,0,"All","All",Inf,100
"Sachin Rana",2014,"Rahul Shukla","Royal Challengers Bangalore",6,0,5,0,"All","All",Inf,120
"Sachin Rana",2014,"Ravindra Jadeja","Royal Challengers Bangalore",1,0,1,0,"All","All",Inf,100
"Sachin Rana",2014,"Sandeep Sharma","Royal Challengers Bangalore",9,0,6,0,"All","All",Inf,150
"Sachin Rana",2014,"Shane Watson","Royal Challengers Bangalore",0,1,2,0,"All","All",0,0
"Sachin Rana",2014,"Siddarth Kaul","Royal Challengers Bangalore",2,0,5,0,"All","All",Inf,40
"Sachin Rana",2014,"Sunil Narine","Royal Challengers Bangalore",1,0,1,0,"All","All",Inf,100
"Sachin Rana",2014,"Tim Southee","Royal Challengers Bangalore",0,0,2,0,"All","All",NA,0
"Sachin Rana",2014,"Umesh Yadav","Royal Challengers Bangalore",9,0,5,0,"All","All",Inf,180
"Sachin Rana",2014,"Vinay Kumar","Royal Challengers Bangalore",9,0,6,0,"All","All",Inf,150
"Sachin Tendulkar",2008,"Albie Morkel","Mumbai Indians",6,0,3,0,"All","All",Inf,200
"Sachin Tendulkar",2008,"Anil Kumble","Mumbai Indians",19,0,12,0,"All","All",Inf,158.333333333333
"Sachin Tendulkar",2008,"Balachandra Akhil","Mumbai Indians",7,0,8,0,"All","All",Inf,87.5
"Sachin Tendulkar",2008,"Brett Geeves","Mumbai Indians",6,0,4,0,"All","All",Inf,150
"Sachin Tendulkar",2008,"Dale Steyn","Mumbai Indians",3,0,8,0,"All","All",Inf,37.5
"Sachin Tendulkar",2008,"Farveez Maharoof","Mumbai Indians",2,0,5,0,"All","All",Inf,40
"Sachin Tendulkar",2008,"Glenn McGrath","Mumbai Indians",9,0,5,0,"All","All",Inf,180
"Sachin Tendulkar",2008,"Irfan Pathan","Mumbai Indians",13,1,9,1,"All","All",13,144.444444444444
"Sachin Tendulkar",2008,"James Hopes","Mumbai Indians",6,0,5,0,"All","All",Inf,120
"Sachin Tendulkar",2008,"Joginder Sharma","Mumbai Indians",0,1,2,0,"All","All",0,0
"Sachin Tendulkar",2008,"Lakshmipathy Balaji","Mumbai Indians",1,0,6,0,"All","All",Inf,16.6666666666667
"Sachin Tendulkar",2008,"Manpreet Gony","Mumbai Indians",5,0,5,0,"All","All",Inf,100
"Sachin Tendulkar",2008,"Nuwan Zoysa","Mumbai Indians",3,0,3,0,"All","All",Inf,100
"Sachin Tendulkar",2008,"Pankaj Singh","Mumbai Indians",11,0,7,0,"All","All",Inf,157.142857142857
"Sachin Tendulkar",2008,"Piyush Chawla","Mumbai Indians",17,0,15,0,"All","All",Inf,113.333333333333
"Sachin Tendulkar",2008,"Pragyan Ojha","Mumbai Indians",5,0,4,0,"All","All",Inf,125
"Sachin Tendulkar",2008,"Praveen Kumar","Mumbai Indians",8,0,10,0,"All","All",Inf,80
"Sachin Tendulkar",2008,"RP Singh","Mumbai Indians",13,0,8,0,"All","All",Inf,162.5
"Sachin Tendulkar",2008,"Shahid Afridi","Mumbai Indians",1,1,3,0,"All","All",1,33.3333333333333
"Sachin Tendulkar",2008,"Shane Warne","Mumbai Indians",6,0,6,0,"All","All",Inf,100
"Sachin Tendulkar",2008,"Shane Watson","Mumbai Indians",0,0,7,0,"All","All",NA,0
"Sachin Tendulkar",2008,"Shoaib Akhtar","Mumbai Indians",0,1,3,0,"All","All",0,0
"Sachin Tendulkar",2008,"Siddharth Trivedi","Mumbai Indians",5,1,7,0,"All","All",5,71.4285714285714
"Sachin Tendulkar",2008,"Sohail Tanvir","Mumbai Indians",7,0,4,0,"All","All",Inf,175
"Sachin Tendulkar",2008,"Sreesanth","Mumbai Indians",1,0,3,0,"All","All",Inf,33.3333333333333
"Sachin Tendulkar",2008,"Venugopal Rao","Mumbai Indians",1,0,1,0,"All","All",Inf,100
"Sachin Tendulkar",2008,"Vikram Singh","Mumbai Indians",23,0,11,0,"All","All",Inf,209.090909090909
"Sachin Tendulkar",2008,"Vinay Kumar","Mumbai Indians",3,0,5,0,"All","All",Inf,60
"Sachin Tendulkar",2008,"Yo Mahesh","Mumbai Indians",1,1,2,0,"All","All",1,50
"Sachin Tendulkar",2008,"Yusuf Pathan","Mumbai Indians",1,0,3,0,"All","All",Inf,33.3333333333333
"Sachin Tendulkar",2008,"Yuvraj Singh","Mumbai Indians",5,0,3,0,"All","All",Inf,166.666666666667
"Sachin Tendulkar",2009,"Aavishkar Salvi","Mumbai Indians",9,0,8,0,"All","All",Inf,112.5
"Sachin Tendulkar",2009,"Ajantha Mendis","Mumbai Indians",17,0,7,0,"All","All",Inf,242.857142857143
"Sachin Tendulkar",2009,"Ajit Agarkar","Mumbai Indians",10,1,4,0,"All","All",10,250
"Sachin Tendulkar",2009,"Amit Mishra","Mumbai Indians",18,0,10,0,"All","All",Inf,180
"Sachin Tendulkar",2009,"Andrew Flintoff","Mumbai Indians",12,0,10,0,"All","All",Inf,120
"Sachin Tendulkar",2009,"Ashish Nehra","Mumbai Indians",12,0,8,0,"All","All",Inf,150
"Sachin Tendulkar",2009,"Ashok Dinda","Mumbai Indians",18,0,14,0,"All","All",Inf,128.571428571429
"Sachin Tendulkar",2009,"Brad Hodge","Mumbai Indians",8,0,6,0,"All","All",Inf,133.333333333333
"Sachin Tendulkar",2009,"Brett Lee","Mumbai Indians",6,0,4,0,"All","All",Inf,150
"Sachin Tendulkar",2009,"Chris Gayle","Mumbai Indians",6,0,3,0,"All","All",Inf,200
"Sachin Tendulkar",2009,"Dillon du Preez","Mumbai Indians",0,1,3,0,"All","All",0,0
"Sachin Tendulkar",2009,"Dirk Nannes","Mumbai Indians",3,0,8,0,"All","All",Inf,37.5
"Sachin Tendulkar",2009,"Dwayne Smith","Mumbai Indians",5,0,4,0,"All","All",Inf,125
"Sachin Tendulkar",2009,"Fidel Edwards","Mumbai Indians",2,0,2,0,"All","All",Inf,100
"Sachin Tendulkar",2009,"Harmeet Singh","Mumbai Indians",15,0,4,0,"All","All",Inf,375
"Sachin Tendulkar",2009,"Irfan Pathan","Mumbai Indians",4,0,8,0,"All","All",Inf,50
"Sachin Tendulkar",2009,"Ishant Sharma","Mumbai Indians",21,0,23,0,"All","All",Inf,91.304347826087
"Sachin Tendulkar",2009,"Jacob Oram","Mumbai Indians",20,0,12,0,"All","All",Inf,166.666666666667
"Sachin Tendulkar",2009,"Jacques Kallis","Mumbai Indians",2,0,2,0,"All","All",Inf,100
"Sachin Tendulkar",2009,"Joginder Sharma","Mumbai Indians",7,0,9,0,"All","All",Inf,77.7777777777778
"Sachin Tendulkar",2009,"Johan Botha","Mumbai Indians",2,0,3,0,"All","All",Inf,66.6666666666667
"Sachin Tendulkar",2009,"Karan Goel","Mumbai Indians",13,0,7,0,"All","All",Inf,185.714285714286
"Sachin Tendulkar",2009,"Laxmi Shukla","Mumbai Indians",14,1,15,0,"All","All",14,93.3333333333333
"Sachin Tendulkar",2009,"Manpreet Gony","Mumbai Indians",12,0,10,0,"All","All",Inf,120
"Sachin Tendulkar",2009,"Murali Kartik","Mumbai Indians",7,0,2,0,"All","All",Inf,350
"Sachin Tendulkar",2009,"Muthiah Muralidaran","Mumbai Indians",3,0,3,0,"All","All",Inf,100
"Sachin Tendulkar",2009,"Piyush Chawla","Mumbai Indians",17,0,10,0,"All","All",Inf,170
"Sachin Tendulkar",2009,"Pradeep Sangwan","Mumbai Indians",8,1,9,1,"All","All",8,88.8888888888889
"Sachin Tendulkar",2009,"Pragyan Ojha","Mumbai Indians",7,1,6,0,"All","All",7,116.666666666667
"Sachin Tendulkar",2009,"Praveen Kumar","Mumbai Indians",9,0,6,0,"All","All",Inf,150
"Sachin Tendulkar",2009,"RP Singh","Mumbai Indians",7,1,11,0,"All","All",7,63.6363636363636
"Sachin Tendulkar",2009,"Rajat Bhatia","Mumbai Indians",11,1,12,0,"All","All",11,91.6666666666667
"Sachin Tendulkar",2009,"Ravindra Jadeja","Mumbai Indians",14,0,5,0,"All","All",Inf,280
"Sachin Tendulkar",2009,"Rohit Sharma","Mumbai Indians",1,0,2,0,"All","All",Inf,50
"Sachin Tendulkar",2009,"Ryan Harris","Mumbai Indians",1,0,2,0,"All","All",Inf,50
"Sachin Tendulkar",2009,"Shadab Jakati","Mumbai Indians",3,0,4,0,"All","All",Inf,75
"Sachin Tendulkar",2009,"Shane Warne","Mumbai Indians",8,1,8,0,"All","All",8,100
"Sachin Tendulkar",2009,"Siddharth Trivedi","Mumbai Indians",4,0,6,0,"All","All",Inf,66.6666666666667
"Sachin Tendulkar",2009,"Sourav Ganguly","Mumbai Indians",1,0,1,0,"All","All",Inf,100
"Sachin Tendulkar",2009,"Suresh Raina","Mumbai Indians",5,1,7,0,"All","All",5,71.4285714285714
"Sachin Tendulkar",2009,"Thilan Thushara","Mumbai Indians",8,0,8,0,"All","All",Inf,100
"Sachin Tendulkar",2009,"Vikramjeet Malik","Mumbai Indians",0,1,3,0,"All","All",0,0
"Sachin Tendulkar",2009,"Vinay Kumar","Mumbai Indians",0,1,3,0,"All","All",0,0
"Sachin Tendulkar",2009,"Yusuf Pathan","Mumbai Indians",12,0,8,0,"All","All",Inf,150
"Sachin Tendulkar",2009,"Yuvraj Singh","Mumbai Indians",2,0,3,0,"All","All",Inf,66.6666666666667
"Sachin Tendulkar",2010,"Abhishek Jhunjhunwala","Mumbai Indians",1,0,1,0,"All","All",Inf,100
"Sachin Tendulkar",2010,"Aditya Dole","Mumbai Indians",5,0,6,0,"All","All",Inf,83.3333333333333
"Sachin Tendulkar",2010,"Albie Morkel","Mumbai Indians",24,0,21,0,"All","All",Inf,114.285714285714
"Sachin Tendulkar",2010,"Amit Mishra","Mumbai Indians",23,1,13,0,"All","All",23,176.923076923077
"Sachin Tendulkar",2010,"Amit Uniyal","Mumbai Indians",6,0,5,0,"All","All",Inf,120
"Sachin Tendulkar",2010,"Andrew McDonald","Mumbai Indians",4,0,6,0,"All","All",Inf,66.6666666666667
"Sachin Tendulkar",2010,"Andrew Symonds","Mumbai Indians",20,0,17,0,"All","All",Inf,117.647058823529
"Sachin Tendulkar",2010,"Angelo Mathews","Mumbai Indians",11,0,8,0,"All","All",Inf,137.5
"Sachin Tendulkar",2010,"Anil Kumble","Mumbai Indians",2,0,3,0,"All","All",Inf,66.6666666666667
"Sachin Tendulkar",2010,"Ashish Nehra","Mumbai Indians",1,0,1,0,"All","All",Inf,100
"Sachin Tendulkar",2010,"Brett Lee","Mumbai Indians",6,0,4,0,"All","All",Inf,150
"Sachin Tendulkar",2010,"Chris Gayle","Mumbai Indians",11,0,10,0,"All","All",Inf,110
"Sachin Tendulkar",2010,"Dale Steyn","Mumbai Indians",23,1,14,0,"All","All",23,164.285714285714
"Sachin Tendulkar",2010,"Dimitri Mascarenhas","Mumbai Indians",0,1,1,0,"All","All",0,0
"Sachin Tendulkar",2010,"Dirk Nannes","Mumbai Indians",13,0,7,0,"All","All",Inf,185.714285714286
"Sachin Tendulkar",2010,"Doug Bollinger","Mumbai Indians",9,0,12,0,"All","All",Inf,75
"Sachin Tendulkar",2010,"Farveez Maharoof","Mumbai Indians",24,0,10,0,"All","All",Inf,240
"Sachin Tendulkar",2010,"Irfan Pathan","Mumbai Indians",3,0,7,0,"All","All",Inf,42.8571428571429
"Sachin Tendulkar",2010,"Ishant Sharma","Mumbai Indians",36,0,16,0,"All","All",Inf,225
"Sachin Tendulkar",2010,"Jacques Kallis","Mumbai Indians",8,1,5,0,"All","All",8,160
"Sachin Tendulkar",2010,"Jaskaran Singh","Mumbai Indians",24,0,17,0,"All","All",Inf,141.176470588235
"Sachin Tendulkar",2010,"Joginder Sharma","Mumbai Indians",3,0,4,0,"All","All",Inf,75
"Sachin Tendulkar",2010,"Kamran Khan","Mumbai Indians",1,0,1,0,"All","All",Inf,100
"Sachin Tendulkar",2010,"Kemar Roach","Mumbai Indians",2,0,3,0,"All","All",Inf,66.6666666666667
"Sachin Tendulkar",2010,"Lakshmipathy Balaji","Mumbai Indians",13,1,8,0,"All","All",13,162.5
"Sachin Tendulkar",2010,"Love Ablish","Mumbai Indians",5,0,2,0,"All","All",Inf,250
"Sachin Tendulkar",2010,"Murali Kartik","Mumbai Indians",9,0,11,0,"All","All",Inf,81.8181818181818
"Sachin Tendulkar",2010,"Muthiah Muralidaran","Mumbai Indians",25,0,20,0,"All","All",Inf,125
"Sachin Tendulkar",2010,"Paul Collingwood","Mumbai Indians",1,0,2,0,"All","All",Inf,50
"Sachin Tendulkar",2010,"Piyush Chawla","Mumbai Indians",9,2,10,0,"All","All",4.5,90
"Sachin Tendulkar",2010,"Pradeep Sangwan","Mumbai Indians",13,1,13,0,"All","All",13,100
"Sachin Tendulkar",2010,"Pragyan Ojha","Mumbai Indians",7,0,8,0,"All","All",Inf,87.5
"Sachin Tendulkar",2010,"Praveen Kumar","Mumbai Indians",5,0,13,0,"All","All",Inf,38.4615384615385
"Sachin Tendulkar",2010,"RP Singh","Mumbai Indians",16,1,9,0,"All","All",16,177.777777777778
"Sachin Tendulkar",2010,"Rahul Sharma","Mumbai Indians",0,1,1,0,"All","All",0,0
"Sachin Tendulkar",2010,"Ramesh Powar","Mumbai Indians",5,0,3,0,"All","All",Inf,166.666666666667
"Sachin Tendulkar",2010,"Ravichandran Ashwin","Mumbai Indians",24,0,18,0,"All","All",Inf,133.333333333333
"Sachin Tendulkar",2010,"Rohit Sharma","Mumbai Indians",6,0,3,0,"All","All",Inf,200
"Sachin Tendulkar",2010,"Ryan Harris","Mumbai Indians",15,0,10,0,"All","All",Inf,150
"Sachin Tendulkar",2010,"Sarabjit Ladda","Mumbai Indians",14,0,7,0,"All","All",Inf,200
"Sachin Tendulkar",2010,"Shadab Jakati","Mumbai Indians",34,1,26,0,"All","All",34,130.769230769231
"Sachin Tendulkar",2010,"Shalabh Srivastava","Mumbai Indians",8,0,10,0,"All","All",Inf,80
"Sachin Tendulkar",2010,"Shane Bond","Mumbai Indians",4,0,3,0,"All","All",Inf,133.333333333333
"Sachin Tendulkar",2010,"Shane Warne","Mumbai Indians",23,0,15,0,"All","All",Inf,153.333333333333
"Sachin Tendulkar",2010,"Shane Watson","Mumbai Indians",20,0,10,0,"All","All",Inf,200
"Sachin Tendulkar",2010,"Shaun Tait","Mumbai Indians",10,0,4,0,"All","All",Inf,250
"Sachin Tendulkar",2010,"Siddharth Trivedi","Mumbai Indians",26,0,15,0,"All","All",Inf,173.333333333333
"Sachin Tendulkar",2010,"Sudeep Tyagi","Mumbai Indians",10,0,7,0,"All","All",Inf,142.857142857143
"Sachin Tendulkar",2010,"Suresh Raina","Mumbai Indians",7,0,5,0,"All","All",Inf,140
"Sachin Tendulkar",2010,"Thilan Thushara","Mumbai Indians",5,1,7,0,"All","All",5,71.4285714285714
"Sachin Tendulkar",2010,"Thisara Perera","Mumbai Indians",11,0,4,0,"All","All",Inf,275
"Sachin Tendulkar",2010,"Vikramjeet Malik","Mumbai Indians",1,0,1,0,"All","All",Inf,100
"Sachin Tendulkar",2010,"Vinay Kumar","Mumbai Indians",15,1,14,0,"All","All",15,107.142857142857
"Sachin Tendulkar",2010,"Yusuf Pathan","Mumbai Indians",14,0,12,0,"All","All",Inf,116.666666666667
"Sachin Tendulkar",2010,"Yuvraj Singh","Mumbai Indians",3,0,3,0,"All","All",Inf,100
"Sachin Tendulkar",2011,"Aaron Finch","Mumbai Indians",8,0,8,0,"All","All",Inf,100
"Sachin Tendulkar",2011,"Abhimanyu Mithun","Mumbai Indians",14,0,12,0,"All","All",Inf,116.666666666667
"Sachin Tendulkar",2011,"Ajit Agarkar","Mumbai Indians",5,0,4,0,"All","All",Inf,125
"Sachin Tendulkar",2011,"Alfonso Thomas","Mumbai Indians",5,0,11,0,"All","All",Inf,45.4545454545455
"Sachin Tendulkar",2011,"Amit Mishra","Mumbai Indians",8,1,16,0,"All","All",8,50
"Sachin Tendulkar",2011,"Amit Singh","Mumbai Indians",5,1,5,0,"All","All",5,100
"Sachin Tendulkar",2011,"Anand Rajan","Mumbai Indians",8,1,8,0,"All","All",8,100
"Sachin Tendulkar",2011,"Ankeet Chavan","Mumbai Indians",8,0,12,0,"All","All",Inf,66.6666666666667
"Sachin Tendulkar",2011,"Asad Pathan","Mumbai Indians",9,0,8,0,"All","All",Inf,112.5
"Sachin Tendulkar",2011,"Ashok Dinda","Mumbai Indians",1,0,4,0,"All","All",Inf,25
"Sachin Tendulkar",2011,"Ashok Menaria","Mumbai Indians",5,1,4,0,"All","All",5,125
"Sachin Tendulkar",2011,"Bhargav Bhatt","Mumbai Indians",16,0,13,0,"All","All",Inf,123.076923076923
"Sachin Tendulkar",2011,"Bipul Sharma","Mumbai Indians",12,0,11,0,"All","All",Inf,109.090909090909
"Sachin Tendulkar",2011,"Brett Lee","Mumbai Indians",12,0,8,0,"All","All",Inf,150
"Sachin Tendulkar",2011,"Chris Gayle","Mumbai Indians",1,0,1,0,"All","All",Inf,100
"Sachin Tendulkar",2011,"Dale Steyn","Mumbai Indians",9,0,4,0,"All","All",Inf,225
"Sachin Tendulkar",2011,"Dan Christian","Mumbai Indians",11,0,12,0,"All","All",Inf,91.6666666666667
"Sachin Tendulkar",2011,"Daniel Vettori","Mumbai Indians",18,0,16,0,"All","All",Inf,112.5
"Sachin Tendulkar",2011,"Doug Bollinger","Mumbai Indians",5,1,8,0,"All","All",5,62.5
"Sachin Tendulkar",2011,"Iqbal Abdulla","Mumbai Indians",15,0,10,0,"All","All",Inf,150
"Sachin Tendulkar",2011,"Irfan Pathan","Mumbai Indians",17,1,17,0,"All","All",17,100
"Sachin Tendulkar",2011,"Ishant Sharma","Mumbai Indians",20,0,15,0,"All","All",Inf,133.333333333333
"Sachin Tendulkar",2011,"Jacques Kallis","Mumbai Indians",5,1,8,0,"All","All",5,62.5
"Sachin Tendulkar",2011,"Jamaluddin Syed Mohammad","Mumbai Indians",7,1,4,0,"All","All",7,175
"Sachin Tendulkar",2011,"Jean-Paul Duminy","Mumbai Indians",1,0,3,0,"All","All",Inf,33.3333333333333
"Sachin Tendulkar",2011,"Jerome Taylor","Mumbai Indians",0,0,1,0,"All","All",NA,0
"Sachin Tendulkar",2011,"Jesse Ryder","Mumbai Indians",11,0,8,0,"All","All",Inf,137.5
"Sachin Tendulkar",2011,"Johan Botha","Mumbai Indians",2,0,4,0,"All","All",Inf,50
"Sachin Tendulkar",2011,"Lakshmipathy Balaji","Mumbai Indians",1,0,1,0,"All","All",Inf,100
"Sachin Tendulkar",2011,"Morne Morkel","Mumbai Indians",8,0,13,0,"All","All",Inf,61.5384615384615
"Sachin Tendulkar",2011,"Murali Kartik","Mumbai Indians",7,0,10,0,"All","All",Inf,70
"Sachin Tendulkar",2011,"Paul Valthaty","Mumbai Indians",2,0,2,0,"All","All",Inf,100
"Sachin Tendulkar",2011,"Piyush Chawla","Mumbai Indians",13,0,10,0,"All","All",Inf,130
"Sachin Tendulkar",2011,"Pragyan Ojha","Mumbai Indians",8,0,8,0,"All","All",Inf,100
"Sachin Tendulkar",2011,"Praveen Kumar","Mumbai Indians",4,1,9,0,"All","All",4,44.4444444444444
"Sachin Tendulkar",2011,"RP Singh","Mumbai Indians",11,0,11,0,"All","All",Inf,100
"Sachin Tendulkar",2011,"Rahul Sharma","Mumbai Indians",3,1,6,0,"All","All",3,50
"Sachin Tendulkar",2011,"Raiphi Gomez","Mumbai Indians",9,0,8,0,"All","All",Inf,112.5
"Sachin Tendulkar",2011,"Rajat Bhatia","Mumbai Indians",9,1,10,0,"All","All",9,90
"Sachin Tendulkar",2011,"Ramesh Powar","Mumbai Indians",1,0,1,0,"All","All",Inf,100
"Sachin Tendulkar",2011,"Ravindra Jadeja","Mumbai Indians",12,0,12,0,"All","All",Inf,100
"Sachin Tendulkar",2011,"Roelof van der Merwe","Mumbai Indians",12,0,11,0,"All","All",Inf,109.090909090909
"Sachin Tendulkar",2011,"Ryan Harris","Mumbai Indians",10,1,9,0,"All","All",10,111.111111111111
"Sachin Tendulkar",2011,"Shakib Al Hasan","Mumbai Indians",10,0,7,0,"All","All",Inf,142.857142857143
"Sachin Tendulkar",2011,"Shane Warne","Mumbai Indians",7,0,7,0,"All","All",Inf,100
"Sachin Tendulkar",2011,"Shane Watson","Mumbai Indians",3,0,6,0,"All","All",Inf,50
"Sachin Tendulkar",2011,"Shrikant Wagh","Mumbai Indians",22,0,17,0,"All","All",Inf,129.411764705882
"Sachin Tendulkar",2011,"Siddharth Trivedi","Mumbai Indians",8,0,4,0,"All","All",Inf,200
"Sachin Tendulkar",2011,"Sreenath Aravind","Mumbai Indians",24,0,13,0,"All","All",Inf,184.615384615385
"Sachin Tendulkar",2011,"Thisara Perera","Mumbai Indians",25,0,15,0,"All","All",Inf,166.666666666667
"Sachin Tendulkar",2011,"Tillakaratne Dilshan","Mumbai Indians",9,0,4,0,"All","All",Inf,225
"Sachin Tendulkar",2011,"Umesh Yadav","Mumbai Indians",9,0,7,0,"All","All",Inf,128.571428571429
"Sachin Tendulkar",2011,"Vinay Kumar","Mumbai Indians",42,0,19,0,"All","All",Inf,221.052631578947
"Sachin Tendulkar",2011,"Virat Kohli","Mumbai Indians",11,0,7,0,"All","All",Inf,157.142857142857
"Sachin Tendulkar",2011,"Wayne Parnell","Mumbai Indians",3,0,3,0,"All","All",Inf,100
"Sachin Tendulkar",2011,"Yusuf Pathan","Mumbai Indians",22,0,11,0,"All","All",Inf,200
