"Bowling_Team","Bowler","Batting_Team","Stadium","Runs","Wickets","Balls","Season","Average","Economy"
"Punjab Kings","Mohit Sharma","Rising Pune Supergiants","Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium",39,1,24,"All",39,9.75
"Punjab Kings","Mohit Sharma","Rising Pune Supergiants","Holkar Cricket Stadium",34,0,24,"All",Inf,8.5
"Punjab Kings","Mohit Sharma","Rising Pune Supergiants","Maharashtra Cricket Association Stadium",18,0,12,"All",Inf,9
"Punjab Kings","Mohit Sharma","Rising Pune Supergiants","Punjab Cricket Association IS Bindra Stadium",23,3,24,"All",7.66666666666667,5.75
"Punjab Kings","Mohit Sharma","Royal Challengers Bangalore","Holkar Cricket Stadium",62,0,30,"All",Inf,12.4
"Punjab Kings","Mohit Sharma","Royal Challengers Bangalore","M Chinnaswamy Stadium",102,2,63,"All",51,9.71428571428572
"Punjab Kings","Mohit Sharma","Royal Challengers Bangalore","Punjab Cricket Association IS Bindra Stadium",33,0,18,"All",Inf,11
"Punjab Kings","Mohit Sharma","Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",125,3,64,"All",41.6666666666667,11.71875
"Punjab Kings","Mohit Sharma","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",45,3,42,"All",15,6.42857142857143
"Punjab Kings","Moises Henriques","Chennai Super Kings","Dubai International Cricket Stadium",9,0,6,"All",Inf,9
"Punjab Kings","Moises Henriques","Kolkata Knight Riders","Narendra Modi Stadium",5,1,6,"All",5,5
"Punjab Kings","Moises Henriques","Mumbai Indians","MA Chidambaram Stadium",12,0,18,"All",Inf,4
"Punjab Kings","Moises Henriques","Royal Challengers Bangalore","Sharjah Cricket Stadium",12,3,24,"All",4,3
"Punjab Kings","Moises Henriques","Sunrisers Hyderabad","MA Chidambaram Stadium",7,0,6,"All",Inf,7
"Punjab Kings","Mujeeb Ur Rahman","Chennai Super Kings","Punjab Cricket Association IS Bindra Stadium",18,0,18,"All",Inf,6
"Punjab Kings","Mujeeb Ur Rahman","Delhi Capitals","Feroz Shah Kotla",25,2,24,"All",12.5,6.25
"Punjab Kings","Mujeeb Ur Rahman","Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",64,2,48,"All",32,8
"Punjab Kings","Mujeeb Ur Rahman","Kolkata Knight Riders","Eden Gardens",32,1,24,"All",32,8
"Punjab Kings","Mujeeb Ur Rahman","Kolkata Knight Riders","Holkar Cricket Stadium",28,0,14,"All",Inf,12
"Punjab Kings","Mujeeb Ur Rahman","Kolkata Knight Riders","Zayed Cricket Stadium",44,0,24,"All",Inf,11
"Punjab Kings","Mujeeb Ur Rahman","Mumbai Indians","Holkar Cricket Stadium",37,2,24,"All",18.5,9.25
"Punjab Kings","Mujeeb Ur Rahman","Rajasthan Royals","Holkar Cricket Stadium",27,3,24,"All",9,6.75
"Punjab Kings","Mujeeb Ur Rahman","Rajasthan Royals","Punjab Cricket Association IS Bindra Stadium",24,0,18,"All",Inf,8
"Punjab Kings","Mujeeb Ur Rahman","Rajasthan Royals","Sawai Mansingh Stadium",52,4,48,"All",13,6.5
"Punjab Kings","Mujeeb Ur Rahman","Royal Challengers Bangalore","M Chinnaswamy Stadium",29,1,24,"All",29,7.25
"Punjab Kings","Mujeeb Ur Rahman","Sunrisers Hyderabad","Dubai International Cricket Stadium",39,0,24,"All",Inf,9.75
"Punjab Kings","Mujeeb Ur Rahman","Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",61,1,48,"All",61,7.625
"Punjab Kings","Mujeeb Ur Rahman","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",83,1,48,"All",83,10.375
"Punjab Kings","Murali Kartik","Chennai Super Kings","Barabati Stadium",40,0,24,"All",Inf,10
"Punjab Kings","Murali Kartik","Rajasthan Royals","Sharjah Cricket Stadium",51,1,24,"All",51,12.75
"Punjab Kings","Murali Vijay","Mumbai Indians","Punjab Cricket Association Stadium",12,0,6,"All",Inf,12
"Punjab Kings","Murali Vijay","Sunrisers Hyderabad","Punjab Cricket Association IS Bindra Stadium",8,0,6,"All",Inf,8
"Punjab Kings","Murali Vijay","Sunrisers Hyderabad","Punjab Cricket Association Stadium",16,0,18,"All",Inf,5.33333333333333
"Punjab Kings","Murugan Ashwin","Chennai Super Kings","MA Chidambaram Stadium",23,0,24,"All",Inf,5.75
"Punjab Kings","Murugan Ashwin","Chennai Super Kings","Punjab Cricket Association IS Bindra Stadium",33,0,18,"All",Inf,11
"Punjab Kings","Murugan Ashwin","Chennai Super Kings","Wankhede Stadium",32,1,18,"All",32,10.6666666666667
"Punjab Kings","Murugan Ashwin","Chennai Super Kings","Zayed Cricket Stadium",17,0,24,"All",Inf,4.25
"Punjab Kings","Murugan Ashwin","Delhi Capitals","Dubai International Cricket Stadium",33,1,24,"All",33,8.25
"Punjab Kings","Murugan Ashwin","Delhi Capitals","Feroz Shah Kotla",20,0,18,"All",Inf,6.66666666666667
"Punjab Kings","Murugan Ashwin","Delhi Capitals","Punjab Cricket Association IS Bindra Stadium",19,0,12,"All",Inf,9.5
"Punjab Kings","Murugan Ashwin","Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",24,0,12,"All",Inf,12
"Punjab Kings","Murugan Ashwin","Kolkata Knight Riders","Sharjah Cricket Stadium",27,1,24,"All",27,6.75
"Punjab Kings","Murugan Ashwin","Mumbai Indians","Dubai International Cricket Stadium",28,0,18,"All",Inf,9.33333333333333
"Punjab Kings","Murugan Ashwin","Mumbai Indians","Punjab Cricket Association IS Bindra Stadium",25,2,24,"All",12.5,6.25
"Punjab Kings","Murugan Ashwin","Rajasthan Royals","Punjab Cricket Association IS Bindra Stadium",24,1,24,"All",24,6
"Punjab Kings","Murugan Ashwin","Rajasthan Royals","Sharjah Cricket Stadium",16,1,9,"All",16,10.6666666666667
"Punjab Kings","Murugan Ashwin","Rajasthan Royals","Wankhede Stadium",43,0,24,"All",Inf,10.75
"Punjab Kings","Murugan Ashwin","Rajasthan Royals","Zayed Cricket Stadium",43,1,24,"All",43,10.75
"Punjab Kings","Murugan Ashwin","Royal Challengers Bangalore","Dubai International Cricket Stadium",21,3,18,"All",7,7
"Punjab Kings","Murugan Ashwin","Royal Challengers Bangalore","M Chinnaswamy Stadium",31,1,24,"All",31,7.75
"Punjab Kings","Murugan Ashwin","Royal Challengers Bangalore","Punjab Cricket Association IS Bindra Stadium",24,0,24,"All",Inf,6
"Punjab Kings","Murugan Ashwin","Royal Challengers Bangalore","Sharjah Cricket Stadium",23,2,24,"All",11.5,5.75
"Punjab Kings","Murugan Ashwin","Sunrisers Hyderabad","Dubai International Cricket Stadium",27,1,24,"All",27,6.75
"Punjab Kings","Murugan Ashwin","Sunrisers Hyderabad","MA Chidambaram Stadium",22,0,24,"All",Inf,5.5
"Punjab Kings","Murugan Ashwin","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",32,1,24,"All",32,8
"Punjab Kings","Nathan Ellis","Delhi Capitals","Brabourne Stadium",15,0,12,"All",Inf,7.5
"Punjab Kings","Nathan Ellis","Kolkata Knight Riders","Dubai International Cricket Stadium",46,0,24,"All",Inf,11.5
"Punjab Kings","Nathan Ellis","Mumbai Indians","Zayed Cricket Stadium",12,1,18,"All",12,4
"Punjab Kings","Nathan Ellis","Sunrisers Hyderabad","Sharjah Cricket Stadium",32,0,24,"All",Inf,8
"Punjab Kings","Nathan Ellis","Sunrisers Hyderabad","Wankhede Stadium",40,3,24,"All",13.3333333333333,10
"Punjab Kings","Nathan Rimmington","Pune Warriors","Dr DY Patil Sports Academy",19,0,18,"All",Inf,6.33333333333333
"Punjab Kings","Odean Smith","Chennai Super Kings","Brabourne Stadium",14,1,12,"All",14,7
"Punjab Kings","Odean Smith","Gujarat Titans","Brabourne Stadium",35,0,18,"All",Inf,11.6666666666667
"Punjab Kings","Odean Smith","Kolkata Knight Riders","Wankhede Stadium",39,1,12,"All",39,19.5
"Punjab Kings","Odean Smith","Mumbai Indians","Maharashtra Cricket Association Stadium",30,4,18,"All",7.5,10
"Punjab Kings","Odean Smith","Royal Challengers Bangalore","Dr DY Patil Sports Academy",52,0,24,"All",Inf,13
"Punjab Kings","Odean Smith","Sunrisers Hyderabad","Dr DY Patil Sports Academy",8,0,6,"All",Inf,8
"Punjab Kings","Pardeep Sahu","Delhi Capitals","Feroz Shah Kotla",27,0,15,"All",Inf,10.8
"Punjab Kings","Pardeep Sahu","Gujarat Lions","Punjab Cricket Association IS Bindra Stadium",35,1,24,"All",35,8.75
"Punjab Kings","Pardeep Sahu","Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",18,2,24,"All",9,4.5
"Punjab Kings","Pardeep Sahu","Mumbai Indians","Punjab Cricket Association IS Bindra Stadium",35,0,18,"All",Inf,11.6666666666667
"Punjab Kings","Pardeep Sahu","Rising Pune Supergiants","Punjab Cricket Association IS Bindra Stadium",31,0,24,"All",Inf,7.75
"Punjab Kings","Parvinder Awana","Chennai Super Kings","Himachal Pradesh Cricket Association Stadium",12,2,24,"All",6,3
"Punjab Kings","Parvinder Awana","Chennai Super Kings","MA Chidambaram Stadium",63,2,48,"All",31.5,7.875
"Punjab Kings","Parvinder Awana","Chennai Super Kings","Punjab Cricket Association Stadium",20,0,12,"All",Inf,10
"Punjab Kings","Parvinder Awana","Chennai Super Kings","Sheikh Zayed Stadium",35,1,18,"All",35,11.6666666666667
"Punjab Kings","Parvinder Awana","Chennai Super Kings","Wankhede Stadium",59,2,24,"All",29.5,14.75
"Punjab Kings","Parvinder Awana","Deccan Chargers","Punjab Cricket Association Stadium",41,1,24,"All",41,10.25
"Punjab Kings","Parvinder Awana","Deccan Chargers","Rajiv Gandhi International Stadium",27,2,24,"All",13.5,6.75
"Punjab Kings","Parvinder Awana","Delhi Capitals","Feroz Shah Kotla",43,4,48,"All",10.75,5.375
"Punjab Kings","Parvinder Awana","Delhi Capitals","Himachal Pradesh Cricket Association Stadium",66,1,42,"All",66,9.42857142857143
"Punjab Kings","Parvinder Awana","Delhi Capitals","Punjab Cricket Association Stadium",15,2,18,"All",7.5,5
"Punjab Kings","Parvinder Awana","Kolkata Knight Riders","Barabati Stadium",20,1,12,"All",20,10
"Punjab Kings","Parvinder Awana","Kolkata Knight Riders","Eden Gardens",33,0,24,"All",Inf,8.25
"Punjab Kings","Parvinder Awana","Kolkata Knight Riders","M Chinnaswamy Stadium",43,0,21,"All",Inf,12.2857142857143
"Punjab Kings","Parvinder Awana","Kolkata Knight Riders","Punjab Cricket Association Stadium",39,2,24,"All",19.5,9.75
"Punjab Kings","Parvinder Awana","Mumbai Indians","Himachal Pradesh Cricket Association Stadium",29,1,24,"All",29,7.25
"Punjab Kings","Parvinder Awana","Mumbai Indians","Punjab Cricket Association Stadium",39,3,24,"All",13,9.75
"Punjab Kings","Parvinder Awana","Mumbai Indians","Wankhede Stadium",39,2,48,"All",19.5,4.875
"Punjab Kings","Parvinder Awana","Pune Warriors","Punjab Cricket Association Stadium",56,1,48,"All",56,7
"Punjab Kings","Parvinder Awana","Pune Warriors","Subrata Roy Sahara Stadium",16,1,24,"All",16,4
"Punjab Kings","Parvinder Awana","Rajasthan Royals","Punjab Cricket Association Stadium",73,0,48,"All",Inf,9.125
"Punjab Kings","Parvinder Awana","Rajasthan Royals","Sawai Mansingh Stadium",35,1,24,"All",35,8.75
"Punjab Kings","Parvinder Awana","Rajasthan Royals","Sharjah Cricket Stadium",40,1,24,"All",40,10
"Punjab Kings","Parvinder Awana","Royal Challengers Bangalore","M Chinnaswamy Stadium",87,3,48,"All",29,10.875
"Punjab Kings","Parvinder Awana","Royal Challengers Bangalore","Punjab Cricket Association Stadium",62,5,48,"All",12.4,7.75
"Punjab Kings","Parvinder Awana","Sunrisers Hyderabad","Punjab Cricket Association Stadium",35,1,24,"All",35,8.75
"Punjab Kings","Paul Valthaty","Deccan Chargers","Himachal Pradesh Cricket Association Stadium",24,1,24,"All",24,6
"Punjab Kings","Paul Valthaty","Deccan Chargers","Rajiv Gandhi International Stadium",29,4,24,"All",7.25,7.25
"Punjab Kings","Paul Valthaty","Delhi Capitals","Feroz Shah Kotla",13,0,6,"All",Inf,13
"Punjab Kings","Paul Valthaty","Delhi Capitals","Himachal Pradesh Cricket Association Stadium",34,1,24,"All",34,8.5
"Punjab Kings","Paul Valthaty","Kolkata Knight Riders","Eden Gardens",13,0,12,"All",Inf,6.5
"Punjab Kings","Paul Valthaty","Mumbai Indians","Wankhede Stadium",10,0,6,"All",Inf,10
"Punjab Kings","Paul Valthaty","Pune Warriors","Punjab Cricket Association Stadium",17,0,13,"All",Inf,7.84615384615385
"Punjab Kings","Paul Valthaty","Rajasthan Royals","Punjab Cricket Association Stadium",19,0,12,"All",Inf,9.5
"Punjab Kings","Paul Valthaty","Rajasthan Royals","Sawai Mansingh Stadium",16,0,6,"All",Inf,16
"Punjab Kings","Paul Valthaty","Royal Challengers Bangalore","Himachal Pradesh Cricket Association Stadium",30,1,24,"All",30,7.5
"Punjab Kings","Piyush Chawla","Chennai Super Kings","Himachal Pradesh Cricket Association Stadium",40,1,30,"All",40,8
"Punjab Kings","Piyush Chawla","Chennai Super Kings","Kingsmead",13,1,12,"All",13,6.5
"Punjab Kings","Piyush Chawla","Chennai Super Kings","MA Chidambaram Stadium",115,5,90,"All",23,7.66666666666667
"Punjab Kings","Piyush Chawla","Chennai Super Kings","Punjab Cricket Association Stadium",73,1,48,"All",73,9.125
"Punjab Kings","Piyush Chawla","Chennai Super Kings","SuperSport Park",28,1,18,"All",28,9.33333333333333
"Punjab Kings","Piyush Chawla","Chennai Super Kings","Wankhede Stadium",23,0,17,"All",Inf,8.11764705882353
"Punjab Kings","Piyush Chawla","Deccan Chargers","Barabati Stadium",24,0,18,"All",Inf,8
"Punjab Kings","Piyush Chawla","Deccan Chargers","De Beers Diamond Oval",26,1,18,"All",26,8.66666666666667
"Punjab Kings","Piyush Chawla","Deccan Chargers","Himachal Pradesh Cricket Association Stadium",72,1,48,"All",72,9
"Punjab Kings","Piyush Chawla","Deccan Chargers","New Wanderers Stadium",20,0,24,"All",Inf,5
"Punjab Kings","Piyush Chawla","Deccan Chargers","Punjab Cricket Association Stadium",58,0,42,"All",Inf,8.28571428571428
"Punjab Kings","Piyush Chawla","Deccan Chargers","Rajiv Gandhi International Stadium",78,5,60,"All",15.6,7.8
"Punjab Kings","Piyush Chawla","Delhi Capitals","Feroz Shah Kotla",115,4,90,"All",28.75,7.66666666666667
"Punjab Kings","Piyush Chawla","Delhi Capitals","Himachal Pradesh Cricket Association Stadium",88,5,72,"All",17.6,7.33333333333333
"Punjab Kings","Piyush Chawla","Delhi Capitals","Newlands",12,0,5,"All",Inf,14.4
"Punjab Kings","Piyush Chawla","Delhi Capitals","OUTsurance Oval",16,0,18,"All",Inf,5.33333333333333
"Punjab Kings","Piyush Chawla","Delhi Capitals","Punjab Cricket Association Stadium",62,0,48,"All",Inf,7.75
"Punjab Kings","Piyush Chawla","Kochi Tuskers Kerala","Holkar Cricket Stadium",30,1,24,"All",30,7.5
"Punjab Kings","Piyush Chawla","Kolkata Knight Riders","Eden Gardens",142,5,104,"All",28.4,8.19230769230769
"Punjab Kings","Piyush Chawla","Kolkata Knight Riders","Kingsmead",8,0,12,"All",Inf,4
"Punjab Kings","Piyush Chawla","Kolkata Knight Riders","Punjab Cricket Association Stadium",98,3,72,"All",32.6666666666667,8.16666666666667
"Punjab Kings","Piyush Chawla","Kolkata Knight Riders","St George's Park",27,2,24,"All",13.5,6.75
"Punjab Kings","Piyush Chawla","Mumbai Indians","Brabourne Stadium",32,1,18,"All",32,10.6666666666667
"Punjab Kings","Piyush Chawla","Mumbai Indians","Himachal Pradesh Cricket Association Stadium",20,2,24,"All",10,5
"Punjab Kings","Piyush Chawla","Mumbai Indians","Kingsmead",26,1,18,"All",26,8.66666666666667
"Punjab Kings","Piyush Chawla","Mumbai Indians","Punjab Cricket Association Stadium",86,6,72,"All",14.3333333333333,7.16666666666667
"Punjab Kings","Piyush Chawla","Mumbai Indians","SuperSport Park",32,1,24,"All",32,8
"Punjab Kings","Piyush Chawla","Mumbai Indians","Wankhede Stadium",102,4,84,"All",25.5,7.28571428571428
"Punjab Kings","Piyush Chawla","Pune Warriors","Dr DY Patil Sports Academy",12,0,6,"All",Inf,12
"Punjab Kings","Piyush Chawla","Pune Warriors","Punjab Cricket Association Stadium",56,1,48,"All",56,7
"Punjab Kings","Piyush Chawla","Pune Warriors","Subrata Roy Sahara Stadium",33,1,36,"All",33,5.5
"Punjab Kings","Piyush Chawla","Rajasthan Royals","Kingsmead",30,2,24,"All",15,7.5
"Punjab Kings","Piyush Chawla","Rajasthan Royals","Newlands",22,2,24,"All",11,5.5
"Punjab Kings","Piyush Chawla","Rajasthan Royals","Punjab Cricket Association Stadium",153,8,120,"All",19.125,7.65
"Punjab Kings","Piyush Chawla","Rajasthan Royals","Sawai Mansingh Stadium",109,2,80,"All",54.5,8.175
"Punjab Kings","Piyush Chawla","Royal Challengers Bangalore","Himachal Pradesh Cricket Association Stadium",17,4,24,"All",4.25,4.25
"Punjab Kings","Piyush Chawla","Royal Challengers Bangalore","Kingsmead",48,1,48,"All",48,6
"Punjab Kings","Piyush Chawla","Royal Challengers Bangalore","M Chinnaswamy Stadium",144,7,108,"All",20.5714285714286,8
"Punjab Kings","Piyush Chawla","Royal Challengers Bangalore","Punjab Cricket Association Stadium",102,3,84,"All",34,7.28571428571428
"Punjab Kings","Piyush Chawla","Sunrisers Hyderabad","Punjab Cricket Association Stadium",20,1,24,"All",20,5
"Punjab Kings","Piyush Chawla","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",25,1,24,"All",25,6.25
"Punjab Kings","Praveen Kumar","Chennai Super Kings","Himachal Pradesh Cricket Association Stadium",18,2,24,"All",9,4.5
"Punjab Kings","Praveen Kumar","Chennai Super Kings","MA Chidambaram Stadium",78,1,48,"All",78,9.75
"Punjab Kings","Praveen Kumar","Chennai Super Kings","Punjab Cricket Association Stadium",55,2,38,"All",27.5,8.68421052631579
"Punjab Kings","Praveen Kumar","Deccan Chargers","Himachal Pradesh Cricket Association Stadium",26,0,18,"All",Inf,8.66666666666667
"Punjab Kings","Praveen Kumar","Deccan Chargers","Punjab Cricket Association Stadium",31,1,24,"All",31,7.75
"Punjab Kings","Praveen Kumar","Deccan Chargers","Rajiv Gandhi International Stadium",44,2,48,"All",22,5.5
"Punjab Kings","Praveen Kumar","Delhi Capitals","Feroz Shah Kotla",102,4,72,"All",25.5,8.5
"Punjab Kings","Praveen Kumar","Delhi Capitals","Himachal Pradesh Cricket Association Stadium",84,2,72,"All",42,7
"Punjab Kings","Praveen Kumar","Kolkata Knight Riders","Eden Gardens",64,0,60,"All",Inf,6.4
"Punjab Kings","Praveen Kumar","Kolkata Knight Riders","Punjab Cricket Association Stadium",49,2,42,"All",24.5,7
"Punjab Kings","Praveen Kumar","Mumbai Indians","Himachal Pradesh Cricket Association Stadium",15,1,18,"All",15,5
"Punjab Kings","Praveen Kumar","Mumbai Indians","Punjab Cricket Association Stadium",44,2,48,"All",22,5.5
"Punjab Kings","Praveen Kumar","Mumbai Indians","Wankhede Stadium",88,3,66,"All",29.3333333333333,8
"Punjab Kings","Praveen Kumar","Pune Warriors","Dr DY Patil Sports Academy",28,1,18,"All",28,9.33333333333333
"Punjab Kings","Praveen Kumar","Pune Warriors","Punjab Cricket Association Stadium",72,1,72,"All",72,6
"Punjab Kings","Praveen Kumar","Pune Warriors","Subrata Roy Sahara Stadium",58,2,48,"All",29,7.25
"Punjab Kings","Praveen Kumar","Rajasthan Royals","Punjab Cricket Association Stadium",81,2,72,"All",40.5,6.75
"Punjab Kings","Praveen Kumar","Rajasthan Royals","Sawai Mansingh Stadium",52,2,48,"All",26,6.5
"Punjab Kings","Praveen Kumar","Royal Challengers Bangalore","Himachal Pradesh Cricket Association Stadium",11,0,18,"All",Inf,3.66666666666667
"Punjab Kings","Praveen Kumar","Royal Challengers Bangalore","M Chinnaswamy Stadium",45,0,48,"All",Inf,5.625
"Punjab Kings","Praveen Kumar","Royal Challengers Bangalore","Punjab Cricket Association Stadium",63,0,48,"All",Inf,7.875
"Punjab Kings","Praveen Kumar","Sunrisers Hyderabad","Punjab Cricket Association Stadium",32,0,24,"All",Inf,8
"Punjab Kings","Praveen Kumar","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",12,1,18,"All",12,4
"Punjab Kings","Rahul Chahar","Chennai Super Kings","Brabourne Stadium",25,3,24,"All",8.33333333333333,6.25
"Punjab Kings","Rahul Chahar","Chennai Super Kings","Wankhede Stadium",30,0,18,"All",Inf,10
"Punjab Kings","Rahul Chahar","Delhi Capitals","Brabourne Stadium",21,1,15,"All",21,8.4
"Punjab Kings","Rahul Chahar","Delhi Capitals","Dr DY Patil Sports Academy",19,0,24,"All",Inf,4.75
"Punjab Kings","Rahul Chahar","Gujarat Titans","Brabourne Stadium",41,1,24,"All",41,10.25
"Punjab Kings","Rahul Chahar","Gujarat Titans","Dr DY Patil Sports Academy",11,0,9,"All",Inf,7.33333333333333
"Punjab Kings","Rahul Chahar","Kolkata Knight Riders","Wankhede Stadium",13,2,24,"All",6.5,3.25
"Punjab Kings","Rahul Chahar","Lucknow Super Giants","Maharashtra Cricket Association Stadium",30,2,24,"All",15,7.5
"Punjab Kings","Rahul Chahar","Mumbai Indians","Maharashtra Cricket Association Stadium",44,0,24,"All",Inf,11
"Punjab Kings","Rahul Chahar","Rajasthan Royals","Wankhede Stadium",39,0,22,"All",Inf,10.6363636363636
"Punjab Kings","Rahul Chahar","Royal Challengers Bangalore","Brabourne Stadium",37,2,24,"All",18.5,9.25
"Punjab Kings","Rahul Chahar","Royal Challengers Bangalore","Dr DY Patil Sports Academy",22,1,24,"All",22,5.5
"Punjab Kings","Rahul Chahar","Sunrisers Hyderabad","Dr DY Patil Sports Academy",28,2,24,"All",14,7
"Punjab Kings","Rahul Tewatia","Kolkata Knight Riders","Punjab Cricket Association IS Bindra Stadium",18,2,24,"All",9,4.5
