"Bowler","Season","Striker","Runs","Wickets","Balls","Stadium","Bowling_Team","Batting_Team","Average","Economy"
"Aaron Finch",2010,"Cheteshwar Pujara",4,0,5,"All","All","All",Inf,4.8
"Aaron Finch",2010,"Sourav Ganguly",1,0,2,"All","All","All",Inf,3
"Aaron Finch",2011,"Rohit Sharma",4,0,4,"All","All","All",Inf,6
"Aaron Finch",2011,"Sachin Tendulkar",9,0,8,"All","All","All",Inf,6.75
"Aaron Finch",2013,"Chris Gayle",28,0,5,"All","All","All",Inf,33.6
"Aaron Finch",2013,"Dinesh Karthik",2,0,2,"All","All","All",Inf,6
"Aaron Finch",2013,"Ravindra Jadeja",2,0,2,"All","All","All",Inf,6
"Aaron Finch",2013,"Ricky Ponting",1,0,1,"All","All","All",Inf,6
"Aaron Finch",2013,"Rohit Sharma",2,0,2,"All","All","All",Inf,6
"Aaron Finch",2013,"S Badrinath",7,0,4,"All","All","All",Inf,10.5
"Aaron Finch",2013,"Sachin Tendulkar",6,1,7,"All","All","All",6,5.14285714285714
"Aaron Finch",2013,"Tillakaratne Dilshan",1,0,1,"All","All","All",Inf,6
"Aavishkar Salvi",2009,"Abhishek Nayar",0,1,1,"All","All","All",0,0
"Aavishkar Salvi",2009,"Ajinkya Rahane",11,0,5,"All","All","All",Inf,13.2
"Aavishkar Salvi",2009,"Albie Morkel",2,0,3,"All","All","All",Inf,4
"Aavishkar Salvi",2009,"Irfan Pathan",6,1,6,"All","All","All",6,6
"Aavishkar Salvi",2009,"Jacques Kallis",13,0,15,"All","All","All",Inf,5.2
"Aavishkar Salvi",2009,"Johan Botha",10,0,8,"All","All","All",Inf,7.5
"Aavishkar Salvi",2009,"Karan Goel",10,0,4,"All","All","All",Inf,15
"Aavishkar Salvi",2009,"Matthew Hayden",33,0,9,"All","All","All",Inf,22
"Aavishkar Salvi",2009,"Mohammad Ashraful",2,0,4,"All","All","All",Inf,3
"Aavishkar Salvi",2009,"Naman Ojha",1,1,6,"All","All","All",1,1
"Aavishkar Salvi",2009,"Parthiv Patel",2,0,2,"All","All","All",Inf,6
"Aavishkar Salvi",2009,"Pinal Shah",4,0,6,"All","All","All",Inf,4
"Aavishkar Salvi",2009,"Rahul Dravid",6,0,4,"All","All","All",Inf,9
"Aavishkar Salvi",2009,"Ravi Bopara",1,0,2,"All","All","All",Inf,3
"Aavishkar Salvi",2009,"Ravindra Jadeja",7,1,6,"All","All","All",7,7
"Aavishkar Salvi",2009,"Ross Taylor",11,0,5,"All","All","All",Inf,13.2
"Aavishkar Salvi",2009,"S Badrinath",3,0,3,"All","All","All",Inf,6
"Aavishkar Salvi",2009,"Sachin Tendulkar",10,0,8,"All","All","All",Inf,7.5
"Aavishkar Salvi",2009,"Suresh Raina",1,0,1,"All","All","All",Inf,6
"Aavishkar Salvi",2009,"Yusuf Pathan",1,0,4,"All","All","All",Inf,1.5
"Aavishkar Salvi",2011,"Dan Christian",8,0,7,"All","All","All",Inf,6.85714285714286
"Aavishkar Salvi",2011,"David Hussey",1,1,2,"All","All","All",1,3
"Aavishkar Salvi",2011,"Dinesh Karthik",15,1,7,"All","All","All",15,12.8571428571429
"Aavishkar Salvi",2011,"Dwaraka Ravi Teja",0,1,3,"All","All","All",0,0
"Aavishkar Salvi",2011,"Ishan Malhotra",6,0,3,"All","All","All",Inf,12
"Aavishkar Salvi",2011,"Jean-Paul Duminy",1,0,2,"All","All","All",Inf,3
"Aavishkar Salvi",2011,"Kumar Sangakkara",5,0,6,"All","All","All",Inf,5
"Aavishkar Salvi",2011,"Mandeep Singh",1,0,1,"All","All","All",Inf,6
"Aavishkar Salvi",2011,"Paul Valthaty",13,0,5,"All","All","All",Inf,15.6
"Aavishkar Salvi",2011,"Piyush Chawla",1,0,1,"All","All","All",Inf,6
"Aavishkar Salvi",2011,"Ryan Harris",1,0,1,"All","All","All",Inf,6
"Aavishkar Salvi",2011,"Shaun Marsh",8,0,7,"All","All","All",Inf,6.85714285714286
"Aavishkar Salvi",2011,"Shikhar Dhawan",6,0,3,"All","All","All",Inf,12
"Abdul Samad",2020,"Ishan Kishan",2,0,2,"All","All","All",Inf,6
"Abdul Samad",2020,"Kedar Jadhav",0,1,1,"All","All","All",0,0
"Abdul Samad",2020,"MS Dhoni",24,0,14,"All","All","All",Inf,10.2857142857143
"Abdul Samad",2020,"Nicholas Pooran",28,0,6,"All","All","All",Inf,28
"Abdul Samad",2020,"Quinton de Kock",25,0,10,"All","All","All",Inf,15
"Abdul Samad",2020,"Ravindra Jadeja",10,0,7,"All","All","All",Inf,8.57142857142857
"Abdul Samad",2020,"Sam Curran",7,0,2,"All","All","All",Inf,21
"Abdul Samad",2021,"Aiden Markram",1,1,2,"All","All","All",1,3
"Abdul Samad",2021,"Deepak Hooda",7,0,3,"All","All","All",Inf,14
"Abdul Samad",2021,"Harpreet Brar",1,0,1,"All","All","All",Inf,6
"Abdul Samad",2022,"Deepak Hooda",2,0,3,"All","All","All",Inf,4
"Abdul Samad",2022,"KL Rahul",6,0,3,"All","All","All",Inf,12
"Abdur Razzak",2008,"Graeme Smith",25,0,6,"All","All","All",Inf,25
"Abdur Razzak",2008,"Shane Watson",3,0,5,"All","All","All",Inf,3.6
"Abdur Razzak",2008,"Swapnil Asnodkar",1,0,1,"All","All","All",Inf,6
"Abhimanyu Mithun",2009,"Ajinkya Rahane",18,0,9,"All","All","All",Inf,12
"Abhimanyu Mithun",2009,"Jean-Paul Duminy",20,0,12,"All","All","All",Inf,10
"Abhimanyu Mithun",2009,"Sanath Jayasuriya",4,0,3,"All","All","All",Inf,8
"Abhimanyu Mithun",2010,"Daniel Vettori",2,0,2,"All","All","All",Inf,6
"Abhimanyu Mithun",2010,"David Warner",6,0,3,"All","All","All",Inf,12
"Abhimanyu Mithun",2010,"Gautam Gambhir",1,0,1,"All","All","All",Inf,6
"Abhimanyu Mithun",2010,"Kedar Jadhav",4,0,3,"All","All","All",Inf,8
"Abhimanyu Mithun",2010,"Paul Collingwood",20,0,7,"All","All","All",Inf,17.1428571428571
"Abhimanyu Mithun",2010,"Virender Sehwag",6,1,2,"All","All","All",6,18
"Abhimanyu Mithun",2011,"Abu Nechim",12,0,5,"All","All","All",Inf,14.4
"Abhimanyu Mithun",2011,"Adam Gilchrist",20,0,10,"All","All","All",Inf,12
"Abhimanyu Mithun",2011,"Albie Morkel",2,1,2,"All","All","All",2,6
"Abhimanyu Mithun",2011,"Ambati Rayudu",18,0,8,"All","All","All",Inf,13.5
"Abhimanyu Mithun",2011,"Brad Hodge",4,0,4,"All","All","All",Inf,6
"Abhimanyu Mithun",2011,"Brendon McCullum",11,0,3,"All","All","All",Inf,22
"Abhimanyu Mithun",2011,"Dinesh Karthik",10,0,4,"All","All","All",Inf,15
"Abhimanyu Mithun",2011,"Harbhajan Singh",12,0,4,"All","All","All",Inf,18
"Abhimanyu Mithun",2011,"Irfan Pathan",9,0,4,"All","All","All",Inf,13.5
"Abhimanyu Mithun",2011,"James Hopes",6,1,6,"All","All","All",6,6
"Abhimanyu Mithun",2011,"Jesse Ryder",14,0,8,"All","All","All",Inf,10.5
"Abhimanyu Mithun",2011,"MS Dhoni",34,0,15,"All","All","All",Inf,13.6
"Abhimanyu Mithun",2011,"Manish Pandey",3,0,6,"All","All","All",Inf,3
"Abhimanyu Mithun",2011,"Manoj Tiwary",3,0,6,"All","All","All",Inf,3
"Abhimanyu Mithun",2011,"Matthew Wade",3,1,3,"All","All","All",3,6
"Abhimanyu Mithun",2011,"Michael Hussey",12,0,6,"All","All","All",Inf,12
"Abhimanyu Mithun",2011,"Michael Klinger",2,0,3,"All","All","All",Inf,4
"Abhimanyu Mithun",2011,"Murali Vijay",10,0,6,"All","All","All",Inf,10
"Abhimanyu Mithun",2011,"Parthiv Patel",7,0,3,"All","All","All",Inf,14
"Abhimanyu Mithun",2011,"Prasanth Parameswaran",1,0,1,"All","All","All",Inf,6
"Abhimanyu Mithun",2011,"Praveen Kumar",15,0,6,"All","All","All",Inf,15
"Abhimanyu Mithun",2011,"Rajagopal Sathish",1,0,1,"All","All","All",Inf,6
"Abhimanyu Mithun",2011,"Ramesh Powar",5,0,4,"All","All","All",Inf,7.5
"Abhimanyu Mithun",2011,"Ravichandran Ashwin",1,0,1,"All","All","All",Inf,6
"Abhimanyu Mithun",2011,"Ravindra Jadeja",2,1,3,"All","All","All",2,4
"Abhimanyu Mithun",2011,"Robin Uthappa",4,0,2,"All","All","All",Inf,12
"Abhimanyu Mithun",2011,"Ryan Harris",1,0,3,"All","All","All",Inf,2
"Abhimanyu Mithun",2011,"Ryan McLaren",2,0,3,"All","All","All",Inf,4
"Abhimanyu Mithun",2011,"S Badrinath",7,1,5,"All","All","All",7,8.4
"Abhimanyu Mithun",2011,"Sachin Tendulkar",14,0,12,"All","All","All",Inf,7
"Abhimanyu Mithun",2011,"Shaun Marsh",9,0,8,"All","All","All",Inf,6.75
"Abhimanyu Mithun",2011,"Sunny Singh",1,0,2,"All","All","All",Inf,3
"Abhimanyu Mithun",2011,"Suresh Raina",19,0,10,"All","All","All",Inf,11.4
"Abhimanyu Mithun",2011,"Tim Paine",2,0,4,"All","All","All",Inf,3
"Abhimanyu Mithun",2011,"VVS Laxman",8,0,3,"All","All","All",Inf,16
"Abhimanyu Mithun",2011,"Venugopal Rao",19,0,11,"All","All","All",Inf,10.3636363636364
"Abhimanyu Mithun",2011,"Wriddhiman Saha",4,0,9,"All","All","All",Inf,2.66666666666667
"Abhimanyu Mithun",2011,"Yusuf Pathan",11,0,6,"All","All","All",Inf,11
"Abhimanyu Mithun",2011,"Yuvraj Singh",3,0,4,"All","All","All",Inf,4.5
"Abhimanyu Mithun",2012,"Cameron White",15,0,5,"All","All","All",Inf,18
"Abhimanyu Mithun",2012,"Daniel Harris",6,0,6,"All","All","All",Inf,6
"Abhimanyu Mithun",2012,"Shikhar Dhawan",12,0,7,"All","All","All",Inf,10.2857142857143
"Abhimanyu Mithun",2013,"Gautam Gambhir",13,0,8,"All","All","All",Inf,9.75
"Abhimanyu Mithun",2013,"Jacques Kallis",14,1,10,"All","All","All",14,8.4
"Abhimanyu Mithun",2013,"Manoj Tiwary",10,0,6,"All","All","All",Inf,10
"Abhishek Jhunjhunwala",2010,"Albie Morkel",11,0,9,"All","All","All",Inf,7.33333333333333
"Abhishek Jhunjhunwala",2010,"Ambati Rayudu",21,0,8,"All","All","All",Inf,15.75
"Abhishek Jhunjhunwala",2010,"Herschelle Gibbs",15,0,5,"All","All","All",Inf,18
"Abhishek Jhunjhunwala",2010,"Jean-Paul Duminy",5,0,5,"All","All","All",Inf,6
"Abhishek Jhunjhunwala",2010,"Mithun Manhas",2,0,1,"All","All","All",Inf,12
"Abhishek Jhunjhunwala",2010,"Murali Vijay",7,0,3,"All","All","All",Inf,14
"Abhishek Jhunjhunwala",2010,"Sachin Tendulkar",1,0,1,"All","All","All",Inf,6
"Abhishek Jhunjhunwala",2010,"Saurabh Tiwary",6,0,4,"All","All","All",Inf,9
"Abhishek Jhunjhunwala",2010,"VVS Laxman",1,0,1,"All","All","All",Inf,6
"Abhishek Jhunjhunwala",2011,"Dinesh Karthik",8,0,4,"All","All","All",Inf,12
"Abhishek Jhunjhunwala",2011,"Irfan Pathan",2,0,3,"All","All","All",Inf,4
"Abhishek Jhunjhunwala",2011,"Naman Ojha",9,0,3,"All","All","All",Inf,18
"Abhishek Jhunjhunwala",2011,"Shaun Marsh",3,0,2,"All","All","All",Inf,9
"Abhishek Jhunjhunwala",2012,"Albie Morkel",6,1,6,"All","All","All",6,6
"Abhishek Jhunjhunwala",2012,"Faf du Plessis",2,0,6,"All","All","All",Inf,2
"Abhishek Jhunjhunwala",2012,"Mandeep Singh",13,0,9,"All","All","All",Inf,8.66666666666667
"Abhishek Jhunjhunwala",2012,"Shaun Marsh",12,0,9,"All","All","All",Inf,8
"Abhishek Jhunjhunwala",2012,"Suresh Raina",5,0,6,"All","All","All",Inf,5
"Abhishek Nayar",2008,"Adam Gilchrist",20,0,4,"All","All","All",Inf,30
"Abhishek Nayar",2008,"Chamara Silva",1,1,3,"All","All","All",1,2
"Abhishek Nayar",2008,"Dwaraka Ravi Teja",12,0,10,"All","All","All",Inf,7.2
"Abhishek Nayar",2008,"Jacques Kallis",1,0,1,"All","All","All",Inf,6
"Abhishek Nayar",2008,"Matthew Hayden",7,0,3,"All","All","All",Inf,14
"Abhishek Nayar",2008,"Mohammad Kaif",2,0,2,"All","All","All",Inf,6
"Abhishek Nayar",2008,"Shane Watson",2,0,4,"All","All","All",Inf,3
"Abhishek Nayar",2008,"Suresh Raina",7,0,3,"All","All","All",Inf,14
"Abhishek Nayar",2008,"VVS Laxman",2,0,2,"All","All","All",Inf,6
"Abhishek Nayar",2008,"Venugopal Rao",5,0,5,"All","All","All",Inf,6
"Abhishek Nayar",2008,"Virat Kohli",9,0,5,"All","All","All",Inf,10.8
"Abhishek Nayar",2009,"Arindam Ghosh",0,1,1,"All","All","All",0,0
"Abhishek Nayar",2009,"Brad Hodge",13,1,12,"All","All","All",13,6.5
"Abhishek Nayar",2009,"Brendon McCullum",1,1,2,"All","All","All",1,3
"Abhishek Nayar",2009,"Gautam Gambhir",11,0,7,"All","All","All",Inf,9.42857142857143
"Abhishek Nayar",2009,"Jacques Kallis",19,0,17,"All","All","All",Inf,6.70588235294118
"Abhishek Nayar",2009,"Laxmi Shukla",0,0,3,"All","All","All",NA,0
"Abhishek Nayar",2009,"Morne van Wyk",4,0,4,"All","All","All",Inf,6
"Abhishek Nayar",2009,"Robin Uthappa",7,0,7,"All","All","All",Inf,6
"Abhishek Nayar",2009,"Sourav Ganguly",4,1,7,"All","All","All",4,3.42857142857143
"Abhishek Nayar",2009,"Virender Sehwag",14,0,5,"All","All","All",Inf,16.8
"Abhishek Nayar",2009,"Wriddhiman Saha",8,0,4,"All","All","All",Inf,12
"Abhishek Nayar",2009,"Yashpal Singh",3,0,3,"All","All","All",Inf,6
"Abhishek Nayar",2011,"Abhishek Raut",2,0,4,"All","All","All",Inf,3
"Abhishek Nayar",2011,"Ashok Menaria",1,0,2,"All","All","All",Inf,3
"Abhishek Nayar",2011,"Chris Gayle",8,0,5,"All","All","All",Inf,9.6
"Abhishek Nayar",2011,"David Warner",9,0,6,"All","All","All",Inf,9
"Abhishek Nayar",2011,"Jesse Ryder",1,0,1,"All","All","All",Inf,6
"Abhishek Nayar",2011,"Kumar Sangakkara",8,0,4,"All","All","All",Inf,12
"Abhishek Nayar",2011,"Mithun Manhas",5,1,4,"All","All","All",5,7.5
"Abhishek Nayar",2011,"Murali Vijay",11,0,5,"All","All","All",Inf,13.2
"Abhishek Nayar",2011,"Robin Uthappa",13,0,8,"All","All","All",Inf,9.75
"Abhishek Nayar",2011,"S Badrinath",13,0,7,"All","All","All",Inf,11.1428571428571
"Abhishek Nayar",2011,"Shikhar Dhawan",2,0,2,"All","All","All",Inf,6
"Abhishek Nayar",2011,"Virat Kohli",1,0,1,"All","All","All",Inf,6
"Abhishek Nayar",2011,"Virender Sehwag",2,0,2,"All","All","All",Inf,6
"Abhishek Nayar",2011,"Yogesh Nagar",11,1,4,"All","All","All",11,16.5
"Abhishek Nayar",2011,"Yuvraj Singh",8,0,6,"All","All","All",Inf,8
"Abhishek Nayar",2012,"Chris Gayle",8,0,3,"All","All","All",Inf,16
"Abhishek Nayar",2012,"Virat Kohli",8,0,3,"All","All","All",Inf,16
"Abhishek Nayar",2013,"Ben Rohrer",12,1,9,"All","All","All",12,8
"Abhishek Nayar",2013,"David Warner",2,0,2,"All","All","All",Inf,6
"Abhishek Nayar",2013,"Kedar Jadhav",1,0,1,"All","All","All",Inf,6
"Abhishek Nayar",2013,"Murali Vijay",2,1,4,"All","All","All",2,3
"Abhishek Nayar",2013,"Ravindra Jadeja",5,0,6,"All","All","All",Inf,5
"Abhishek Nayar",2013,"S Badrinath",23,0,15,"All","All","All",Inf,9.2
"Abhishek Nayar",2013,"Suresh Raina",14,0,11,"All","All","All",Inf,7.63636363636364
"Abhishek Raut",2009,"AB de Villiers",10,0,5,"All","All","All",Inf,12
"Abhishek Raut",2009,"Chaminda Vaas",11,0,4,"All","All","All",Inf,16.5
"Abhishek Raut",2009,"Dillon du Preez",4,0,4,"All","All","All",Inf,6
"Abhishek Raut",2009,"Dwayne Smith",2,0,2,"All","All","All",Inf,6
"Abhishek Raut",2009,"Roelof van der Merwe",2,0,2,"All","All","All",Inf,6
"Abhishek Raut",2009,"Rohit Sharma",6,0,5,"All","All","All",Inf,7.2
"Abhishek Raut",2009,"Tillakaratne Dilshan",0,0,1,"All","All","All",NA,0
"Abhishek Raut",2009,"Tirumalasetti Suman",1,0,1,"All","All","All",Inf,6
"Abhishek Raut",2011,"Dinesh Karthik",1,0,2,"All","All","All",Inf,3
"Abhishek Raut",2011,"Shaun Marsh",7,0,4,"All","All","All",Inf,10.5
"Abhishek Sharma",2019,"Colin Munro",8,1,4,"All","All","All",8,12
"Abhishek Sharma",2019,"KL Rahul",4,0,2,"All","All","All",Inf,12
"Abhishek Sharma",2019,"Mayank Agarwal",7,0,4,"All","All","All",Inf,10.5
"Abhishek Sharma",2019,"Shreyas Iyer",2,0,2,"All","All","All",Inf,6
"Abhishek Sharma",2020,"AB de Villiers",2,0,3,"All","All","All",Inf,4
"Abhishek Sharma",2020,"Aaron Finch",1,1,2,"All","All","All",1,3
"Abhishek Sharma",2020,"Devdutt Padikkal",10,0,5,"All","All","All",Inf,12
"Abhishek Sharma",2020,"Eoin Morgan",2,0,2,"All","All","All",Inf,6
"Abhishek Sharma",2020,"Glenn Maxwell",1,0,1,"All","All","All",Inf,6
"Abhishek Sharma",2020,"KL Rahul",0,1,1,"All","All","All",0,0
"Abhishek Sharma",2020,"Kedar Jadhav",2,0,3,"All","All","All",Inf,4
"Abhishek Sharma",2020,"MS Dhoni",2,0,3,"All","All","All",Inf,4
"Abhishek Sharma",2020,"Nicholas Pooran",14,0,4,"All","All","All",Inf,21
"Abhishek Sharma",2020,"Rishabh Pant",18,0,11,"All","All","All",Inf,9.81818181818182
"Abhishek Sharma",2020,"Robin Uthappa",2,0,3,"All","All","All",Inf,4
"Abhishek Sharma",2020,"Sanju Samson",9,0,3,"All","All","All",Inf,18
"Abhishek Sharma",2020,"Shikhar Dhawan",9,0,8,"All","All","All",Inf,6.75
"Abhishek Sharma",2020,"Shimron Hetmyer",2,0,2,"All","All","All",Inf,6
"Abhishek Sharma",2020,"Shreyas Iyer",5,0,3,"All","All","All",Inf,10
"Abhishek Sharma",2020,"Shubman Gill",9,0,4,"All","All","All",Inf,13.5
"Abhishek Sharma",2020,"Virat Kohli",3,0,2,"All","All","All",Inf,9
"Abhishek Sharma",2021,"Deepak Hooda",2,1,3,"All","All","All",2,4
"Abhishek Sharma",2021,"Fabian Allen",1,0,1,"All","All","All",Inf,6
"Abhishek Sharma",2021,"Faf du Plessis",2,0,4,"All","All","All",Inf,3
"Abhishek Sharma",2021,"James Neesham",0,1,1,"All","All","All",0,0
"Abhishek Sharma",2021,"KL Rahul",1,0,1,"All","All","All",Inf,6
"Abhishek Sharma",2021,"Kieron Pollard",4,1,3,"All","All","All",4,8
"Abhishek Sharma",2021,"Liam Livingstone",3,0,3,"All","All","All",Inf,6
"Abhishek Sharma",2021,"M Shahrukh Khan",9,0,5,"All","All","All",Inf,10.8
"Abhishek Sharma",2021,"Mayank Agarwal",2,0,5,"All","All","All",Inf,2.4
"Abhishek Sharma",2021,"Moises Henriques",9,1,9,"All","All","All",9,6
"Abhishek Sharma",2021,"Prithvi Shaw",8,0,3,"All","All","All",Inf,16
"Abhishek Sharma",2021,"Quinton de Kock",1,0,2,"All","All","All",Inf,3
"Abhishek Sharma",2021,"Rohit Sharma",4,0,4,"All","All","All",Inf,6
"Abhishek Sharma",2021,"Ruturaj Gaikwad",7,0,8,"All","All","All",Inf,5.25
"Abhishek Sharma",2021,"Sanju Samson",5,0,3,"All","All","All",Inf,10
"Abhishek Sharma",2021,"Shikhar Dhawan",6,0,3,"All","All","All",Inf,12
"Abhishek Sharma",2021,"Suryakumar Yadav",0,0,2,"All","All","All",NA,0
"Abhishek Sharma",2022,"Faf du Plessis",4,0,5,"All","All","All",Inf,4.8
"Abhishek Sharma",2022,"Ishan Kishan",2,0,2,"All","All","All",Inf,6
"Abhishek Sharma",2022,"Jos Buttler",1,0,1,"All","All","All",Inf,6
"Abhishek Sharma",2022,"Rajat Patidar",9,0,7,"All","All","All",Inf,7.71428571428572
"Abhishek Sharma",2022,"Rohit Sharma",8,0,4,"All","All","All",Inf,12
"Abhishek Sharma",2022,"Sanju Samson",14,0,5,"All","All","All",Inf,16.8
"Abrar Kazi",2011,"Ajinkya Rahane",10,0,4,"All","All","All",Inf,15
"Abrar Kazi",2011,"Johan Botha",8,0,6,"All","All","All",Inf,8
"Abrar Kazi",2011,"Ross Taylor",3,0,2,"All","All","All",Inf,9
"Abu Nechim",2010,"MS Dhoni",13,0,5,"All","All","All",Inf,15.6
"Abu Nechim",2010,"Matthew Hayden",3,0,3,"All","All","All",Inf,6
"Abu Nechim",2010,"Suresh Raina",10,0,4,"All","All","All",Inf,15
"Abu Nechim",2011,"AB de Villiers",12,0,6,"All","All","All",Inf,12
"Abu Nechim",2011,"Abhishek Nayar",2,0,2,"All","All","All",Inf,6
"Abu Nechim",2011,"Amit Mishra",3,0,4,"All","All","All",Inf,4.5
"Abu Nechim",2011,"Cameron White",1,0,4,"All","All","All",Inf,1.5
"Abu Nechim",2011,"Chris Gayle",33,0,10,"All","All","All",Inf,19.8
"Abu Nechim",2011,"Dale Steyn",3,0,2,"All","All","All",Inf,9
"Abu Nechim",2011,"Dan Christian",9,0,5,"All","All","All",Inf,10.8
"Abu Nechim",2011,"Gautam Gambhir",6,1,2,"All","All","All",6,18
"Abu Nechim",2011,"Jacques Kallis",3,0,7,"All","All","All",Inf,2.57142857142857
"Abu Nechim",2011,"Jesse Ryder",0,1,3,"All","All","All",0,0
"Abu Nechim",2011,"Kumar Sangakkara",10,0,7,"All","All","All",Inf,8.57142857142857
"Abu Nechim",2011,"Luke Pomersbach",3,0,2,"All","All","All",Inf,9
"Abu Nechim",2011,"Manoj Tiwary",8,0,4,"All","All","All",Inf,12
"Abu Nechim",2011,"Mayank Agarwal",5,0,2,"All","All","All",Inf,15
"Abu Nechim",2011,"Michael Hussey",2,0,3,"All","All","All",Inf,4
"Abu Nechim",2011,"Mithun Manhas",0,1,1,"All","All","All",0,0
"Abu Nechim",2011,"Mohnish Mishra",0,0,1,"All","All","All",NA,0
"Abu Nechim",2011,"Murali Kartik",6,0,3,"All","All","All",Inf,12
"Abu Nechim",2011,"Murali Vijay",11,0,5,"All","All","All",Inf,13.2
"Abu Nechim",2011,"Paul Valthaty",4,0,7,"All","All","All",Inf,3.42857142857143
"Abu Nechim",2011,"Rajat Bhatia",8,0,3,"All","All","All",Inf,16
"Abu Nechim",2011,"Robin Uthappa",7,0,9,"All","All","All",Inf,4.66666666666667
"Abu Nechim",2011,"Ryan ten Doeschate",0,1,2,"All","All","All",0,0
"Abu Nechim",2011,"S Badrinath",6,0,4,"All","All","All",Inf,9
"Abu Nechim",2011,"Saurabh Tiwary",3,0,3,"All","All","All",Inf,6
"Abu Nechim",2011,"Shakib Al Hasan",1,0,1,"All","All","All",Inf,6
"Abu Nechim",2011,"Shaun Marsh",16,0,9,"All","All","All",Inf,10.6666666666667
"Abu Nechim",2011,"Shikhar Dhawan",1,0,2,"All","All","All",Inf,3
"Abu Nechim",2011,"Shreevats Goswami",0,0,1,"All","All","All",NA,0
"Abu Nechim",2011,"Tim Paine",0,0,1,"All","All","All",NA,0
"Abu Nechim",2011,"Virat Kohli",0,1,1,"All","All","All",0,0
"Abu Nechim",2011,"Yusuf Pathan",6,0,4,"All","All","All",Inf,9
"Abu Nechim",2012,"Murali Vijay",6,0,6,"All","All","All",Inf,6
"Abu Nechim",2012,"Suresh Raina",11,0,6,"All","All","All",Inf,11
"Abu Nechim",2013,"Aaron Finch",10,0,5,"All","All","All",Inf,12
"Abu Nechim",2013,"Abhishek Nayar",1,1,2,"All","All","All",1,3
"Abu Nechim",2013,"Bhuvneshwar Kumar",2,1,2,"All","All","All",2,6
"Abu Nechim",2013,"Debabrata Das",1,0,2,"All","All","All",Inf,3
"Abu Nechim",2013,"Eoin Morgan",0,1,2,"All","All","All",0,0
"Abu Nechim",2013,"Jacques Kallis",11,0,9,"All","All","All",Inf,7.33333333333333
"Abu Nechim",2013,"Manish Pandey",8,0,9,"All","All","All",Inf,5.33333333333333
"Abu Nechim",2013,"Parvez Rasool",2,0,2,"All","All","All",Inf,6
"Abu Nechim",2013,"Robin Uthappa",4,0,4,"All","All","All",Inf,6
"Abu Nechim",2013,"Ryan McLaren",1,0,2,"All","All","All",Inf,3
"Abu Nechim",2013,"Yusuf Pathan",5,0,3,"All","All","All",Inf,10
"Abu Nechim",2014,"Brendon McCullum",2,0,2,"All","All","All",Inf,6
"Abu Nechim",2014,"David Hussey",2,0,3,"All","All","All",Inf,4
"Abu Nechim",2014,"David Warner",13,0,5,"All","All","All",Inf,15.6
"Abu Nechim",2014,"Dwayne Smith",1,0,4,"All","All","All",Inf,1.5
"Abu Nechim",2014,"Jean-Paul Duminy",6,0,6,"All","All","All",Inf,6
"Abu Nechim",2014,"Kedar Jadhav",25,0,7,"All","All","All",Inf,21.4285714285714
"Abu Nechim",2014,"Kevin Pietersen",6,0,6,"All","All","All",Inf,6
"Abu Nechim",2014,"MS Dhoni",0,1,1,"All","All","All",0,0
"Abu Nechim",2014,"Mayank Agarwal",2,1,4,"All","All","All",2,3
"Abu Nechim",2014,"Rahul Shukla",1,0,1,"All","All","All",Inf,6
"Abu Nechim",2014,"Ravindra Jadeja",3,0,4,"All","All","All",Inf,4.5
"Abu Nechim",2014,"Robin Uthappa",16,0,9,"All","All","All",Inf,10.6666666666667
"Abu Nechim",2014,"Ryan ten Doeschate",6,0,2,"All","All","All",Inf,18
"Abu Nechim",2014,"Shakib Al Hasan",6,1,9,"All","All","All",6,4
"Abu Nechim",2014,"Shikhar Dhawan",9,0,9,"All","All","All",Inf,6
"Abu Nechim",2014,"Suresh Raina",10,0,10,"All","All","All",Inf,6
"Abu Nechim",2014,"Yusuf Pathan",5,0,4,"All","All","All",Inf,7.5
"Abu Nechim",2015,"Andre Russell",11,0,5,"All","All","All",Inf,13.2
"Abu Nechim",2015,"David Warner",8,0,7,"All","All","All",Inf,6.85714285714286
"Abu Nechim",2015,"Gautam Gambhir",9,0,8,"All","All","All",Inf,6.75
"Abu Nechim",2015,"Harbhajan Singh",0,0,1,"All","All","All",NA,0
"Abu Nechim",2015,"Hardik Pandya",16,0,5,"All","All","All",Inf,19.2
"Abu Nechim",2015,"KL Rahul",17,0,6,"All","All","All",Inf,17
"Abu Nechim",2015,"Lendl Simmons",9,0,4,"All","All","All",Inf,13.5
"Abu Nechim",2015,"Manish Pandey",0,0,1,"All","All","All",NA,0
"Abu Nechim",2015,"Parthiv Patel",10,0,8,"All","All","All",Inf,7.5
"Abu Nechim",2015,"Robin Uthappa",7,1,9,"All","All","All",7,4.66666666666667
"Abu Nechim",2015,"Rohit Sharma",23,0,5,"All","All","All",Inf,27.6
"Abu Nechim",2015,"Shikhar Dhawan",16,0,11,"All","All","All",Inf,8.72727272727273
"Abu Nechim",2015,"Unmukt Chand",1,0,1,"All","All","All",Inf,6
"Abu Nechim",2015,"Yusuf Pathan",1,0,1,"All","All","All",Inf,6
"Adam Gilchrist",2013,"Harbhajan Singh",0,1,1,"All","All","All",0,0
"Adam Milne",2016,"David Warner",22,0,6,"All","All","All",Inf,22
"Adam Milne",2016,"Deepak Hooda",6,0,4,"All","All","All",Inf,9
