"Bowler","Season","Striker","Runs","Wickets","Balls","Stadium","Bowling_Team","Batting_Team","Average","Economy"
"Bhuvneshwar Kumar",2020,"AB de Villiers",13,0,7,"All","All","All",Inf,11.1428571428571
"Bhuvneshwar Kumar",2020,"Aaron Finch",2,0,4,"All","All","All",Inf,3
"Bhuvneshwar Kumar",2020,"Ambati Rayudu",2,0,2,"All","All","All",Inf,6
"Bhuvneshwar Kumar",2020,"Axar Patel",3,0,2,"All","All","All",Inf,9
"Bhuvneshwar Kumar",2020,"Devdutt Padikkal",7,0,8,"All","All","All",Inf,5.25
"Bhuvneshwar Kumar",2020,"Eoin Morgan",7,0,2,"All","All","All",Inf,21
"Bhuvneshwar Kumar",2020,"Faf du Plessis",2,0,5,"All","All","All",Inf,2.4
"Bhuvneshwar Kumar",2020,"Josh Philippe",1,0,2,"All","All","All",Inf,3
"Bhuvneshwar Kumar",2020,"Kagiso Rabada",6,0,4,"All","All","All",Inf,9
"Bhuvneshwar Kumar",2020,"Marcus Stoinis",4,0,2,"All","All","All",Inf,12
"Bhuvneshwar Kumar",2020,"Nitish Rana",10,0,6,"All","All","All",Inf,10
"Bhuvneshwar Kumar",2020,"Prithvi Shaw",2,1,5,"All","All","All",2,2.4
"Bhuvneshwar Kumar",2020,"Ravindra Jadeja",15,0,6,"All","All","All",Inf,15
"Bhuvneshwar Kumar",2020,"Rishabh Pant",5,0,3,"All","All","All",Inf,10
"Bhuvneshwar Kumar",2020,"Sam Curran",1,0,1,"All","All","All",Inf,6
"Bhuvneshwar Kumar",2020,"Shane Watson",0,1,5,"All","All","All",0,0
"Bhuvneshwar Kumar",2020,"Shikhar Dhawan",5,0,5,"All","All","All",Inf,6
"Bhuvneshwar Kumar",2020,"Shimron Hetmyer",0,1,1,"All","All","All",0,0
"Bhuvneshwar Kumar",2020,"Shivam Dube",2,0,3,"All","All","All",Inf,4
"Bhuvneshwar Kumar",2020,"Shreyas Iyer",0,0,2,"All","All","All",NA,0
"Bhuvneshwar Kumar",2020,"Shubman Gill",12,0,10,"All","All","All",Inf,7.2
"Bhuvneshwar Kumar",2021,"AB de Villiers",7,0,4,"All","All","All",Inf,10.5
"Bhuvneshwar Kumar",2021,"Ambati Rayudu",10,0,7,"All","All","All",Inf,8.57142857142857
"Bhuvneshwar Kumar",2021,"Chris Gayle",2,0,3,"All","All","All",Inf,4
"Bhuvneshwar Kumar",2021,"Dan Christian",1,0,2,"All","All","All",Inf,3
"Bhuvneshwar Kumar",2021,"Devdutt Padikkal",10,1,15,"All","All","All",10,4
"Bhuvneshwar Kumar",2021,"Dinesh Karthik",22,0,10,"All","All","All",Inf,13.2
"Bhuvneshwar Kumar",2021,"Eoin Morgan",1,0,1,"All","All","All",Inf,6
"Bhuvneshwar Kumar",2021,"Evin Lewis",0,1,1,"All","All","All",0,0
"Bhuvneshwar Kumar",2021,"Faf du Plessis",6,0,3,"All","All","All",Inf,12
"Bhuvneshwar Kumar",2021,"George Garton",1,0,2,"All","All","All",Inf,3
"Bhuvneshwar Kumar",2021,"Glenn Maxwell",10,0,7,"All","All","All",Inf,8.57142857142857
"Bhuvneshwar Kumar",2021,"Hardik Pandya",7,0,3,"All","All","All",Inf,14
"Bhuvneshwar Kumar",2021,"Harpreet Brar",8,0,5,"All","All","All",Inf,9.6
"Bhuvneshwar Kumar",2021,"Jos Buttler",20,0,13,"All","All","All",Inf,9.23076923076923
"Bhuvneshwar Kumar",2021,"KL Rahul",16,1,14,"All","All","All",16,6.85714285714286
"Bhuvneshwar Kumar",2021,"Kieron Pollard",19,0,7,"All","All","All",Inf,16.2857142857143
"Bhuvneshwar Kumar",2021,"Krunal Pandya",2,0,2,"All","All","All",Inf,6
"Bhuvneshwar Kumar",2021,"Kyle Jamieson",8,0,4,"All","All","All",Inf,12
"Bhuvneshwar Kumar",2021,"MS Dhoni",7,0,5,"All","All","All",Inf,8.4
"Bhuvneshwar Kumar",2021,"Mahipal Lomror",7,0,5,"All","All","All",Inf,8.4
"Bhuvneshwar Kumar",2021,"Mayank Agarwal",15,0,13,"All","All","All",Inf,6.92307692307692
"Bhuvneshwar Kumar",2021,"Nathan Ellis",9,1,7,"All","All","All",9,7.71428571428572
"Bhuvneshwar Kumar",2021,"Nitish Rana",10,0,11,"All","All","All",Inf,5.45454545454545
"Bhuvneshwar Kumar",2021,"Quinton de Kock",9,0,7,"All","All","All",Inf,7.71428571428572
"Bhuvneshwar Kumar",2021,"Rahul Tripathi",19,0,6,"All","All","All",Inf,19
"Bhuvneshwar Kumar",2021,"Rishabh Pant",9,0,4,"All","All","All",Inf,13.5
"Bhuvneshwar Kumar",2021,"Riyan Parag",10,0,4,"All","All","All",Inf,15
"Bhuvneshwar Kumar",2021,"Rohit Sharma",8,0,5,"All","All","All",Inf,9.6
"Bhuvneshwar Kumar",2021,"Ruturaj Gaikwad",11,0,9,"All","All","All",Inf,7.33333333333333
"Bhuvneshwar Kumar",2021,"Sanju Samson",21,0,20,"All","All","All",Inf,6.3
"Bhuvneshwar Kumar",2021,"Shahbaz Ahmed",1,0,1,"All","All","All",Inf,6
"Bhuvneshwar Kumar",2021,"Shakib Al Hasan",0,1,1,"All","All","All",0,0
"Bhuvneshwar Kumar",2021,"Shikhar Dhawan",9,0,8,"All","All","All",Inf,6.75
"Bhuvneshwar Kumar",2021,"Shreyas Iyer",3,0,6,"All","All","All",Inf,3
"Bhuvneshwar Kumar",2021,"Shubman Gill",10,0,12,"All","All","All",Inf,5
"Bhuvneshwar Kumar",2021,"Venkatesh Iyer",3,0,7,"All","All","All",Inf,2.57142857142857
"Bhuvneshwar Kumar",2021,"Virat Kohli",11,1,8,"All","All","All",11,8.25
"Bhuvneshwar Kumar",2021,"Washington Sundar",6,0,5,"All","All","All",Inf,7.2
"Bhuvneshwar Kumar",2021,"Yashasvi Jaiswal",7,0,5,"All","All","All",Inf,8.4
"Bhuvneshwar Kumar",2022,"Aaron Finch",7,0,4,"All","All","All",Inf,10.5
"Bhuvneshwar Kumar",2022,"Abhinav Manohar",8,1,6,"All","All","All",8,8
"Bhuvneshwar Kumar",2022,"Ajinkya Rahane",2,0,7,"All","All","All",Inf,1.71428571428571
"Bhuvneshwar Kumar",2022,"Aman Hakim Khan",5,0,2,"All","All","All",Inf,15
"Bhuvneshwar Kumar",2022,"Andre Russell",31,0,15,"All","All","All",Inf,12.4
"Bhuvneshwar Kumar",2022,"Anuj Rawat",0,0,1,"All","All","All",NA,0
"Bhuvneshwar Kumar",2022,"Ayush Badoni",1,0,1,"All","All","All",Inf,6
"Bhuvneshwar Kumar",2022,"Chris Jordan",7,0,3,"All","All","All",Inf,14
"Bhuvneshwar Kumar",2022,"David Miller",2,0,3,"All","All","All",Inf,4
"Bhuvneshwar Kumar",2022,"David Warner",15,0,13,"All","All","All",Inf,6.92307692307692
"Bhuvneshwar Kumar",2022,"Deepak Hooda",2,0,3,"All","All","All",Inf,4
"Bhuvneshwar Kumar",2022,"Devon Conway",16,0,15,"All","All","All",Inf,6.4
"Bhuvneshwar Kumar",2022,"Dwayne Bravo",6,0,2,"All","All","All",Inf,18
"Bhuvneshwar Kumar",2022,"Evin Lewis",1,0,2,"All","All","All",Inf,3
"Bhuvneshwar Kumar",2022,"Faf du Plessis",17,0,15,"All","All","All",Inf,6.8
"Bhuvneshwar Kumar",2022,"Glenn Maxwell",15,0,8,"All","All","All",Inf,11.25
"Bhuvneshwar Kumar",2022,"Hardik Pandya",6,0,5,"All","All","All",Inf,7.2
"Bhuvneshwar Kumar",2022,"Ishan Kishan",2,0,4,"All","All","All",Inf,3
"Bhuvneshwar Kumar",2022,"Jasprit Bumrah",0,0,4,"All","All","All",NA,0
"Bhuvneshwar Kumar",2022,"Jonny Bairstow",13,0,7,"All","All","All",Inf,11.1428571428571
"Bhuvneshwar Kumar",2022,"Jos Buttler",2,0,7,"All","All","All",Inf,1.71428571428571
"Bhuvneshwar Kumar",2022,"KL Rahul",20,0,16,"All","All","All",Inf,7.5
"Bhuvneshwar Kumar",2022,"Liam Livingstone",1,1,2,"All","All","All",1,3
"Bhuvneshwar Kumar",2022,"M Shahrukh Khan",8,1,4,"All","All","All",8,12
"Bhuvneshwar Kumar",2022,"MS Dhoni",1,0,3,"All","All","All",Inf,2
"Bhuvneshwar Kumar",2022,"Mandeep Singh",0,1,5,"All","All","All",0,0
"Bhuvneshwar Kumar",2022,"Matthew Wade",19,0,6,"All","All","All",Inf,19
"Bhuvneshwar Kumar",2022,"Mitchell Marsh",0,0,1,"All","All","All",NA,0
"Bhuvneshwar Kumar",2022,"Mohammed Siraj",0,1,1,"All","All","All",0,0
"Bhuvneshwar Kumar",2022,"Nitish Rana",0,0,3,"All","All","All",NA,0
"Bhuvneshwar Kumar",2022,"Odean Smith",10,0,9,"All","All","All",Inf,6.66666666666667
"Bhuvneshwar Kumar",2022,"Pat Cummins",0,1,1,"All","All","All",0,0
"Bhuvneshwar Kumar",2022,"Prabhsimran Singh",3,0,2,"All","All","All",Inf,9
"Bhuvneshwar Kumar",2022,"Quinton de Kock",1,0,2,"All","All","All",Inf,3
"Bhuvneshwar Kumar",2022,"Rahul Tewatia",8,0,5,"All","All","All",Inf,9.6
"Bhuvneshwar Kumar",2022,"Rajat Patidar",9,0,8,"All","All","All",Inf,6.75
"Bhuvneshwar Kumar",2022,"Rashid Khan",11,0,5,"All","All","All",Inf,13.2
"Bhuvneshwar Kumar",2022,"Ravindra Jadeja",5,1,4,"All","All","All",5,7.5
"Bhuvneshwar Kumar",2022,"Riyan Parag",6,0,5,"All","All","All",Inf,7.2
"Bhuvneshwar Kumar",2022,"Robin Uthappa",12,0,8,"All","All","All",Inf,9
"Bhuvneshwar Kumar",2022,"Rohit Sharma",15,0,8,"All","All","All",Inf,11.25
"Bhuvneshwar Kumar",2022,"Rovman Powell",10,0,5,"All","All","All",Inf,12
"Bhuvneshwar Kumar",2022,"Ruturaj Gaikwad",11,0,13,"All","All","All",Inf,5.07692307692308
"Bhuvneshwar Kumar",2022,"Sai Sudharsan",1,0,2,"All","All","All",Inf,3
"Bhuvneshwar Kumar",2022,"Sam Billings",4,1,4,"All","All","All",4,6
"Bhuvneshwar Kumar",2022,"Sanjay Yadav",0,1,2,"All","All","All",0,0
"Bhuvneshwar Kumar",2022,"Sanju Samson",0,1,1,"All","All","All",0,0
"Bhuvneshwar Kumar",2022,"Shikhar Dhawan",9,1,12,"All","All","All",9,4.5
"Bhuvneshwar Kumar",2022,"Shimron Hetmyer",15,0,6,"All","All","All",Inf,15
"Bhuvneshwar Kumar",2022,"Shreyas Iyer",3,0,1,"All","All","All",Inf,18
"Bhuvneshwar Kumar",2022,"Shubman Gill",5,1,9,"All","All","All",5,3.33333333333333
"Bhuvneshwar Kumar",2022,"Sunil Narine",0,0,1,"All","All","All",NA,0
"Bhuvneshwar Kumar",2022,"Suyash Prabhudessai",1,0,4,"All","All","All",Inf,1.5
"Bhuvneshwar Kumar",2022,"Tim David",8,0,5,"All","All","All",Inf,9.6
"Bhuvneshwar Kumar",2022,"Tristan Stubbs",1,0,1,"All","All","All",Inf,6
"Bhuvneshwar Kumar",2022,"Venkatesh Iyer",12,0,10,"All","All","All",Inf,7.2
"Bhuvneshwar Kumar",2022,"Wriddhiman Saha",10,0,7,"All","All","All",Inf,8.57142857142857
"Bhuvneshwar Kumar",2022,"Yashasvi Jaiswal",6,0,5,"All","All","All",Inf,7.2
"Billy Stanlake",2017,"Aditya Tare",10,0,9,"All","All","All",Inf,6.66666666666667
"Billy Stanlake",2017,"Chris Morris",1,0,1,"All","All","All",Inf,6
"Billy Stanlake",2017,"Glenn Maxwell",14,0,4,"All","All","All",Inf,21
"Billy Stanlake",2017,"Hashim Amla",14,0,10,"All","All","All",Inf,8.4
"Billy Stanlake",2017,"Karun Nair",0,1,1,"All","All","All",0,0
"Billy Stanlake",2017,"Manan Vohra",13,0,10,"All","All","All",Inf,7.8
"Billy Stanlake",2017,"Rishabh Pant",1,0,2,"All","All","All",Inf,3
"Billy Stanlake",2017,"Sam Billings",9,0,6,"All","All","All",Inf,9
"Billy Stanlake",2017,"Sanju Samson",8,1,5,"All","All","All",8,9.6
"Billy Stanlake",2018,"Ajinkya Rahane",5,0,2,"All","All","All",Inf,15
"Billy Stanlake",2018,"Ambati Rayudu",19,0,6,"All","All","All",Inf,19
"Billy Stanlake",2018,"Andre Russell",6,1,2,"All","All","All",6,18
"Billy Stanlake",2018,"Ben Cutting",1,0,1,"All","All","All",Inf,6
"Billy Stanlake",2018,"Ben Stokes",4,1,4,"All","All","All",4,6
"Billy Stanlake",2018,"Chris Lynn",12,0,8,"All","All","All",Inf,9
"Billy Stanlake",2018,"Dinesh Karthik",1,0,2,"All","All","All",Inf,3
"Billy Stanlake",2018,"Evin Lewis",15,0,6,"All","All","All",Inf,15
"Billy Stanlake",2018,"Faf du Plessis",1,0,1,"All","All","All",Inf,6
"Billy Stanlake",2018,"Kieron Pollard",11,1,8,"All","All","All",11,8.25
"Billy Stanlake",2018,"MS Dhoni",9,0,3,"All","All","All",Inf,18
"Billy Stanlake",2018,"Nitish Rana",1,1,7,"All","All","All",1,0.857142857142857
"Billy Stanlake",2018,"Rahul Tripathi",2,0,4,"All","All","All",Inf,3
"Billy Stanlake",2018,"Robin Uthappa",1,0,1,"All","All","All",Inf,6
"Billy Stanlake",2018,"Rohit Sharma",10,1,6,"All","All","All",10,10
"Billy Stanlake",2018,"Sanju Samson",18,0,14,"All","All","All",Inf,7.71428571428572
"Billy Stanlake",2018,"Shane Watson",1,0,5,"All","All","All",Inf,1.2
"Billy Stanlake",2018,"Shubman Gill",0,0,2,"All","All","All",NA,0
"Billy Stanlake",2018,"Sunil Narine",0,0,2,"All","All","All",NA,0
"Billy Stanlake",2018,"Suresh Raina",8,0,9,"All","All","All",Inf,5.33333333333333
"Billy Stanlake",2018,"Suryakumar Yadav",5,0,3,"All","All","All",Inf,10
"Bipul Sharma",2010,"Andrew Symonds",11,0,5,"All","All","All",Inf,13.2
"Bipul Sharma",2010,"Anirudh Singh",0,1,1,"All","All","All",0,0
"Bipul Sharma",2010,"Herschelle Gibbs",7,0,4,"All","All","All",Inf,10.5
"Bipul Sharma",2010,"Jacques Kallis",32,0,11,"All","All","All",Inf,17.4545454545455
"Bipul Sharma",2010,"Kevin Pietersen",8,0,9,"All","All","All",Inf,5.33333333333333
"Bipul Sharma",2010,"Manish Pandey",2,0,4,"All","All","All",Inf,3
"Bipul Sharma",2010,"Michael Lumb",10,0,4,"All","All","All",Inf,15
"Bipul Sharma",2010,"Naman Ojha",2,0,2,"All","All","All",Inf,6
"Bipul Sharma",2010,"Robin Uthappa",6,1,6,"All","All","All",6,6
"Bipul Sharma",2010,"Tirumalasetti Suman",1,0,2,"All","All","All",Inf,3
"Bipul Sharma",2010,"Virat Kohli",15,1,12,"All","All","All",15,7.5
"Bipul Sharma",2011,"Aiden Blizzard",2,0,2,"All","All","All",Inf,6
"Bipul Sharma",2011,"Ambati Rayudu",10,0,14,"All","All","All",Inf,4.28571428571429
"Bipul Sharma",2011,"Andrew Symonds",4,0,3,"All","All","All",Inf,8
"Bipul Sharma",2011,"Brad Hodge",3,1,3,"All","All","All",3,6
"Bipul Sharma",2011,"Brendon McCullum",7,1,6,"All","All","All",7,7
"Bipul Sharma",2011,"Davy Jacobs",0,1,1,"All","All","All",0,0
"Bipul Sharma",2011,"Gautam Gambhir",5,0,4,"All","All","All",Inf,7.5
"Bipul Sharma",2011,"Mahela Jayawardene",13,0,9,"All","All","All",Inf,8.66666666666667
"Bipul Sharma",2011,"Manoj Tiwary",4,0,8,"All","All","All",Inf,3
"Bipul Sharma",2011,"Owais Shah",8,0,4,"All","All","All",Inf,12
"Bipul Sharma",2011,"Ravindra Jadeja",1,0,2,"All","All","All",Inf,3
"Bipul Sharma",2011,"Rohit Sharma",6,1,3,"All","All","All",6,12
"Bipul Sharma",2011,"Sachin Tendulkar",14,0,11,"All","All","All",Inf,7.63636363636364
"Bipul Sharma",2011,"Tirumalasetti Suman",1,0,2,"All","All","All",Inf,3
"Bipul Sharma",2012,"Ajinkya Rahane",13,0,12,"All","All","All",Inf,6.5
"Bipul Sharma",2012,"Brad Hodge",6,0,7,"All","All","All",Inf,5.14285714285714
"Bipul Sharma",2012,"Faf du Plessis",10,0,5,"All","All","All",Inf,12
"Bipul Sharma",2012,"Manish Pandey",6,0,1,"All","All","All",Inf,36
"Bipul Sharma",2012,"Marlon Samuels",13,0,6,"All","All","All",Inf,13
"Bipul Sharma",2012,"Rahul Dravid",9,0,5,"All","All","All",Inf,10.8
"Bipul Sharma",2012,"Robin Uthappa",9,0,6,"All","All","All",Inf,9
"Bipul Sharma",2012,"S Badrinath",1,0,1,"All","All","All",Inf,6
"Bipul Sharma",2012,"Steven Smith",12,0,3,"All","All","All",Inf,24
"Bipul Sharma",2013,"Ajinkya Rahane",4,0,8,"All","All","All",Inf,3
"Bipul Sharma",2013,"Rahul Dravid",0,1,1,"All","All","All",0,0
"Bipul Sharma",2013,"Sanju Samson",8,0,10,"All","All","All",Inf,4.8
"Bipul Sharma",2013,"Shane Watson",9,0,5,"All","All","All",Inf,10.8
"Bipul Sharma",2015,"Andre Russell",14,1,7,"All","All","All",14,12
"Bipul Sharma",2015,"Glenn Maxwell",7,0,4,"All","All","All",Inf,10.5
"Bipul Sharma",2015,"Manan Vohra",5,1,5,"All","All","All",5,6
"Bipul Sharma",2015,"Manish Pandey",16,0,14,"All","All","All",Inf,6.85714285714286
"Bipul Sharma",2015,"Murali Vijay",0,1,1,"All","All","All",0,0
"Bipul Sharma",2015,"Robin Uthappa",3,0,6,"All","All","All",Inf,3
"Bipul Sharma",2015,"Ryan ten Doeschate",2,0,2,"All","All","All",Inf,6
"Bipul Sharma",2015,"Wriddhiman Saha",1,0,2,"All","All","All",Inf,3
"Bipul Sharma",2015,"Yusuf Pathan",2,0,1,"All","All","All",Inf,12
"Bipul Sharma",2016,"AB de Villiers",4,1,5,"All","All","All",4,4.8
"Bipul Sharma",2016,"Aaron Finch",2,0,4,"All","All","All",Inf,3
"Bipul Sharma",2016,"Ambati Rayudu",14,0,12,"All","All","All",Inf,7
"Bipul Sharma",2016,"Brendon McCullum",4,2,7,"All","All","All",2,3.42857142857143
"Bipul Sharma",2016,"Dinesh Karthik",16,0,10,"All","All","All",Inf,9.6
"Bipul Sharma",2016,"Dwayne Bravo",2,0,5,"All","All","All",Inf,2.4
"Bipul Sharma",2016,"Faf du Plessis",12,0,4,"All","All","All",Inf,18
"Bipul Sharma",2016,"Gautam Gambhir",3,0,3,"All","All","All",Inf,6
"Bipul Sharma",2016,"Jos Buttler",5,0,5,"All","All","All",Inf,6
"Bipul Sharma",2016,"KL Rahul",7,0,4,"All","All","All",Inf,10.5
"Bipul Sharma",2016,"Krunal Pandya",21,0,6,"All","All","All",Inf,21
"Bipul Sharma",2016,"Manish Pandey",10,0,6,"All","All","All",Inf,10
"Bipul Sharma",2016,"Rohit Sharma",0,0,1,"All","All","All",NA,0
"Bipul Sharma",2016,"Steven Smith",5,0,2,"All","All","All",Inf,15
"Bipul Sharma",2016,"Suresh Raina",7,0,4,"All","All","All",Inf,10.5
"Bipul Sharma",2016,"Suryakumar Yadav",3,0,3,"All","All","All",Inf,6
"Bipul Sharma",2016,"Virat Kohli",6,0,3,"All","All","All",Inf,12
"Bipul Sharma",2017,"Ajinkya Rahane",2,2,5,"All","All","All",1,2.4
"Bipul Sharma",2017,"Ben Stokes",27,0,11,"All","All","All",Inf,14.7272727272727
"Bipul Sharma",2017,"Brendon McCullum",2,0,3,"All","All","All",Inf,4
"Bipul Sharma",2017,"Dinesh Karthik",5,0,6,"All","All","All",Inf,5
"Bipul Sharma",2017,"Dwayne Smith",4,0,6,"All","All","All",Inf,4
"Bipul Sharma",2017,"Gautam Gambhir",1,0,1,"All","All","All",Inf,6
"Bipul Sharma",2017,"Ishank Jaggi",1,0,1,"All","All","All",Inf,6
"Bipul Sharma",2017,"Jason Roy",13,0,9,"All","All","All",Inf,8.66666666666667
"Bipul Sharma",2017,"Manish Pandey",18,0,12,"All","All","All",Inf,9
"Bipul Sharma",2017,"Rahul Tripathi",9,0,11,"All","All","All",Inf,4.90909090909091
"Bipul Sharma",2017,"Robin Uthappa",8,0,4,"All","All","All",Inf,12
"Bipul Sharma",2017,"Sachin Baby",1,1,3,"All","All","All",1,2
"Bipul Sharma",2017,"Shane Watson",2,0,2,"All","All","All",Inf,6
"Bipul Sharma",2017,"Steven Smith",31,0,21,"All","All","All",Inf,8.85714285714286
"Bipul Sharma",2017,"Stuart Binny",1,0,1,"All","All","All",Inf,6
"Bipul Sharma",2017,"Yusuf Pathan",4,0,2,"All","All","All",Inf,12
"Brad Hodge",2009,"Abhishek Nayar",7,1,5,"All","All","All",7,8.4
"Brad Hodge",2009,"Adam Gilchrist",4,1,5,"All","All","All",4,4.8
"Brad Hodge",2009,"David Warner",5,0,4,"All","All","All",Inf,7.5
"Brad Hodge",2009,"Gautam Gambhir",8,0,11,"All","All","All",Inf,4.36363636363636
"Brad Hodge",2009,"George Bailey",3,0,3,"All","All","All",Inf,6
"Brad Hodge",2009,"Graham Napier",1,0,1,"All","All","All",Inf,6
"Brad Hodge",2009,"Harbhajan Singh",14,1,4,"All","All","All",14,21
"Brad Hodge",2009,"Herschelle Gibbs",9,0,7,"All","All","All",Inf,7.71428571428572
"Brad Hodge",2009,"Jacques Kallis",3,0,4,"All","All","All",Inf,4.5
"Brad Hodge",2009,"Jean-Paul Duminy",6,0,7,"All","All","All",Inf,5.14285714285714
"Brad Hodge",2009,"Kevin Pietersen",5,1,5,"All","All","All",5,6
"Brad Hodge",2009,"Mahela Jayawardene",10,0,7,"All","All","All",Inf,8.57142857142857
"Brad Hodge",2009,"Mark Boucher",11,0,5,"All","All","All",Inf,13.2
"Brad Hodge",2009,"Naman Ojha",21,0,5,"All","All","All",Inf,25.2
"Brad Hodge",2009,"Parthiv Patel",7,0,5,"All","All","All",Inf,8.4
"Brad Hodge",2009,"Rob Quiney",1,0,1,"All","All","All",Inf,6
"Brad Hodge",2009,"Roelof van der Merwe",1,0,2,"All","All","All",Inf,3
"Brad Hodge",2009,"Sachin Tendulkar",8,0,6,"All","All","All",Inf,8
"Brad Hodge",2009,"Sanath Jayasuriya",6,0,7,"All","All","All",Inf,5.14285714285714
"Brad Hodge",2009,"Shreevats Goswami",2,1,5,"All","All","All",2,2.4
"Brad Hodge",2009,"Simon Katich",0,1,2,"All","All","All",0,0
"Brad Hodge",2009,"Suresh Raina",2,0,4,"All","All","All",Inf,3
"Brad Hodge",2009,"Tillakaratne Dilshan",7,0,3,"All","All","All",Inf,14
"Brad Hodge",2009,"Tirumalasetti Suman",10,0,6,"All","All","All",Inf,10
"Brad Hodge",2009,"Virat Kohli",7,1,3,"All","All","All",7,14
"Brad Hodge",2009,"Yuvraj Singh",3,0,3,"All","All","All",Inf,6
"Brad Hodge",2010,"Abhishek Jhunjhunwala",7,0,4,"All","All","All",Inf,10.5
"Brad Hodge",2010,"Adam Gilchrist",10,1,5,"All","All","All",10,12
"Brad Hodge",2010,"Adam Voges",5,0,2,"All","All","All",Inf,15
"Brad Hodge",2010,"Andrew Symonds",1,0,2,"All","All","All",Inf,3
"Brad Hodge",2010,"Eoin Morgan",10,0,5,"All","All","All",Inf,12
"Brad Hodge",2010,"Herschelle Gibbs",3,0,5,"All","All","All",Inf,3.6
"Brad Hodge",2010,"Jacques Kallis",1,0,1,"All","All","All",Inf,6
"Brad Hodge",2010,"MS Dhoni",3,0,4,"All","All","All",Inf,4.5
"Brad Hodge",2010,"S Badrinath",1,0,1,"All","All","All",Inf,6
"Brad Hodge",2010,"Suresh Raina",0,1,1,"All","All","All",0,0
"Brad Hodge",2011,"Ankeet Chavan",1,0,3,"All","All","All",Inf,2
"Brad Hodge",2011,"Ashok Menaria",6,1,7,"All","All","All",6,5.14285714285714
"Brad Hodge",2011,"Dinesh Karthik",13,0,5,"All","All","All",Inf,15.6
"Brad Hodge",2011,"Jacob Oram",0,1,2,"All","All","All",0,0
"Brad Hodge",2011,"Michael Hussey",12,0,10,"All","All","All",Inf,7.2
"Brad Hodge",2011,"Mithun Manhas",1,1,4,"All","All","All",1,1.5
"Brad Hodge",2011,"Mohnish Mishra",1,0,1,"All","All","All",Inf,6
"Brad Hodge",2011,"Nayan Doshi",0,0,3,"All","All","All",NA,0
"Brad Hodge",2011,"Pinal Shah",4,1,4,"All","All","All",4,6
"Brad Hodge",2011,"Robin Uthappa",9,0,3,"All","All","All",Inf,18
"Brad Hodge",2011,"S Badrinath",11,1,6,"All","All","All",11,11
"Brad Hodge",2011,"Shane Warne",1,1,4,"All","All","All",1,1.5
"Brad Hodge",2011,"Shaun Marsh",13,0,7,"All","All","All",Inf,11.1428571428571
"Brad Hodge",2011,"Shaun Tait",1,0,1,"All","All","All",Inf,6
"Brad Hodge",2011,"Wriddhiman Saha",1,0,2,"All","All","All",Inf,3
"Brad Hodge",2011,"Yuvraj Singh",3,1,4,"All","All","All",3,4.5
"Brad Hodge",2012,"Abhishek Nayar",3,0,4,"All","All","All",Inf,4.5
"Brad Hodge",2012,"Dan Christian",1,0,1,"All","All","All",Inf,6
"Brad Hodge",2012,"Kumar Sangakkara",10,1,3,"All","All","All",10,20
"Brad Hodge",2012,"Shaun Marsh",5,0,2,"All","All","All",Inf,15
"Brad Hodge",2012,"Shikhar Dhawan",2,0,2,"All","All","All",Inf,6
"Brad Hodge",2013,"Parthiv Patel",2,0,5,"All","All","All",Inf,2.4
"Brad Hodge",2013,"Shikhar Dhawan",1,0,1,"All","All","All",Inf,6
"Brad Hogg",2012,"AB de Villiers",10,0,8,"All","All","All",Inf,7.5
"Brad Hogg",2012,"Ambati Rayudu",13,0,10,"All","All","All",Inf,7.8
"Brad Hogg",2012,"Chris Gayle",3,1,3,"All","All","All",3,6
"Brad Hogg",2012,"Dan Christian",11,0,6,"All","All","All",Inf,11
"Brad Hogg",2012,"Dwayne Smith",11,0,10,"All","All","All",Inf,6.6
"Brad Hogg",2012,"Faf du Plessis",12,0,12,"All","All","All",Inf,6
"Brad Hogg",2012,"Jacques Kallis",7,0,8,"All","All","All",Inf,5.25
"Brad Hogg",2012,"Jean-Paul Duminy",1,0,1,"All","All","All",Inf,6
"Brad Hogg",2012,"Kevin Pietersen",16,0,9,"All","All","All",Inf,10.6666666666667
"Brad Hogg",2012,"Kieron Pollard",13,0,8,"All","All","All",Inf,9.75
"Brad Hogg",2012,"Kumar Sangakkara",5,0,4,"All","All","All",Inf,7.5
"Brad Hogg",2012,"Manoj Tiwary",7,1,6,"All","All","All",7,7
"Brad Hogg",2012,"Manvinder Bisla",6,0,7,"All","All","All",Inf,5.14285714285714
"Brad Hogg",2012,"Mayank Agarwal",2,1,3,"All","All","All",2,4
"Brad Hogg",2012,"Mohammad Kaif",6,0,3,"All","All","All",Inf,12
"Brad Hogg",2012,"Muthiah Muralidaran",1,0,2,"All","All","All",Inf,3
"Brad Hogg",2012,"Naman Ojha",8,0,5,"All","All","All",Inf,9.6
"Brad Hogg",2012,"Richard Levi",5,1,3,"All","All","All",5,10
"Brad Hogg",2012,"Rohit Sharma",0,1,3,"All","All","All",0,0
"Brad Hogg",2012,"Ross Taylor",8,1,11,"All","All","All",8,4.36363636363636
"Brad Hogg",2012,"S Badrinath",1,1,5,"All","All","All",1,1.2
"Brad Hogg",2012,"Sachin Tendulkar",19,0,14,"All","All","All",Inf,8.14285714285714
"Brad Hogg",2012,"Saurabh Tiwary",5,0,6,"All","All","All",Inf,5
"Brad Hogg",2012,"Shikhar Dhawan",16,0,13,"All","All","All",Inf,7.38461538461539
"Brad Hogg",2012,"Sreenath Aravind",0,0,2,"All","All","All",NA,0
