"Bowling_Team","Bowler","Batting_Team","Runs","Wickets","Balls","Season","Stadium","Average","Economy"
"Sunrisers Hyderabad","Ashish Nehra","Mumbai Indians",61,4,42,"All","All",15.25,8.71428571428571
"Sunrisers Hyderabad","Ashish Nehra","Punjab Kings",77,3,41,"All","All",25.6666666666667,11.2682926829268
"Sunrisers Hyderabad","Ashish Nehra","Rising Pune Supergiants",55,4,49,"All","All",13.75,6.73469387755102
"Sunrisers Hyderabad","Ashish Nehra","Royal Challengers Bangalore",95,3,61,"All","All",31.6666666666667,9.34426229508197
"Sunrisers Hyderabad","Ashish Reddy","Chennai Super Kings",34,1,16,"All","All",34,12.75
"Sunrisers Hyderabad","Ashish Reddy","Delhi Capitals",15,1,12,"All","All",15,7.5
"Sunrisers Hyderabad","Ashish Reddy","Kolkata Knight Riders",29,2,24,"All","All",14.5,7.25
"Sunrisers Hyderabad","Ashish Reddy","Pune Warriors",21,1,12,"All","All",21,10.5
"Sunrisers Hyderabad","Ashish Reddy","Rajasthan Royals",5,0,6,"All","All",Inf,5
"Sunrisers Hyderabad","Ashish Reddy","Royal Challengers Bangalore",55,2,29,"All","All",27.5,11.3793103448276
"Sunrisers Hyderabad","Barinder Sran","Delhi Capitals",55,2,36,"All","All",27.5,9.16666666666667
"Sunrisers Hyderabad","Barinder Sran","Gujarat Lions",85,2,60,"All","All",42.5,8.5
"Sunrisers Hyderabad","Barinder Sran","Kolkata Knight Riders",91,2,66,"All","All",45.5,8.27272727272727
"Sunrisers Hyderabad","Barinder Sran","Mumbai Indians",46,5,45,"All","All",9.2,6.13333333333333
"Sunrisers Hyderabad","Barinder Sran","Punjab Kings",62,0,36,"All","All",Inf,10.3333333333333
"Sunrisers Hyderabad","Barinder Sran","Rising Pune Supergiants",26,1,24,"All","All",26,6.5
"Sunrisers Hyderabad","Barinder Sran","Royal Challengers Bangalore",77,2,42,"All","All",38.5,11
"Sunrisers Hyderabad","Basil Thampi","Delhi Capitals",41,0,24,"All","All",Inf,10.25
"Sunrisers Hyderabad","Basil Thampi","Kolkata Knight Riders",46,1,24,"All","All",46,11.5
"Sunrisers Hyderabad","Basil Thampi","Mumbai Indians",44,2,35,"All","All",22,7.54285714285714
"Sunrisers Hyderabad","Basil Thampi","Punjab Kings",14,2,14,"All","All",7,6
"Sunrisers Hyderabad","Basil Thampi","Rajasthan Royals",26,1,12,"All","All",26,13
"Sunrisers Hyderabad","Basil Thampi","Royal Challengers Bangalore",99,0,48,"All","All",Inf,12.375
"Sunrisers Hyderabad","Ben Cutting","Gujarat Lions",49,2,36,"All","All",24.5,8.16666666666667
"Sunrisers Hyderabad","Ben Cutting","Kolkata Knight Riders",55,2,42,"All","All",27.5,7.85714285714286
"Sunrisers Hyderabad","Ben Cutting","Mumbai Indians",18,0,12,"All","All",Inf,9
"Sunrisers Hyderabad","Ben Cutting","Punjab Kings",11,0,7,"All","All",Inf,9.42857142857143
"Sunrisers Hyderabad","Ben Cutting","Royal Challengers Bangalore",70,2,46,"All","All",35,9.1304347826087
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Chennai Super Kings",364,9,320,"All","All",40.4444444444444,6.825
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Delhi Capitals",488,14,378,"All","All",34.8571428571429,7.74603174603175
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Gujarat Lions",130,12,116,"All","All",10.8333333333333,6.72413793103448
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Gujarat Titans",70,2,48,"All","All",35,8.75
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Kolkata Knight Riders",591,22,438,"All","All",26.8636363636364,8.0958904109589
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Lucknow Super Giants",25,0,24,"All","All",Inf,6.25
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Mumbai Indians",304,17,276,"All","All",17.8823529411765,6.60869565217391
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Punjab Kings",407,23,340,"All","All",17.695652173913,7.18235294117647
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Rajasthan Royals",305,11,237,"All","All",27.7272727272727,7.72151898734177
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Rising Pune Supergiants",115,3,90,"All","All",38.3333333333333,7.66666666666667
"Sunrisers Hyderabad","Bhuvneshwar Kumar","Royal Challengers Bangalore",453,17,353,"All","All",26.6470588235294,7.69971671388102
"Sunrisers Hyderabad","Billy Stanlake","Chennai Super Kings",38,0,24,"All","All",Inf,9.5
"Sunrisers Hyderabad","Billy Stanlake","Kolkata Knight Riders",21,2,24,"All","All",10.5,5.25
"Sunrisers Hyderabad","Billy Stanlake","Mumbai Indians",42,2,24,"All","All",21,10.5
"Sunrisers Hyderabad","Billy Stanlake","Rajasthan Royals",29,1,24,"All","All",29,7.25
"Sunrisers Hyderabad","Bipul Sharma","Gujarat Lions",55,2,54,"All","All",27.5,6.11111111111111
"Sunrisers Hyderabad","Bipul Sharma","Kolkata Knight Riders",85,1,62,"All","All",85,8.2258064516129
"Sunrisers Hyderabad","Bipul Sharma","Mumbai Indians",40,0,24,"All","All",Inf,10
"Sunrisers Hyderabad","Bipul Sharma","Punjab Kings",13,2,12,"All","All",6.5,6.5
"Sunrisers Hyderabad","Bipul Sharma","Rising Pune Supergiants",86,2,54,"All","All",43,9.55555555555556
"Sunrisers Hyderabad","Bipul Sharma","Royal Challengers Bangalore",21,2,18,"All","All",10.5,7
"Sunrisers Hyderabad","Cameron White","Pune Warriors",2,0,6,"All","All",Inf,2
"Sunrisers Hyderabad","Cameron White","Royal Challengers Bangalore",14,1,6,"All","All",14,14
"Sunrisers Hyderabad","Carlos Brathwaite","Chennai Super Kings",58,1,33,"All","All",58,10.5454545454545
"Sunrisers Hyderabad","Carlos Brathwaite","Kolkata Knight Riders",36,4,28,"All","All",9,7.71428571428572
"Sunrisers Hyderabad","Chris Jordan","Kolkata Knight Riders",9,1,6,"All","All",9,9
"Sunrisers Hyderabad","Chris Jordan","Punjab Kings",31,0,24,"All","All",Inf,7.75
"Sunrisers Hyderabad","Dale Steyn","Chennai Super Kings",125,1,96,"All","All",125,7.8125
"Sunrisers Hyderabad","Dale Steyn","Delhi Capitals",112,9,120,"All","All",12.4444444444444,5.6
"Sunrisers Hyderabad","Dale Steyn","Kolkata Knight Riders",181,3,138,"All","All",60.3333333333333,7.8695652173913
"Sunrisers Hyderabad","Dale Steyn","Mumbai Indians",164,4,138,"All","All",41,7.1304347826087
"Sunrisers Hyderabad","Dale Steyn","Pune Warriors",45,4,47,"All","All",11.25,5.74468085106383
"Sunrisers Hyderabad","Dale Steyn","Punjab Kings",111,3,96,"All","All",37,6.9375
"Sunrisers Hyderabad","Dale Steyn","Rajasthan Royals",115,8,120,"All","All",14.375,5.75
"Sunrisers Hyderabad","Dale Steyn","Royal Challengers Bangalore",132,1,102,"All","All",132,7.76470588235294
"Sunrisers Hyderabad","Daren Sammy","Chennai Super Kings",75,0,36,"All","All",Inf,12.5
"Sunrisers Hyderabad","Daren Sammy","Delhi Capitals",44,3,36,"All","All",14.6666666666667,7.33333333333333
"Sunrisers Hyderabad","Daren Sammy","Kolkata Knight Riders",16,0,12,"All","All",Inf,8
"Sunrisers Hyderabad","Daren Sammy","Mumbai Indians",35,1,24,"All","All",35,8.75
"Sunrisers Hyderabad","Daren Sammy","Punjab Kings",44,5,36,"All","All",8.8,7.33333333333333
"Sunrisers Hyderabad","Daren Sammy","Rajasthan Royals",67,2,56,"All","All",33.5,7.17857142857143
"Sunrisers Hyderabad","Daren Sammy","Royal Challengers Bangalore",44,0,18,"All","All",Inf,14.6666666666667
"Sunrisers Hyderabad","David Warner","Delhi Capitals",2,0,1,"All","All",Inf,12
"Sunrisers Hyderabad","Deepak Hooda","Chennai Super Kings",8,0,6,"All","All",Inf,8
"Sunrisers Hyderabad","Deepak Hooda","Delhi Capitals",42,1,30,"All","All",42,8.4
"Sunrisers Hyderabad","Deepak Hooda","Gujarat Lions",22,1,18,"All","All",22,7.33333333333333
"Sunrisers Hyderabad","Deepak Hooda","Kolkata Knight Riders",24,2,18,"All","All",12,8
"Sunrisers Hyderabad","Deepak Hooda","Mumbai Indians",18,1,12,"All","All",18,9
"Sunrisers Hyderabad","Deepak Hooda","Punjab Kings",63,0,42,"All","All",Inf,9
"Sunrisers Hyderabad","Deepak Hooda","Royal Challengers Bangalore",7,1,6,"All","All",7,7
"Sunrisers Hyderabad","Fazalhaq Farooqi","Mumbai Indians",31,0,24,"All","All",Inf,7.75
"Sunrisers Hyderabad","Fazalhaq Farooqi","Punjab Kings",32,2,24,"All","All",16,8
"Sunrisers Hyderabad","Fazalhaq Farooqi","Royal Challengers Bangalore",47,0,24,"All","All",Inf,11.75
"Sunrisers Hyderabad","Hanuma Vihari","Kolkata Knight Riders",14,0,6,"All","All",Inf,14
"Sunrisers Hyderabad","Hanuma Vihari","Punjab Kings",7,0,18,"All","All",Inf,2.33333333333333
"Sunrisers Hyderabad","Hanuma Vihari","Royal Challengers Bangalore",17,1,12,"All","All",17,8.5
"Sunrisers Hyderabad","Irfan Pathan","Chennai Super Kings",34,0,18,"All","All",Inf,11.3333333333333
"Sunrisers Hyderabad","Irfan Pathan","Delhi Capitals",18,0,18,"All","All",Inf,6
"Sunrisers Hyderabad","Irfan Pathan","Kolkata Knight Riders",20,0,18,"All","All",Inf,6.66666666666667
"Sunrisers Hyderabad","Irfan Pathan","Mumbai Indians",39,2,24,"All","All",19.5,9.75
"Sunrisers Hyderabad","Irfan Pathan","Punjab Kings",33,0,18,"All","All",Inf,11
"Sunrisers Hyderabad","Irfan Pathan","Rajasthan Royals",8,1,11,"All","All",8,4.36363636363636
"Sunrisers Hyderabad","Irfan Pathan","Royal Challengers Bangalore",53,1,35,"All","All",53,9.08571428571429
"Sunrisers Hyderabad","Ishant Sharma","Chennai Super Kings",183,3,90,"All","All",61,12.2
"Sunrisers Hyderabad","Ishant Sharma","Delhi Capitals",85,3,66,"All","All",28.3333333333333,7.72727272727273
"Sunrisers Hyderabad","Ishant Sharma","Kolkata Knight Riders",33,0,24,"All","All",Inf,8.25
"Sunrisers Hyderabad","Ishant Sharma","Mumbai Indians",47,3,48,"All","All",15.6666666666667,5.875
"Sunrisers Hyderabad","Ishant Sharma","Pune Warriors",44,1,48,"All","All",44,5.5
"Sunrisers Hyderabad","Ishant Sharma","Punjab Kings",100,2,66,"All","All",50,9.09090909090909
"Sunrisers Hyderabad","Ishant Sharma","Rajasthan Royals",142,3,102,"All","All",47.3333333333333,8.35294117647059
"Sunrisers Hyderabad","Ishant Sharma","Royal Challengers Bangalore",92,4,64,"All","All",23,8.625
"Sunrisers Hyderabad","Jagadeesha Suchith","Chennai Super Kings",45,0,18,"All","All",Inf,15
"Sunrisers Hyderabad","Jagadeesha Suchith","Delhi Capitals",21,0,24,"All","All",Inf,5.25
"Sunrisers Hyderabad","Jagadeesha Suchith","Kolkata Knight Riders",32,1,18,"All","All",32,10.6666666666667
"Sunrisers Hyderabad","Jagadeesha Suchith","Punjab Kings",66,2,48,"All","All",33,8.25
"Sunrisers Hyderabad","Jagadeesha Suchith","Royal Challengers Bangalore",42,4,42,"All","All",10.5,6
"Sunrisers Hyderabad","Jason Holder","Chennai Super Kings",27,3,24,"All","All",9,6.75
"Sunrisers Hyderabad","Jason Holder","Delhi Capitals",129,2,71,"All","All",64.5,10.9014084507042
"Sunrisers Hyderabad","Jason Holder","Kolkata Knight Riders",67,3,42,"All","All",22.3333333333333,9.57142857142857
"Sunrisers Hyderabad","Jason Holder","Mumbai Indians",77,6,48,"All","All",12.8333333333333,9.625
"Sunrisers Hyderabad","Jason Holder","Punjab Kings",46,5,48,"All","All",9.2,5.75
"Sunrisers Hyderabad","Jason Holder","Rajasthan Royals",60,3,48,"All","All",20,7.5
"Sunrisers Hyderabad","Jason Holder","Royal Challengers Bangalore",109,9,96,"All","All",12.1111111111111,6.8125
"Sunrisers Hyderabad","Kane Williamson","Kolkata Knight Riders",7,0,6,"All","All",Inf,7
"Sunrisers Hyderabad","Kane Williamson","Mumbai Indians",24,0,12,"All","All",Inf,12
"Sunrisers Hyderabad","Karn Sharma","Chennai Super Kings",151,3,120,"All","All",50.3333333333333,7.55
"Sunrisers Hyderabad","Karn Sharma","Delhi Capitals",123,4,102,"All","All",30.75,7.23529411764706
"Sunrisers Hyderabad","Karn Sharma","Kolkata Knight Riders",182,9,140,"All","All",20.2222222222222,7.8
"Sunrisers Hyderabad","Karn Sharma","Mumbai Indians",173,4,123,"All","All",43.25,8.4390243902439
"Sunrisers Hyderabad","Karn Sharma","Pune Warriors",13,1,18,"All","All",13,4.33333333333333
"Sunrisers Hyderabad","Karn Sharma","Punjab Kings",176,4,132,"All","All",44,8
"Sunrisers Hyderabad","Karn Sharma","Rajasthan Royals",156,6,119,"All","All",26,7.8655462184874
"Sunrisers Hyderabad","Karn Sharma","Royal Challengers Bangalore",135,5,96,"All","All",27,8.4375
"Sunrisers Hyderabad","Kartik Tyagi","Delhi Capitals",37,0,24,"All","All",Inf,9.25
"Sunrisers Hyderabad","Kartik Tyagi","Royal Challengers Bangalore",42,1,24,"All","All",42,10.5
"Sunrisers Hyderabad","Khaleel Ahmed","Chennai Super Kings",163,3,119,"All","All",54.3333333333333,8.21848739495798
"Sunrisers Hyderabad","Khaleel Ahmed","Delhi Capitals",172,8,113,"All","All",21.5,9.13274336283186
"Sunrisers Hyderabad","Khaleel Ahmed","Kolkata Knight Riders",99,4,60,"All","All",24.75,9.9
"Sunrisers Hyderabad","Khaleel Ahmed","Mumbai Indians",66,4,48,"All","All",16.5,8.25
"Sunrisers Hyderabad","Khaleel Ahmed","Punjab Kings",138,8,108,"All","All",17.25,7.66666666666667
"Sunrisers Hyderabad","Khaleel Ahmed","Rajasthan Royals",111,3,71,"All","All",37,9.38028169014084
"Sunrisers Hyderabad","Khaleel Ahmed","Royal Challengers Bangalore",37,3,24,"All","All",12.3333333333333,9.25
"Sunrisers Hyderabad","Marco Jansen","Chennai Super Kings",68,1,48,"All","All",68,8.5
"Sunrisers Hyderabad","Marco Jansen","Gujarat Titans",90,1,48,"All","All",90,11.25
"Sunrisers Hyderabad","Marco Jansen","Kolkata Knight Riders",56,2,48,"All","All",28,7
"Sunrisers Hyderabad","Marco Jansen","Punjab Kings",35,0,24,"All","All",Inf,8.75
"Sunrisers Hyderabad","Marco Jansen","Royal Challengers Bangalore",25,3,24,"All","All",8.33333333333333,6.25
"Sunrisers Hyderabad","Mitchell Marsh","Royal Challengers Bangalore",6,0,4,"All","All",Inf,9
"Sunrisers Hyderabad","Mohammad Nabi","Delhi Capitals",50,2,48,"All","All",25,6.25
"Sunrisers Hyderabad","Mohammad Nabi","Gujarat Lions",17,0,18,"All","All",Inf,5.66666666666667
"Sunrisers Hyderabad","Mohammad Nabi","Kolkata Knight Riders",55,2,48,"All","All",27.5,6.875
"Sunrisers Hyderabad","Mohammad Nabi","Mumbai Indians",106,4,108,"All","All",26.5,5.88888888888889
"Sunrisers Hyderabad","Mohammad Nabi","Punjab Kings",122,1,77,"All","All",122,9.50649350649351
"Sunrisers Hyderabad","Mohammad Nabi","Rajasthan Royals",21,0,6,"All","All",Inf,21
"Sunrisers Hyderabad","Mohammad Nabi","Royal Challengers Bangalore",37,4,38,"All","All",9.25,5.84210526315789
"Sunrisers Hyderabad","Mohammed Siraj","Delhi Capitals",80,4,48,"All","All",20,10
"Sunrisers Hyderabad","Mohammed Siraj","Gujarat Lions",32,4,24,"All","All",8,8
"Sunrisers Hyderabad","Mohammed Siraj","Kolkata Knight Riders",26,2,24,"All","All",13,6.5
"Sunrisers Hyderabad","Mohammed Siraj","Mumbai Indians",32,0,18,"All","All",Inf,10.6666666666667
"Sunrisers Hyderabad","Mohammed Siraj","Rising Pune Supergiants",42,0,24,"All","All",Inf,10.5
"Sunrisers Hyderabad","Moises Henriques","Chennai Super Kings",20,2,24,"All","All",10,5
"Sunrisers Hyderabad","Moises Henriques","Delhi Capitals",145,4,91,"All","All",36.25,9.56043956043956
"Sunrisers Hyderabad","Moises Henriques","Gujarat Lions",92,1,66,"All","All",92,8.36363636363636
"Sunrisers Hyderabad","Moises Henriques","Kolkata Knight Riders",136,4,96,"All","All",34,8.5
"Sunrisers Hyderabad","Moises Henriques","Mumbai Indians",96,2,90,"All","All",48,6.4
"Sunrisers Hyderabad","Moises Henriques","Punjab Kings",189,8,132,"All","All",23.625,8.59090909090909
"Sunrisers Hyderabad","Moises Henriques","Rajasthan Royals",40,2,30,"All","All",20,8
"Sunrisers Hyderabad","Moises Henriques","Rising Pune Supergiants",55,2,53,"All","All",27.5,6.22641509433962
"Sunrisers Hyderabad","Moises Henriques","Royal Challengers Bangalore",144,3,84,"All","All",48,10.2857142857143
"Sunrisers Hyderabad","Mujeeb Ur Rahman","Mumbai Indians",29,2,24,"All","All",14.5,7.25
"Sunrisers Hyderabad","Mustafizur Rahman","Delhi Capitals",63,1,48,"All","All",63,7.875
"Sunrisers Hyderabad","Mustafizur Rahman","Gujarat Lions",36,3,48,"All","All",12,4.5
"Sunrisers Hyderabad","Mustafizur Rahman","Kolkata Knight Riders",89,2,72,"All","All",44.5,7.41666666666667
"Sunrisers Hyderabad","Mustafizur Rahman","Mumbai Indians",82,4,58,"All","All",20.5,8.48275862068965
"Sunrisers Hyderabad","Mustafizur Rahman","Punjab Kings",41,3,48,"All","All",13.6666666666667,5.125
"Sunrisers Hyderabad","Mustafizur Rahman","Rising Pune Supergiants",47,0,36,"All","All",Inf,7.83333333333333
"Sunrisers Hyderabad","Mustafizur Rahman","Royal Challengers Bangalore",97,4,72,"All","All",24.25,8.08333333333333
"Sunrisers Hyderabad","Parvez Rasool","Chennai Super Kings",46,0,30,"All","All",Inf,9.2
"Sunrisers Hyderabad","Parvez Rasool","Delhi Capitals",20,1,24,"All","All",20,5
"Sunrisers Hyderabad","Parvez Rasool","Kolkata Knight Riders",22,0,6,"All","All",Inf,22
"Sunrisers Hyderabad","Parvez Rasool","Royal Challengers Bangalore",26,1,24,"All","All",26,6.5
"Sunrisers Hyderabad","Praveen Kumar","Chennai Super Kings",33,0,24,"All","All",Inf,8.25
"Sunrisers Hyderabad","Praveen Kumar","Delhi Capitals",72,1,36,"All","All",72,12
"Sunrisers Hyderabad","Praveen Kumar","Kolkata Knight Riders",28,1,18,"All","All",28,9.33333333333333
"Sunrisers Hyderabad","Praveen Kumar","Mumbai Indians",48,2,36,"All","All",24,8
"Sunrisers Hyderabad","Praveen Kumar","Punjab Kings",34,1,24,"All","All",34,8.5
"Sunrisers Hyderabad","Praveen Kumar","Rajasthan Royals",70,0,48,"All","All",Inf,8.75
"Sunrisers Hyderabad","Praveen Kumar","Royal Challengers Bangalore",44,2,30,"All","All",22,8.8
"Sunrisers Hyderabad","Rashid Khan","Chennai Super Kings",275,10,240,"All","All",27.5,6.875
"Sunrisers Hyderabad","Rashid Khan","Delhi Capitals",274,15,288,"All","All",18.2666666666667,5.70833333333333
"Sunrisers Hyderabad","Rashid Khan","Gujarat Lions",53,6,48,"All","All",8.83333333333333,6.625
"Sunrisers Hyderabad","Rashid Khan","Kolkata Knight Riders",308,12,276,"All","All",25.6666666666667,6.69565217391304
"Sunrisers Hyderabad","Rashid Khan","Mumbai Indians",229,10,240,"All","All",22.9,5.725
"Sunrisers Hyderabad","Rashid Khan","Punjab Kings",233,18,240,"All","All",12.9444444444444,5.825
"Sunrisers Hyderabad","Rashid Khan","Rajasthan Royals",208,9,192,"All","All",23.1111111111111,6.5
"Sunrisers Hyderabad","Rashid Khan","Rising Pune Supergiants",35,2,48,"All","All",17.5,4.375
"Sunrisers Hyderabad","Rashid Khan","Royal Challengers Bangalore",297,11,240,"All","All",27,7.425
"Sunrisers Hyderabad","Ravi Bopara","Chennai Super Kings",29,0,24,"All","All",Inf,7.25
"Sunrisers Hyderabad","Ravi Bopara","Delhi Capitals",53,0,30,"All","All",Inf,10.6
"Sunrisers Hyderabad","Ravi Bopara","Kolkata Knight Riders",7,1,6,"All","All",7,7
"Sunrisers Hyderabad","Ravi Bopara","Rajasthan Royals",40,3,42,"All","All",13.3333333333333,5.71428571428571
"Sunrisers Hyderabad","Ravi Bopara","Royal Challengers Bangalore",31,2,18,"All","All",15.5,10.3333333333333
"Sunrisers Hyderabad","Romario Shepherd","Lucknow Super Giants",42,2,24,"All","All",21,10.5
"Sunrisers Hyderabad","Romario Shepherd","Punjab Kings",23,0,6,"All","All",Inf,23
"Sunrisers Hyderabad","Romario Shepherd","Rajasthan Royals",33,1,24,"All","All",33,8.25
"Sunrisers Hyderabad","Sandeep Sharma","Chennai Super Kings",266,7,176,"All","All",38,9.06818181818182
"Sunrisers Hyderabad","Sandeep Sharma","Delhi Capitals",197,4,162,"All","All",49.25,7.2962962962963
"Sunrisers Hyderabad","Sandeep Sharma","Kolkata Knight Riders",171,2,102,"All","All",85.5,10.0588235294118
"Sunrisers Hyderabad","Sandeep Sharma","Mumbai Indians",129,9,108,"All","All",14.3333333333333,7.16666666666667
"Sunrisers Hyderabad","Sandeep Sharma","Punjab Kings",147,9,144,"All","All",16.3333333333333,6.125
"Sunrisers Hyderabad","Sandeep Sharma","Rajasthan Royals",196,3,138,"All","All",65.3333333333333,8.52173913043478
"Sunrisers Hyderabad","Sandeep Sharma","Royal Challengers Bangalore",156,7,143,"All","All",22.2857142857143,6.54545454545454
