"Bowler","Season","Striker","Bowling_Team","Runs","Wickets","Balls","Stadium","Batting_Team","Average","Economy"
"Aaron Finch",2010,"Cheteshwar Pujara","Rajasthan Royals",4,0,5,"All","All",Inf,4.8
"Aaron Finch",2010,"Sourav Ganguly","Rajasthan Royals",1,0,2,"All","All",Inf,3
"Aaron Finch",2011,"Rohit Sharma","Delhi Capitals",4,0,4,"All","All",Inf,6
"Aaron Finch",2011,"Sachin Tendulkar","Delhi Capitals",9,0,8,"All","All",Inf,6.75
"Aaron Finch",2013,"Chris Gayle","Pune Warriors",28,0,5,"All","All",Inf,33.6
"Aaron Finch",2013,"Dinesh Karthik","Pune Warriors",2,0,2,"All","All",Inf,6
"Aaron Finch",2013,"Ravindra Jadeja","Pune Warriors",2,0,2,"All","All",Inf,6
"Aaron Finch",2013,"Ricky Ponting","Pune Warriors",1,0,1,"All","All",Inf,6
"Aaron Finch",2013,"Rohit Sharma","Pune Warriors",2,0,2,"All","All",Inf,6
"Aaron Finch",2013,"S Badrinath","Pune Warriors",7,0,4,"All","All",Inf,10.5
"Aaron Finch",2013,"Sachin Tendulkar","Pune Warriors",6,1,7,"All","All",6,5.14285714285714
"Aaron Finch",2013,"Tillakaratne Dilshan","Pune Warriors",1,0,1,"All","All",Inf,6
"Aavishkar Salvi",2009,"Abhishek Nayar","Delhi Capitals",0,1,1,"All","All",0,0
"Aavishkar Salvi",2009,"Ajinkya Rahane","Delhi Capitals",11,0,5,"All","All",Inf,13.2
"Aavishkar Salvi",2009,"Albie Morkel","Delhi Capitals",2,0,3,"All","All",Inf,4
"Aavishkar Salvi",2009,"Irfan Pathan","Delhi Capitals",6,1,6,"All","All",6,6
"Aavishkar Salvi",2009,"Jacques Kallis","Delhi Capitals",13,0,15,"All","All",Inf,5.2
"Aavishkar Salvi",2009,"Johan Botha","Delhi Capitals",10,0,8,"All","All",Inf,7.5
"Aavishkar Salvi",2009,"Karan Goel","Delhi Capitals",10,0,4,"All","All",Inf,15
"Aavishkar Salvi",2009,"Matthew Hayden","Delhi Capitals",33,0,9,"All","All",Inf,22
"Aavishkar Salvi",2009,"Mohammad Ashraful","Delhi Capitals",2,0,4,"All","All",Inf,3
"Aavishkar Salvi",2009,"Naman Ojha","Delhi Capitals",1,1,6,"All","All",1,1
"Aavishkar Salvi",2009,"Parthiv Patel","Delhi Capitals",2,0,2,"All","All",Inf,6
"Aavishkar Salvi",2009,"Pinal Shah","Delhi Capitals",4,0,6,"All","All",Inf,4
"Aavishkar Salvi",2009,"Rahul Dravid","Delhi Capitals",6,0,4,"All","All",Inf,9
"Aavishkar Salvi",2009,"Ravi Bopara","Delhi Capitals",1,0,2,"All","All",Inf,3
"Aavishkar Salvi",2009,"Ravindra Jadeja","Delhi Capitals",7,1,6,"All","All",7,7
"Aavishkar Salvi",2009,"Ross Taylor","Delhi Capitals",11,0,5,"All","All",Inf,13.2
"Aavishkar Salvi",2009,"S Badrinath","Delhi Capitals",3,0,3,"All","All",Inf,6
"Aavishkar Salvi",2009,"Sachin Tendulkar","Delhi Capitals",10,0,8,"All","All",Inf,7.5
"Aavishkar Salvi",2009,"Suresh Raina","Delhi Capitals",1,0,1,"All","All",Inf,6
"Aavishkar Salvi",2009,"Yusuf Pathan","Delhi Capitals",1,0,4,"All","All",Inf,1.5
"Aavishkar Salvi",2011,"Dan Christian","Delhi Capitals",8,0,7,"All","All",Inf,6.85714285714286
"Aavishkar Salvi",2011,"David Hussey","Delhi Capitals",1,1,2,"All","All",1,3
"Aavishkar Salvi",2011,"Dinesh Karthik","Delhi Capitals",15,1,7,"All","All",15,12.8571428571429
"Aavishkar Salvi",2011,"Dwaraka Ravi Teja","Delhi Capitals",0,1,3,"All","All",0,0
"Aavishkar Salvi",2011,"Ishan Malhotra","Delhi Capitals",6,0,3,"All","All",Inf,12
"Aavishkar Salvi",2011,"Jean-Paul Duminy","Delhi Capitals",1,0,2,"All","All",Inf,3
"Aavishkar Salvi",2011,"Kumar Sangakkara","Delhi Capitals",5,0,6,"All","All",Inf,5
"Aavishkar Salvi",2011,"Mandeep Singh","Delhi Capitals",1,0,1,"All","All",Inf,6
"Aavishkar Salvi",2011,"Paul Valthaty","Delhi Capitals",13,0,5,"All","All",Inf,15.6
"Aavishkar Salvi",2011,"Piyush Chawla","Delhi Capitals",1,0,1,"All","All",Inf,6
"Aavishkar Salvi",2011,"Ryan Harris","Delhi Capitals",1,0,1,"All","All",Inf,6
"Aavishkar Salvi",2011,"Shaun Marsh","Delhi Capitals",8,0,7,"All","All",Inf,6.85714285714286
"Aavishkar Salvi",2011,"Shikhar Dhawan","Delhi Capitals",6,0,3,"All","All",Inf,12
"Abdul Samad",2020,"Ishan Kishan","Sunrisers Hyderabad",2,0,2,"All","All",Inf,6
"Abdul Samad",2020,"Kedar Jadhav","Sunrisers Hyderabad",0,1,1,"All","All",0,0
"Abdul Samad",2020,"MS Dhoni","Sunrisers Hyderabad",24,0,14,"All","All",Inf,10.2857142857143
"Abdul Samad",2020,"Nicholas Pooran","Sunrisers Hyderabad",28,0,6,"All","All",Inf,28
"Abdul Samad",2020,"Quinton de Kock","Sunrisers Hyderabad",25,0,10,"All","All",Inf,15
"Abdul Samad",2020,"Ravindra Jadeja","Sunrisers Hyderabad",10,0,7,"All","All",Inf,8.57142857142857
"Abdul Samad",2020,"Sam Curran","Sunrisers Hyderabad",7,0,2,"All","All",Inf,21
"Abdul Samad",2021,"Aiden Markram","Sunrisers Hyderabad",1,1,2,"All","All",1,3
"Abdul Samad",2021,"Deepak Hooda","Sunrisers Hyderabad",7,0,3,"All","All",Inf,14
"Abdul Samad",2021,"Harpreet Brar","Sunrisers Hyderabad",1,0,1,"All","All",Inf,6
"Abdul Samad",2022,"Deepak Hooda","Sunrisers Hyderabad",2,0,3,"All","All",Inf,4
"Abdul Samad",2022,"KL Rahul","Sunrisers Hyderabad",6,0,3,"All","All",Inf,12
"Abdur Razzak",2008,"Graeme Smith","Royal Challengers Bangalore",25,0,6,"All","All",Inf,25
"Abdur Razzak",2008,"Shane Watson","Royal Challengers Bangalore",3,0,5,"All","All",Inf,3.6
"Abdur Razzak",2008,"Swapnil Asnodkar","Royal Challengers Bangalore",1,0,1,"All","All",Inf,6
"Abhimanyu Mithun",2009,"Ajinkya Rahane","Royal Challengers Bangalore",18,0,9,"All","All",Inf,12
"Abhimanyu Mithun",2009,"Jean-Paul Duminy","Royal Challengers Bangalore",20,0,12,"All","All",Inf,10
"Abhimanyu Mithun",2009,"Sanath Jayasuriya","Royal Challengers Bangalore",4,0,3,"All","All",Inf,8
"Abhimanyu Mithun",2010,"Daniel Vettori","Royal Challengers Bangalore",2,0,2,"All","All",Inf,6
"Abhimanyu Mithun",2010,"David Warner","Royal Challengers Bangalore",6,0,3,"All","All",Inf,12
"Abhimanyu Mithun",2010,"Gautam Gambhir","Royal Challengers Bangalore",1,0,1,"All","All",Inf,6
"Abhimanyu Mithun",2010,"Kedar Jadhav","Royal Challengers Bangalore",4,0,3,"All","All",Inf,8
"Abhimanyu Mithun",2010,"Paul Collingwood","Royal Challengers Bangalore",20,0,7,"All","All",Inf,17.1428571428571
"Abhimanyu Mithun",2010,"Virender Sehwag","Royal Challengers Bangalore",6,1,2,"All","All",6,18
"Abhimanyu Mithun",2011,"Abu Nechim","Royal Challengers Bangalore",12,0,5,"All","All",Inf,14.4
"Abhimanyu Mithun",2011,"Adam Gilchrist","Royal Challengers Bangalore",20,0,10,"All","All",Inf,12
"Abhimanyu Mithun",2011,"Albie Morkel","Royal Challengers Bangalore",2,1,2,"All","All",2,6
"Abhimanyu Mithun",2011,"Ambati Rayudu","Royal Challengers Bangalore",18,0,8,"All","All",Inf,13.5
"Abhimanyu Mithun",2011,"Brad Hodge","Royal Challengers Bangalore",4,0,4,"All","All",Inf,6
"Abhimanyu Mithun",2011,"Brendon McCullum","Royal Challengers Bangalore",11,0,3,"All","All",Inf,22
"Abhimanyu Mithun",2011,"Dinesh Karthik","Royal Challengers Bangalore",10,0,4,"All","All",Inf,15
"Abhimanyu Mithun",2011,"Harbhajan Singh","Royal Challengers Bangalore",12,0,4,"All","All",Inf,18
"Abhimanyu Mithun",2011,"Irfan Pathan","Royal Challengers Bangalore",9,0,4,"All","All",Inf,13.5
"Abhimanyu Mithun",2011,"James Hopes","Royal Challengers Bangalore",6,1,6,"All","All",6,6
"Abhimanyu Mithun",2011,"Jesse Ryder","Royal Challengers Bangalore",14,0,8,"All","All",Inf,10.5
"Abhimanyu Mithun",2011,"MS Dhoni","Royal Challengers Bangalore",34,0,15,"All","All",Inf,13.6
"Abhimanyu Mithun",2011,"Manish Pandey","Royal Challengers Bangalore",3,0,6,"All","All",Inf,3
"Abhimanyu Mithun",2011,"Manoj Tiwary","Royal Challengers Bangalore",3,0,6,"All","All",Inf,3
"Abhimanyu Mithun",2011,"Matthew Wade","Royal Challengers Bangalore",3,1,3,"All","All",3,6
"Abhimanyu Mithun",2011,"Michael Hussey","Royal Challengers Bangalore",12,0,6,"All","All",Inf,12
"Abhimanyu Mithun",2011,"Michael Klinger","Royal Challengers Bangalore",2,0,3,"All","All",Inf,4
"Abhimanyu Mithun",2011,"Murali Vijay","Royal Challengers Bangalore",10,0,6,"All","All",Inf,10
"Abhimanyu Mithun",2011,"Parthiv Patel","Royal Challengers Bangalore",7,0,3,"All","All",Inf,14
"Abhimanyu Mithun",2011,"Prasanth Parameswaran","Royal Challengers Bangalore",1,0,1,"All","All",Inf,6
"Abhimanyu Mithun",2011,"Praveen Kumar","Royal Challengers Bangalore",15,0,6,"All","All",Inf,15
"Abhimanyu Mithun",2011,"Rajagopal Sathish","Royal Challengers Bangalore",1,0,1,"All","All",Inf,6
"Abhimanyu Mithun",2011,"Ramesh Powar","Royal Challengers Bangalore",5,0,4,"All","All",Inf,7.5
"Abhimanyu Mithun",2011,"Ravichandran Ashwin","Royal Challengers Bangalore",1,0,1,"All","All",Inf,6
"Abhimanyu Mithun",2011,"Ravindra Jadeja","Royal Challengers Bangalore",2,1,3,"All","All",2,4
"Abhimanyu Mithun",2011,"Robin Uthappa","Royal Challengers Bangalore",4,0,2,"All","All",Inf,12
"Abhimanyu Mithun",2011,"Ryan Harris","Royal Challengers Bangalore",1,0,3,"All","All",Inf,2
"Abhimanyu Mithun",2011,"Ryan McLaren","Royal Challengers Bangalore",2,0,3,"All","All",Inf,4
"Abhimanyu Mithun",2011,"S Badrinath","Royal Challengers Bangalore",7,1,5,"All","All",7,8.4
"Abhimanyu Mithun",2011,"Sachin Tendulkar","Royal Challengers Bangalore",14,0,12,"All","All",Inf,7
"Abhimanyu Mithun",2011,"Shaun Marsh","Royal Challengers Bangalore",9,0,8,"All","All",Inf,6.75
"Abhimanyu Mithun",2011,"Sunny Singh","Royal Challengers Bangalore",1,0,2,"All","All",Inf,3
"Abhimanyu Mithun",2011,"Suresh Raina","Royal Challengers Bangalore",19,0,10,"All","All",Inf,11.4
"Abhimanyu Mithun",2011,"Tim Paine","Royal Challengers Bangalore",2,0,4,"All","All",Inf,3
"Abhimanyu Mithun",2011,"VVS Laxman","Royal Challengers Bangalore",8,0,3,"All","All",Inf,16
"Abhimanyu Mithun",2011,"Venugopal Rao","Royal Challengers Bangalore",19,0,11,"All","All",Inf,10.3636363636364
"Abhimanyu Mithun",2011,"Wriddhiman Saha","Royal Challengers Bangalore",4,0,9,"All","All",Inf,2.66666666666667
"Abhimanyu Mithun",2011,"Yusuf Pathan","Royal Challengers Bangalore",11,0,6,"All","All",Inf,11
"Abhimanyu Mithun",2011,"Yuvraj Singh","Royal Challengers Bangalore",3,0,4,"All","All",Inf,4.5
"Abhimanyu Mithun",2012,"Cameron White","Royal Challengers Bangalore",15,0,5,"All","All",Inf,18
"Abhimanyu Mithun",2012,"Daniel Harris","Royal Challengers Bangalore",6,0,6,"All","All",Inf,6
"Abhimanyu Mithun",2012,"Shikhar Dhawan","Royal Challengers Bangalore",12,0,7,"All","All",Inf,10.2857142857143
"Abhimanyu Mithun",2013,"Gautam Gambhir","Royal Challengers Bangalore",13,0,8,"All","All",Inf,9.75
"Abhimanyu Mithun",2013,"Jacques Kallis","Royal Challengers Bangalore",14,1,10,"All","All",14,8.4
"Abhimanyu Mithun",2013,"Manoj Tiwary","Royal Challengers Bangalore",10,0,6,"All","All",Inf,10
"Abhishek Jhunjhunwala",2010,"Albie Morkel","Rajasthan Royals",11,0,9,"All","All",Inf,7.33333333333333
"Abhishek Jhunjhunwala",2010,"Ambati Rayudu","Rajasthan Royals",21,0,8,"All","All",Inf,15.75
"Abhishek Jhunjhunwala",2010,"Herschelle Gibbs","Rajasthan Royals",15,0,5,"All","All",Inf,18
"Abhishek Jhunjhunwala",2010,"Jean-Paul Duminy","Rajasthan Royals",5,0,5,"All","All",Inf,6
"Abhishek Jhunjhunwala",2010,"Mithun Manhas","Rajasthan Royals",2,0,1,"All","All",Inf,12
"Abhishek Jhunjhunwala",2010,"Murali Vijay","Rajasthan Royals",7,0,3,"All","All",Inf,14
"Abhishek Jhunjhunwala",2010,"Sachin Tendulkar","Rajasthan Royals",1,0,1,"All","All",Inf,6
"Abhishek Jhunjhunwala",2010,"Saurabh Tiwary","Rajasthan Royals",6,0,4,"All","All",Inf,9
"Abhishek Jhunjhunwala",2010,"VVS Laxman","Rajasthan Royals",1,0,1,"All","All",Inf,6
"Abhishek Jhunjhunwala",2011,"Dinesh Karthik","Pune Warriors",8,0,4,"All","All",Inf,12
"Abhishek Jhunjhunwala",2011,"Irfan Pathan","Pune Warriors",2,0,3,"All","All",Inf,4
"Abhishek Jhunjhunwala",2011,"Naman Ojha","Pune Warriors",9,0,3,"All","All",Inf,18
"Abhishek Jhunjhunwala",2011,"Shaun Marsh","Pune Warriors",3,0,2,"All","All",Inf,9
"Abhishek Jhunjhunwala",2012,"Albie Morkel","Deccan Chargers",6,1,6,"All","All",6,6
"Abhishek Jhunjhunwala",2012,"Faf du Plessis","Deccan Chargers",2,0,6,"All","All",Inf,2
"Abhishek Jhunjhunwala",2012,"Mandeep Singh","Deccan Chargers",13,0,9,"All","All",Inf,8.66666666666667
"Abhishek Jhunjhunwala",2012,"Shaun Marsh","Deccan Chargers",12,0,9,"All","All",Inf,8
"Abhishek Jhunjhunwala",2012,"Suresh Raina","Deccan Chargers",5,0,6,"All","All",Inf,5
"Abhishek Nayar",2008,"Adam Gilchrist","Mumbai Indians",20,0,4,"All","All",Inf,30
"Abhishek Nayar",2008,"Chamara Silva","Mumbai Indians",1,1,3,"All","All",1,2
"Abhishek Nayar",2008,"Dwaraka Ravi Teja","Mumbai Indians",12,0,10,"All","All",Inf,7.2
"Abhishek Nayar",2008,"Jacques Kallis","Mumbai Indians",1,0,1,"All","All",Inf,6
"Abhishek Nayar",2008,"Matthew Hayden","Mumbai Indians",7,0,3,"All","All",Inf,14
"Abhishek Nayar",2008,"Mohammad Kaif","Mumbai Indians",2,0,2,"All","All",Inf,6
"Abhishek Nayar",2008,"Shane Watson","Mumbai Indians",2,0,4,"All","All",Inf,3
"Abhishek Nayar",2008,"Suresh Raina","Mumbai Indians",7,0,3,"All","All",Inf,14
"Abhishek Nayar",2008,"VVS Laxman","Mumbai Indians",2,0,2,"All","All",Inf,6
"Abhishek Nayar",2008,"Venugopal Rao","Mumbai Indians",5,0,5,"All","All",Inf,6
"Abhishek Nayar",2008,"Virat Kohli","Mumbai Indians",9,0,5,"All","All",Inf,10.8
"Abhishek Nayar",2009,"Arindam Ghosh","Mumbai Indians",0,1,1,"All","All",0,0
"Abhishek Nayar",2009,"Brad Hodge","Mumbai Indians",13,1,12,"All","All",13,6.5
"Abhishek Nayar",2009,"Brendon McCullum","Mumbai Indians",1,1,2,"All","All",1,3
"Abhishek Nayar",2009,"Gautam Gambhir","Mumbai Indians",11,0,7,"All","All",Inf,9.42857142857143
"Abhishek Nayar",2009,"Jacques Kallis","Mumbai Indians",19,0,17,"All","All",Inf,6.70588235294118
"Abhishek Nayar",2009,"Laxmi Shukla","Mumbai Indians",0,0,3,"All","All",NA,0
"Abhishek Nayar",2009,"Morne van Wyk","Mumbai Indians",4,0,4,"All","All",Inf,6
"Abhishek Nayar",2009,"Robin Uthappa","Mumbai Indians",7,0,7,"All","All",Inf,6
"Abhishek Nayar",2009,"Sourav Ganguly","Mumbai Indians",4,1,7,"All","All",4,3.42857142857143
"Abhishek Nayar",2009,"Virender Sehwag","Mumbai Indians",14,0,5,"All","All",Inf,16.8
"Abhishek Nayar",2009,"Wriddhiman Saha","Mumbai Indians",8,0,4,"All","All",Inf,12
"Abhishek Nayar",2009,"Yashpal Singh","Mumbai Indians",3,0,3,"All","All",Inf,6
"Abhishek Nayar",2011,"Abhishek Raut","Punjab Kings",2,0,4,"All","All",Inf,3
"Abhishek Nayar",2011,"Ashok Menaria","Punjab Kings",1,0,2,"All","All",Inf,3
"Abhishek Nayar",2011,"Chris Gayle","Punjab Kings",8,0,5,"All","All",Inf,9.6
"Abhishek Nayar",2011,"David Warner","Punjab Kings",9,0,6,"All","All",Inf,9
"Abhishek Nayar",2011,"Jesse Ryder","Punjab Kings",1,0,1,"All","All",Inf,6
"Abhishek Nayar",2011,"Kumar Sangakkara","Punjab Kings",8,0,4,"All","All",Inf,12
"Abhishek Nayar",2011,"Mithun Manhas","Punjab Kings",5,1,4,"All","All",5,7.5
"Abhishek Nayar",2011,"Murali Vijay","Punjab Kings",11,0,5,"All","All",Inf,13.2
"Abhishek Nayar",2011,"Robin Uthappa","Punjab Kings",13,0,8,"All","All",Inf,9.75
"Abhishek Nayar",2011,"S Badrinath","Punjab Kings",13,0,7,"All","All",Inf,11.1428571428571
"Abhishek Nayar",2011,"Shikhar Dhawan","Punjab Kings",2,0,2,"All","All",Inf,6
"Abhishek Nayar",2011,"Virat Kohli","Punjab Kings",1,0,1,"All","All",Inf,6
"Abhishek Nayar",2011,"Virender Sehwag","Punjab Kings",2,0,2,"All","All",Inf,6
"Abhishek Nayar",2011,"Yogesh Nagar","Punjab Kings",11,1,4,"All","All",11,16.5
"Abhishek Nayar",2011,"Yuvraj Singh","Punjab Kings",8,0,6,"All","All",Inf,8
"Abhishek Nayar",2012,"Chris Gayle","Punjab Kings",8,0,3,"All","All",Inf,16
"Abhishek Nayar",2012,"Virat Kohli","Punjab Kings",8,0,3,"All","All",Inf,16
"Abhishek Nayar",2013,"Ben Rohrer","Pune Warriors",12,1,9,"All","All",12,8
"Abhishek Nayar",2013,"David Warner","Pune Warriors",2,0,2,"All","All",Inf,6
"Abhishek Nayar",2013,"Kedar Jadhav","Pune Warriors",1,0,1,"All","All",Inf,6
"Abhishek Nayar",2013,"Murali Vijay","Pune Warriors",2,1,4,"All","All",2,3
"Abhishek Nayar",2013,"Ravindra Jadeja","Pune Warriors",5,0,6,"All","All",Inf,5
"Abhishek Nayar",2013,"S Badrinath","Pune Warriors",23,0,15,"All","All",Inf,9.2
"Abhishek Nayar",2013,"Suresh Raina","Pune Warriors",14,0,11,"All","All",Inf,7.63636363636364
"Abhishek Raut",2009,"AB de Villiers","Rajasthan Royals",10,0,5,"All","All",Inf,12
"Abhishek Raut",2009,"Chaminda Vaas","Rajasthan Royals",11,0,4,"All","All",Inf,16.5
"Abhishek Raut",2009,"Dillon du Preez","Rajasthan Royals",4,0,4,"All","All",Inf,6
"Abhishek Raut",2009,"Dwayne Smith","Rajasthan Royals",2,0,2,"All","All",Inf,6
"Abhishek Raut",2009,"Roelof van der Merwe","Rajasthan Royals",2,0,2,"All","All",Inf,6
"Abhishek Raut",2009,"Rohit Sharma","Rajasthan Royals",6,0,5,"All","All",Inf,7.2
"Abhishek Raut",2009,"Tillakaratne Dilshan","Rajasthan Royals",0,0,1,"All","All",NA,0
"Abhishek Raut",2009,"Tirumalasetti Suman","Rajasthan Royals",1,0,1,"All","All",Inf,6
"Abhishek Raut",2011,"Dinesh Karthik","Rajasthan Royals",1,0,2,"All","All",Inf,3
"Abhishek Raut",2011,"Shaun Marsh","Rajasthan Royals",7,0,4,"All","All",Inf,10.5
"Abhishek Sharma",2019,"Colin Munro","Sunrisers Hyderabad",8,1,4,"All","All",8,12
"Abhishek Sharma",2019,"KL Rahul","Sunrisers Hyderabad",4,0,2,"All","All",Inf,12
"Abhishek Sharma",2019,"Mayank Agarwal","Sunrisers Hyderabad",7,0,4,"All","All",Inf,10.5
"Abhishek Sharma",2019,"Shreyas Iyer","Sunrisers Hyderabad",2,0,2,"All","All",Inf,6
"Abhishek Sharma",2020,"AB de Villiers","Sunrisers Hyderabad",2,0,3,"All","All",Inf,4
"Abhishek Sharma",2020,"Aaron Finch","Sunrisers Hyderabad",1,1,2,"All","All",1,3
"Abhishek Sharma",2020,"Devdutt Padikkal","Sunrisers Hyderabad",10,0,5,"All","All",Inf,12
"Abhishek Sharma",2020,"Eoin Morgan","Sunrisers Hyderabad",2,0,2,"All","All",Inf,6
"Abhishek Sharma",2020,"Glenn Maxwell","Sunrisers Hyderabad",1,0,1,"All","All",Inf,6
"Abhishek Sharma",2020,"KL Rahul","Sunrisers Hyderabad",0,1,1,"All","All",0,0
"Abhishek Sharma",2020,"Kedar Jadhav","Sunrisers Hyderabad",2,0,3,"All","All",Inf,4
"Abhishek Sharma",2020,"MS Dhoni","Sunrisers Hyderabad",2,0,3,"All","All",Inf,4
"Abhishek Sharma",2020,"Nicholas Pooran","Sunrisers Hyderabad",14,0,4,"All","All",Inf,21
"Abhishek Sharma",2020,"Rishabh Pant","Sunrisers Hyderabad",18,0,11,"All","All",Inf,9.81818181818182
"Abhishek Sharma",2020,"Robin Uthappa","Sunrisers Hyderabad",2,0,3,"All","All",Inf,4
"Abhishek Sharma",2020,"Sanju Samson","Sunrisers Hyderabad",9,0,3,"All","All",Inf,18
"Abhishek Sharma",2020,"Shikhar Dhawan","Sunrisers Hyderabad",9,0,8,"All","All",Inf,6.75
"Abhishek Sharma",2020,"Shimron Hetmyer","Sunrisers Hyderabad",2,0,2,"All","All",Inf,6
"Abhishek Sharma",2020,"Shreyas Iyer","Sunrisers Hyderabad",5,0,3,"All","All",Inf,10
"Abhishek Sharma",2020,"Shubman Gill","Sunrisers Hyderabad",9,0,4,"All","All",Inf,13.5
"Abhishek Sharma",2020,"Virat Kohli","Sunrisers Hyderabad",3,0,2,"All","All",Inf,9
"Abhishek Sharma",2021,"Deepak Hooda","Sunrisers Hyderabad",2,1,3,"All","All",2,4
"Abhishek Sharma",2021,"Fabian Allen","Sunrisers Hyderabad",1,0,1,"All","All",Inf,6
"Abhishek Sharma",2021,"Faf du Plessis","Sunrisers Hyderabad",2,0,4,"All","All",Inf,3
"Abhishek Sharma",2021,"James Neesham","Sunrisers Hyderabad",0,1,1,"All","All",0,0
"Abhishek Sharma",2021,"KL Rahul","Sunrisers Hyderabad",1,0,1,"All","All",Inf,6
"Abhishek Sharma",2021,"Kieron Pollard","Sunrisers Hyderabad",4,1,3,"All","All",4,8
"Abhishek Sharma",2021,"Liam Livingstone","Sunrisers Hyderabad",3,0,3,"All","All",Inf,6
"Abhishek Sharma",2021,"M Shahrukh Khan","Sunrisers Hyderabad",9,0,5,"All","All",Inf,10.8
"Abhishek Sharma",2021,"Mayank Agarwal","Sunrisers Hyderabad",2,0,5,"All","All",Inf,2.4
"Abhishek Sharma",2021,"Moises Henriques","Sunrisers Hyderabad",9,1,9,"All","All",9,6
"Abhishek Sharma",2021,"Prithvi Shaw","Sunrisers Hyderabad",8,0,3,"All","All",Inf,16
"Abhishek Sharma",2021,"Quinton de Kock","Sunrisers Hyderabad",1,0,2,"All","All",Inf,3
"Abhishek Sharma",2021,"Rohit Sharma","Sunrisers Hyderabad",4,0,4,"All","All",Inf,6
"Abhishek Sharma",2021,"Ruturaj Gaikwad","Sunrisers Hyderabad",7,0,8,"All","All",Inf,5.25
"Abhishek Sharma",2021,"Sanju Samson","Sunrisers Hyderabad",5,0,3,"All","All",Inf,10
"Abhishek Sharma",2021,"Shikhar Dhawan","Sunrisers Hyderabad",6,0,3,"All","All",Inf,12
"Abhishek Sharma",2021,"Suryakumar Yadav","Sunrisers Hyderabad",0,0,2,"All","All",NA,0
"Abhishek Sharma",2022,"Faf du Plessis","Sunrisers Hyderabad",4,0,5,"All","All",Inf,4.8
"Abhishek Sharma",2022,"Ishan Kishan","Sunrisers Hyderabad",2,0,2,"All","All",Inf,6
"Abhishek Sharma",2022,"Jos Buttler","Sunrisers Hyderabad",1,0,1,"All","All",Inf,6
"Abhishek Sharma",2022,"Rajat Patidar","Sunrisers Hyderabad",9,0,7,"All","All",Inf,7.71428571428572
"Abhishek Sharma",2022,"Rohit Sharma","Sunrisers Hyderabad",8,0,4,"All","All",Inf,12
"Abhishek Sharma",2022,"Sanju Samson","Sunrisers Hyderabad",14,0,5,"All","All",Inf,16.8
"Abrar Kazi",2011,"Ajinkya Rahane","Royal Challengers Bangalore",10,0,4,"All","All",Inf,15
"Abrar Kazi",2011,"Johan Botha","Royal Challengers Bangalore",8,0,6,"All","All",Inf,8
"Abrar Kazi",2011,"Ross Taylor","Royal Challengers Bangalore",3,0,2,"All","All",Inf,9
"Abu Nechim",2010,"MS Dhoni","Mumbai Indians",13,0,5,"All","All",Inf,15.6
"Abu Nechim",2010,"Matthew Hayden","Mumbai Indians",3,0,3,"All","All",Inf,6
"Abu Nechim",2010,"Suresh Raina","Mumbai Indians",10,0,4,"All","All",Inf,15
"Abu Nechim",2011,"AB de Villiers","Mumbai Indians",12,0,6,"All","All",Inf,12
"Abu Nechim",2011,"Abhishek Nayar","Mumbai Indians",2,0,2,"All","All",Inf,6
"Abu Nechim",2011,"Amit Mishra","Mumbai Indians",3,0,4,"All","All",Inf,4.5
"Abu Nechim",2011,"Cameron White","Mumbai Indians",1,0,4,"All","All",Inf,1.5
"Abu Nechim",2011,"Chris Gayle","Mumbai Indians",33,0,10,"All","All",Inf,19.8
"Abu Nechim",2011,"Dale Steyn","Mumbai Indians",3,0,2,"All","All",Inf,9
"Abu Nechim",2011,"Dan Christian","Mumbai Indians",9,0,5,"All","All",Inf,10.8
"Abu Nechim",2011,"Gautam Gambhir","Mumbai Indians",6,1,2,"All","All",6,18
"Abu Nechim",2011,"Jacques Kallis","Mumbai Indians",3,0,7,"All","All",Inf,2.57142857142857
"Abu Nechim",2011,"Jesse Ryder","Mumbai Indians",0,1,3,"All","All",0,0
"Abu Nechim",2011,"Kumar Sangakkara","Mumbai Indians",10,0,7,"All","All",Inf,8.57142857142857
"Abu Nechim",2011,"Luke Pomersbach","Mumbai Indians",3,0,2,"All","All",Inf,9
"Abu Nechim",2011,"Manoj Tiwary","Mumbai Indians",8,0,4,"All","All",Inf,12
"Abu Nechim",2011,"Mayank Agarwal","Mumbai Indians",5,0,2,"All","All",Inf,15
"Abu Nechim",2011,"Michael Hussey","Mumbai Indians",2,0,3,"All","All",Inf,4
"Abu Nechim",2011,"Mithun Manhas","Mumbai Indians",0,1,1,"All","All",0,0
"Abu Nechim",2011,"Mohnish Mishra","Mumbai Indians",0,0,1,"All","All",NA,0
"Abu Nechim",2011,"Murali Kartik","Mumbai Indians",6,0,3,"All","All",Inf,12
"Abu Nechim",2011,"Murali Vijay","Mumbai Indians",11,0,5,"All","All",Inf,13.2
"Abu Nechim",2011,"Paul Valthaty","Mumbai Indians",4,0,7,"All","All",Inf,3.42857142857143
"Abu Nechim",2011,"Rajat Bhatia","Mumbai Indians",8,0,3,"All","All",Inf,16
"Abu Nechim",2011,"Robin Uthappa","Mumbai Indians",7,0,9,"All","All",Inf,4.66666666666667
"Abu Nechim",2011,"Ryan ten Doeschate","Mumbai Indians",0,1,2,"All","All",0,0
"Abu Nechim",2011,"S Badrinath","Mumbai Indians",6,0,4,"All","All",Inf,9
