"Bowler","Season","Striker","Bowling_Team","Runs","Wickets","Balls","Stadium","Batting_Team","Average","Economy"
"Mitchell Johnson",2013,"Mandeep Singh","Mumbai Indians",6,0,4,"All","All",Inf,9
"Mitchell Johnson",2013,"Manish Pandey","Mumbai Indians",1,0,1,"All","All",Inf,6
"Mitchell Johnson",2013,"Manoj Tiwary","Mumbai Indians",3,0,3,"All","All",Inf,6
"Mitchell Johnson",2013,"Manprit Juneja","Mumbai Indians",16,0,8,"All","All",Inf,12
"Mitchell Johnson",2013,"Manvinder Bisla","Mumbai Indians",5,0,10,"All","All",Inf,3
"Mitchell Johnson",2013,"Michael Hussey","Mumbai Indians",30,0,27,"All","All",Inf,6.66666666666667
"Mitchell Johnson",2013,"Mitchell Marsh","Mumbai Indians",16,1,7,"All","All",16,13.7142857142857
"Mitchell Johnson",2013,"Morne Morkel","Mumbai Indians",13,0,4,"All","All",Inf,19.5
"Mitchell Johnson",2013,"Murali Vijay","Mumbai Indians",18,2,18,"All","All",9,6
"Mitchell Johnson",2013,"Parthiv Patel","Mumbai Indians",19,0,6,"All","All",Inf,19
"Mitchell Johnson",2013,"Parvez Rasool","Mumbai Indians",1,0,1,"All","All",Inf,6
"Mitchell Johnson",2013,"Parvinder Awana","Mumbai Indians",0,0,1,"All","All",NA,0
"Mitchell Johnson",2013,"Piyush Chawla","Mumbai Indians",4,0,4,"All","All",Inf,6
"Mitchell Johnson",2013,"Praveen Kumar","Mumbai Indians",5,0,3,"All","All",Inf,10
"Mitchell Johnson",2013,"Rahul Dravid","Mumbai Indians",17,1,16,"All","All",17,6.375
"Mitchell Johnson",2013,"Ravi Rampaul","Mumbai Indians",0,0,1,"All","All",NA,0
"Mitchell Johnson",2013,"Ravichandran Ashwin","Mumbai Indians",3,0,4,"All","All",Inf,4.5
"Mitchell Johnson",2013,"Ravindra Jadeja","Mumbai Indians",19,0,5,"All","All",Inf,22.8
"Mitchell Johnson",2013,"Robin Uthappa","Mumbai Indians",2,1,8,"All","All",2,1.5
"Mitchell Johnson",2013,"Ross Taylor","Mumbai Indians",5,0,5,"All","All",Inf,6
"Mitchell Johnson",2013,"S Badrinath","Mumbai Indians",0,2,5,"All","All",0,0
"Mitchell Johnson",2013,"Sanju Samson","Mumbai Indians",4,1,4,"All","All",4,6
"Mitchell Johnson",2013,"Shane Watson","Mumbai Indians",7,0,9,"All","All",Inf,4.66666666666667
"Mitchell Johnson",2013,"Shaun Marsh","Mumbai Indians",3,0,5,"All","All",Inf,3.6
"Mitchell Johnson",2013,"Shikhar Dhawan","Mumbai Indians",14,1,11,"All","All",14,7.63636363636364
"Mitchell Johnson",2013,"Stuart Binny","Mumbai Indians",5,0,7,"All","All",Inf,4.28571428571429
"Mitchell Johnson",2013,"Sunil Narine","Mumbai Indians",1,1,3,"All","All",1,2
"Mitchell Johnson",2013,"Suresh Raina","Mumbai Indians",18,2,12,"All","All",9,9
"Mitchell Johnson",2013,"Tillakaratne Dilshan","Mumbai Indians",6,1,11,"All","All",6,3.27272727272727
"Mitchell Johnson",2013,"Tirumalasetti Suman","Mumbai Indians",9,0,3,"All","All",Inf,18
"Mitchell Johnson",2013,"Vinay Kumar","Mumbai Indians",5,0,5,"All","All",Inf,6
"Mitchell Johnson",2013,"Virat Kohli","Mumbai Indians",5,0,3,"All","All",Inf,10
"Mitchell Johnson",2013,"Yusuf Pathan","Mumbai Indians",1,1,1,"All","All",1,6
"Mitchell Johnson",2014,"AB de Villiers","Punjab Kings",12,0,9,"All","All",Inf,8
"Mitchell Johnson",2014,"Aaron Finch","Punjab Kings",18,0,14,"All","All",Inf,7.71428571428572
"Mitchell Johnson",2014,"Abhishek Nayar","Punjab Kings",12,0,8,"All","All",Inf,9
"Mitchell Johnson",2014,"Ajinkya Rahane","Punjab Kings",7,0,3,"All","All",Inf,14
"Mitchell Johnson",2014,"Amit Mishra","Punjab Kings",1,0,2,"All","All",Inf,3
"Mitchell Johnson",2014,"Ashok Dinda","Punjab Kings",2,0,5,"All","All",Inf,2.4
"Mitchell Johnson",2014,"Brendon McCullum","Punjab Kings",22,0,10,"All","All",Inf,13.2
"Mitchell Johnson",2014,"Chidhambaram Gautam","Punjab Kings",2,0,2,"All","All",Inf,6
"Mitchell Johnson",2014,"Corey Anderson","Punjab Kings",3,0,6,"All","All",Inf,3
"Mitchell Johnson",2014,"Dale Steyn","Punjab Kings",5,0,6,"All","All",Inf,5
"Mitchell Johnson",2014,"David Warner","Punjab Kings",12,0,8,"All","All",Inf,9
"Mitchell Johnson",2014,"Dinesh Karthik","Punjab Kings",9,0,5,"All","All",Inf,10.8
"Mitchell Johnson",2014,"Dwayne Smith","Punjab Kings",21,0,11,"All","All",Inf,11.4545454545455
"Mitchell Johnson",2014,"Faf du Plessis","Punjab Kings",16,2,7,"All","All",8,13.7142857142857
"Mitchell Johnson",2014,"Gautam Gambhir","Punjab Kings",20,1,17,"All","All",20,7.05882352941176
"Mitchell Johnson",2014,"Harshal Patel","Punjab Kings",4,1,2,"All","All",4,12
"Mitchell Johnson",2014,"Jacques Kallis","Punjab Kings",9,0,10,"All","All",Inf,5.4
"Mitchell Johnson",2014,"James Faulkner","Punjab Kings",6,0,4,"All","All",Inf,9
"Mitchell Johnson",2014,"James Neesham","Punjab Kings",5,0,4,"All","All",Inf,7.5
"Mitchell Johnson",2014,"Jaydev Unadkat","Punjab Kings",0,1,1,"All","All",0,0
"Mitchell Johnson",2014,"Karn Sharma","Punjab Kings",6,1,4,"All","All",6,9
"Mitchell Johnson",2014,"Kevin Pietersen","Punjab Kings",13,0,6,"All","All",Inf,13
"Mitchell Johnson",2014,"Kieron Pollard","Punjab Kings",20,0,6,"All","All",Inf,20
"Mitchell Johnson",2014,"MS Dhoni","Punjab Kings",24,1,16,"All","All",24,9
"Mitchell Johnson",2014,"Manish Pandey","Punjab Kings",21,0,13,"All","All",Inf,9.69230769230769
"Mitchell Johnson",2014,"Mayank Agarwal","Punjab Kings",0,1,1,"All","All",0,0
"Mitchell Johnson",2014,"Mitchell Starc","Punjab Kings",8,1,7,"All","All",8,6.85714285714286
"Mitchell Johnson",2014,"Mithun Manhas","Punjab Kings",1,0,1,"All","All",Inf,6
"Mitchell Johnson",2014,"Mohit Sharma","Punjab Kings",0,0,1,"All","All",NA,0
"Mitchell Johnson",2014,"Morne Morkel","Punjab Kings",2,0,1,"All","All",Inf,12
"Mitchell Johnson",2014,"Naman Ojha","Punjab Kings",2,0,2,"All","All",Inf,6
"Mitchell Johnson",2014,"Parthiv Patel","Punjab Kings",10,0,11,"All","All",Inf,5.45454545454545
"Mitchell Johnson",2014,"Piyush Chawla","Punjab Kings",9,0,5,"All","All",Inf,10.8
"Mitchell Johnson",2014,"Ravichandran Ashwin","Punjab Kings",1,0,1,"All","All",Inf,6
"Mitchell Johnson",2014,"Robin Uthappa","Punjab Kings",36,1,15,"All","All",36,14.4
"Mitchell Johnson",2014,"Rohit Sharma","Punjab Kings",12,0,10,"All","All",Inf,7.2
"Mitchell Johnson",2014,"Ryan ten Doeschate","Punjab Kings",1,1,3,"All","All",1,2
"Mitchell Johnson",2014,"Sachin Rana","Punjab Kings",0,0,2,"All","All",NA,0
"Mitchell Johnson",2014,"Sanju Samson","Punjab Kings",3,0,4,"All","All",Inf,4.5
"Mitchell Johnson",2014,"Shahbaz Nadeem","Punjab Kings",0,0,2,"All","All",NA,0
"Mitchell Johnson",2014,"Shakib Al Hasan","Punjab Kings",12,0,8,"All","All",Inf,9
"Mitchell Johnson",2014,"Shikhar Dhawan","Punjab Kings",8,1,12,"All","All",8,4
"Mitchell Johnson",2014,"Steven Smith","Punjab Kings",1,0,3,"All","All",Inf,2
"Mitchell Johnson",2014,"Stuart Binny","Punjab Kings",0,1,2,"All","All",0,0
"Mitchell Johnson",2014,"Sunil Narine","Punjab Kings",4,1,6,"All","All",4,4
"Mitchell Johnson",2014,"Suresh Raina","Punjab Kings",43,0,25,"All","All",Inf,10.32
"Mitchell Johnson",2014,"Suryakumar Yadav","Punjab Kings",9,1,4,"All","All",9,13.5
"Mitchell Johnson",2014,"Umesh Yadav","Punjab Kings",0,1,1,"All","All",0,0
"Mitchell Johnson",2014,"Varun Aaron","Punjab Kings",3,0,2,"All","All",Inf,9
"Mitchell Johnson",2014,"Yogesh Takawale","Punjab Kings",0,1,5,"All","All",0,0
"Mitchell Johnson",2014,"Yusuf Pathan","Punjab Kings",4,0,3,"All","All",Inf,8
"Mitchell Johnson",2014,"Yuvraj Singh","Punjab Kings",5,0,5,"All","All",Inf,6
"Mitchell Johnson",2015,"AB de Villiers","Punjab Kings",2,0,3,"All","All",Inf,4
"Mitchell Johnson",2015,"Aaron Finch","Punjab Kings",0,1,2,"All","All",0,0
"Mitchell Johnson",2015,"Ajinkya Rahane","Punjab Kings",23,1,13,"All","All",23,10.6153846153846
"Mitchell Johnson",2015,"Ambati Rayudu","Punjab Kings",4,1,4,"All","All",4,6
"Mitchell Johnson",2015,"Andre Russell","Punjab Kings",14,1,9,"All","All",14,9.33333333333333
"Mitchell Johnson",2015,"Ashish Reddy","Punjab Kings",7,0,3,"All","All",Inf,14
"Mitchell Johnson",2015,"Brendon McCullum","Punjab Kings",19,0,14,"All","All",Inf,8.14285714285714
"Mitchell Johnson",2015,"Chris Gayle","Punjab Kings",33,0,12,"All","All",Inf,16.5
"Mitchell Johnson",2015,"Chris Morris","Punjab Kings",1,0,1,"All","All",Inf,6
"Mitchell Johnson",2015,"Corey Anderson","Punjab Kings",0,0,4,"All","All",NA,0
"Mitchell Johnson",2015,"David Warner","Punjab Kings",24,0,7,"All","All",Inf,20.5714285714286
"Mitchell Johnson",2015,"Gautam Gambhir","Punjab Kings",1,0,2,"All","All",Inf,3
"Mitchell Johnson",2015,"Hanuma Vihari","Punjab Kings",0,0,3,"All","All",NA,0
"Mitchell Johnson",2015,"Harbhajan Singh","Punjab Kings",7,0,3,"All","All",Inf,14
"Mitchell Johnson",2015,"Jagadeesha Suchith","Punjab Kings",10,0,4,"All","All",Inf,15
"Mitchell Johnson",2015,"James Faulkner","Punjab Kings",28,0,14,"All","All",Inf,12
"Mitchell Johnson",2015,"Jean-Paul Duminy","Punjab Kings",6,0,4,"All","All",Inf,9
"Mitchell Johnson",2015,"Karun Nair","Punjab Kings",5,0,3,"All","All",Inf,10
"Mitchell Johnson",2015,"Kieron Pollard","Punjab Kings",2,0,7,"All","All",Inf,1.71428571428571
"Mitchell Johnson",2015,"Lendl Simmons","Punjab Kings",4,0,8,"All","All",Inf,3
"Mitchell Johnson",2015,"MS Dhoni","Punjab Kings",8,0,3,"All","All",Inf,16
"Mitchell Johnson",2015,"Mayank Agarwal","Punjab Kings",21,0,10,"All","All",Inf,12.6
"Mitchell Johnson",2015,"Moises Henriques","Punjab Kings",3,0,3,"All","All",Inf,6
"Mitchell Johnson",2015,"Naman Ojha","Punjab Kings",4,0,4,"All","All",Inf,6
"Mitchell Johnson",2015,"Parthiv Patel","Punjab Kings",28,0,9,"All","All",Inf,18.6666666666667
"Mitchell Johnson",2015,"Piyush Chawla","Punjab Kings",4,0,1,"All","All",Inf,24
"Mitchell Johnson",2015,"Ravi Bopara","Punjab Kings",0,1,2,"All","All",0,0
"Mitchell Johnson",2015,"Ravindra Jadeja","Punjab Kings",9,0,3,"All","All",Inf,18
"Mitchell Johnson",2015,"Rohit Sharma","Punjab Kings",9,1,7,"All","All",9,7.71428571428572
"Mitchell Johnson",2015,"Shane Watson","Punjab Kings",3,0,7,"All","All",Inf,2.57142857142857
"Mitchell Johnson",2015,"Shikhar Dhawan","Punjab Kings",1,1,2,"All","All",1,3
"Mitchell Johnson",2015,"Steven Smith","Punjab Kings",1,1,2,"All","All",1,3
"Mitchell Johnson",2015,"Stuart Binny","Punjab Kings",6,1,8,"All","All",6,4.5
"Mitchell Johnson",2015,"Suresh Raina","Punjab Kings",4,0,4,"All","All",Inf,6
"Mitchell Johnson",2015,"Suryakumar Yadav","Punjab Kings",14,0,4,"All","All",Inf,21
"Mitchell Johnson",2015,"Virat Kohli","Punjab Kings",8,0,9,"All","All",Inf,5.33333333333333
"Mitchell Johnson",2015,"Yusuf Pathan","Punjab Kings",8,0,7,"All","All",Inf,6.85714285714286
"Mitchell Johnson",2015,"Yuvraj Singh","Punjab Kings",15,0,10,"All","All",Inf,9
"Mitchell Johnson",2016,"Aaron Finch","Punjab Kings",17,0,11,"All","All",Inf,9.27272727272727
"Mitchell Johnson",2016,"Ambati Rayudu","Punjab Kings",6,0,5,"All","All",Inf,7.2
"Mitchell Johnson",2016,"Dinesh Karthik","Punjab Kings",9,0,6,"All","All",Inf,9
"Mitchell Johnson",2016,"Hardik Pandya","Punjab Kings",4,0,1,"All","All",Inf,24
"Mitchell Johnson",2016,"Ishan Kishan","Punjab Kings",5,1,4,"All","All",5,7.5
"Mitchell Johnson",2016,"Kieron Pollard","Punjab Kings",4,0,3,"All","All",Inf,8
"Mitchell Johnson",2016,"Parthiv Patel","Punjab Kings",29,1,15,"All","All",29,11.6
"Mitchell Johnson",2016,"Quinton de Kock","Punjab Kings",22,0,11,"All","All",Inf,12
"Mitchell Johnson",2016,"Ravindra Jadeja","Punjab Kings",1,0,2,"All","All",Inf,3
"Mitchell Johnson",2016,"Sanju Samson","Punjab Kings",4,0,4,"All","All",Inf,6
"Mitchell Johnson",2016,"Shreyas Iyer","Punjab Kings",2,0,3,"All","All",Inf,4
"Mitchell Johnson",2016,"Suresh Raina","Punjab Kings",3,0,1,"All","All",Inf,18
"Mitchell Johnson",2017,"Aditya Tare","Mumbai Indians",0,0,1,"All","All",NA,0
"Mitchell Johnson",2017,"Ajinkya Rahane","Mumbai Indians",23,1,15,"All","All",23,9.2
"Mitchell Johnson",2017,"Ben Stokes","Mumbai Indians",5,1,3,"All","All",5,10
"Mitchell Johnson",2017,"Chris Lynn","Mumbai Indians",12,0,10,"All","All",Inf,7.2
"Mitchell Johnson",2017,"Chris Morris","Mumbai Indians",7,0,5,"All","All",Inf,8.4
"Mitchell Johnson",2017,"Colin de Grandhomme","Mumbai Indians",1,0,1,"All","All",Inf,6
"Mitchell Johnson",2017,"Dan Christian","Mumbai Indians",4,0,2,"All","All",Inf,12
"Mitchell Johnson",2017,"Gautam Gambhir","Mumbai Indians",21,1,11,"All","All",21,11.4545454545455
"Mitchell Johnson",2017,"Ishank Jaggi","Mumbai Indians",7,0,3,"All","All",Inf,14
"Mitchell Johnson",2017,"Kagiso Rabada","Mumbai Indians",2,0,1,"All","All",Inf,12
"Mitchell Johnson",2017,"Karun Nair","Mumbai Indians",3,0,10,"All","All",Inf,1.8
"Mitchell Johnson",2017,"Kuldeep Yadav","Mumbai Indians",2,0,4,"All","All",Inf,3
"Mitchell Johnson",2017,"MS Dhoni","Mumbai Indians",2,0,4,"All","All",Inf,3
"Mitchell Johnson",2017,"Manish Pandey","Mumbai Indians",3,0,7,"All","All",Inf,2.57142857142857
"Mitchell Johnson",2017,"Manoj Tiwary","Mumbai Indians",15,1,7,"All","All",15,12.8571428571429
"Mitchell Johnson",2017,"Nathan Coulter-Nile","Mumbai Indians",6,1,4,"All","All",6,9
"Mitchell Johnson",2017,"Piyush Chawla","Mumbai Indians",0,1,1,"All","All",0,0
"Mitchell Johnson",2017,"Rahul Tripathi","Mumbai Indians",5,0,9,"All","All",Inf,3.33333333333333
"Mitchell Johnson",2017,"Sanju Samson","Mumbai Indians",9,0,5,"All","All",Inf,10.8
"Mitchell Johnson",2017,"Shreyas Iyer","Mumbai Indians",2,0,2,"All","All",Inf,6
"Mitchell Johnson",2017,"Steven Smith","Mumbai Indians",6,1,7,"All","All",6,5.14285714285714
"Mitchell Johnson",2017,"Sunil Narine","Mumbai Indians",2,0,3,"All","All",Inf,4
"Mitchell Johnson",2017,"Suryakumar Yadav","Mumbai Indians",4,0,4,"All","All",Inf,6
"Mitchell Johnson",2017,"Washington Sundar","Mumbai Indians",0,0,1,"All","All",NA,0
"Mitchell Johnson",2018,"AB de Villiers","Kolkata Knight Riders",10,0,6,"All","All",Inf,10
"Mitchell Johnson",2018,"Ambati Rayudu","Kolkata Knight Riders",6,0,5,"All","All",Inf,7.2
"Mitchell Johnson",2018,"Brendon McCullum","Kolkata Knight Riders",16,0,8,"All","All",Inf,12
"Mitchell Johnson",2018,"Chris Woakes","Kolkata Knight Riders",5,0,4,"All","All",Inf,7.5
"Mitchell Johnson",2018,"Colin Munro","Kolkata Knight Riders",1,0,1,"All","All",Inf,6
"Mitchell Johnson",2018,"Colin de Grandhomme","Kolkata Knight Riders",6,0,2,"All","All",Inf,18
"Mitchell Johnson",2018,"Deepak Hooda","Kolkata Knight Riders",1,0,1,"All","All",Inf,6
"Mitchell Johnson",2018,"Faf du Plessis","Kolkata Knight Riders",13,0,5,"All","All",Inf,15.6
"Mitchell Johnson",2018,"Glenn Maxwell","Kolkata Knight Riders",10,0,5,"All","All",Inf,12
"Mitchell Johnson",2018,"Hardik Pandya","Kolkata Knight Riders",5,0,5,"All","All",Inf,6
"Mitchell Johnson",2018,"Jean-Paul Duminy","Kolkata Knight Riders",3,0,4,"All","All",Inf,4.5
"Mitchell Johnson",2018,"Kane Williamson","Kolkata Knight Riders",0,1,1,"All","All",0,0
"Mitchell Johnson",2018,"MS Dhoni","Kolkata Knight Riders",16,0,7,"All","All",Inf,13.7142857142857
"Mitchell Johnson",2018,"Mandeep Singh","Kolkata Knight Riders",5,0,5,"All","All",Inf,6
"Mitchell Johnson",2018,"Prithvi Shaw","Kolkata Knight Riders",24,0,11,"All","All",Inf,13.0909090909091
"Mitchell Johnson",2018,"Quinton de Kock","Kolkata Knight Riders",7,0,3,"All","All",Inf,14
"Mitchell Johnson",2018,"Sarfaraz Khan","Kolkata Knight Riders",3,1,5,"All","All",3,3.6
"Mitchell Johnson",2018,"Shane Watson","Kolkata Knight Riders",16,0,7,"All","All",Inf,13.7142857142857
"Mitchell Johnson",2018,"Shreyas Iyer","Kolkata Knight Riders",7,0,7,"All","All",Inf,6
"Mitchell Johnson",2018,"Suryakumar Yadav","Kolkata Knight Riders",17,0,9,"All","All",Inf,11.3333333333333
"Mitchell Johnson",2018,"Virat Kohli","Kolkata Knight Riders",16,0,9,"All","All",Inf,10.6666666666667
"Mitchell Johnson",2018,"Wriddhiman Saha","Kolkata Knight Riders",22,0,12,"All","All",Inf,11
"Mitchell Johnson",2018,"Yusuf Pathan","Kolkata Knight Riders",7,0,4,"All","All",Inf,10.5
"Mitchell Marsh",2010,"Ashish Nehra","Deccan Chargers",6,0,3,"All","All",Inf,12
"Mitchell Marsh",2010,"David Warner","Deccan Chargers",4,1,2,"All","All",4,12
"Mitchell Marsh",2010,"Jacques Kallis","Deccan Chargers",16,1,10,"All","All",16,9.6
"Mitchell Marsh",2010,"Kumar Sangakkara","Deccan Chargers",13,0,11,"All","All",Inf,7.09090909090909
"Mitchell Marsh",2010,"Mahela Jayawardene","Deccan Chargers",11,0,6,"All","All",Inf,11
"Mitchell Marsh",2010,"Paul Collingwood","Deccan Chargers",4,0,3,"All","All",Inf,8
"Mitchell Marsh",2010,"Rahul Dravid","Deccan Chargers",5,0,3,"All","All",Inf,10
"Mitchell Marsh",2010,"Tillakaratne Dilshan","Deccan Chargers",5,0,4,"All","All",Inf,7.5
"Mitchell Marsh",2010,"Virat Kohli","Deccan Chargers",16,0,11,"All","All",Inf,8.72727272727273
"Mitchell Marsh",2010,"Yuvraj Singh","Deccan Chargers",8,0,7,"All","All",Inf,6.85714285714286
"Mitchell Marsh",2011,"Amit Mishra","Pune Warriors",0,1,1,"All","All",0,0
"Mitchell Marsh",2011,"Bharat Chipli","Pune Warriors",10,0,6,"All","All",Inf,10
"Mitchell Marsh",2011,"Colin Ingram","Pune Warriors",5,0,5,"All","All",Inf,6
"Mitchell Marsh",2011,"Dale Steyn","Pune Warriors",1,0,1,"All","All",Inf,6
"Mitchell Marsh",2011,"Dinesh Karthik","Pune Warriors",9,1,9,"All","All",9,6
"Mitchell Marsh",2011,"Dwaraka Ravi Teja","Pune Warriors",1,1,2,"All","All",1,3
"Mitchell Marsh",2011,"Jean-Paul Duminy","Pune Warriors",7,1,8,"All","All",7,5.25
"Mitchell Marsh",2011,"Kumar Sangakkara","Pune Warriors",13,0,11,"All","All",Inf,7.09090909090909
"Mitchell Marsh",2011,"Mandeep Singh","Pune Warriors",4,0,3,"All","All",Inf,8
"Mitchell Marsh",2011,"Matthew Wade","Pune Warriors",6,1,8,"All","All",6,4.5
"Mitchell Marsh",2011,"Murali Vijay","Pune Warriors",6,0,3,"All","All",Inf,12
"Mitchell Marsh",2011,"Praveen Kumar","Pune Warriors",1,0,1,"All","All",Inf,6
"Mitchell Marsh",2011,"Ryan Harris","Pune Warriors",4,1,4,"All","All",4,6
"Mitchell Marsh",2011,"S Badrinath","Pune Warriors",1,0,3,"All","All",Inf,2
"Mitchell Marsh",2011,"Shaun Marsh","Pune Warriors",6,0,5,"All","All",Inf,7.2
"Mitchell Marsh",2011,"Shikhar Dhawan","Pune Warriors",10,0,5,"All","All",Inf,12
"Mitchell Marsh",2011,"Siddharth Chitnis","Pune Warriors",2,0,2,"All","All",Inf,6
"Mitchell Marsh",2011,"Sunny Sohal","Pune Warriors",13,1,8,"All","All",13,9.75
"Mitchell Marsh",2013,"AB de Villiers","Pune Warriors",16,1,4,"All","All",16,24
"Mitchell Marsh",2013,"Ajinkya Rahane","Pune Warriors",6,0,3,"All","All",Inf,12
"Mitchell Marsh",2013,"Albie Morkel","Pune Warriors",8,0,4,"All","All",Inf,12
"Mitchell Marsh",2013,"Amit Mishra","Pune Warriors",9,0,6,"All","All",Inf,9
"Mitchell Marsh",2013,"Ashish Reddy","Pune Warriors",3,0,3,"All","All",Inf,6
"Mitchell Marsh",2013,"Biplab Samantray","Pune Warriors",11,0,10,"All","All",Inf,6.6
"Mitchell Marsh",2013,"Chris Gayle","Pune Warriors",38,0,12,"All","All",Inf,19
"Mitchell Marsh",2013,"David Hussey","Pune Warriors",4,0,6,"All","All",Inf,4
"Mitchell Marsh",2013,"Dinesh Karthik","Pune Warriors",0,1,1,"All","All",0,0
"Mitchell Marsh",2013,"Dwayne Bravo","Pune Warriors",1,0,2,"All","All",Inf,3
"Mitchell Marsh",2013,"Eoin Morgan","Pune Warriors",1,1,2,"All","All",1,3
"Mitchell Marsh",2013,"Gautam Gambhir","Pune Warriors",2,1,4,"All","All",2,3
"Mitchell Marsh",2013,"Karn Sharma","Pune Warriors",2,0,3,"All","All",Inf,4
"Mitchell Marsh",2013,"Kieron Pollard","Pune Warriors",13,0,7,"All","All",Inf,11.1428571428571
"Mitchell Marsh",2013,"MS Dhoni","Pune Warriors",4,0,4,"All","All",Inf,6
"Mitchell Marsh",2013,"Manan Vohra","Pune Warriors",11,0,7,"All","All",Inf,9.42857142857143
"Mitchell Marsh",2013,"Mandeep Singh","Pune Warriors",9,0,7,"All","All",Inf,7.71428571428572
"Mitchell Marsh",2013,"Murali Vijay","Pune Warriors",8,0,4,"All","All",Inf,12
"Mitchell Marsh",2013,"Rahul Dravid","Pune Warriors",4,0,3,"All","All",Inf,8
"Mitchell Marsh",2013,"Ravindra Jadeja","Pune Warriors",8,1,6,"All","All",8,8
"Mitchell Marsh",2013,"Rohit Sharma","Pune Warriors",11,0,4,"All","All",Inf,16.5
"Mitchell Marsh",2013,"Ryan ten Doeschate","Pune Warriors",4,0,6,"All","All",Inf,4
"Mitchell Marsh",2013,"S Badrinath","Pune Warriors",6,1,4,"All","All",6,9
"Mitchell Marsh",2013,"Thisara Perera","Pune Warriors",1,1,2,"All","All",1,3
"Mitchell Marsh",2013,"Tillakaratne Dilshan","Pune Warriors",2,0,2,"All","All",Inf,6
"Mitchell Marsh",2016,"Aaron Finch","Rising Pune Supergiants",4,0,3,"All","All",Inf,8
"Mitchell Marsh",2016,"Aditya Tare","Rising Pune Supergiants",6,0,8,"All","All",Inf,4.5
"Mitchell Marsh",2016,"Ambati Rayudu","Rising Pune Supergiants",9,0,10,"All","All",Inf,5.4
"Mitchell Marsh",2016,"Brendon McCullum","Rising Pune Supergiants",6,0,3,"All","All",Inf,12
"Mitchell Marsh",2016,"Deepak Hooda","Rising Pune Supergiants",0,0,3,"All","All",NA,0
"Mitchell Marsh",2016,"Eoin Morgan","Rising Pune Supergiants",0,1,2,"All","All",0,0
"Mitchell Marsh",2016,"Harbhajan Singh","Rising Pune Supergiants",1,0,1,"All","All",Inf,6
"Mitchell Marsh",2016,"Hardik Pandya","Rising Pune Supergiants",0,1,1,"All","All",0,0
"Mitchell Marsh",2016,"Jos Buttler","Rising Pune Supergiants",0,1,1,"All","All",0,0
"Mitchell Marsh",2016,"Kieron Pollard","Rising Pune Supergiants",1,0,3,"All","All",Inf,2
"Mitchell Marsh",2016,"Moises Henriques","Rising Pune Supergiants",0,1,1,"All","All",0,0
"Mitchell Marsh",2016,"Naman Ojha","Rising Pune Supergiants",2,0,3,"All","All",Inf,4
"Mitchell Marsh",2016,"Shikhar Dhawan","Rising Pune Supergiants",6,0,7,"All","All",Inf,5.14285714285714
"Mitchell Marsh",2016,"Shreyas Gopal","Rising Pune Supergiants",1,0,3,"All","All",Inf,2
"Mitchell Marsh",2016,"Vinay Kumar","Rising Pune Supergiants",9,0,5,"All","All",Inf,10.8
"Mitchell Marsh",2020,"Aaron Finch","Sunrisers Hyderabad",1,0,2,"All","All",Inf,3
"Mitchell Marsh",2020,"Devdutt Padikkal","Sunrisers Hyderabad",5,0,2,"All","All",Inf,15
"Mitchell Marsh",2022,"Aiden Markram","Delhi Capitals",17,0,9,"All","All",Inf,11.3333333333333
"Mitchell Marsh",2022,"Ambati Rayudu","Delhi Capitals",1,0,1,"All","All",Inf,6
"Mitchell Marsh",2022,"Devdutt Padikkal","Delhi Capitals",17,0,8,"All","All",Inf,12.75
"Mitchell Marsh",2022,"Devon Conway","Delhi Capitals",12,0,6,"All","All",Inf,12
"Mitchell Marsh",2022,"Dewald Brevis","Delhi Capitals",1,0,2,"All","All",Inf,3
"Mitchell Marsh",2022,"Ishan Kishan","Delhi Capitals",5,0,9,"All","All",Inf,3.33333333333333
"Mitchell Marsh",2022,"Kartik Tyagi","Delhi Capitals",7,0,3,"All","All",Inf,14
"Mitchell Marsh",2022,"MS Dhoni","Delhi Capitals",12,0,4,"All","All",Inf,18
"Mitchell Marsh",2022,"Nicholas Pooran","Delhi Capitals",2,0,4,"All","All",Inf,3
"Mitchell Marsh",2022,"Rahul Tripathi","Delhi Capitals",1,1,5,"All","All",1,1.2
"Mitchell Marsh",2022,"Ravichandran Ashwin","Delhi Capitals",4,1,5,"All","All",4,4.8
"Mitchell Marsh",2022,"Rohit Sharma","Delhi Capitals",1,0,1,"All","All",Inf,6
"Mitchell Marsh",2022,"Sanju Samson","Delhi Capitals",1,0,1,"All","All",Inf,6
"Mitchell Marsh",2022,"Shivam Dube","Delhi Capitals",9,1,7,"All","All",9,7.71428571428572
"Mitchell Marsh",2022,"Shreyas Gopal","Delhi Capitals",9,0,3,"All","All",Inf,18
"Mitchell Marsh",2022,"Yashasvi Jaiswal","Delhi Capitals",3,1,4,"All","All",3,4.5
"Mitchell McClenaghan",2015,"AB de Villiers","Mumbai Indians",34,0,10,"All","All",Inf,20.4
"Mitchell McClenaghan",2015,"Ajinkya Rahane","Mumbai Indians",10,0,6,"All","All",Inf,10
"Mitchell McClenaghan",2015,"Angelo Mathews","Mumbai Indians",15,1,8,"All","All",15,11.25
"Mitchell McClenaghan",2015,"Bhuvneshwar Kumar","Mumbai Indians",0,1,1,"All","All",0,0
"Mitchell McClenaghan",2015,"Brendon McCullum","Mumbai Indians",7,0,3,"All","All",Inf,14
