"Bowler","Season","Striker","Batting_Team","Runs","Wickets","Balls","Stadium","Bowling_Team","Average","Economy"
"Abu Nechim",2011,"Tim Paine","Pune Warriors",0,0,1,"All","All",NA,0
"Abu Nechim",2011,"Virat Kohli","Royal Challengers Bangalore",0,1,1,"All","All",0,0
"Abu Nechim",2011,"Yusuf Pathan","Kolkata Knight Riders",6,0,4,"All","All",Inf,9
"Abu Nechim",2012,"Murali Vijay","Chennai Super Kings",6,0,6,"All","All",Inf,6
"Abu Nechim",2012,"Suresh Raina","Chennai Super Kings",11,0,6,"All","All",Inf,11
"Abu Nechim",2013,"Aaron Finch","Pune Warriors",10,0,5,"All","All",Inf,12
"Abu Nechim",2013,"Abhishek Nayar","Pune Warriors",1,1,2,"All","All",1,3
"Abu Nechim",2013,"Bhuvneshwar Kumar","Pune Warriors",2,1,2,"All","All",2,6
"Abu Nechim",2013,"Debabrata Das","Kolkata Knight Riders",1,0,2,"All","All",Inf,3
"Abu Nechim",2013,"Eoin Morgan","Kolkata Knight Riders",0,1,2,"All","All",0,0
"Abu Nechim",2013,"Jacques Kallis","Kolkata Knight Riders",11,0,9,"All","All",Inf,7.33333333333333
"Abu Nechim",2013,"Manish Pandey","Pune Warriors",8,0,9,"All","All",Inf,5.33333333333333
"Abu Nechim",2013,"Parvez Rasool","Pune Warriors",2,0,2,"All","All",Inf,6
"Abu Nechim",2013,"Robin Uthappa","Pune Warriors",4,0,4,"All","All",Inf,6
"Abu Nechim",2013,"Ryan McLaren","Kolkata Knight Riders",1,0,2,"All","All",Inf,3
"Abu Nechim",2013,"Yusuf Pathan","Kolkata Knight Riders",5,0,3,"All","All",Inf,10
"Abu Nechim",2014,"Brendon McCullum","Chennai Super Kings",2,0,2,"All","All",Inf,6
"Abu Nechim",2014,"David Hussey","Chennai Super Kings",2,0,3,"All","All",Inf,4
"Abu Nechim",2014,"David Warner","Sunrisers Hyderabad",13,0,5,"All","All",Inf,15.6
"Abu Nechim",2014,"Dwayne Smith","Chennai Super Kings",1,0,4,"All","All",Inf,1.5
"Abu Nechim",2014,"Jean-Paul Duminy","Delhi Capitals",6,0,6,"All","All",Inf,6
"Abu Nechim",2014,"Kedar Jadhav","Delhi Capitals",25,0,7,"All","All",Inf,21.4285714285714
"Abu Nechim",2014,"Kevin Pietersen","Delhi Capitals",6,0,6,"All","All",Inf,6
"Abu Nechim",2014,"MS Dhoni","Chennai Super Kings",0,1,1,"All","All",0,0
"Abu Nechim",2014,"Mayank Agarwal","Delhi Capitals",2,1,4,"All","All",2,3
"Abu Nechim",2014,"Rahul Shukla","Delhi Capitals",1,0,1,"All","All",Inf,6
"Abu Nechim",2014,"Ravindra Jadeja","Chennai Super Kings",3,0,4,"All","All",Inf,4.5
"Abu Nechim",2014,"Robin Uthappa","Kolkata Knight Riders",16,0,9,"All","All",Inf,10.6666666666667
"Abu Nechim",2014,"Ryan ten Doeschate","Kolkata Knight Riders",6,0,2,"All","All",Inf,18
"Abu Nechim",2014,"Shakib Al Hasan","Kolkata Knight Riders",6,1,9,"All","All",6,4
"Abu Nechim",2014,"Shikhar Dhawan","Sunrisers Hyderabad",9,0,9,"All","All",Inf,6
"Abu Nechim",2014,"Suresh Raina","Chennai Super Kings",10,0,10,"All","All",Inf,6
"Abu Nechim",2014,"Yusuf Pathan","Kolkata Knight Riders",5,0,4,"All","All",Inf,7.5
"Abu Nechim",2015,"Andre Russell","Kolkata Knight Riders",11,0,5,"All","All",Inf,13.2
"Abu Nechim",2015,"David Warner","Sunrisers Hyderabad",8,0,7,"All","All",Inf,6.85714285714286
"Abu Nechim",2015,"Gautam Gambhir","Kolkata Knight Riders",9,0,8,"All","All",Inf,6.75
"Abu Nechim",2015,"Harbhajan Singh","Mumbai Indians",0,0,1,"All","All",NA,0
"Abu Nechim",2015,"Hardik Pandya","Mumbai Indians",16,0,5,"All","All",Inf,19.2
"Abu Nechim",2015,"KL Rahul","Sunrisers Hyderabad",17,0,6,"All","All",Inf,17
"Abu Nechim",2015,"Lendl Simmons","Mumbai Indians",9,0,4,"All","All",Inf,13.5
"Abu Nechim",2015,"Manish Pandey","Kolkata Knight Riders",0,0,1,"All","All",NA,0
"Abu Nechim",2015,"Parthiv Patel","Mumbai Indians",10,0,8,"All","All",Inf,7.5
"Abu Nechim",2015,"Robin Uthappa","Kolkata Knight Riders",7,1,9,"All","All",7,4.66666666666667
"Abu Nechim",2015,"Rohit Sharma","Mumbai Indians",23,0,5,"All","All",Inf,27.6
"Abu Nechim",2015,"Shikhar Dhawan","Sunrisers Hyderabad",16,0,11,"All","All",Inf,8.72727272727273
"Abu Nechim",2015,"Unmukt Chand","Mumbai Indians",1,0,1,"All","All",Inf,6
"Abu Nechim",2015,"Yusuf Pathan","Kolkata Knight Riders",1,0,1,"All","All",Inf,6
"Adam Gilchrist",2013,"Harbhajan Singh","Mumbai Indians",0,1,1,"All","All",0,0
"Adam Milne",2016,"David Warner","Sunrisers Hyderabad",22,0,6,"All","All",Inf,22
"Adam Milne",2016,"Deepak Hooda","Sunrisers Hyderabad",6,0,4,"All","All",Inf,9
"Adam Milne",2016,"Eoin Morgan","Sunrisers Hyderabad",2,0,2,"All","All",Inf,6
"Adam Milne",2016,"Karn Sharma","Sunrisers Hyderabad",10,0,5,"All","All",Inf,12
"Adam Milne",2016,"Moises Henriques","Sunrisers Hyderabad",0,1,1,"All","All",0,0
"Adam Milne",2016,"Shikhar Dhawan","Sunrisers Hyderabad",3,0,6,"All","All",Inf,3
"Adam Milne",2017,"Aaron Finch","Gujarat Lions",10,0,7,"All","All",Inf,8.57142857142857
"Adam Milne",2017,"Ajinkya Rahane","Rising Pune Supergiants",12,0,11,"All","All",Inf,6.54545454545454
"Adam Milne",2017,"Andrew Tye","Gujarat Lions",4,0,4,"All","All",Inf,6
"Adam Milne",2017,"Basil Thampi","Gujarat Lions",0,0,1,"All","All",NA,0
"Adam Milne",2017,"Ben Stokes","Rising Pune Supergiants",0,1,1,"All","All",0,0
"Adam Milne",2017,"Brendon McCullum","Gujarat Lions",23,0,8,"All","All",Inf,17.25
"Adam Milne",2017,"Ishan Kishan","Gujarat Lions",0,1,1,"All","All",0,0
"Adam Milne",2017,"Jaydev Unadkat","Rising Pune Supergiants",2,0,5,"All","All",Inf,2.4
"Adam Milne",2017,"Jos Buttler","Mumbai Indians",13,0,4,"All","All",Inf,19.5
"Adam Milne",2017,"Kieron Pollard","Mumbai Indians",7,0,3,"All","All",Inf,14
"Adam Milne",2017,"MS Dhoni","Rising Pune Supergiants",8,0,4,"All","All",Inf,12
"Adam Milne",2017,"Manoj Tiwary","Rising Pune Supergiants",23,0,13,"All","All",Inf,10.6153846153846
"Adam Milne",2017,"Nitish Rana","Mumbai Indians",4,0,2,"All","All",Inf,12
"Adam Milne",2017,"Rahul Tripathi","Rising Pune Supergiants",17,0,13,"All","All",Inf,7.84615384615385
"Adam Milne",2017,"Ravindra Jadeja","Gujarat Lions",6,0,3,"All","All",Inf,12
"Adam Milne",2017,"Rohit Sharma","Mumbai Indians",5,0,3,"All","All",Inf,10
"Adam Milne",2017,"Shardul Thakur","Rising Pune Supergiants",0,1,1,"All","All",0,0
"Adam Milne",2021,"Ambati Rayudu","Chennai Super Kings",0,1,3,"All","All",0,0
"Adam Milne",2021,"David Warner","Sunrisers Hyderabad",13,0,7,"All","All",Inf,11.1428571428571
"Adam Milne",2021,"Dwayne Bravo","Chennai Super Kings",8,0,3,"All","All",Inf,16
"Adam Milne",2021,"Eoin Morgan","Kolkata Knight Riders",1,0,3,"All","All",Inf,2
"Adam Milne",2021,"Glenn Maxwell","Royal Challengers Bangalore",32,0,14,"All","All",Inf,13.7142857142857
"Adam Milne",2021,"Jonny Bairstow","Sunrisers Hyderabad",16,0,5,"All","All",Inf,19.2
"Adam Milne",2021,"MS Dhoni","Chennai Super Kings",1,1,3,"All","All",1,2
"Adam Milne",2021,"Moeen Ali","Chennai Super Kings",0,1,2,"All","All",0,0
"Adam Milne",2021,"Rahul Tripathi","Kolkata Knight Riders",9,0,7,"All","All",Inf,7.71428571428572
"Adam Milne",2021,"Ruturaj Gaikwad","Chennai Super Kings",12,0,13,"All","All",Inf,5.53846153846154
"Adam Milne",2021,"Shubman Gill","Kolkata Knight Riders",1,0,2,"All","All",Inf,3
"Adam Milne",2021,"Srikar Bharat","Royal Challengers Bangalore",1,0,1,"All","All",Inf,6
"Adam Milne",2021,"Venkatesh Iyer","Kolkata Knight Riders",18,0,6,"All","All",Inf,18
"Adam Milne",2021,"Vijay Shankar","Sunrisers Hyderabad",2,0,4,"All","All",Inf,3
"Adam Milne",2021,"Virat Kohli","Royal Challengers Bangalore",15,1,9,"All","All",15,10
"Adam Milne",2021,"Virat Singh","Sunrisers Hyderabad",2,0,2,"All","All",Inf,6
"Adam Milne",2022,"Ajinkya Rahane","Kolkata Knight Riders",10,0,6,"All","All",Inf,10
"Adam Milne",2022,"Sheldon Jackson","Kolkata Knight Riders",1,0,1,"All","All",Inf,6
"Adam Milne",2022,"Shreyas Iyer","Kolkata Knight Riders",6,0,2,"All","All",Inf,18
"Adam Milne",2022,"Venkatesh Iyer","Kolkata Knight Riders",2,0,6,"All","All",Inf,2
"Adam Voges",2010,"Brad Hodge","Kolkata Knight Riders",3,0,3,"All","All",Inf,6
"Adam Voges",2010,"Chaminda Vaas","Deccan Chargers",3,0,4,"All","All",Inf,4.5
"Adam Voges",2010,"Cheteshwar Pujara","Kolkata Knight Riders",11,0,7,"All","All",Inf,9.42857142857143
"Adam Voges",2010,"Kevin Pietersen","Royal Challengers Bangalore",13,0,5,"All","All",Inf,15.6
"Adam Voges",2010,"MS Dhoni","Chennai Super Kings",2,0,2,"All","All",Inf,6
"Adam Voges",2010,"Mahela Jayawardene","Punjab Kings",4,0,4,"All","All",Inf,6
"Adam Voges",2010,"Mohammad Kaif","Punjab Kings",6,0,5,"All","All",Inf,7.2
"Adam Voges",2010,"Ravi Bopara","Punjab Kings",2,0,3,"All","All",Inf,4
"Adam Voges",2010,"Robin Uthappa","Royal Challengers Bangalore",4,0,1,"All","All",Inf,24
"Adam Voges",2010,"Rohit Sharma","Deccan Chargers",5,0,6,"All","All",Inf,5
"Adam Voges",2010,"S Badrinath","Chennai Super Kings",6,0,4,"All","All",Inf,9
"Adam Voges",2010,"Sourav Ganguly","Kolkata Knight Riders",7,0,2,"All","All",Inf,21
"Adam Voges",2010,"Venugopal Rao","Deccan Chargers",1,0,2,"All","All",Inf,3
"Adam Voges",2010,"Virender Sehwag","Delhi Capitals",9,0,6,"All","All",Inf,9
"Adam Zampa",2016,"AB de Villiers","Royal Challengers Bangalore",1,1,3,"All","All",1,2
"Adam Zampa",2016,"Barinder Sran","Sunrisers Hyderabad",1,0,1,"All","All",Inf,6
"Adam Zampa",2016,"Bhuvneshwar Kumar","Sunrisers Hyderabad",1,1,2,"All","All",1,3
"Adam Zampa",2016,"Chris Morris","Delhi Capitals",4,0,6,"All","All",Inf,4
"Adam Zampa",2016,"Deepak Hooda","Sunrisers Hyderabad",6,1,2,"All","All",6,18
"Adam Zampa",2016,"Gurkeerat Singh Mann","Punjab Kings",7,0,8,"All","All",Inf,5.25
"Adam Zampa",2016,"Jean-Paul Duminy","Delhi Capitals",3,0,3,"All","All",Inf,6
"Adam Zampa",2016,"KL Rahul","Royal Challengers Bangalore",3,1,7,"All","All",3,2.57142857142857
"Adam Zampa",2016,"Kane Williamson","Sunrisers Hyderabad",5,1,6,"All","All",5,5
"Adam Zampa",2016,"Karun Nair","Delhi Capitals",10,1,9,"All","All",10,6.66666666666667
"Adam Zampa",2016,"Manish Pandey","Kolkata Knight Riders",7,0,3,"All","All",Inf,14
"Adam Zampa",2016,"Moises Henriques","Sunrisers Hyderabad",3,1,5,"All","All",3,3.6
"Adam Zampa",2016,"Murali Vijay","Punjab Kings",24,0,14,"All","All",Inf,10.2857142857143
"Adam Zampa",2016,"Naman Ojha","Sunrisers Hyderabad",0,1,2,"All","All",0,0
"Adam Zampa",2016,"Rishabh Pant","Delhi Capitals",3,1,4,"All","All",3,4.5
"Adam Zampa",2016,"Sanju Samson","Delhi Capitals",1,1,2,"All","All",1,3
"Adam Zampa",2016,"Shikhar Dhawan","Sunrisers Hyderabad",3,0,4,"All","All",Inf,4.5
"Adam Zampa",2016,"Travis Head","Royal Challengers Bangalore",1,0,1,"All","All",Inf,6
"Adam Zampa",2016,"Virat Kohli","Royal Challengers Bangalore",30,0,13,"All","All",Inf,13.8461538461538
"Adam Zampa",2016,"Wriddhiman Saha","Punjab Kings",1,1,2,"All","All",1,3
"Adam Zampa",2016,"Yusuf Pathan","Kolkata Knight Riders",1,0,3,"All","All",Inf,2
"Adam Zampa",2016,"Yuvraj Singh","Sunrisers Hyderabad",0,1,2,"All","All",0,0
"Adam Zampa",2017,"Ambati Rayudu","Mumbai Indians",11,0,9,"All","All",Inf,7.33333333333333
"Adam Zampa",2017,"Axar Patel","Punjab Kings",12,0,6,"All","All",Inf,12
"Adam Zampa",2017,"Chris Morris","Delhi Capitals",16,0,4,"All","All",Inf,24
"Adam Zampa",2017,"Corey Anderson","Delhi Capitals",4,0,4,"All","All",Inf,6
"Adam Zampa",2017,"Hardik Pandya","Mumbai Indians",16,0,10,"All","All",Inf,9.6
"Adam Zampa",2017,"Ishant Sharma","Punjab Kings",0,1,1,"All","All",0,0
"Adam Zampa",2017,"Karun Nair","Delhi Capitals",10,0,9,"All","All",Inf,6.66666666666667
"Adam Zampa",2017,"Kieron Pollard","Mumbai Indians",13,1,6,"All","All",13,13
"Adam Zampa",2017,"Krunal Pandya","Mumbai Indians",7,0,8,"All","All",Inf,5.25
"Adam Zampa",2017,"Marlon Samuels","Delhi Capitals",2,0,4,"All","All",Inf,3
"Adam Zampa",2017,"Mohit Sharma","Punjab Kings",4,1,6,"All","All",4,4
"Adam Zampa",2017,"Nitish Rana","Mumbai Indians",16,1,9,"All","All",16,10.6666666666667
"Adam Zampa",2017,"Parthiv Patel","Mumbai Indians",2,0,2,"All","All",Inf,6
"Adam Zampa",2017,"Rishabh Pant","Delhi Capitals",19,1,12,"All","All",19,9.5
"Adam Zampa",2017,"Rohit Sharma","Mumbai Indians",2,1,4,"All","All",2,3
"Adam Zampa",2017,"Sam Billings","Delhi Capitals",1,0,1,"All","All",Inf,6
"Adam Zampa",2017,"Sanju Samson","Delhi Capitals",22,1,14,"All","All",22,9.42857142857143
"Adam Zampa",2017,"Swapnil Singh","Punjab Kings",5,0,8,"All","All",Inf,3.75
"Adam Zampa",2017,"Wriddhiman Saha","Punjab Kings",1,0,2,"All","All",Inf,3
"Adam Zampa",2020,"Hardik Pandya","Mumbai Indians",9,1,5,"All","All",9,10.8
"Adam Zampa",2020,"Ishan Kishan","Mumbai Indians",14,0,9,"All","All",Inf,9.33333333333333
"Adam Zampa",2020,"Jason Holder","Sunrisers Hyderabad",3,0,3,"All","All",Inf,6
"Adam Zampa",2020,"Kane Williamson","Sunrisers Hyderabad",7,0,12,"All","All",Inf,3.5
"Adam Zampa",2020,"Kieron Pollard","Mumbai Indians",30,0,10,"All","All",Inf,18
"Adam Zampa",2020,"Mahipal Lomror","Rajasthan Royals",13,0,8,"All","All",Inf,9.75
"Adam Zampa",2020,"Manish Pandey","Sunrisers Hyderabad",0,1,3,"All","All",0,0
"Adam Zampa",2020,"Priyam Garg","Sunrisers Hyderabad",2,0,6,"All","All",Inf,2
"Adam Zampa",2020,"Riyan Parag","Rajasthan Royals",6,0,4,"All","All",Inf,9
"Adam Zampa",2020,"Robin Uthappa","Rajasthan Royals",8,0,6,"All","All",Inf,8
"Adil Rashid",2021,"Liam Livingstone","Rajasthan Royals",2,0,3,"All","All",Inf,4
"Adil Rashid",2021,"Mahipal Lomror","Rajasthan Royals",13,0,3,"All","All",Inf,26
"Adil Rashid",2021,"Sanju Samson","Rajasthan Royals",1,0,1,"All","All",Inf,6
"Adil Rashid",2021,"Yashasvi Jaiswal","Rajasthan Royals",19,0,11,"All","All",Inf,10.3636363636364
"Aditya Dole",2010,"Adam Gilchrist","Deccan Chargers",18,1,6,"All","All",18,18
"Aditya Dole",2010,"Andrew Symonds","Deccan Chargers",4,0,4,"All","All",Inf,6
"Aditya Dole",2010,"Irfan Pathan","Punjab Kings",3,0,4,"All","All",Inf,4.5
"Aditya Dole",2010,"Kieron Pollard","Mumbai Indians",18,1,8,"All","All",18,13.5
"Aditya Dole",2010,"Kumar Sangakkara","Punjab Kings",1,0,2,"All","All",Inf,3
"Aditya Dole",2010,"Mahela Jayawardene","Punjab Kings",18,1,8,"All","All",18,13.5
"Aditya Dole",2010,"Manvinder Bisla","Punjab Kings",11,0,5,"All","All",Inf,13.2
"Aditya Dole",2010,"Ravi Bopara","Punjab Kings",3,0,4,"All","All",Inf,4.5
"Aditya Dole",2010,"Rohit Sharma","Deccan Chargers",16,0,11,"All","All",Inf,8.72727272727273
"Aditya Dole",2010,"Sachin Tendulkar","Mumbai Indians",5,0,6,"All","All",Inf,5
"Aditya Dole",2010,"Saurabh Tiwary","Mumbai Indians",11,0,4,"All","All",Inf,16.5
"Aditya Dole",2010,"VVS Laxman","Deccan Chargers",4,1,3,"All","All",4,8
"Aditya Dole",2010,"Yuvraj Singh","Punjab Kings",0,1,1,"All","All",0,0
"Aiden Markram",2021,"Devdutt Padikkal","Royal Challengers Bangalore",0,0,3,"All","All",NA,0
"Aiden Markram",2021,"Quinton de Kock","Mumbai Indians",9,0,9,"All","All",Inf,6
"Aiden Markram",2021,"Rohit Sharma","Mumbai Indians",2,0,3,"All","All",Inf,4
"Aiden Markram",2021,"Saurabh Tiwary","Mumbai Indians",7,0,6,"All","All",Inf,7
"Aiden Markram",2021,"Virat Kohli","Royal Challengers Bangalore",5,0,3,"All","All",Inf,10
"Aiden Markram",2022,"David Miller","Gujarat Titans",1,0,2,"All","All",Inf,3
"Aiden Markram",2022,"David Warner","Delhi Capitals",9,0,4,"All","All",Inf,13.5
"Aiden Markram",2022,"Devon Conway","Chennai Super Kings",18,0,10,"All","All",Inf,10.8
"Aiden Markram",2022,"Hardik Pandya","Gujarat Titans",8,0,4,"All","All",Inf,12
"Aiden Markram",2022,"Moeen Ali","Chennai Super Kings",7,1,3,"All","All",7,14
"Aiden Markram",2022,"Ravindra Jadeja","Chennai Super Kings",0,0,1,"All","All",NA,0
"Aiden Markram",2022,"Rishabh Pant","Delhi Capitals",2,0,2,"All","All",Inf,6
"Aiden Markram",2022,"Ruturaj Gaikwad","Chennai Super Kings",18,0,8,"All","All",Inf,13.5
"Aiden Markram",2022,"Shivam Dube","Chennai Super Kings",1,0,2,"All","All",Inf,3
"Ajantha Mendis",2008,"James Hopes","Punjab Kings",2,0,2,"All","All",Inf,6
"Ajantha Mendis",2008,"Kumar Sangakkara","Punjab Kings",4,0,6,"All","All",Inf,4
"Ajantha Mendis",2008,"Mahela Jayawardene","Punjab Kings",1,0,1,"All","All",Inf,6
"Ajantha Mendis",2008,"Shaun Marsh","Punjab Kings",11,1,9,"All","All",11,7.33333333333333
"Ajantha Mendis",2008,"Yuvraj Singh","Punjab Kings",6,0,6,"All","All",Inf,6
"Ajantha Mendis",2009,"Abhishek Nayar","Mumbai Indians",0,0,1,"All","All",NA,0
"Ajantha Mendis",2009,"Albie Morkel","Chennai Super Kings",2,0,2,"All","All",Inf,6
"Ajantha Mendis",2009,"Dimitri Mascarenhas","Rajasthan Royals",3,0,7,"All","All",Inf,2.57142857142857
"Ajantha Mendis",2009,"Dwayne Bravo","Mumbai Indians",2,0,3,"All","All",Inf,4
"Ajantha Mendis",2009,"George Bailey","Chennai Super Kings",5,0,4,"All","All",Inf,7.5
"Ajantha Mendis",2009,"Graeme Smith","Rajasthan Royals",1,1,4,"All","All",1,1.5
"Ajantha Mendis",2009,"Jacques Kallis","Royal Challengers Bangalore",9,0,9,"All","All",Inf,6
"Ajantha Mendis",2009,"Jean-Paul Duminy","Mumbai Indians",3,0,3,"All","All",Inf,6
"Ajantha Mendis",2009,"Jesse Ryder","Royal Challengers Bangalore",3,0,3,"All","All",Inf,6
"Ajantha Mendis",2009,"MS Dhoni","Chennai Super Kings",10,0,10,"All","All",Inf,6
"Ajantha Mendis",2009,"Mark Boucher","Royal Challengers Bangalore",0,0,2,"All","All",NA,0
"Ajantha Mendis",2009,"Rahul Dravid","Royal Challengers Bangalore",3,1,5,"All","All",3,3.6
"Ajantha Mendis",2009,"Ravindra Jadeja","Rajasthan Royals",9,0,8,"All","All",Inf,6.75
"Ajantha Mendis",2009,"Ross Taylor","Royal Challengers Bangalore",6,0,5,"All","All",Inf,7.2
"Ajantha Mendis",2009,"Sachin Tendulkar","Mumbai Indians",17,0,7,"All","All",Inf,14.5714285714286
"Ajantha Mendis",2009,"Sanath Jayasuriya","Mumbai Indians",11,0,5,"All","All",Inf,13.2
"Ajantha Mendis",2009,"Shikhar Dhawan","Mumbai Indians",6,0,5,"All","All",Inf,7.2
"Ajantha Mendis",2009,"Suresh Raina","Chennai Super Kings",21,0,8,"All","All",Inf,15.75
"Ajantha Mendis",2009,"Yusuf Pathan","Rajasthan Royals",6,1,5,"All","All",6,7.2
"Ajantha Mendis",2010,"Dinesh Karthik","Delhi Capitals",1,0,3,"All","All",Inf,2
"Ajantha Mendis",2010,"Farveez Maharoof","Delhi Capitals",2,0,2,"All","All",Inf,6
"Ajantha Mendis",2010,"Gautam Gambhir","Delhi Capitals",6,0,5,"All","All",Inf,7.2
"Ajantha Mendis",2010,"Kedar Jadhav","Delhi Capitals",2,1,3,"All","All",2,4
"Ajantha Mendis",2010,"Paul Collingwood","Delhi Capitals",1,1,2,"All","All",1,3
"Ajantha Mendis",2010,"Rahul Dravid","Royal Challengers Bangalore",3,0,4,"All","All",Inf,4.5
"Ajantha Mendis",2010,"Robin Uthappa","Royal Challengers Bangalore",22,0,8,"All","All",Inf,16.5
"Ajantha Mendis",2010,"Ross Taylor","Royal Challengers Bangalore",9,0,4,"All","All",Inf,13.5
"Ajantha Mendis",2010,"Sridharan Sriram","Royal Challengers Bangalore",10,0,8,"All","All",Inf,7.5
"Ajantha Mendis",2010,"Virender Sehwag","Delhi Capitals",10,0,9,"All","All",Inf,6.66666666666667
"Ajantha Mendis",2013,"AB de Villiers","Royal Challengers Bangalore",6,0,4,"All","All",Inf,9
"Ajantha Mendis",2013,"Ambati Rayudu","Mumbai Indians",2,0,2,"All","All",Inf,6
"Ajantha Mendis",2013,"Azhar Mahmood","Punjab Kings",0,1,1,"All","All",0,0
"Ajantha Mendis",2013,"Chris Gayle","Royal Challengers Bangalore",2,0,5,"All","All",Inf,2.4
"Ajantha Mendis",2013,"David Miller","Punjab Kings",15,0,8,"All","All",Inf,11.25
"Ajantha Mendis",2013,"Dinesh Karthik","Mumbai Indians",1,0,8,"All","All",Inf,0.75
"Ajantha Mendis",2013,"Glenn Maxwell","Mumbai Indians",2,0,2,"All","All",Inf,6
"Ajantha Mendis",2013,"Manan Vohra","Punjab Kings",8,0,4,"All","All",Inf,12
"Ajantha Mendis",2013,"Mandeep Singh","Punjab Kings",15,0,11,"All","All",Inf,8.18181818181818
"Ajantha Mendis",2013,"Rohit Sharma","Mumbai Indians",10,0,11,"All","All",Inf,5.45454545454545
"Ajantha Mendis",2013,"Sachin Tendulkar","Mumbai Indians",0,1,1,"All","All",0,0
"Ajantha Mendis",2013,"Saurabh Tiwary","Royal Challengers Bangalore",16,0,14,"All","All",Inf,6.85714285714286
"Ajantha Mendis",2013,"Virat Kohli","Royal Challengers Bangalore",1,0,1,"All","All",Inf,6
"Ajinkya Rahane",2009,"Brett Lee","Punjab Kings",2,0,2,"All","All",Inf,6
"Ajinkya Rahane",2009,"Karan Goel","Punjab Kings",1,0,1,"All","All",Inf,6
"Ajinkya Rahane",2009,"Luke Pomersbach","Punjab Kings",2,1,3,"All","All",2,4
"Ajit Agarkar",2008,"Adam Gilchrist","Deccan Chargers",16,0,6,"All","All",Inf,16
"Ajit Agarkar",2008,"Ajinkya Rahane","Mumbai Indians",6,1,10,"All","All",6,3.6
"Ajit Agarkar",2008,"Andrew Symonds","Deccan Chargers",1,1,2,"All","All",1,3
"Ajit Agarkar",2008,"Ashley Noffke","Royal Challengers Bangalore",4,0,6,"All","All",Inf,4
"Ajit Agarkar",2008,"Balachandra Akhil","Royal Challengers Bangalore",0,1,2,"All","All",0,0
"Ajit Agarkar",2008,"Cameron White","Royal Challengers Bangalore",3,1,6,"All","All",3,3
"Ajit Agarkar",2008,"Chaminda Vaas","Deccan Chargers",0,1,1,"All","All",0,0
"Ajit Agarkar",2008,"Dominic Thornely","Mumbai Indians",1,0,4,"All","All",Inf,1.5
"Ajit Agarkar",2008,"Dwayne Bravo","Mumbai Indians",9,0,7,"All","All",Inf,7.71428571428572
"Ajit Agarkar",2008,"Graeme Smith","Rajasthan Royals",5,0,3,"All","All",Inf,10
"Ajit Agarkar",2008,"Jacques Kallis","Royal Challengers Bangalore",7,1,4,"All","All",7,10.5
"Ajit Agarkar",2008,"James Hopes","Punjab Kings",9,0,4,"All","All",Inf,13.5
"Ajit Agarkar",2008,"Kumar Sangakkara","Punjab Kings",7,0,4,"All","All",Inf,10.5
"Ajit Agarkar",2008,"MS Dhoni","Chennai Super Kings",2,0,5,"All","All",Inf,2.4
"Ajit Agarkar",2008,"Mahela Jayawardene","Punjab Kings",1,0,1,"All","All",Inf,6
"Ajit Agarkar",2008,"Manish Pandey","Mumbai Indians",1,0,2,"All","All",Inf,3
"Ajit Agarkar",2008,"Mark Boucher","Royal Challengers Bangalore",6,0,3,"All","All",Inf,12
"Ajit Agarkar",2008,"Matthew Hayden","Chennai Super Kings",16,0,10,"All","All",Inf,9.6
"Ajit Agarkar",2008,"Mohammad Kaif","Rajasthan Royals",9,1,8,"All","All",9,6.75
"Ajit Agarkar",2008,"Parthiv Patel","Chennai Super Kings",8,1,10,"All","All",8,4.8
"Ajit Agarkar",2008,"Praveen Kumar","Royal Challengers Bangalore",4,0,2,"All","All",Inf,12
"Ajit Agarkar",2008,"Ravindra Jadeja","Rajasthan Royals",3,0,3,"All","All",Inf,6
"Ajit Agarkar",2008,"Robin Uthappa","Mumbai Indians",7,0,5,"All","All",Inf,8.4
"Ajit Agarkar",2008,"Sanath Jayasuriya","Mumbai Indians",4,0,2,"All","All",Inf,12
"Ajit Agarkar",2008,"Sanjay Bangar","Deccan Chargers",2,0,3,"All","All",Inf,4
"Ajit Agarkar",2008,"Shane Watson","Rajasthan Royals",12,0,8,"All","All",Inf,9
"Ajit Agarkar",2008,"Shaun Marsh","Punjab Kings",9,0,9,"All","All",Inf,6
"Ajit Agarkar",2008,"Sohail Tanvir","Rajasthan Royals",11,0,3,"All","All",Inf,22
"Ajit Agarkar",2008,"Stephen Fleming","Chennai Super Kings",7,0,5,"All","All",Inf,8.4
"Ajit Agarkar",2008,"Swapnil Asnodkar","Rajasthan Royals",27,0,13,"All","All",Inf,12.4615384615385
"Ajit Agarkar",2008,"Wasim Jaffer","Royal Challengers Bangalore",1,0,1,"All","All",Inf,6
"Ajit Agarkar",2008,"Yusuf Pathan","Rajasthan Royals",9,0,4,"All","All",Inf,13.5
"Ajit Agarkar",2009,"AB de Villiers","Delhi Capitals",6,0,5,"All","All",Inf,7.2
"Ajit Agarkar",2009,"Abhishek Nayar","Mumbai Indians",1,0,1,"All","All",Inf,6
"Ajit Agarkar",2009,"Adam Gilchrist","Deccan Chargers",7,0,4,"All","All",Inf,10.5
