"Bowler","Season","Striker","Batting_Team","Runs","Wickets","Balls","Stadium","Bowling_Team","Average","Economy"
"Dan Christian",2011,"Ambati Rayudu","Mumbai Indians",2,0,2,"All","All",Inf,6
"Dan Christian",2011,"Andrew Symonds","Mumbai Indians",11,0,12,"All","All",Inf,5.5
"Dan Christian",2011,"Callum Ferguson","Pune Warriors",13,0,4,"All","All",Inf,19.5
"Dan Christian",2011,"Cheteshwar Pujara","Royal Challengers Bangalore",2,0,2,"All","All",Inf,6
"Dan Christian",2011,"Daniel Vettori","Royal Challengers Bangalore",1,0,2,"All","All",Inf,3
"Dan Christian",2011,"David Warner","Delhi Capitals",13,0,7,"All","All",Inf,11.1428571428571
"Dan Christian",2011,"Davy Jacobs","Mumbai Indians",10,0,4,"All","All",Inf,15
"Dan Christian",2011,"Dinesh Karthik","Punjab Kings",3,1,5,"All","All",3,3.6
"Dan Christian",2011,"Eoin Morgan","Kolkata Knight Riders",12,1,9,"All","All",12,8
"Dan Christian",2011,"Gautam Gambhir","Kolkata Knight Riders",17,0,7,"All","All",Inf,14.5714285714286
"Dan Christian",2011,"Irfan Pathan","Delhi Capitals",5,0,3,"All","All",Inf,10
"Dan Christian",2011,"Jacques Kallis","Kolkata Knight Riders",4,0,5,"All","All",Inf,4.8
"Dan Christian",2011,"James Hopes","Delhi Capitals",1,0,2,"All","All",Inf,3
"Dan Christian",2011,"Jesse Ryder","Pune Warriors",0,0,2,"All","All",NA,0
"Dan Christian",2011,"Johan Botha","Rajasthan Royals",13,0,7,"All","All",Inf,11.1428571428571
"Dan Christian",2011,"Mandeep Singh","Punjab Kings",5,0,4,"All","All",Inf,7.5
"Dan Christian",2011,"Manish Pandey","Pune Warriors",5,0,4,"All","All",Inf,7.5
"Dan Christian",2011,"Manoj Tiwary","Kolkata Knight Riders",16,0,8,"All","All",Inf,12
"Dan Christian",2011,"Manvinder Bisla","Kolkata Knight Riders",5,0,4,"All","All",Inf,7.5
"Dan Christian",2011,"Michael Hussey","Chennai Super Kings",9,0,9,"All","All",Inf,6
"Dan Christian",2011,"Mitchell Marsh","Pune Warriors",9,0,9,"All","All",Inf,6
"Dan Christian",2011,"Morne Morkel","Delhi Capitals",8,0,3,"All","All",Inf,16
"Dan Christian",2011,"Murali Vijay","Chennai Super Kings",1,0,5,"All","All",Inf,1.2
"Dan Christian",2011,"Naman Ojha","Delhi Capitals",2,1,3,"All","All",2,4
"Dan Christian",2011,"Paul Valthaty","Punjab Kings",2,0,3,"All","All",Inf,4
"Dan Christian",2011,"Rahul Dravid","Rajasthan Royals",10,0,9,"All","All",Inf,6.66666666666667
"Dan Christian",2011,"Ravindra Jadeja","Kochi Tuskers Kerala",5,0,10,"All","All",Inf,3
"Dan Christian",2011,"Robin Uthappa","Pune Warriors",5,1,3,"All","All",5,10
"Dan Christian",2011,"Rohit Sharma","Mumbai Indians",25,0,7,"All","All",Inf,21.4285714285714
"Dan Christian",2011,"Ross Taylor","Rajasthan Royals",2,0,2,"All","All",Inf,6
"Dan Christian",2011,"Ryan McLaren","Punjab Kings",2,0,3,"All","All",Inf,4
"Dan Christian",2011,"Ryan Ninan","Royal Challengers Bangalore",0,1,1,"All","All",0,0
"Dan Christian",2011,"Sachin Tendulkar","Mumbai Indians",12,0,12,"All","All",Inf,6
"Dan Christian",2011,"Saurabh Tiwary","Royal Challengers Bangalore",5,0,6,"All","All",Inf,5
"Dan Christian",2011,"Sourav Ganguly","Pune Warriors",2,1,7,"All","All",2,1.71428571428571
"Dan Christian",2011,"Sreenath Aravind","Royal Challengers Bangalore",4,0,3,"All","All",Inf,8
"Dan Christian",2011,"Suresh Raina","Chennai Super Kings",2,0,4,"All","All",Inf,3
"Dan Christian",2011,"Thisara Perera","Kochi Tuskers Kerala",2,0,5,"All","All",Inf,2.4
"Dan Christian",2011,"Tirumalasetti Suman","Mumbai Indians",9,0,5,"All","All",Inf,10.8
"Dan Christian",2011,"Travis Birt","Delhi Capitals",3,1,7,"All","All",3,2.57142857142857
"Dan Christian",2011,"Venugopal Rao","Delhi Capitals",7,0,7,"All","All",Inf,6
"Dan Christian",2011,"Vinay Kumar","Kochi Tuskers Kerala",5,0,3,"All","All",Inf,10
"Dan Christian",2011,"Virat Kohli","Royal Challengers Bangalore",10,0,10,"All","All",Inf,6
"Dan Christian",2011,"Virender Sehwag","Delhi Capitals",30,0,15,"All","All",Inf,12
"Dan Christian",2011,"Wayne Parnell","Pune Warriors",0,0,1,"All","All",NA,0
"Dan Christian",2011,"Yogesh Nagar","Delhi Capitals",0,1,1,"All","All",0,0
"Dan Christian",2011,"Yusuf Pathan","Kolkata Knight Riders",4,0,3,"All","All",Inf,8
"Dan Christian",2011,"Yuvraj Singh","Pune Warriors",0,2,6,"All","All",0,0
"Dan Christian",2012,"Ajinkya Rahane","Rajasthan Royals",11,0,5,"All","All",Inf,13.2
"Dan Christian",2012,"Ambati Rayudu","Mumbai Indians",6,0,9,"All","All",Inf,4
"Dan Christian",2012,"Ashok Menaria","Rajasthan Royals",2,0,5,"All","All",Inf,2.4
"Dan Christian",2012,"Azhar Mahmood","Punjab Kings",3,0,4,"All","All",Inf,4.5
"Dan Christian",2012,"Brad Hodge","Rajasthan Royals",2,0,2,"All","All",Inf,6
"Dan Christian",2012,"David Hussey","Punjab Kings",7,0,2,"All","All",Inf,21
"Dan Christian",2012,"Dinesh Karthik","Mumbai Indians",6,0,4,"All","All",Inf,9
"Dan Christian",2012,"Dwayne Bravo","Chennai Super Kings",14,0,6,"All","All",Inf,14
"Dan Christian",2012,"Faf du Plessis","Chennai Super Kings",11,0,7,"All","All",Inf,9.42857142857143
"Dan Christian",2012,"Gurkeerat Singh Mann","Punjab Kings",6,0,4,"All","All",Inf,9
"Dan Christian",2012,"Irfan Pathan","Delhi Capitals",2,0,1,"All","All",Inf,12
"Dan Christian",2012,"James Franklin","Mumbai Indians",7,0,5,"All","All",Inf,8.4
"Dan Christian",2012,"Johan Botha","Rajasthan Royals",11,0,4,"All","All",Inf,16.5
"Dan Christian",2012,"Kevin Pietersen","Delhi Capitals",20,0,12,"All","All",Inf,10
"Dan Christian",2012,"Kieron Pollard","Mumbai Indians",0,1,1,"All","All",0,0
"Dan Christian",2012,"MS Dhoni","Chennai Super Kings",12,1,11,"All","All",12,6.54545454545454
"Dan Christian",2012,"Mahela Jayawardene","Delhi Capitals",1,1,2,"All","All",1,3
"Dan Christian",2012,"Mandeep Singh","Punjab Kings",13,0,8,"All","All",Inf,9.75
"Dan Christian",2012,"Nitin Saini","Punjab Kings",0,1,2,"All","All",0,0
"Dan Christian",2012,"Rahul Dravid","Rajasthan Royals",17,1,8,"All","All",17,12.75
"Dan Christian",2012,"Ravindra Jadeja","Chennai Super Kings",16,0,14,"All","All",Inf,6.85714285714286
"Dan Christian",2012,"Rohit Sharma","Mumbai Indians",36,0,18,"All","All",Inf,12
"Dan Christian",2012,"Ross Taylor","Delhi Capitals",1,0,2,"All","All",Inf,3
"Dan Christian",2012,"S Badrinath","Chennai Super Kings",3,1,5,"All","All",3,3.6
"Dan Christian",2012,"Sachin Tendulkar","Mumbai Indians",8,0,5,"All","All",Inf,9.6
"Dan Christian",2012,"Shaun Marsh","Punjab Kings",2,1,4,"All","All",2,3
"Dan Christian",2012,"Suresh Raina","Chennai Super Kings",5,1,5,"All","All",5,6
"Dan Christian",2012,"Yogesh Nagar","Delhi Capitals",11,0,7,"All","All",Inf,9.42857142857143
"Dan Christian",2013,"Ambati Rayudu","Mumbai Indians",2,0,4,"All","All",Inf,3
"Dan Christian",2013,"Dinesh Karthik","Mumbai Indians",26,0,8,"All","All",Inf,19.5
"Dan Christian",2013,"Ricky Ponting","Mumbai Indians",12,0,9,"All","All",Inf,8
"Dan Christian",2013,"S Badrinath","Chennai Super Kings",7,0,7,"All","All",Inf,6
"Dan Christian",2013,"Sachin Tendulkar","Mumbai Indians",2,0,3,"All","All",Inf,4
"Dan Christian",2013,"Suresh Raina","Chennai Super Kings",6,0,5,"All","All",Inf,7.2
"Dan Christian",2017,"AB de Villiers","Royal Challengers Bangalore",2,0,6,"All","All",Inf,2
"Dan Christian",2017,"Aaron Finch","Gujarat Lions",7,0,3,"All","All",Inf,14
"Dan Christian",2017,"Axar Patel","Punjab Kings",4,1,4,"All","All",4,6
"Dan Christian",2017,"Brendon McCullum","Gujarat Lions",8,0,3,"All","All",Inf,16
"Dan Christian",2017,"Chris Woakes","Kolkata Knight Riders",1,0,1,"All","All",Inf,6
"Dan Christian",2017,"Colin de Grandhomme","Kolkata Knight Riders",7,0,4,"All","All",Inf,10.5
"Dan Christian",2017,"Darren Bravo","Kolkata Knight Riders",2,0,4,"All","All",Inf,3
"Dan Christian",2017,"David Warner","Sunrisers Hyderabad",14,0,14,"All","All",Inf,6
"Dan Christian",2017,"Dinesh Karthik","Gujarat Lions",5,0,6,"All","All",Inf,5
"Dan Christian",2017,"Gautam Gambhir","Kolkata Knight Riders",11,1,11,"All","All",11,6
"Dan Christian",2017,"Hardik Pandya","Mumbai Indians",4,1,5,"All","All",4,4.8
"Dan Christian",2017,"Hashim Amla","Punjab Kings",11,0,4,"All","All",Inf,16.5
"Dan Christian",2017,"James Faulkner","Gujarat Lions",4,0,3,"All","All",Inf,8
"Dan Christian",2017,"Jasprit Bumrah","Mumbai Indians",12,0,5,"All","All",Inf,14.4
"Dan Christian",2017,"Kane Williamson","Sunrisers Hyderabad",7,1,6,"All","All",7,7
"Dan Christian",2017,"Karn Sharma","Mumbai Indians",4,0,8,"All","All",Inf,3
"Dan Christian",2017,"Karun Nair","Delhi Capitals",10,0,6,"All","All",Inf,10
"Dan Christian",2017,"Kedar Jadhav","Royal Challengers Bangalore",11,0,10,"All","All",Inf,6.6
"Dan Christian",2017,"Krunal Pandya","Mumbai Indians",33,1,15,"All","All",33,13.2
"Dan Christian",2017,"Manan Vohra","Punjab Kings",8,0,4,"All","All",Inf,12
"Dan Christian",2017,"Manish Pandey","Kolkata Knight Riders",5,1,6,"All","All",5,5
"Dan Christian",2017,"Marlon Samuels","Delhi Capitals",6,1,4,"All","All",6,9
"Dan Christian",2017,"Mitchell Johnson","Mumbai Indians",9,0,7,"All","All",Inf,7.71428571428572
"Dan Christian",2017,"Mitchell McClenaghan","Mumbai Indians",2,0,3,"All","All",Inf,4
"Dan Christian",2017,"Mohit Sharma","Punjab Kings",1,0,2,"All","All",Inf,3
"Dan Christian",2017,"Moises Henriques","Sunrisers Hyderabad",4,0,5,"All","All",Inf,4.8
"Dan Christian",2017,"Naman Ojha","Sunrisers Hyderabad",2,0,3,"All","All",Inf,4
"Dan Christian",2017,"Nathan Coulter-Nile","Kolkata Knight Riders",0,0,1,"All","All",NA,0
"Dan Christian",2017,"Nitish Rana","Mumbai Indians",0,1,1,"All","All",0,0
"Dan Christian",2017,"Parthiv Patel","Mumbai Indians",5,0,7,"All","All",Inf,4.28571428571429
"Dan Christian",2017,"Pawan Negi","Royal Challengers Bangalore",3,0,5,"All","All",Inf,3.6
"Dan Christian",2017,"Ravindra Jadeja","Gujarat Lions",3,1,3,"All","All",3,6
"Dan Christian",2017,"Rishabh Pant","Delhi Capitals",2,0,2,"All","All",Inf,6
"Dan Christian",2017,"Robin Uthappa","Kolkata Knight Riders",18,0,9,"All","All",Inf,12
"Dan Christian",2017,"Rohit Sharma","Mumbai Indians",4,0,3,"All","All",Inf,8
"Dan Christian",2017,"Shane Watson","Royal Challengers Bangalore",2,0,2,"All","All",Inf,6
"Dan Christian",2017,"Shikhar Dhawan","Sunrisers Hyderabad",1,0,3,"All","All",Inf,2
"Dan Christian",2017,"Sreenath Aravind","Royal Challengers Bangalore",7,0,3,"All","All",Inf,14
"Dan Christian",2017,"Stuart Binny","Royal Challengers Bangalore",11,0,3,"All","All",Inf,22
"Dan Christian",2017,"Suryakumar Yadav","Kolkata Knight Riders",10,0,6,"All","All",Inf,10
"Dan Christian",2017,"Swapnil Singh","Punjab Kings",5,0,5,"All","All",Inf,6
"Dan Christian",2017,"Virat Kohli","Royal Challengers Bangalore",12,1,15,"All","All",12,4.8
"Dan Christian",2017,"Wriddhiman Saha","Punjab Kings",5,1,5,"All","All",5,6
"Dan Christian",2017,"Yuvraj Singh","Sunrisers Hyderabad",13,0,11,"All","All",Inf,7.09090909090909
"Dan Christian",2017,"Yuzvendra Chahal","Royal Challengers Bangalore",3,0,4,"All","All",Inf,4.5
"Dan Christian",2018,"Alex Hales","Sunrisers Hyderabad",2,0,3,"All","All",Inf,4
"Dan Christian",2018,"Andrew Tye","Punjab Kings",0,0,2,"All","All",NA,0
"Dan Christian",2018,"David Miller","Punjab Kings",6,1,3,"All","All",6,12
"Dan Christian",2018,"Evin Lewis","Mumbai Indians",18,0,6,"All","All",Inf,18
"Dan Christian",2018,"Ishan Kishan","Mumbai Indians",10,1,7,"All","All",10,8.57142857142857
"Dan Christian",2018,"Kane Williamson","Sunrisers Hyderabad",7,0,6,"All","All",Inf,7
"Dan Christian",2018,"Karun Nair","Punjab Kings",15,1,12,"All","All",15,7.5
"Dan Christian",2018,"Kieron Pollard","Mumbai Indians",0,1,1,"All","All",0,0
"Dan Christian",2018,"Krunal Pandya","Mumbai Indians",1,0,1,"All","All",Inf,6
"Dan Christian",2018,"Manish Pandey","Sunrisers Hyderabad",9,0,3,"All","All",Inf,18
"Dan Christian",2018,"Marcus Stoinis","Punjab Kings",3,0,2,"All","All",Inf,9
"Dan Christian",2018,"Mayank Agarwal","Punjab Kings",2,0,2,"All","All",Inf,6
"Dan Christian",2018,"Ravichandran Ashwin","Punjab Kings",1,0,1,"All","All",Inf,6
"Dan Christian",2018,"Rohit Sharma","Mumbai Indians",6,0,3,"All","All",Inf,12
"Dan Christian",2018,"Shikhar Dhawan","Sunrisers Hyderabad",6,0,7,"All","All",Inf,5.14285714285714
"Dan Christian",2018,"Yusuf Pathan","Sunrisers Hyderabad",13,0,4,"All","All",Inf,19.5
"Dan Christian",2018,"Yuvraj Singh","Punjab Kings",2,0,8,"All","All",Inf,1.5
"Dan Christian",2021,"Abdul Samad","Sunrisers Hyderabad",1,0,2,"All","All",Inf,3
"Dan Christian",2021,"Chris Lynn","Mumbai Indians",8,0,4,"All","All",Inf,12
"Dan Christian",2021,"David Warner","Sunrisers Hyderabad",6,0,5,"All","All",Inf,7.2
"Dan Christian",2021,"Eoin Morgan","Kolkata Knight Riders",1,0,1,"All","All",Inf,6
"Dan Christian",2021,"Evin Lewis","Rajasthan Royals",3,0,4,"All","All",Inf,4.5
"Dan Christian",2021,"Faf du Plessis","Chennai Super Kings",6,0,6,"All","All",Inf,6
"Dan Christian",2021,"Hardik Pandya","Mumbai Indians",7,0,6,"All","All",Inf,7
"Dan Christian",2021,"Ishan Kishan","Mumbai Indians",3,0,2,"All","All",Inf,9
"Dan Christian",2021,"Jason Holder","Sunrisers Hyderabad",5,0,3,"All","All",Inf,10
"Dan Christian",2021,"Jason Roy","Sunrisers Hyderabad",2,1,5,"All","All",2,2.4
"Dan Christian",2021,"KL Rahul","Punjab Kings",2,0,3,"All","All",Inf,4
"Dan Christian",2021,"Kieron Pollard","Mumbai Indians",4,0,4,"All","All",Inf,6
"Dan Christian",2021,"Manish Pandey","Sunrisers Hyderabad",1,0,1,"All","All",Inf,6
"Dan Christian",2021,"Mayank Agarwal","Punjab Kings",9,0,3,"All","All",Inf,18
"Dan Christian",2021,"Nitish Rana","Kolkata Knight Riders",1,0,2,"All","All",Inf,3
"Dan Christian",2021,"Priyam Garg","Sunrisers Hyderabad",4,1,5,"All","All",4,4.8
"Dan Christian",2021,"Quinton de Kock","Mumbai Indians",11,0,5,"All","All",Inf,13.2
"Dan Christian",2021,"Rishabh Pant","Delhi Capitals",2,1,3,"All","All",2,4
"Dan Christian",2021,"Rohit Sharma","Mumbai Indians",4,0,1,"All","All",Inf,24
"Dan Christian",2021,"Ruturaj Gaikwad","Chennai Super Kings",2,0,2,"All","All",Inf,6
"Dan Christian",2021,"Sanju Samson","Rajasthan Royals",3,0,3,"All","All",Inf,6
"Dan Christian",2021,"Shakib Al Hasan","Kolkata Knight Riders",6,0,3,"All","All",Inf,12
"Dan Christian",2021,"Shimron Hetmyer","Delhi Capitals",11,0,6,"All","All",Inf,11
"Dan Christian",2021,"Shreyas Iyer","Delhi Capitals",6,0,3,"All","All",Inf,12
"Dan Christian",2021,"Sunil Narine","Kolkata Knight Riders",21,0,4,"All","All",Inf,31.5
"Dan Christian",2021,"Suresh Raina","Chennai Super Kings",4,0,4,"All","All",Inf,6
"Dan Christian",2021,"Suryakumar Yadav","Mumbai Indians",5,0,2,"All","All",Inf,15
"Dan Christian",2021,"Wriddhiman Saha","Sunrisers Hyderabad",2,0,3,"All","All",Inf,4
"Dan Christian",2021,"Yashasvi Jaiswal","Rajasthan Royals",15,1,5,"All","All",15,18
"Daniel Harris",2012,"David Hussey","Punjab Kings",1,0,5,"All","All",Inf,1.2
"Daniel Harris",2012,"David Miller","Punjab Kings",8,0,4,"All","All",Inf,12
"Daniel Harris",2012,"Faf du Plessis","Chennai Super Kings",8,0,3,"All","All",Inf,16
"Daniel Harris",2012,"Mandeep Singh","Punjab Kings",4,0,1,"All","All",Inf,24
"Daniel Harris",2012,"S Badrinath","Chennai Super Kings",3,0,3,"All","All",Inf,6
"Daniel Harris",2012,"Siddharth Chitnis","Punjab Kings",2,0,2,"All","All",Inf,6
"Daniel Sams",2020,"AB de Villiers","Royal Challengers Bangalore",9,0,5,"All","All",Inf,10.8
"Daniel Sams",2020,"Chris Gayle","Punjab Kings",1,0,2,"All","All",Inf,3
"Daniel Sams",2020,"Deepak Hooda","Punjab Kings",4,0,6,"All","All",Inf,4
"Daniel Sams",2020,"Devdutt Padikkal","Royal Challengers Bangalore",10,0,5,"All","All",Inf,12
"Daniel Sams",2020,"Glenn Maxwell","Punjab Kings",5,0,3,"All","All",Inf,10
"Daniel Sams",2020,"Hardik Pandya","Mumbai Indians",10,0,4,"All","All",Inf,15
"Daniel Sams",2020,"Ishan Kishan","Mumbai Indians",10,0,6,"All","All",Inf,10
"Daniel Sams",2020,"James Neesham","Punjab Kings",8,0,3,"All","All",Inf,16
"Daniel Sams",2020,"Josh Philippe","Royal Challengers Bangalore",9,0,10,"All","All",Inf,5.4
"Daniel Sams",2020,"KL Rahul","Punjab Kings",8,0,5,"All","All",Inf,9.6
"Daniel Sams",2020,"Krunal Pandya","Mumbai Indians",3,0,3,"All","All",Inf,6
"Daniel Sams",2020,"Mayank Agarwal","Punjab Kings",4,0,5,"All","All",Inf,4.8
"Daniel Sams",2020,"Quinton de Kock","Mumbai Indians",15,0,6,"All","All",Inf,15
"Daniel Sams",2020,"Shivam Dube","Royal Challengers Bangalore",12,0,4,"All","All",Inf,18
"Daniel Sams",2020,"Suryakumar Yadav","Mumbai Indians",6,0,5,"All","All",Inf,7.2
"Daniel Sams",2021,"Chris Gayle","Punjab Kings",2,1,2,"All","All",2,6
"Daniel Sams",2021,"Harpreet Brar","Punjab Kings",2,0,3,"All","All",Inf,4
"Daniel Sams",2021,"KL Rahul","Punjab Kings",14,0,13,"All","All",Inf,6.46153846153846
"Daniel Sams",2021,"Nicholas Pooran","Punjab Kings",1,0,2,"All","All",Inf,3
"Daniel Sams",2021,"Prabhsimran Singh","Punjab Kings",5,0,4,"All","All",Inf,7.5
"Daniel Sams",2021,"Prithvi Shaw","Delhi Capitals",3,0,4,"All","All",Inf,4.5
"Daniel Sams",2021,"Rishabh Pant","Delhi Capitals",7,0,5,"All","All",Inf,8.4
"Daniel Sams",2021,"Shikhar Dhawan","Delhi Capitals",5,0,3,"All","All",Inf,10
"Daniel Sams",2022,"Abhishek Sharma","Sunrisers Hyderabad",2,1,6,"All","All",2,2
"Daniel Sams",2022,"Ajinkya Rahane","Kolkata Knight Riders",9,0,9,"All","All",Inf,6
"Daniel Sams",2022,"Ambati Rayudu","Chennai Super Kings",15,1,13,"All","All",15,6.92307692307692
"Daniel Sams",2022,"Axar Patel","Delhi Capitals",21,0,6,"All","All",Inf,21
"Daniel Sams",2022,"Daryl Mitchell","Rajasthan Royals",3,1,4,"All","All",3,4.5
"Daniel Sams",2022,"David Miller","Gujarat Titans",1,0,3,"All","All",Inf,2
"Daniel Sams",2022,"David Warner","Delhi Capitals",0,1,2,"All","All",0,0
"Daniel Sams",2022,"Devdutt Padikkal","Rajasthan Royals",13,0,10,"All","All",Inf,7.8
"Daniel Sams",2022,"Devon Conway","Chennai Super Kings",0,1,1,"All","All",0,0
"Daniel Sams",2022,"Jos Buttler","Rajasthan Royals",30,0,22,"All","All",Inf,8.18181818181818
"Daniel Sams",2022,"KL Rahul","Lucknow Super Giants",34,0,14,"All","All",Inf,14.5714285714286
"Daniel Sams",2022,"Krunal Pandya","Lucknow Super Giants",1,0,1,"All","All",Inf,6
"Daniel Sams",2022,"Lalit Yadav","Delhi Capitals",14,0,8,"All","All",Inf,10.5
"Daniel Sams",2022,"MS Dhoni","Chennai Super Kings",11,0,11,"All","All",Inf,6
"Daniel Sams",2022,"Manish Pandey","Lucknow Super Giants",1,0,1,"All","All",Inf,6
"Daniel Sams",2022,"Marcus Stoinis","Lucknow Super Giants",0,1,2,"All","All",0,0
"Daniel Sams",2022,"Mitchell Santner","Chennai Super Kings",9,1,6,"All","All",9,9
"Daniel Sams",2022,"Moeen Ali","Chennai Super Kings",1,1,2,"All","All",1,3
"Daniel Sams",2022,"Mukesh Choudhary","Chennai Super Kings",0,0,1,"All","All",NA,0
"Daniel Sams",2022,"Nicholas Pooran","Sunrisers Hyderabad",1,0,1,"All","All",Inf,6
"Daniel Sams",2022,"Nitish Rana","Kolkata Knight Riders",3,0,5,"All","All",Inf,3.6
"Daniel Sams",2022,"Pat Cummins","Kolkata Knight Riders",35,0,6,"All","All",Inf,35
"Daniel Sams",2022,"Prithvi Shaw","Delhi Capitals",26,0,17,"All","All",Inf,9.17647058823529
"Daniel Sams",2022,"Priyam Garg","Sunrisers Hyderabad",19,0,10,"All","All",Inf,11.4
"Daniel Sams",2022,"Quinton de Kock","Lucknow Super Giants",4,0,6,"All","All",Inf,4
"Daniel Sams",2022,"Rahul Tewatia","Gujarat Titans",1,0,2,"All","All",Inf,3
"Daniel Sams",2022,"Rahul Tripathi","Sunrisers Hyderabad",17,0,7,"All","All",Inf,14.5714285714286
"Daniel Sams",2022,"Rashid Khan","Gujarat Titans",1,0,1,"All","All",Inf,6
"Daniel Sams",2022,"Ravindra Jadeja","Chennai Super Kings",2,0,3,"All","All",Inf,4
"Daniel Sams",2022,"Rinku Singh","Kolkata Knight Riders",8,0,4,"All","All",Inf,12
"Daniel Sams",2022,"Rishabh Pant","Delhi Capitals",2,0,2,"All","All",Inf,6
"Daniel Sams",2022,"Robin Uthappa","Chennai Super Kings",4,0,4,"All","All",Inf,6
"Daniel Sams",2022,"Rovman Powell","Delhi Capitals",6,0,7,"All","All",Inf,5.14285714285714
"Daniel Sams",2022,"Ruturaj Gaikwad","Chennai Super Kings",2,2,4,"All","All",1,3
"Daniel Sams",2022,"Sanju Samson","Rajasthan Royals",7,0,6,"All","All",Inf,7
"Daniel Sams",2022,"Shardul Thakur","Delhi Capitals",7,0,3,"All","All",Inf,14
"Daniel Sams",2022,"Shimron Hetmyer","Rajasthan Royals",10,0,5,"All","All",Inf,12
"Daniel Sams",2022,"Shivam Dube","Chennai Super Kings",2,1,3,"All","All",2,4
"Daniel Sams",2022,"Shreyas Iyer","Kolkata Knight Riders",0,1,1,"All","All",0,0
"Daniel Sams",2022,"Shubman Gill","Gujarat Titans",13,0,5,"All","All",Inf,15.6
"Daniel Sams",2022,"Tim Seifert","Delhi Capitals",11,0,3,"All","All",Inf,22
"Daniel Sams",2022,"Tim Southee","Kolkata Knight Riders",0,1,2,"All","All",0,0
"Daniel Sams",2022,"Venkatesh Iyer","Kolkata Knight Riders",21,0,15,"All","All",Inf,8.4
"Daniel Sams",2022,"Wriddhiman Saha","Gujarat Titans",2,0,7,"All","All",Inf,1.71428571428571
"Daniel Sams",2022,"Yashasvi Jaiswal","Rajasthan Royals",1,0,1,"All","All",Inf,6
"Daniel Vettori",2008,"Dinesh Salunkhe","Rajasthan Royals",12,0,8,"All","All",Inf,9
"Daniel Vettori",2008,"Jacques Kallis","Royal Challengers Bangalore",7,1,10,"All","All",7,4.2
"Daniel Vettori",2008,"Mahesh Rawat","Rajasthan Royals",1,0,2,"All","All",Inf,3
"Daniel Vettori",2008,"Mark Boucher","Royal Challengers Bangalore",3,0,3,"All","All",Inf,6
"Daniel Vettori",2008,"Rahul Dravid","Royal Challengers Bangalore",9,0,11,"All","All",Inf,4.90909090909091
"Daniel Vettori",2008,"Ravindra Jadeja","Rajasthan Royals",17,1,6,"All","All",17,17
"Daniel Vettori",2008,"Shane Warne","Rajasthan Royals",4,0,6,"All","All",Inf,4
"Daniel Vettori",2008,"Siddharth Trivedi","Rajasthan Royals",1,0,2,"All","All",Inf,3
"Daniel Vettori",2009,"Albie Morkel","Chennai Super Kings",1,0,2,"All","All",Inf,3
"Daniel Vettori",2009,"Andrew Flintoff","Chennai Super Kings",4,0,6,"All","All",Inf,4
"Daniel Vettori",2009,"Azhar Bilakhia","Deccan Chargers",2,1,5,"All","All",2,2.4
"Daniel Vettori",2009,"Dwayne Smith","Deccan Chargers",17,0,8,"All","All",Inf,12.75
"Daniel Vettori",2009,"Graeme Smith","Rajasthan Royals",5,0,4,"All","All",Inf,7.5
"Daniel Vettori",2009,"Irfan Pathan","Punjab Kings",0,0,1,"All","All",NA,0
"Daniel Vettori",2009,"Jacques Kallis","Royal Challengers Bangalore",20,0,14,"All","All",Inf,8.57142857142857
"Daniel Vettori",2009,"Kevin Pietersen","Royal Challengers Bangalore",10,1,4,"All","All",10,15
"Daniel Vettori",2009,"Kumar Sangakkara","Punjab Kings",13,1,18,"All","All",13,4.33333333333333
"Daniel Vettori",2009,"MS Dhoni","Chennai Super Kings",3,1,4,"All","All",3,4.5
"Daniel Vettori",2009,"Mahela Jayawardene","Punjab Kings",1,1,4,"All","All",1,1.5
"Daniel Vettori",2009,"Manpreet Gony","Chennai Super Kings",6,0,2,"All","All",Inf,18
"Daniel Vettori",2009,"Mark Boucher","Royal Challengers Bangalore",13,0,11,"All","All",Inf,7.09090909090909
"Daniel Vettori",2009,"Rahul Dravid","Royal Challengers Bangalore",10,0,7,"All","All",Inf,8.57142857142857
"Daniel Vettori",2009,"Ravi Bopara","Punjab Kings",0,1,1,"All","All",0,0
"Daniel Vettori",2009,"Rohit Sharma","Deccan Chargers",2,0,2,"All","All",Inf,6
"Daniel Vettori",2009,"Ross Taylor","Royal Challengers Bangalore",8,0,6,"All","All",Inf,8
"Daniel Vettori",2009,"S Badrinath","Chennai Super Kings",1,1,2,"All","All",1,3
"Daniel Vettori",2009,"Suresh Raina","Chennai Super Kings",14,0,8,"All","All",Inf,10.5
"Daniel Vettori",2009,"Tirumalasetti Suman","Deccan Chargers",2,0,3,"All","All",Inf,4
"Daniel Vettori",2009,"Virat Kohli","Royal Challengers Bangalore",6,0,6,"All","All",Inf,6
"Daniel Vettori",2009,"Yusuf Pathan","Rajasthan Royals",27,0,8,"All","All",Inf,20.25
"Daniel Vettori",2009,"Yuvraj Singh","Punjab Kings",16,0,13,"All","All",Inf,7.38461538461539
"Daniel Vettori",2010,"Abhimanyu Mithun","Royal Challengers Bangalore",5,0,3,"All","All",Inf,10
"Daniel Vettori",2010,"Adrian Barath","Punjab Kings",1,0,4,"All","All",Inf,1.5
"Daniel Vettori",2010,"Angelo Mathews","Kolkata Knight Riders",5,0,7,"All","All",Inf,4.28571428571429
"Daniel Vettori",2010,"Brendon McCullum","Kolkata Knight Riders",1,0,2,"All","All",Inf,3
