"Striker","Season","Batting_Team","Bowling_Team","Runs","Dismissed","Balls","Run_Out","Bowler","Stadium","Average","Strike_Rate"
"S Badrinath",2011,"Chennai Super Kings","Punjab Kings",66,0,56,0,"All","All",Inf,117.857142857143
"S Badrinath",2011,"Chennai Super Kings","Royal Challengers Bangalore",39,3,45,0,"All","All",13,86.6666666666667
"S Badrinath",2012,"Chennai Super Kings","Deccan Chargers",26,1,21,0,"All","All",26,123.809523809524
"S Badrinath",2012,"Chennai Super Kings","Delhi Capitals",15,1,16,1,"All","All",15,93.75
"S Badrinath",2012,"Chennai Super Kings","Mumbai Indians",58,2,56,0,"All","All",29,103.571428571429
"S Badrinath",2012,"Chennai Super Kings","Pune Warriors",57,1,48,0,"All","All",57,118.75
"S Badrinath",2012,"Chennai Super Kings","Punjab Kings",25,1,18,0,"All","All",25,138.888888888889
"S Badrinath",2012,"Chennai Super Kings","Rajasthan Royals",15,1,22,0,"All","All",15,68.1818181818182
"S Badrinath",2013,"Chennai Super Kings","Kolkata Knight Riders",6,1,13,0,"All","All",6,46.1538461538462
"S Badrinath",2013,"Chennai Super Kings","Mumbai Indians",16,3,22,0,"All","All",5.33333333333333,72.7272727272727
"S Badrinath",2013,"Chennai Super Kings","Pune Warriors",68,2,57,0,"All","All",34,119.298245614035
"S Badrinath",2013,"Chennai Super Kings","Royal Challengers Bangalore",34,1,29,0,"All","All",34,117.241379310345
"Sachin Baby",2013,"Rajasthan Royals","Sunrisers Hyderabad",3,1,7,0,"All","All",3,42.8571428571429
"Sachin Baby",2016,"Royal Challengers Bangalore","Gujarat Lions",0,1,3,0,"All","All",0,0
"Sachin Baby",2016,"Royal Challengers Bangalore","Kolkata Knight Riders",16,1,8,0,"All","All",16,200
"Sachin Baby",2016,"Royal Challengers Bangalore","Mumbai Indians",25,0,13,0,"All","All",Inf,192.307692307692
"Sachin Baby",2016,"Royal Challengers Bangalore","Punjab Kings",33,1,29,1,"All","All",33,113.793103448276
"Sachin Baby",2016,"Royal Challengers Bangalore","Sunrisers Hyderabad",45,1,26,0,"All","All",45,173.076923076923
"Sachin Baby",2017,"Royal Challengers Bangalore","Delhi Capitals",12,1,8,0,"All","All",12,150
"Sachin Baby",2017,"Royal Challengers Bangalore","Rising Pune Supergiants",2,1,4,0,"All","All",2,50
"Sachin Baby",2017,"Royal Challengers Bangalore","Sunrisers Hyderabad",1,1,3,0,"All","All",1,33.3333333333333
"Sachin Baby",2021,"Royal Challengers Bangalore","Kolkata Knight Riders",7,1,17,0,"All","All",7,41.1764705882353
"Sachin Rana",2011,"Pune Warriors","Kolkata Knight Riders",18,1,16,0,"All","All",18,112.5
"Sachin Rana",2014,"Royal Challengers Bangalore","Chennai Super Kings",6,1,8,0,"All","All",6,75
"Sachin Rana",2014,"Royal Challengers Bangalore","Delhi Capitals",15,0,14,0,"All","All",Inf,107.142857142857
"Sachin Rana",2014,"Royal Challengers Bangalore","Kolkata Knight Riders",19,0,12,0,"All","All",Inf,158.333333333333
"Sachin Rana",2014,"Royal Challengers Bangalore","Punjab Kings",18,1,16,0,"All","All",18,112.5
"Sachin Rana",2014,"Royal Challengers Bangalore","Rajasthan Royals",3,1,8,0,"All","All",3,37.5
"Sachin Rana",2014,"Royal Challengers Bangalore","Sunrisers Hyderabad",12,0,7,0,"All","All",Inf,171.428571428571
"Sachin Tendulkar",2008,"Mumbai Indians","Chennai Super Kings",12,1,16,0,"All","All",12,75
"Sachin Tendulkar",2008,"Mumbai Indians","Deccan Chargers",23,1,19,0,"All","All",23,121.052631578947
"Sachin Tendulkar",2008,"Mumbai Indians","Delhi Capitals",18,1,16,0,"All","All",18,112.5
"Sachin Tendulkar",2008,"Mumbai Indians","Kolkata Knight Riders",0,1,3,0,"All","All",0,0
"Sachin Tendulkar",2008,"Mumbai Indians","Punjab Kings",65,1,46,1,"All","All",65,141.304347826087
"Sachin Tendulkar",2008,"Mumbai Indians","Rajasthan Royals",30,1,34,0,"All","All",30,88.2352941176471
"Sachin Tendulkar",2008,"Mumbai Indians","Royal Challengers Bangalore",40,0,43,0,"All","All",Inf,93.0232558139535
"Sachin Tendulkar",2009,"Mumbai Indians","Chennai Super Kings",70,1,63,0,"All","All",70,111.111111111111
"Sachin Tendulkar",2009,"Mumbai Indians","Deccan Chargers",38,2,31,0,"All","All",19,122.58064516129
"Sachin Tendulkar",2009,"Mumbai Indians","Delhi Capitals",61,2,55,1,"All","All",30.5,110.909090909091
"Sachin Tendulkar",2009,"Mumbai Indians","Kolkata Knight Riders",102,2,75,0,"All","All",51,136
"Sachin Tendulkar",2009,"Mumbai Indians","Punjab Kings",42,1,35,0,"All","All",42,120
"Sachin Tendulkar",2009,"Mumbai Indians","Rajasthan Royals",40,1,30,0,"All","All",40,133.333333333333
"Sachin Tendulkar",2009,"Mumbai Indians","Royal Challengers Bangalore",11,2,14,0,"All","All",5.5,78.5714285714286
"Sachin Tendulkar",2010,"Mumbai Indians","Chennai Super Kings",165,3,132,0,"All","All",55,125
"Sachin Tendulkar",2010,"Mumbai Indians","Deccan Chargers",90,2,68,0,"All","All",45,132.352941176471
"Sachin Tendulkar",2010,"Mumbai Indians","Delhi Capitals",93,2,59,0,"All","All",46.5,157.627118644068
"Sachin Tendulkar",2010,"Mumbai Indians","Kolkata Knight Riders",71,0,48,0,"All","All",Inf,147.916666666667
"Sachin Tendulkar",2010,"Mumbai Indians","Punjab Kings",40,2,40,0,"All","All",20,100
"Sachin Tendulkar",2010,"Mumbai Indians","Rajasthan Royals",106,1,70,0,"All","All",106,151.428571428571
"Sachin Tendulkar",2010,"Mumbai Indians","Royal Challengers Bangalore",53,3,49,0,"All","All",17.6666666666667,108.163265306122
"Sachin Tendulkar",2011,"Mumbai Indians","Chennai Super Kings",5,1,8,0,"All","All",5,62.5
"Sachin Tendulkar",2011,"Mumbai Indians","Deccan Chargers",65,2,66,0,"All","All",32.5,98.4848484848485
"Sachin Tendulkar",2011,"Mumbai Indians","Delhi Capitals",60,1,64,0,"All","All",60,93.75
"Sachin Tendulkar",2011,"Mumbai Indians","Kochi Tuskers Kerala",100,0,66,0,"All","All",Inf,151.515151515152
"Sachin Tendulkar",2011,"Mumbai Indians","Kolkata Knight Riders",74,2,55,0,"All","All",37,134.545454545455
"Sachin Tendulkar",2011,"Mumbai Indians","Pune Warriors",59,2,63,0,"All","All",29.5,93.6507936507936
"Sachin Tendulkar",2011,"Mumbai Indians","Punjab Kings",57,2,54,0,"All","All",28.5,105.555555555556
"Sachin Tendulkar",2011,"Mumbai Indians","Rajasthan Royals",38,2,42,0,"All","All",19,90.4761904761905
"Sachin Tendulkar",2011,"Mumbai Indians","Royal Challengers Bangalore",95,1,70,0,"All","All",95,135.714285714286
"Sachin Tendulkar",2012,"Mumbai Indians","Chennai Super Kings",101,3,70,1,"All","All",33.6666666666667,144.285714285714
"Sachin Tendulkar",2012,"Mumbai Indians","Deccan Chargers",14,1,14,0,"All","All",14,100
"Sachin Tendulkar",2012,"Mumbai Indians","Delhi Capitals",7,1,7,0,"All","All",7,100
"Sachin Tendulkar",2012,"Mumbai Indians","Kolkata Knight Riders",29,2,26,0,"All","All",14.5,111.538461538462
"Sachin Tendulkar",2012,"Mumbai Indians","Pune Warriors",34,1,35,0,"All","All",34,97.1428571428571
"Sachin Tendulkar",2012,"Mumbai Indians","Punjab Kings",57,2,52,1,"All","All",28.5,109.615384615385
"Sachin Tendulkar",2012,"Mumbai Indians","Rajasthan Royals",58,0,51,0,"All","All",Inf,113.725490196078
"Sachin Tendulkar",2012,"Mumbai Indians","Royal Challengers Bangalore",24,2,28,0,"All","All",12,85.7142857142857
"Sachin Tendulkar",2013,"Mumbai Indians","Chennai Super Kings",15,2,19,0,"All","All",7.5,78.9473684210526
"Sachin Tendulkar",2013,"Mumbai Indians","Delhi Capitals",55,2,48,1,"All","All",27.5,114.583333333333
"Sachin Tendulkar",2013,"Mumbai Indians","Kolkata Knight Riders",50,2,34,0,"All","All",25,147.058823529412
"Sachin Tendulkar",2013,"Mumbai Indians","Pune Warriors",59,2,42,0,"All","All",29.5,140.47619047619
"Sachin Tendulkar",2013,"Mumbai Indians","Punjab Kings",9,1,10,0,"All","All",9,90
"Sachin Tendulkar",2013,"Mumbai Indians","Rajasthan Royals",1,1,3,0,"All","All",1,33.3333333333333
"Sachin Tendulkar",2013,"Mumbai Indians","Royal Challengers Bangalore",46,2,32,1,"All","All",23,143.75
"Sachin Tendulkar",2013,"Mumbai Indians","Sunrisers Hyderabad",52,2,43,0,"All","All",26,120.93023255814
"Sachithra Senanayake",2013,"Kolkata Knight Riders","Chennai Super Kings",7,0,13,0,"All","All",Inf,53.8461538461538
"Sachithra Senanayake",2013,"Kolkata Knight Riders","Pune Warriors",2,0,1,0,"All","All",Inf,200
"Sachithra Senanayake",2013,"Kolkata Knight Riders","Punjab Kings",1,1,3,1,"All","All",1,33.3333333333333
"Sai Sudharsan",2022,"Gujarat Titans","Mumbai Indians",14,1,11,0,"All","All",14,127.272727272727
"Sai Sudharsan",2022,"Gujarat Titans","Punjab Kings",100,1,80,0,"All","All",100,125
"Sai Sudharsan",2022,"Gujarat Titans","Royal Challengers Bangalore",20,1,14,0,"All","All",20,142.857142857143
"Sai Sudharsan",2022,"Gujarat Titans","Sunrisers Hyderabad",11,1,9,0,"All","All",11,122.222222222222
"Salman Butt",2008,"Kolkata Knight Riders","Chennai Super Kings",73,1,54,0,"All","All",73,135.185185185185
"Salman Butt",2008,"Kolkata Knight Riders","Deccan Chargers",4,1,4,0,"All","All",4,100
"Salman Butt",2008,"Kolkata Knight Riders","Delhi Capitals",48,1,44,0,"All","All",48,109.090909090909
"Salman Butt",2008,"Kolkata Knight Riders","Mumbai Indians",13,1,13,0,"All","All",13,100
"Salman Butt",2008,"Kolkata Knight Riders","Punjab Kings",24,1,19,0,"All","All",24,126.315789473684
"Salman Butt",2008,"Kolkata Knight Riders","Rajasthan Royals",31,2,27,0,"All","All",15.5,114.814814814815
"Sam Billings",2016,"Delhi Capitals","Kolkata Knight Riders",54,1,34,0,"All","All",54,158.823529411765
"Sam Billings",2016,"Delhi Capitals","Punjab Kings",6,1,9,0,"All","All",6,66.6666666666667
"Sam Billings",2016,"Delhi Capitals","Rising Pune Supergiants",24,1,15,0,"All","All",24,160
"Sam Billings",2016,"Delhi Capitals","Royal Challengers Bangalore",4,1,6,0,"All","All",4,66.6666666666667
"Sam Billings",2017,"Delhi Capitals","Kolkata Knight Riders",21,1,17,0,"All","All",21,123.529411764706
"Sam Billings",2017,"Delhi Capitals","Punjab Kings",55,2,42,0,"All","All",27.5,130.952380952381
"Sam Billings",2017,"Delhi Capitals","Rising Pune Supergiants",24,1,17,0,"All","All",24,141.176470588235
"Sam Billings",2017,"Delhi Capitals","Royal Challengers Bangalore",25,1,19,0,"All","All",25,131.578947368421
"Sam Billings",2017,"Delhi Capitals","Sunrisers Hyderabad",13,1,9,0,"All","All",13,144.444444444444
"Sam Billings",2018,"Chennai Super Kings","Delhi Capitals",1,1,5,0,"All","All",1,20
"Sam Billings",2018,"Chennai Super Kings","Kolkata Knight Riders",56,1,23,0,"All","All",56,243.478260869565
"Sam Billings",2018,"Chennai Super Kings","Mumbai Indians",3,1,5,0,"All","All",3,60
"Sam Billings",2018,"Chennai Super Kings","Punjab Kings",9,2,9,0,"All","All",4.5,100
"Sam Billings",2018,"Chennai Super Kings","Rajasthan Royals",30,2,29,1,"All","All",15,103.448275862069
"Sam Billings",2018,"Chennai Super Kings","Royal Challengers Bangalore",9,1,7,0,"All","All",9,128.571428571429
"Sam Billings",2019,"Chennai Super Kings","Sunrisers Hyderabad",0,1,4,0,"All","All",0,0
"Sam Billings",2022,"Kolkata Knight Riders","Chennai Super Kings",25,1,22,0,"All","All",25,113.636363636364
"Sam Billings",2022,"Kolkata Knight Riders","Delhi Capitals",15,1,9,0,"All","All",15,166.666666666667
"Sam Billings",2022,"Kolkata Knight Riders","Gujarat Titans",4,1,4,0,"All","All",4,100
"Sam Billings",2022,"Kolkata Knight Riders","Lucknow Super Giants",36,1,24,0,"All","All",36,150
"Sam Billings",2022,"Kolkata Knight Riders","Mumbai Indians",17,1,12,0,"All","All",17,141.666666666667
"Sam Billings",2022,"Kolkata Knight Riders","Punjab Kings",24,0,23,0,"All","All",Inf,104.347826086957
"Sam Billings",2022,"Kolkata Knight Riders","Royal Challengers Bangalore",14,1,15,0,"All","All",14,93.3333333333333
"Sam Billings",2022,"Kolkata Knight Riders","Sunrisers Hyderabad",34,1,29,0,"All","All",34,117.241379310345
"Sam Curran",2019,"Punjab Kings","Chennai Super Kings",6,0,8,0,"All","All",Inf,75
"Sam Curran",2019,"Punjab Kings","Delhi Capitals",20,2,14,0,"All","All",10,142.857142857143
"Sam Curran",2019,"Punjab Kings","Kolkata Knight Riders",55,0,24,0,"All","All",Inf,229.166666666667
"Sam Curran",2019,"Punjab Kings","Mumbai Indians",8,1,3,0,"All","All",8,266.666666666667
"Sam Curran",2019,"Punjab Kings","Royal Challengers Bangalore",1,1,3,0,"All","All",1,33.3333333333333
"Sam Curran",2019,"Punjab Kings","Sunrisers Hyderabad",5,0,3,0,"All","All",Inf,166.666666666667
"Sam Curran",2020,"Chennai Super Kings","Delhi Capitals",1,1,5,0,"All","All",1,20
"Sam Curran",2020,"Chennai Super Kings","Kolkata Knight Riders",30,1,25,0,"All","All",30,120
"Sam Curran",2020,"Chennai Super Kings","Mumbai Indians",70,2,53,0,"All","All",35,132.075471698113
"Sam Curran",2020,"Chennai Super Kings","Rajasthan Royals",39,2,31,0,"All","All",19.5,125.806451612903
"Sam Curran",2020,"Chennai Super Kings","Royal Challengers Bangalore",0,1,1,0,"All","All",0,0
"Sam Curran",2020,"Chennai Super Kings","Sunrisers Hyderabad",46,1,26,0,"All","All",46,176.923076923077
"Sam Curran",2021,"Chennai Super Kings","Delhi Capitals",34,1,15,0,"All","All",34,226.666666666667
"Sam Curran",2021,"Chennai Super Kings","Kolkata Knight Riders",4,1,4,0,"All","All",4,100
"Sam Curran",2021,"Chennai Super Kings","Punjab Kings",5,0,4,0,"All","All",Inf,125
"Sam Curran",2021,"Chennai Super Kings","Rajasthan Royals",13,1,6,1,"All","All",13,216.666666666667
"Samuel Badree",2017,"Royal Challengers Bangalore","Gujarat Lions",3,1,3,0,"All","All",3,100
"Samuel Badree",2017,"Royal Challengers Bangalore","Kolkata Knight Riders",0,1,3,0,"All","All",0,0
"Samuel Badree",2017,"Royal Challengers Bangalore","Punjab Kings",8,1,9,0,"All","All",8,88.8888888888889
"Samuel Badree",2017,"Royal Challengers Bangalore","Rising Pune Supergiants",2,2,8,0,"All","All",1,25
"Sanath Jayasuriya",2008,"Mumbai Indians","Chennai Super Kings",134,1,59,0,"All","All",134,227.118644067797
"Sanath Jayasuriya",2008,"Mumbai Indians","Deccan Chargers",54,2,36,0,"All","All",27,150
"Sanath Jayasuriya",2008,"Mumbai Indians","Delhi Capitals",100,2,58,0,"All","All",50,172.413793103448
"Sanath Jayasuriya",2008,"Mumbai Indians","Kolkata Knight Riders",66,1,27,0,"All","All",66,244.444444444444
"Sanath Jayasuriya",2008,"Mumbai Indians","Punjab Kings",21,2,19,0,"All","All",10.5,110.526315789474
"Sanath Jayasuriya",2008,"Mumbai Indians","Rajasthan Royals",56,2,57,0,"All","All",28,98.2456140350877
"Sanath Jayasuriya",2008,"Mumbai Indians","Royal Challengers Bangalore",83,2,53,1,"All","All",41.5,156.603773584906
"Sanath Jayasuriya",2009,"Mumbai Indians","Chennai Super Kings",56,2,37,0,"All","All",28,151.351351351351
"Sanath Jayasuriya",2009,"Mumbai Indians","Deccan Chargers",6,2,15,0,"All","All",3,40
"Sanath Jayasuriya",2009,"Mumbai Indians","Delhi Capitals",0,1,1,0,"All","All",0,0
"Sanath Jayasuriya",2009,"Mumbai Indians","Kolkata Knight Riders",58,2,40,0,"All","All",29,145
"Sanath Jayasuriya",2009,"Mumbai Indians","Punjab Kings",4,2,8,0,"All","All",2,50
"Sanath Jayasuriya",2009,"Mumbai Indians","Rajasthan Royals",16,1,21,0,"All","All",16,76.1904761904762
"Sanath Jayasuriya",2009,"Mumbai Indians","Royal Challengers Bangalore",81,2,70,0,"All","All",40.5,115.714285714286
"Sanath Jayasuriya",2010,"Mumbai Indians","Delhi Capitals",7,1,10,0,"All","All",7,70
"Sanath Jayasuriya",2010,"Mumbai Indians","Rajasthan Royals",24,2,16,0,"All","All",12,150
"Sanath Jayasuriya",2010,"Mumbai Indians","Royal Challengers Bangalore",2,1,5,0,"All","All",2,40
"Sandeep Lamichhane",2019,"Delhi Capitals","Punjab Kings",0,1,1,0,"All","All",0,0
"Sandeep Sharma",2013,"Punjab Kings","Sunrisers Hyderabad",0,0,1,0,"All","All",NA,0
"Sandeep Sharma",2014,"Punjab Kings","Kolkata Knight Riders",2,0,5,0,"All","All",Inf,40
"Sandeep Sharma",2015,"Punjab Kings","Chennai Super Kings",1,0,4,0,"All","All",Inf,25
"Sandeep Sharma",2015,"Punjab Kings","Royal Challengers Bangalore",7,1,9,0,"All","All",7,77.7777777777778
"Sandeep Sharma",2015,"Punjab Kings","Sunrisers Hyderabad",1,0,1,0,"All","All",Inf,100
"Sandeep Sharma",2016,"Punjab Kings","Delhi Capitals",1,0,2,0,"All","All",Inf,50
"Sandeep Sharma",2016,"Punjab Kings","Gujarat Lions",1,0,1,0,"All","All",Inf,100
"Sandeep Sharma",2016,"Punjab Kings","Kolkata Knight Riders",1,0,1,0,"All","All",Inf,100
"Sandeep Sharma",2016,"Punjab Kings","Royal Challengers Bangalore",5,0,5,0,"All","All",Inf,100
"Sandeep Sharma",2017,"Punjab Kings","Delhi Capitals",2,0,2,0,"All","All",Inf,100
"Sandeep Sharma",2017,"Punjab Kings","Sunrisers Hyderabad",5,0,4,0,"All","All",Inf,125
"Sandeep Sharma",2018,"Sunrisers Hyderabad","Mumbai Indians",0,1,3,0,"All","All",0,0
"Sandeep Sharma",2018,"Sunrisers Hyderabad","Royal Challengers Bangalore",0,1,1,0,"All","All",0,0
"Sandeep Sharma",2019,"Sunrisers Hyderabad","Delhi Capitals",1,0,1,0,"All","All",Inf,100
"Sandeep Sharma",2019,"Sunrisers Hyderabad","Mumbai Indians",5,0,2,0,"All","All",Inf,250
"Sandeep Sharma",2020,"Sunrisers Hyderabad","Chennai Super Kings",1,0,2,0,"All","All",Inf,50
"Sandeep Sharma",2020,"Sunrisers Hyderabad","Delhi Capitals",2,0,4,0,"All","All",Inf,50
"Sandeep Sharma",2020,"Sunrisers Hyderabad","Mumbai Indians",0,0,1,0,"All","All",NA,0
"Sandeep Sharma",2020,"Sunrisers Hyderabad","Punjab Kings",0,1,2,0,"All","All",0,0
"Sandeep Sharma",2020,"Sunrisers Hyderabad","Royal Challengers Bangalore",9,1,6,0,"All","All",9,150
"Sandeep Sharma",2021,"Sunrisers Hyderabad","Delhi Capitals",0,1,1,1,"All","All",0,0
"Sandeep Sharma",2021,"Sunrisers Hyderabad","Rajasthan Royals",8,0,6,0,"All","All",Inf,133.333333333333
"Sanjay Bangar",2008,"Deccan Chargers","Delhi Capitals",8,1,14,1,"All","All",8,57.1428571428571
"Sanjay Bangar",2008,"Deccan Chargers","Kolkata Knight Riders",16,2,14,0,"All","All",8,114.285714285714
"Sanjay Bangar",2008,"Deccan Chargers","Punjab Kings",3,1,8,0,"All","All",3,37.5
"Sanjay Bangar",2008,"Deccan Chargers","Rajasthan Royals",3,1,6,0,"All","All",3,50
"Sanjay Bangar",2008,"Deccan Chargers","Royal Challengers Bangalore",17,0,7,0,"All","All",Inf,242.857142857143
"Sanjay Bangar",2009,"Kolkata Knight Riders","Rajasthan Royals",2,1,9,0,"All","All",2,22.2222222222222
"Sanjay Yadav",2022,"Mumbai Indians","Sunrisers Hyderabad",0,1,2,0,"All","All",0,0
"Sanju Samson",2013,"Rajasthan Royals","Chennai Super Kings",0,1,5,0,"All","All",0,0
"Sanju Samson",2013,"Rajasthan Royals","Kolkata Knight Riders",40,1,36,0,"All","All",40,111.111111111111
"Sanju Samson",2013,"Rajasthan Royals","Mumbai Indians",4,2,6,0,"All","All",2,66.6666666666667
"Sanju Samson",2013,"Rajasthan Royals","Pune Warriors",10,1,6,0,"All","All",10,166.666666666667
"Sanju Samson",2013,"Rajasthan Royals","Punjab Kings",74,0,56,0,"All","All",Inf,132.142857142857
"Sanju Samson",2013,"Rajasthan Royals","Royal Challengers Bangalore",63,1,41,0,"All","All",63,153.658536585366
"Sanju Samson",2013,"Rajasthan Royals","Sunrisers Hyderabad",15,2,28,0,"All","All",7.5,53.5714285714286
"Sanju Samson",2014,"Rajasthan Royals","Chennai Super Kings",16,1,16,0,"All","All",16,100
"Sanju Samson",2014,"Rajasthan Royals","Delhi Capitals",74,2,53,0,"All","All",37,139.622641509434
"Sanju Samson",2014,"Rajasthan Royals","Kolkata Knight Riders",57,2,50,0,"All","All",28.5,114
"Sanju Samson",2014,"Rajasthan Royals","Mumbai Indians",76,2,52,0,"All","All",38,146.153846153846
"Sanju Samson",2014,"Rajasthan Royals","Punjab Kings",82,2,63,0,"All","All",41,130.15873015873
"Sanju Samson",2014,"Rajasthan Royals","Royal Challengers Bangalore",15,2,14,1,"All","All",7.5,107.142857142857
"Sanju Samson",2014,"Rajasthan Royals","Sunrisers Hyderabad",19,2,25,0,"All","All",9.5,76
"Sanju Samson",2015,"Rajasthan Royals","Chennai Super Kings",26,1,17,0,"All","All",26,152.941176470588
"Sanju Samson",2015,"Rajasthan Royals","Delhi Capitals",11,1,12,0,"All","All",11,91.6666666666667
"Sanju Samson",2015,"Rajasthan Royals","Kolkata Knight Riders",8,1,9,0,"All","All",8,88.8888888888889
"Sanju Samson",2015,"Rajasthan Royals","Mumbai Indians",93,2,62,0,"All","All",46.5,150
"Sanju Samson",2015,"Rajasthan Royals","Punjab Kings",10,1,8,0,"All","All",10,125
"Sanju Samson",2015,"Rajasthan Royals","Royal Challengers Bangalore",9,2,15,0,"All","All",4.5,60
"Sanju Samson",2015,"Rajasthan Royals","Sunrisers Hyderabad",47,2,40,0,"All","All",23.5,117.5
"Sanju Samson",2016,"Delhi Capitals","Gujarat Lions",20,1,19,0,"All","All",20,105.263157894737
"Sanju Samson",2016,"Delhi Capitals","Kolkata Knight Riders",30,2,28,0,"All","All",15,107.142857142857
"Sanju Samson",2016,"Delhi Capitals","Mumbai Indians",66,2,59,1,"All","All",33,111.864406779661
"Sanju Samson",2016,"Delhi Capitals","Punjab Kings",82,2,67,0,"All","All",41,122.388059701493
"Sanju Samson",2016,"Delhi Capitals","Rising Pune Supergiants",30,2,30,0,"All","All",15,100
"Sanju Samson",2016,"Delhi Capitals","Royal Challengers Bangalore",26,2,26,0,"All","All",13,100
"Sanju Samson",2016,"Delhi Capitals","Sunrisers Hyderabad",37,0,30,0,"All","All",Inf,123.333333333333
"Sanju Samson",2017,"Delhi Capitals","Gujarat Lions",71,2,38,0,"All","All",35.5,186.842105263158
"Sanju Samson",2017,"Delhi Capitals","Kolkata Knight Riders",99,2,63,0,"All","All",49.5,157.142857142857
"Sanju Samson",2017,"Delhi Capitals","Mumbai Indians",9,2,7,0,"All","All",4.5,128.571428571429
"Sanju Samson",2017,"Delhi Capitals","Punjab Kings",24,2,32,0,"All","All",12,75
"Sanju Samson",2017,"Delhi Capitals","Rising Pune Supergiants",104,2,67,1,"All","All",52,155.223880597015
"Sanju Samson",2017,"Delhi Capitals","Royal Challengers Bangalore",13,2,14,0,"All","All",6.5,92.8571428571429
"Sanju Samson",2017,"Delhi Capitals","Sunrisers Hyderabad",66,2,52,0,"All","All",33,126.923076923077
"Sanju Samson",2018,"Rajasthan Royals","Chennai Super Kings",23,2,25,1,"All","All",11.5,92
"Sanju Samson",2018,"Rajasthan Royals","Delhi Capitals",40,2,27,0,"All","All",20,148.148148148148
"Sanju Samson",2018,"Rajasthan Royals","Kolkata Knight Riders",69,3,56,0,"All","All",23,123.214285714286
"Sanju Samson",2018,"Rajasthan Royals","Mumbai Indians",78,2,53,0,"All","All",39,147.169811320755
"Sanju Samson",2018,"Rajasthan Royals","Punjab Kings",50,2,41,0,"All","All",25,121.951219512195
"Sanju Samson",2018,"Rajasthan Royals","Royal Challengers Bangalore",92,1,46,0,"All","All",92,200
"Sanju Samson",2018,"Rajasthan Royals","Sunrisers Hyderabad",89,2,72,0,"All","All",44.5,123.611111111111
"Sanju Samson",2019,"Rajasthan Royals","Chennai Super Kings",14,2,16,0,"All","All",7,87.5
"Sanju Samson",2019,"Rajasthan Royals","Delhi Capitals",5,1,8,1,"All","All",5,62.5
"Sanju Samson",2019,"Rajasthan Royals","Kolkata Knight Riders",22,1,15,0,"All","All",22,146.666666666667
"Sanju Samson",2019,"Rajasthan Royals","Mumbai Indians",66,2,45,0,"All","All",33,146.666666666667
"Sanju Samson",2019,"Rajasthan Royals","Punjab Kings",57,2,46,0,"All","All",28.5,123.913043478261
"Sanju Samson",2019,"Rajasthan Royals","Royal Challengers Bangalore",28,1,13,0,"All","All",28,215.384615384615
"Sanju Samson",2019,"Rajasthan Royals","Sunrisers Hyderabad",150,0,87,0,"All","All",Inf,172.413793103448
"Sanju Samson",2020,"Rajasthan Royals","Chennai Super Kings",74,2,35,0,"All","All",37,211.428571428571
"Sanju Samson",2020,"Rajasthan Royals","Delhi Capitals",30,2,27,0,"All","All",15,111.111111111111
"Sanju Samson",2020,"Rajasthan Royals","Kolkata Knight Riders",9,2,13,0,"All","All",4.5,69.2307692307692
"Sanju Samson",2020,"Rajasthan Royals","Mumbai Indians",54,1,34,0,"All","All",54,158.823529411765
"Sanju Samson",2020,"Rajasthan Royals","Punjab Kings",133,2,67,1,"All","All",66.5,198.507462686567
"Sanju Samson",2020,"Rajasthan Royals","Royal Challengers Bangalore",13,2,9,0,"All","All",6.5,144.444444444444
"Sanju Samson",2020,"Rajasthan Royals","Sunrisers Hyderabad",62,2,51,0,"All","All",31,121.56862745098
"Sanju Samson",2021,"Rajasthan Royals","Chennai Super Kings",29,2,29,0,"All","All",14.5,100
"Sanju Samson",2021,"Rajasthan Royals","Delhi Capitals",74,1,56,0,"All","All",74,132.142857142857
"Sanju Samson",2021,"Rajasthan Royals","Kolkata Knight Riders",43,1,45,0,"All","All",43,95.5555555555556
"Sanju Samson",2021,"Rajasthan Royals","Mumbai Indians",45,2,33,0,"All","All",22.5,136.363636363636
"Sanju Samson",2021,"Rajasthan Royals","Punjab Kings",123,2,68,0,"All","All",61.5,180.882352941176
"Sanju Samson",2021,"Rajasthan Royals","Royal Challengers Bangalore",40,2,33,0,"All","All",20,121.212121212121
"Sanju Samson",2021,"Rajasthan Royals","Sunrisers Hyderabad",130,2,90,0,"All","All",65,144.444444444444
"Sanju Samson",2022,"Rajasthan Royals","Chennai Super Kings",15,1,20,0,"All","All",15,75
"Sanju Samson",2022,"Rajasthan Royals","Delhi Capitals",52,1,23,0,"All","All",52,226.086956521739
"Sanju Samson",2022,"Rajasthan Royals","Gujarat Titans",72,3,48,1,"All","All",24,150
"Sanju Samson",2022,"Rajasthan Royals","Kolkata Knight Riders",92,2,68,0,"All","All",46,135.294117647059
"Sanju Samson",2022,"Rajasthan Royals","Lucknow Super Giants",45,2,36,0,"All","All",22.5,125
"Sanju Samson",2022,"Rajasthan Royals","Mumbai Indians",46,2,28,0,"All","All",23,164.285714285714
"Sanju Samson",2022,"Rajasthan Royals","Punjab Kings",23,1,12,0,"All","All",23,191.666666666667
"Sanju Samson",2022,"Rajasthan Royals","Royal Challengers Bangalore",58,3,50,0,"All","All",19.3333333333333,116
"Sanju Samson",2022,"Rajasthan Royals","Sunrisers Hyderabad",55,1,27,0,"All","All",55,203.703703703704
