"Striker","Season","Batting_Team","Bowling_Team","Runs","Dismissed","Balls","Run_Out","Bowler","Stadium","Average","Strike_Rate"
"Chris Jordan",2016,"Royal Challengers Bangalore","Sunrisers Hyderabad",3,1,4,1,"All","All",3,75
"Chris Jordan",2017,"Sunrisers Hyderabad","Kolkata Knight Riders",0,1,1,0,"All","All",0,0
"Chris Jordan",2020,"Punjab Kings","Chennai Super Kings",4,0,5,0,"All","All",Inf,80
"Chris Jordan",2020,"Punjab Kings","Delhi Capitals",5,1,6,0,"All","All",5,83.3333333333333
"Chris Jordan",2020,"Punjab Kings","Mumbai Indians",13,1,8,1,"All","All",13,162.5
"Chris Jordan",2020,"Punjab Kings","Sunrisers Hyderabad",7,1,12,0,"All","All",7,58.3333333333333
"Chris Jordan",2021,"Punjab Kings","Delhi Capitals",2,1,3,0,"All","All",2,66.6666666666667
"Chris Jordan",2021,"Punjab Kings","Kolkata Knight Riders",30,1,18,0,"All","All",30,166.666666666667
"Chris Jordan",2022,"Chennai Super Kings","Punjab Kings",5,1,5,0,"All","All",5,100
"Chris Jordan",2022,"Chennai Super Kings","Sunrisers Hyderabad",6,0,3,0,"All","All",Inf,200
"Chris Lynn",2012,"Deccan Chargers","Rajasthan Royals",6,1,9,0,"All","All",6,66.6666666666667
"Chris Lynn",2014,"Kolkata Knight Riders","Punjab Kings",13,1,18,0,"All","All",13,72.2222222222222
"Chris Lynn",2014,"Kolkata Knight Riders","Royal Challengers Bangalore",45,1,31,0,"All","All",45,145.161290322581
"Chris Lynn",2016,"Kolkata Knight Riders","Mumbai Indians",10,0,10,0,"All","All",Inf,100
"Chris Lynn",2016,"Kolkata Knight Riders","Royal Challengers Bangalore",15,1,12,0,"All","All",15,125
"Chris Lynn",2017,"Kolkata Knight Riders","Gujarat Lions",93,0,41,0,"All","All",Inf,226.829268292683
"Chris Lynn",2017,"Kolkata Knight Riders","Mumbai Indians",62,3,46,0,"All","All",20.6666666666667,134.782608695652
"Chris Lynn",2017,"Kolkata Knight Riders","Punjab Kings",84,1,52,1,"All","All",84,161.538461538462
"Chris Lynn",2017,"Kolkata Knight Riders","Royal Challengers Bangalore",50,1,22,0,"All","All",50,227.272727272727
"Chris Lynn",2017,"Kolkata Knight Riders","Sunrisers Hyderabad",6,1,2,0,"All","All",6,300
"Chris Lynn",2018,"Kolkata Knight Riders","Chennai Super Kings",34,2,22,0,"All","All",17,154.545454545455
"Chris Lynn",2018,"Kolkata Knight Riders","Delhi Capitals",36,2,35,0,"All","All",18,102.857142857143
"Chris Lynn",2018,"Kolkata Knight Riders","Mumbai Indians",38,2,28,1,"All","All",19,135.714285714286
"Chris Lynn",2018,"Kolkata Knight Riders","Punjab Kings",101,2,58,0,"All","All",50.5,174.137931034483
"Chris Lynn",2018,"Kolkata Knight Riders","Rajasthan Royals",63,3,66,0,"All","All",21,95.4545454545455
"Chris Lynn",2018,"Kolkata Knight Riders","Royal Challengers Bangalore",67,1,60,0,"All","All",67,111.666666666667
"Chris Lynn",2018,"Kolkata Knight Riders","Sunrisers Hyderabad",152,3,108,0,"All","All",50.6666666666667,140.740740740741
"Chris Lynn",2019,"Kolkata Knight Riders","Chennai Super Kings",82,2,56,0,"All","All",41,146.428571428571
"Chris Lynn",2019,"Kolkata Knight Riders","Delhi Capitals",20,1,18,0,"All","All",20,111.111111111111
"Chris Lynn",2019,"Kolkata Knight Riders","Mumbai Indians",95,2,58,0,"All","All",47.5,163.793103448276
"Chris Lynn",2019,"Kolkata Knight Riders","Punjab Kings",56,2,32,0,"All","All",28,175
"Chris Lynn",2019,"Kolkata Knight Riders","Rajasthan Royals",50,2,35,0,"All","All",25,142.857142857143
"Chris Lynn",2019,"Kolkata Knight Riders","Royal Challengers Bangalore",44,2,33,0,"All","All",22,133.333333333333
"Chris Lynn",2019,"Kolkata Knight Riders","Sunrisers Hyderabad",58,2,58,0,"All","All",29,100
"Chris Lynn",2021,"Mumbai Indians","Royal Challengers Bangalore",49,1,35,0,"All","All",49,140
"Chris Morris",2013,"Chennai Super Kings","Mumbai Indians",1,2,5,0,"All","All",0.5,20
"Chris Morris",2013,"Chennai Super Kings","Pune Warriors",5,0,5,0,"All","All",Inf,100
"Chris Morris",2013,"Chennai Super Kings","Rajasthan Royals",1,0,1,0,"All","All",Inf,100
"Chris Morris",2013,"Chennai Super Kings","Royal Challengers Bangalore",7,0,4,0,"All","All",Inf,175
"Chris Morris",2013,"Chennai Super Kings","Sunrisers Hyderabad",0,0,1,0,"All","All",NA,0
"Chris Morris",2015,"Rajasthan Royals","Chennai Super Kings",16,0,10,0,"All","All",Inf,160
"Chris Morris",2015,"Rajasthan Royals","Delhi Capitals",13,0,6,0,"All","All",Inf,216.666666666667
"Chris Morris",2015,"Rajasthan Royals","Kolkata Knight Riders",4,1,5,1,"All","All",4,80
"Chris Morris",2015,"Rajasthan Royals","Punjab Kings",6,0,8,0,"All","All",Inf,75
"Chris Morris",2015,"Rajasthan Royals","Royal Challengers Bangalore",3,1,6,0,"All","All",3,50
"Chris Morris",2015,"Rajasthan Royals","Sunrisers Hyderabad",34,0,11,0,"All","All",Inf,309.090909090909
"Chris Morris",2016,"Delhi Capitals","Gujarat Lions",82,0,32,0,"All","All",Inf,256.25
"Chris Morris",2016,"Delhi Capitals","Kolkata Knight Riders",11,2,11,0,"All","All",5.5,100
"Chris Morris",2016,"Delhi Capitals","Mumbai Indians",20,1,16,1,"All","All",20,125
"Chris Morris",2016,"Delhi Capitals","Punjab Kings",17,0,12,0,"All","All",Inf,141.666666666667
"Chris Morris",2016,"Delhi Capitals","Rising Pune Supergiants",38,0,20,0,"All","All",Inf,190
"Chris Morris",2016,"Delhi Capitals","Royal Challengers Bangalore",27,0,18,0,"All","All",Inf,150
"Chris Morris",2017,"Delhi Capitals","Kolkata Knight Riders",27,2,19,0,"All","All",13.5,142.105263157895
"Chris Morris",2017,"Delhi Capitals","Mumbai Indians",52,0,41,0,"All","All",Inf,126.829268292683
"Chris Morris",2017,"Delhi Capitals","Punjab Kings",18,2,13,0,"All","All",9,138.461538461538
"Chris Morris",2017,"Delhi Capitals","Rising Pune Supergiants",38,0,9,0,"All","All",Inf,422.222222222222
"Chris Morris",2017,"Delhi Capitals","Royal Challengers Bangalore",4,1,5,0,"All","All",4,80
"Chris Morris",2017,"Delhi Capitals","Sunrisers Hyderabad",15,0,7,0,"All","All",Inf,214.285714285714
"Chris Morris",2018,"Delhi Capitals","Kolkata Knight Riders",2,1,3,0,"All","All",2,66.6666666666667
"Chris Morris",2018,"Delhi Capitals","Punjab Kings",27,0,16,0,"All","All",Inf,168.75
"Chris Morris",2018,"Delhi Capitals","Rajasthan Royals",17,0,7,0,"All","All",Inf,242.857142857143
"Chris Morris",2019,"Delhi Capitals","Chennai Super Kings",0,1,1,0,"All","All",0,0
"Chris Morris",2019,"Delhi Capitals","Mumbai Indians",11,1,9,0,"All","All",11,122.222222222222
"Chris Morris",2019,"Delhi Capitals","Punjab Kings",0,1,1,1,"All","All",0,0
"Chris Morris",2019,"Delhi Capitals","Royal Challengers Bangalore",0,1,3,0,"All","All",0,0
"Chris Morris",2019,"Delhi Capitals","Sunrisers Hyderabad",21,2,23,0,"All","All",10.5,91.304347826087
"Chris Morris",2020,"Royal Challengers Bangalore","Chennai Super Kings",2,1,5,0,"All","All",2,40
"Chris Morris",2020,"Royal Challengers Bangalore","Delhi Capitals",0,1,2,0,"All","All",0,0
"Chris Morris",2020,"Royal Challengers Bangalore","Mumbai Indians",4,1,2,0,"All","All",4,200
"Chris Morris",2020,"Royal Challengers Bangalore","Punjab Kings",25,0,8,0,"All","All",Inf,312.5
"Chris Morris",2020,"Royal Challengers Bangalore","Sunrisers Hyderabad",3,1,4,0,"All","All",3,75
"Chris Morris",2021,"Rajasthan Royals","Chennai Super Kings",0,1,2,0,"All","All",0,0
"Chris Morris",2021,"Rajasthan Royals","Delhi Capitals",36,0,18,0,"All","All",Inf,200
"Chris Morris",2021,"Rajasthan Royals","Kolkata Knight Riders",0,1,2,0,"All","All",0,0
"Chris Morris",2021,"Rajasthan Royals","Punjab Kings",7,1,9,0,"All","All",7,77.7777777777778
"Chris Morris",2021,"Rajasthan Royals","Royal Challengers Bangalore",24,2,18,0,"All","All",12,133.333333333333
"Chris Woakes",2017,"Kolkata Knight Riders","Delhi Capitals",3,1,5,0,"All","All",3,60
"Chris Woakes",2017,"Kolkata Knight Riders","Mumbai Indians",9,1,8,0,"All","All",9,112.5
"Chris Woakes",2017,"Kolkata Knight Riders","Punjab Kings",8,0,6,0,"All","All",Inf,133.333333333333
"Chris Woakes",2017,"Kolkata Knight Riders","Rising Pune Supergiants",1,1,3,1,"All","All",1,33.3333333333333
"Chris Woakes",2017,"Kolkata Knight Riders","Royal Challengers Bangalore",18,1,21,0,"All","All",18,85.7142857142857
"Chris Woakes",2017,"Kolkata Knight Riders","Sunrisers Hyderabad",7,0,4,0,"All","All",Inf,175
"Chris Woakes",2018,"Royal Challengers Bangalore","Kolkata Knight Riders",5,1,5,0,"All","All",5,100
"Chris Woakes",2018,"Royal Challengers Bangalore","Mumbai Indians",11,1,11,0,"All","All",11,100
"Chris Woakes",2018,"Royal Challengers Bangalore","Punjab Kings",1,0,2,0,"All","All",Inf,50
"Chris Woakes",2018,"Royal Challengers Bangalore","Rajasthan Royals",0,0,1,0,"All","All",NA,0
"Chris Woakes",2021,"Delhi Capitals","Rajasthan Royals",15,0,11,0,"All","All",Inf,136.363636363636
"Clint McKay",2012,"Mumbai Indians","Delhi Capitals",8,1,15,0,"All","All",8,53.3333333333333
"Colin Ingram",2011,"Delhi Capitals","Chennai Super Kings",7,1,12,0,"All","All",7,58.3333333333333
"Colin Ingram",2011,"Delhi Capitals","Mumbai Indians",1,1,2,0,"All","All",1,50
"Colin Ingram",2011,"Delhi Capitals","Pune Warriors",13,0,12,0,"All","All",Inf,108.333333333333
"Colin Ingram",2019,"Delhi Capitals","Chennai Super Kings",3,2,7,0,"All","All",1.5,42.8571428571429
"Colin Ingram",2019,"Delhi Capitals","Kolkata Knight Riders",24,1,13,1,"All","All",24,184.615384615385
"Colin Ingram",2019,"Delhi Capitals","Mumbai Indians",47,1,32,0,"All","All",47,146.875
"Colin Ingram",2019,"Delhi Capitals","Punjab Kings",57,2,38,0,"All","All",28.5,150
"Colin Ingram",2019,"Delhi Capitals","Rajasthan Royals",15,1,28,0,"All","All",15,53.5714285714286
"Colin Ingram",2019,"Delhi Capitals","Royal Challengers Bangalore",33,2,28,0,"All","All",16.5,117.857142857143
"Colin Ingram",2019,"Delhi Capitals","Sunrisers Hyderabad",5,1,8,0,"All","All",5,62.5
"Colin Munro",2016,"Kolkata Knight Riders","Mumbai Indians",4,1,5,1,"All","All",4,80
"Colin Munro",2016,"Kolkata Knight Riders","Sunrisers Hyderabad",26,2,25,1,"All","All",13,104
"Colin Munro",2018,"Delhi Capitals","Chennai Super Kings",26,1,16,0,"All","All",26,162.5
"Colin Munro",2018,"Delhi Capitals","Kolkata Knight Riders",33,1,18,0,"All","All",33,183.333333333333
"Colin Munro",2018,"Delhi Capitals","Punjab Kings",4,1,6,0,"All","All",4,66.6666666666667
"Colin Munro",2018,"Delhi Capitals","Rajasthan Royals",0,1,1,0,"All","All",0,0
"Colin Munro",2019,"Delhi Capitals","Chennai Super Kings",27,1,24,0,"All","All",27,112.5
"Colin Munro",2019,"Delhi Capitals","Mumbai Indians",3,1,9,0,"All","All",3,33.3333333333333
"Colin Munro",2019,"Delhi Capitals","Sunrisers Hyderabad",54,2,37,0,"All","All",27,145.945945945946
"Colin de Grandhomme",2017,"Kolkata Knight Riders","Delhi Capitals",1,1,2,0,"All","All",1,50
"Colin de Grandhomme",2017,"Kolkata Knight Riders","Mumbai Indians",29,2,17,0,"All","All",14.5,170.588235294118
"Colin de Grandhomme",2017,"Kolkata Knight Riders","Punjab Kings",11,0,7,0,"All","All",Inf,157.142857142857
"Colin de Grandhomme",2017,"Kolkata Knight Riders","Rising Pune Supergiants",36,1,19,0,"All","All",36,189.473684210526
"Colin de Grandhomme",2017,"Kolkata Knight Riders","Royal Challengers Bangalore",31,2,30,0,"All","All",15.5,103.333333333333
"Colin de Grandhomme",2017,"Kolkata Knight Riders","Sunrisers Hyderabad",18,2,17,0,"All","All",9,105.882352941176
"Colin de Grandhomme",2018,"Royal Challengers Bangalore","Chennai Super Kings",19,2,15,1,"All","All",9.5,126.666666666667
"Colin de Grandhomme",2018,"Royal Challengers Bangalore","Delhi Capitals",3,0,4,0,"All","All",Inf,75
"Colin de Grandhomme",2018,"Royal Challengers Bangalore","Kolkata Knight Riders",11,0,6,0,"All","All",Inf,183.333333333333
"Colin de Grandhomme",2018,"Royal Challengers Bangalore","Mumbai Indians",23,0,10,0,"All","All",Inf,230
"Colin de Grandhomme",2018,"Royal Challengers Bangalore","Rajasthan Royals",2,1,3,0,"All","All",2,66.6666666666667
"Colin de Grandhomme",2018,"Royal Challengers Bangalore","Sunrisers Hyderabad",73,2,46,0,"All","All",36.5,158.695652173913
"Colin de Grandhomme",2019,"Royal Challengers Bangalore","Chennai Super Kings",4,1,6,0,"All","All",4,66.6666666666667
"Colin de Grandhomme",2019,"Royal Challengers Bangalore","Mumbai Indians",2,1,7,0,"All","All",2,28.5714285714286
"Colin de Grandhomme",2019,"Royal Challengers Bangalore","Sunrisers Hyderabad",40,1,36,1,"All","All",40,111.111111111111
"Corey Anderson",2014,"Mumbai Indians","Chennai Super Kings",77,2,47,1,"All","All",38.5,163.829787234043
"Corey Anderson",2014,"Mumbai Indians","Delhi Capitals",13,1,14,0,"All","All",13,92.8571428571429
"Corey Anderson",2014,"Mumbai Indians","Kolkata Knight Riders",20,2,20,0,"All","All",10,100
"Corey Anderson",2014,"Mumbai Indians","Punjab Kings",35,1,25,0,"All","All",35,140
"Corey Anderson",2014,"Mumbai Indians","Rajasthan Royals",95,0,44,0,"All","All",Inf,215.909090909091
"Corey Anderson",2014,"Mumbai Indians","Royal Challengers Bangalore",24,2,23,0,"All","All",12,104.347826086957
"Corey Anderson",2014,"Mumbai Indians","Sunrisers Hyderabad",1,1,8,0,"All","All",1,12.5
"Corey Anderson",2015,"Mumbai Indians","Chennai Super Kings",4,1,7,0,"All","All",4,57.1428571428571
"Corey Anderson",2015,"Mumbai Indians","Kolkata Knight Riders",55,0,41,0,"All","All",Inf,134.146341463415
"Corey Anderson",2015,"Mumbai Indians","Punjab Kings",5,1,11,0,"All","All",5,45.4545454545455
"Corey Anderson",2015,"Mumbai Indians","Rajasthan Royals",50,1,38,0,"All","All",50,131.578947368421
"Corey Anderson",2017,"Delhi Capitals","Gujarat Lions",24,1,18,1,"All","All",24,133.333333333333
"Corey Anderson",2017,"Delhi Capitals","Kolkata Knight Riders",2,1,5,1,"All","All",2,40
"Corey Anderson",2017,"Delhi Capitals","Mumbai Indians",10,2,11,0,"All","All",5,90.9090909090909
"Corey Anderson",2017,"Delhi Capitals","Punjab Kings",57,1,47,0,"All","All",57,121.276595744681
"Corey Anderson",2017,"Delhi Capitals","Rising Pune Supergiants",5,1,9,0,"All","All",5,55.5555555555556
"Corey Anderson",2017,"Delhi Capitals","Royal Challengers Bangalore",3,1,9,0,"All","All",3,33.3333333333333
"Corey Anderson",2017,"Delhi Capitals","Sunrisers Hyderabad",41,0,24,0,"All","All",Inf,170.833333333333
"Corey Anderson",2018,"Royal Challengers Bangalore","Chennai Super Kings",2,1,8,0,"All","All",2,25
"Corey Anderson",2018,"Royal Challengers Bangalore","Delhi Capitals",15,1,13,0,"All","All",15,115.384615384615
"Corey Anderson",2018,"Royal Challengers Bangalore","Mumbai Indians",0,1,1,0,"All","All",0,0
"D'Arcy Short",2018,"Rajasthan Royals","Delhi Capitals",50,2,28,1,"All","All",25,178.571428571429
"D'Arcy Short",2018,"Rajasthan Royals","Kolkata Knight Riders",44,1,43,0,"All","All",44,102.325581395349
"D'Arcy Short",2018,"Rajasthan Royals","Mumbai Indians",4,1,5,0,"All","All",4,80
"D'Arcy Short",2018,"Rajasthan Royals","Punjab Kings",2,1,2,0,"All","All",2,100
"D'Arcy Short",2018,"Rajasthan Royals","Royal Challengers Bangalore",11,1,17,0,"All","All",11,64.7058823529412
"D'Arcy Short",2018,"Rajasthan Royals","Sunrisers Hyderabad",4,1,4,1,"All","All",4,100
"Dale Steyn",2008,"Royal Challengers Bangalore","Chennai Super Kings",1,1,2,0,"All","All",1,50
"Dale Steyn",2008,"Royal Challengers Bangalore","Punjab Kings",1,0,3,0,"All","All",Inf,33.3333333333333
"Dale Steyn",2009,"Royal Challengers Bangalore","Chennai Super Kings",0,1,3,1,"All","All",0,0
"Dale Steyn",2010,"Royal Challengers Bangalore","Deccan Chargers",0,1,1,0,"All","All",0,0
"Dale Steyn",2010,"Royal Challengers Bangalore","Delhi Capitals",8,1,9,0,"All","All",8,88.8888888888889
"Dale Steyn",2010,"Royal Challengers Bangalore","Mumbai Indians",5,2,7,0,"All","All",2.5,71.4285714285714
"Dale Steyn",2011,"Deccan Chargers","Kolkata Knight Riders",13,1,12,0,"All","All",13,108.333333333333
"Dale Steyn",2011,"Deccan Chargers","Mumbai Indians",4,1,9,1,"All","All",4,44.4444444444444
"Dale Steyn",2011,"Deccan Chargers","Pune Warriors",11,1,6,0,"All","All",11,183.333333333333
"Dale Steyn",2011,"Deccan Chargers","Punjab Kings",1,0,2,0,"All","All",Inf,50
"Dale Steyn",2011,"Deccan Chargers","Rajasthan Royals",7,1,6,0,"All","All",7,116.666666666667
"Dale Steyn",2012,"Deccan Chargers","Chennai Super Kings",5,1,8,0,"All","All",5,62.5
"Dale Steyn",2012,"Deccan Chargers","Delhi Capitals",2,1,3,0,"All","All",2,66.6666666666667
"Dale Steyn",2012,"Deccan Chargers","Kolkata Knight Riders",7,1,3,0,"All","All",7,233.333333333333
"Dale Steyn",2012,"Deccan Chargers","Mumbai Indians",5,2,7,0,"All","All",2.5,71.4285714285714
"Dale Steyn",2013,"Sunrisers Hyderabad","Chennai Super Kings",14,1,13,0,"All","All",14,107.692307692308
"Dale Steyn",2013,"Sunrisers Hyderabad","Delhi Capitals",9,0,5,0,"All","All",Inf,180
"Dale Steyn",2013,"Sunrisers Hyderabad","Pune Warriors",4,0,1,0,"All","All",Inf,400
"Dale Steyn",2013,"Sunrisers Hyderabad","Punjab Kings",1,0,3,0,"All","All",Inf,33.3333333333333
"Dale Steyn",2013,"Sunrisers Hyderabad","Rajasthan Royals",22,1,11,0,"All","All",22,200
"Dale Steyn",2013,"Sunrisers Hyderabad","Royal Challengers Bangalore",3,0,3,0,"All","All",Inf,100
"Dale Steyn",2014,"Sunrisers Hyderabad","Kolkata Knight Riders",1,1,2,0,"All","All",1,50
"Dale Steyn",2014,"Sunrisers Hyderabad","Punjab Kings",12,1,16,0,"All","All",12,75
"Dale Steyn",2014,"Sunrisers Hyderabad","Rajasthan Royals",9,1,8,1,"All","All",9,112.5
"Dale Steyn",2015,"Sunrisers Hyderabad","Kolkata Knight Riders",1,0,1,0,"All","All",Inf,100
"Dale Steyn",2015,"Sunrisers Hyderabad","Mumbai Indians",19,1,12,0,"All","All",19,158.333333333333
"Dale Steyn",2016,"Gujarat Lions","Sunrisers Hyderabad",1,1,2,0,"All","All",1,50
"Dale Steyn",2020,"Royal Challengers Bangalore","Punjab Kings",1,0,2,0,"All","All",Inf,50
"Damien Martyn",2010,"Rajasthan Royals","Royal Challengers Bangalore",19,1,24,0,"All","All",19,79.1666666666667
"Dan Christian",2011,"Deccan Chargers","Chennai Super Kings",1,0,1,0,"All","All",Inf,100
"Dan Christian",2011,"Deccan Chargers","Delhi Capitals",35,1,33,0,"All","All",35,106.060606060606
"Dan Christian",2011,"Deccan Chargers","Kochi Tuskers Kerala",9,1,11,0,"All","All",9,81.8181818181818
"Dan Christian",2011,"Deccan Chargers","Kolkata Knight Riders",26,2,16,0,"All","All",13,162.5
"Dan Christian",2011,"Deccan Chargers","Mumbai Indians",39,2,41,0,"All","All",19.5,95.1219512195122
"Dan Christian",2011,"Deccan Chargers","Pune Warriors",24,1,23,0,"All","All",24,104.347826086957
"Dan Christian",2011,"Deccan Chargers","Punjab Kings",30,1,14,0,"All","All",30,214.285714285714
"Dan Christian",2011,"Deccan Chargers","Rajasthan Royals",26,1,19,0,"All","All",26,136.842105263158
"Dan Christian",2011,"Deccan Chargers","Royal Challengers Bangalore",0,1,1,0,"All","All",0,0
"Dan Christian",2012,"Deccan Chargers","Chennai Super Kings",29,1,27,0,"All","All",29,107.407407407407
"Dan Christian",2012,"Deccan Chargers","Delhi Capitals",19,1,21,0,"All","All",19,90.4761904761905
"Dan Christian",2012,"Deccan Chargers","Mumbai Indians",44,2,41,0,"All","All",22,107.317073170732
"Dan Christian",2012,"Deccan Chargers","Punjab Kings",24,1,10,0,"All","All",24,240
"Dan Christian",2012,"Deccan Chargers","Rajasthan Royals",29,0,19,0,"All","All",Inf,152.631578947368
"Dan Christian",2013,"Royal Challengers Bangalore","Chennai Super Kings",2,1,2,0,"All","All",2,100
"Dan Christian",2013,"Royal Challengers Bangalore","Mumbai Indians",4,1,13,0,"All","All",4,30.7692307692308
"Dan Christian",2017,"Rising Pune Supergiants","Delhi Capitals",3,1,3,0,"All","All",3,100
"Dan Christian",2017,"Rising Pune Supergiants","Gujarat Lions",17,0,8,0,"All","All",Inf,212.5
"Dan Christian",2017,"Rising Pune Supergiants","Kolkata Knight Riders",25,1,16,0,"All","All",25,156.25
"Dan Christian",2017,"Rising Pune Supergiants","Mumbai Indians",12,0,9,0,"All","All",Inf,133.333333333333
"Dan Christian",2017,"Rising Pune Supergiants","Punjab Kings",17,1,8,0,"All","All",17,212.5
"Dan Christian",2017,"Rising Pune Supergiants","Royal Challengers Bangalore",1,1,3,0,"All","All",1,33.3333333333333
"Dan Christian",2017,"Rising Pune Supergiants","Sunrisers Hyderabad",4,1,2,0,"All","All",4,200
"Dan Christian",2018,"Delhi Capitals","Punjab Kings",19,2,24,1,"All","All",9.5,79.1666666666667
"Dan Christian",2018,"Delhi Capitals","Sunrisers Hyderabad",7,0,9,0,"All","All",Inf,77.7777777777778
"Dan Christian",2021,"Royal Challengers Bangalore","Chennai Super Kings",1,1,3,1,"All","All",1,33.3333333333333
"Dan Christian",2021,"Royal Challengers Bangalore","Kolkata Knight Riders",9,1,8,1,"All","All",9,112.5
"Dan Christian",2021,"Royal Challengers Bangalore","Mumbai Indians",2,1,6,0,"All","All",2,33.3333333333333
"Dan Christian",2021,"Royal Challengers Bangalore","Punjab Kings",0,1,1,0,"All","All",0,0
"Dan Christian",2021,"Royal Challengers Bangalore","Sunrisers Hyderabad",2,2,6,0,"All","All",1,33.3333333333333
"Daniel Harris",2012,"Deccan Chargers","Chennai Super Kings",15,1,14,0,"All","All",15,107.142857142857
"Daniel Harris",2012,"Deccan Chargers","Delhi Capitals",19,1,17,0,"All","All",19,111.764705882353
"Daniel Harris",2012,"Deccan Chargers","Punjab Kings",30,1,29,0,"All","All",30,103.448275862069
"Daniel Harris",2012,"Deccan Chargers","Royal Challengers Bangalore",47,1,41,1,"All","All",47,114.634146341463
"Daniel Sams",2020,"Delhi Capitals","Mumbai Indians",0,1,2,0,"All","All",0,0
"Daniel Sams",2021,"Royal Challengers Bangalore","Delhi Capitals",3,0,2,0,"All","All",Inf,150
"Daniel Sams",2021,"Royal Challengers Bangalore","Punjab Kings",3,1,4,0,"All","All",3,75
"Daniel Sams",2022,"Mumbai Indians","Chennai Super Kings",6,2,9,0,"All","All",3,66.6666666666667
"Daniel Sams",2022,"Mumbai Indians","Delhi Capitals",7,0,3,0,"All","All",Inf,233.333333333333
"Daniel Sams",2022,"Mumbai Indians","Gujarat Titans",0,1,2,0,"All","All",0,0
"Daniel Sams",2022,"Mumbai Indians","Kolkata Knight Riders",1,1,2,0,"All","All",1,50
"Daniel Sams",2022,"Mumbai Indians","Lucknow Super Giants",3,1,7,0,"All","All",3,42.8571428571429
"Daniel Sams",2022,"Mumbai Indians","Rajasthan Royals",6,1,2,0,"All","All",6,300
"Daniel Sams",2022,"Mumbai Indians","Sunrisers Hyderabad",15,1,11,0,"All","All",15,136.363636363636
"Daniel Vettori",2009,"Delhi Capitals","Punjab Kings",1,1,2,0,"All","All",1,50
"Daniel Vettori",2009,"Delhi Capitals","Rajasthan Royals",29,1,28,0,"All","All",29,103.571428571429
"Daniel Vettori",2009,"Delhi Capitals","Royal Challengers Bangalore",4,0,2,0,"All","All",Inf,200
"Daniel Vettori",2010,"Delhi Capitals","Kolkata Knight Riders",12,0,6,0,"All","All",Inf,200
"Daniel Vettori",2010,"Delhi Capitals","Punjab Kings",2,1,4,0,"All","All",2,50
"Daniel Vettori",2010,"Delhi Capitals","Royal Challengers Bangalore",19,0,17,0,"All","All",Inf,111.764705882353
"Daniel Vettori",2011,"Royal Challengers Bangalore","Chennai Super Kings",2,1,3,0,"All","All",2,66.6666666666667
"Daniel Vettori",2011,"Royal Challengers Bangalore","Deccan Chargers",3,0,6,0,"All","All",Inf,50
"Daniel Vettori",2011,"Royal Challengers Bangalore","Delhi Capitals",18,0,19,0,"All","All",Inf,94.7368421052632
"Daniel Vettori",2012,"Royal Challengers Bangalore","Chennai Super Kings",1,1,1,1,"All","All",1,100
"Daniel Vettori",2012,"Royal Challengers Bangalore","Delhi Capitals",3,1,4,1,"All","All",3,75
"Daniel Vettori",2012,"Royal Challengers Bangalore","Kolkata Knight Riders",24,1,16,0,"All","All",24,150
"Daniel Vettori",2012,"Royal Challengers Bangalore","Punjab Kings",2,0,3,0,"All","All",Inf,66.6666666666667
"Daniel Vettori",2012,"Royal Challengers Bangalore","Rajasthan Royals",1,1,2,0,"All","All",1,50
"Daren Sammy",2013,"Sunrisers Hyderabad","Chennai Super Kings",26,2,15,0,"All","All",13,173.333333333333
"Daren Sammy",2013,"Sunrisers Hyderabad","Delhi Capitals",18,0,20,0,"All","All",Inf,90
"Daren Sammy",2013,"Sunrisers Hyderabad","Kolkata Knight Riders",17,0,12,0,"All","All",Inf,141.666666666667
"Daren Sammy",2013,"Sunrisers Hyderabad","Mumbai Indians",1,0,1,0,"All","All",Inf,100
"Daren Sammy",2013,"Sunrisers Hyderabad","Punjab Kings",0,1,3,0,"All","All",0,0
"Daren Sammy",2013,"Sunrisers Hyderabad","Rajasthan Royals",112,3,81,1,"All","All",37.3333333333333,138.271604938272
"Daren Sammy",2014,"Sunrisers Hyderabad","Chennai Super Kings",23,1,18,0,"All","All",23,127.777777777778
"Daren Sammy",2014,"Sunrisers Hyderabad","Kolkata Knight Riders",36,2,35,0,"All","All",18,102.857142857143
"Daren Sammy",2014,"Sunrisers Hyderabad","Mumbai Indians",10,1,4,0,"All","All",10,250
"Daren Sammy",2014,"Sunrisers Hyderabad","Punjab Kings",15,1,11,0,"All","All",15,136.363636363636
"Daren Sammy",2014,"Sunrisers Hyderabad","Rajasthan Royals",6,1,11,0,"All","All",6,54.5454545454545
"Daren Sammy",2014,"Sunrisers Hyderabad","Royal Challengers Bangalore",18,1,12,0,"All","All",18,150
"Daren Sammy",2015,"Royal Challengers Bangalore","Kolkata Knight Riders",7,1,9,0,"All","All",7,77.7777777777778
"Daren Sammy",2015,"Royal Challengers Bangalore","Sunrisers Hyderabad",6,1,9,0,"All","All",6,66.6666666666667
"Darren Bravo",2017,"Kolkata Knight Riders","Rising Pune Supergiants",6,0,5,0,"All","All",Inf,120
"Darren Lehmann",2008,"Rajasthan Royals","Delhi Capitals",1,1,2,0,"All","All",1,50
"Darren Lehmann",2008,"Rajasthan Royals","Punjab Kings",17,1,16,0,"All","All",17,106.25
"Daryl Mitchell",2022,"Rajasthan Royals","Mumbai Indians",17,1,20,0,"All","All",17,85
