"Striker","Season","Bowler","Batting_Team","Bowling_Team","Runs","Dismissed","Balls","Run_Out","Stadium","Average","Strike_Rate"
"Murali Vijay",2011,"RP Singh","Chennai Super Kings","Kochi Tuskers Kerala",24,1,15,0,"All",24,160
"Murali Vijay",2011,"Rahul Sharma","Chennai Super Kings","Pune Warriors",7,0,8,0,"All",Inf,87.5
"Murali Vijay",2011,"Ramesh Powar","Chennai Super Kings","Kochi Tuskers Kerala",4,0,3,0,"All",Inf,133.333333333333
"Murali Vijay",2011,"Ryan Harris","Chennai Super Kings","Punjab Kings",13,0,11,0,"All",Inf,118.181818181818
"Murali Vijay",2011,"Ryan McLaren","Chennai Super Kings","Punjab Kings",3,0,5,0,"All",Inf,60
"Murali Vijay",2011,"Ryan Ninan","Chennai Super Kings","Royal Challengers Bangalore",6,1,3,0,"All",6,200
"Murali Vijay",2011,"Shahbaz Nadeem","Chennai Super Kings","Delhi Capitals",4,0,4,0,"All",Inf,100
"Murali Vijay",2011,"Shane Warne","Chennai Super Kings","Rajasthan Royals",13,1,11,1,"All",13,118.181818181818
"Murali Vijay",2011,"Shane Watson","Chennai Super Kings","Rajasthan Royals",9,0,5,0,"All",Inf,180
"Murali Vijay",2011,"Siddharth Trivedi","Chennai Super Kings","Rajasthan Royals",9,0,3,0,"All",Inf,300
"Murali Vijay",2011,"Sreenath Aravind","Chennai Super Kings","Royal Challengers Bangalore",33,3,19,0,"All",11,173.684210526316
"Murali Vijay",2011,"Sreesanth","Chennai Super Kings","Kochi Tuskers Kerala",1,0,1,0,"All",Inf,100
"Murali Vijay",2011,"Thisara Perera","Chennai Super Kings","Kochi Tuskers Kerala",8,1,4,0,"All",8,200
"Murali Vijay",2011,"Tillakaratne Dilshan","Chennai Super Kings","Royal Challengers Bangalore",2,0,2,0,"All",Inf,100
"Murali Vijay",2011,"Varun Aaron","Chennai Super Kings","Delhi Capitals",2,0,8,0,"All",Inf,25
"Murali Vijay",2011,"Vinay Kumar","Chennai Super Kings","Kochi Tuskers Kerala",7,0,6,0,"All",Inf,116.666666666667
"Murali Vijay",2011,"Yuvraj Singh","Chennai Super Kings","Pune Warriors",2,0,3,0,"All",Inf,66.6666666666667
"Murali Vijay",2011,"Zaheer Khan","Chennai Super Kings","Royal Challengers Bangalore",20,0,17,0,"All",Inf,117.647058823529
"Murali Vijay",2012,"Abu Nechim","Chennai Super Kings","Mumbai Indians",5,0,6,0,"All",Inf,83.3333333333333
"Murali Vijay",2012,"Andre Russell","Chennai Super Kings","Delhi Capitals",18,0,13,0,"All",Inf,138.461538461538
"Murali Vijay",2012,"Angelo Mathews","Chennai Super Kings","Pune Warriors",0,1,1,0,"All",0,0
"Murali Vijay",2012,"Ankit Sharma","Chennai Super Kings","Deccan Chargers",7,1,8,0,"All",7,87.5
"Murali Vijay",2012,"Ashok Dinda","Chennai Super Kings","Pune Warriors",0,0,1,0,"All",NA,0
"Murali Vijay",2012,"Brett Lee","Chennai Super Kings","Kolkata Knight Riders",16,0,9,0,"All",Inf,177.777777777778
"Murali Vijay",2012,"Dale Steyn","Chennai Super Kings","Deccan Chargers",5,0,6,0,"All",Inf,83.3333333333333
"Murali Vijay",2012,"Daniel Vettori","Chennai Super Kings","Royal Challengers Bangalore",2,0,5,0,"All",Inf,40
"Murali Vijay",2012,"Dhawal Kulkarni","Chennai Super Kings","Mumbai Indians",0,1,1,0,"All",0,0
"Murali Vijay",2012,"Harbhajan Singh","Chennai Super Kings","Mumbai Indians",3,0,6,0,"All",Inf,50
"Murali Vijay",2012,"Iqbal Abdulla","Chennai Super Kings","Kolkata Knight Riders",8,0,4,0,"All",Inf,200
"Murali Vijay",2012,"Irfan Pathan","Chennai Super Kings","Delhi Capitals",6,0,4,0,"All",Inf,150
"Murali Vijay",2012,"Jacques Kallis","Chennai Super Kings","Kolkata Knight Riders",10,0,11,0,"All",Inf,90.9090909090909
"Murali Vijay",2012,"James Franklin","Chennai Super Kings","Mumbai Indians",2,1,3,0,"All",2,66.6666666666667
"Murali Vijay",2012,"Lakshmipathy Balaji","Chennai Super Kings","Kolkata Knight Riders",2,0,2,0,"All",Inf,100
"Murali Vijay",2012,"Lasith Malinga","Chennai Super Kings","Mumbai Indians",7,0,13,0,"All",Inf,53.8461538461538
"Murali Vijay",2012,"Marchant de Lange","Chennai Super Kings","Kolkata Knight Riders",18,0,9,0,"All",Inf,200
"Murali Vijay",2012,"Marlon Samuels","Chennai Super Kings","Pune Warriors",2,0,2,0,"All",Inf,100
"Murali Vijay",2012,"Morne Morkel","Chennai Super Kings","Delhi Capitals",6,0,6,0,"All",Inf,100
"Murali Vijay",2012,"Munaf Patel","Chennai Super Kings","Mumbai Indians",23,0,8,0,"All",Inf,287.5
"Murali Vijay",2012,"Murali Kartik","Chennai Super Kings","Pune Warriors",4,0,5,0,"All",Inf,80
"Murali Vijay",2012,"Muthiah Muralidaran","Chennai Super Kings","Royal Challengers Bangalore",1,1,3,0,"All",1,33.3333333333333
"Murali Vijay",2012,"Pawan Negi","Chennai Super Kings","Delhi Capitals",15,0,12,0,"All",Inf,125
"Murali Vijay",2012,"Praveen Kumar","Chennai Super Kings","Punjab Kings",9,1,11,0,"All",9,81.8181818181818
"Murali Vijay",2012,"RP Singh","Chennai Super Kings","Mumbai Indians",5,1,8,0,"All",5,62.5
"Murali Vijay",2012,"Rahul Sharma","Chennai Super Kings","Pune Warriors",2,0,2,0,"All",Inf,100
"Murali Vijay",2012,"Rajat Bhatia","Chennai Super Kings","Kolkata Knight Riders",13,1,7,0,"All",13,185.714285714286
"Murali Vijay",2012,"Raju Bhatkal","Chennai Super Kings","Royal Challengers Bangalore",3,0,2,0,"All",Inf,150
"Murali Vijay",2012,"Robin Peterson","Chennai Super Kings","Mumbai Indians",7,0,6,0,"All",Inf,116.666666666667
"Murali Vijay",2012,"Roelof van der Merwe","Chennai Super Kings","Delhi Capitals",9,0,10,0,"All",Inf,90
"Murali Vijay",2012,"Ryan Harris","Chennai Super Kings","Punjab Kings",1,0,3,0,"All",Inf,33.3333333333333
"Murali Vijay",2012,"Shakib Al Hasan","Chennai Super Kings","Kolkata Knight Riders",2,0,2,0,"All",Inf,100
"Murali Vijay",2012,"Shane Watson","Chennai Super Kings","Rajasthan Royals",0,1,5,0,"All",0,0
"Murali Vijay",2012,"Sunil Narine","Chennai Super Kings","Kolkata Knight Riders",7,1,10,0,"All",7,70
"Murali Vijay",2012,"Sunny Gupta","Chennai Super Kings","Delhi Capitals",23,0,9,0,"All",Inf,255.555555555556
"Murali Vijay",2012,"Umesh Yadav","Chennai Super Kings","Delhi Capitals",27,1,19,1,"All",27,142.105263157895
"Murali Vijay",2012,"Varun Aaron","Chennai Super Kings","Delhi Capitals",36,0,19,0,"All",Inf,189.473684210526
"Murali Vijay",2012,"Veer Pratap Singh","Chennai Super Kings","Deccan Chargers",4,1,2,0,"All",4,200
"Murali Vijay",2012,"Vinay Kumar","Chennai Super Kings","Royal Challengers Bangalore",5,0,3,0,"All",Inf,166.666666666667
"Murali Vijay",2012,"Virender Sehwag","Chennai Super Kings","Delhi Capitals",21,0,6,0,"All",Inf,350
"Murali Vijay",2012,"Yusuf Pathan","Chennai Super Kings","Kolkata Knight Riders",2,0,3,0,"All",Inf,66.6666666666667
"Murali Vijay",2012,"Zaheer Khan","Chennai Super Kings","Royal Challengers Bangalore",0,0,2,0,"All",NA,0
"Murali Vijay",2013,"Abhishek Nayar","Chennai Super Kings","Pune Warriors",2,1,4,0,"All",2,50
"Murali Vijay",2013,"Ajit Chandila","Chennai Super Kings","Rajasthan Royals",2,1,4,0,"All",2,50
"Murali Vijay",2013,"Amit Mishra","Chennai Super Kings","Sunrisers Hyderabad",1,1,2,0,"All",1,50
"Murali Vijay",2013,"Ashish Nehra","Chennai Super Kings","Delhi Capitals",1,1,2,1,"All",1,50
"Murali Vijay",2013,"Ashok Dinda","Chennai Super Kings","Pune Warriors",12,0,8,0,"All",Inf,150
"Murali Vijay",2013,"Azhar Mahmood","Chennai Super Kings","Punjab Kings",13,0,12,0,"All",Inf,108.333333333333
"Murali Vijay",2013,"Bhuvneshwar Kumar","Chennai Super Kings","Pune Warriors",2,0,6,0,"All",Inf,33.3333333333333
"Murali Vijay",2013,"Dale Steyn","Chennai Super Kings","Sunrisers Hyderabad",5,0,9,0,"All",Inf,55.5555555555556
"Murali Vijay",2013,"Daren Sammy","Chennai Super Kings","Sunrisers Hyderabad",3,0,5,0,"All",Inf,60
"Murali Vijay",2013,"Harbhajan Singh","Chennai Super Kings","Mumbai Indians",6,0,8,0,"All",Inf,75
"Murali Vijay",2013,"Irfan Pathan","Chennai Super Kings","Delhi Capitals",2,0,7,0,"All",Inf,28.5714285714286
"Murali Vijay",2013,"Ishant Sharma","Chennai Super Kings","Sunrisers Hyderabad",26,0,13,0,"All",Inf,200
"Murali Vijay",2013,"James Faulkner","Chennai Super Kings","Rajasthan Royals",5,0,9,0,"All",Inf,55.5555555555556
"Murali Vijay",2013,"Jaydev Unadkat","Chennai Super Kings","Royal Challengers Bangalore",12,0,7,0,"All",Inf,171.428571428571
"Murali Vijay",2013,"Johan Botha","Chennai Super Kings","Delhi Capitals",11,0,3,0,"All",Inf,366.666666666667
"Murali Vijay",2013,"Karn Sharma","Chennai Super Kings","Sunrisers Hyderabad",3,0,7,0,"All",Inf,42.8571428571429
"Murali Vijay",2013,"Kevon Cooper","Chennai Super Kings","Rajasthan Royals",12,0,9,0,"All",Inf,133.333333333333
"Murali Vijay",2013,"Kieron Pollard","Chennai Super Kings","Mumbai Indians",0,1,2,0,"All",0,0
"Murali Vijay",2013,"Lasith Malinga","Chennai Super Kings","Mumbai Indians",3,0,5,0,"All",Inf,60
"Murali Vijay",2013,"Mitchell Johnson","Chennai Super Kings","Mumbai Indians",18,2,18,0,"All",9,100
"Murali Vijay",2013,"Mitchell Marsh","Chennai Super Kings","Pune Warriors",8,0,4,0,"All",Inf,200
"Murali Vijay",2013,"Morne Morkel","Chennai Super Kings","Delhi Capitals",5,1,4,0,"All",5,125
"Murali Vijay",2013,"Munaf Patel","Chennai Super Kings","Mumbai Indians",14,1,10,0,"All",14,140
"Murali Vijay",2013,"Parvinder Awana","Chennai Super Kings","Punjab Kings",4,0,3,0,"All",Inf,133.333333333333
"Murali Vijay",2013,"Pawan Suyal","Chennai Super Kings","Mumbai Indians",2,0,3,0,"All",Inf,66.6666666666667
"Murali Vijay",2013,"Piyush Chawla","Chennai Super Kings","Punjab Kings",10,0,14,0,"All",Inf,71.4285714285714
"Murali Vijay",2013,"Pragyan Ojha","Chennai Super Kings","Mumbai Indians",4,0,5,0,"All",Inf,80
"Murali Vijay",2013,"Praveen Kumar","Chennai Super Kings","Punjab Kings",2,0,6,0,"All",Inf,33.3333333333333
"Murali Vijay",2013,"RP Singh","Chennai Super Kings","Royal Challengers Bangalore",15,0,5,0,"All",Inf,300
"Murali Vijay",2013,"Rahul Shukla","Chennai Super Kings","Rajasthan Royals",1,0,1,0,"All",Inf,100
"Murali Vijay",2013,"Rajagopal Sathish","Chennai Super Kings","Punjab Kings",7,0,2,0,"All",Inf,350
"Murali Vijay",2013,"Ravi Rampaul","Chennai Super Kings","Royal Challengers Bangalore",3,2,7,0,"All",1.5,42.8571428571429
"Murali Vijay",2013,"Rishi Dhawan","Chennai Super Kings","Mumbai Indians",1,0,1,0,"All",Inf,100
"Murali Vijay",2013,"Ryan Harris","Chennai Super Kings","Punjab Kings",14,0,13,0,"All",Inf,107.692307692308
"Murali Vijay",2013,"Sachithra Senanayake","Chennai Super Kings","Kolkata Knight Riders",0,1,1,0,"All",0,0
"Murali Vijay",2013,"Shahbaz Nadeem","Chennai Super Kings","Delhi Capitals",3,0,4,0,"All",Inf,75
"Murali Vijay",2013,"Shane Watson","Chennai Super Kings","Rajasthan Royals",16,1,13,1,"All",16,123.076923076923
"Murali Vijay",2013,"Siddarth Kaul","Chennai Super Kings","Delhi Capitals",9,0,7,0,"All",Inf,128.571428571429
"Murali Vijay",2013,"Siddharth Trivedi","Chennai Super Kings","Rajasthan Royals",11,0,4,0,"All",Inf,275
"Murali Vijay",2013,"Stuart Binny","Chennai Super Kings","Rajasthan Royals",5,0,9,0,"All",Inf,55.5555555555556
"Murali Vijay",2013,"Sunil Narine","Chennai Super Kings","Kolkata Knight Riders",2,0,4,0,"All",Inf,50
"Murali Vijay",2013,"Thisara Perera","Chennai Super Kings","Sunrisers Hyderabad",9,1,6,0,"All",9,150
"Murali Vijay",2013,"Umesh Yadav","Chennai Super Kings","Delhi Capitals",18,0,9,0,"All",Inf,200
"Murali Vijay",2013,"Vikramjeet Malik","Chennai Super Kings","Rajasthan Royals",6,0,6,0,"All",Inf,100
"Murali Vijay",2013,"Vinay Kumar","Chennai Super Kings","Royal Challengers Bangalore",1,0,1,0,"All",Inf,100
"Murali Vijay",2013,"Zaheer Khan","Chennai Super Kings","Royal Challengers Bangalore",3,0,4,0,"All",Inf,75
"Murali Vijay",2014,"Albie Morkel","Delhi Capitals","Royal Challengers Bangalore",10,0,10,0,"All",Inf,100
"Murali Vijay",2014,"Amit Mishra","Delhi Capitals","Sunrisers Hyderabad",10,0,6,0,"All",Inf,166.666666666667
"Murali Vijay",2014,"Ben Hilfenhaus","Delhi Capitals","Chennai Super Kings",2,0,3,0,"All",Inf,66.6666666666667
"Murali Vijay",2014,"Beuran Hendricks","Delhi Capitals","Punjab Kings",0,0,3,0,"All",NA,0
"Murali Vijay",2014,"Bhuvneshwar Kumar","Delhi Capitals","Sunrisers Hyderabad",21,0,14,0,"All",Inf,150
"Murali Vijay",2014,"Corey Anderson","Delhi Capitals","Mumbai Indians",12,0,7,0,"All",Inf,171.428571428571
"Murali Vijay",2014,"Dale Steyn","Delhi Capitals","Sunrisers Hyderabad",2,0,6,0,"All",Inf,33.3333333333333
"Murali Vijay",2014,"Daren Sammy","Delhi Capitals","Sunrisers Hyderabad",8,1,3,0,"All",8,266.666666666667
"Murali Vijay",2014,"Dhawal Kulkarni","Delhi Capitals","Rajasthan Royals",1,0,3,0,"All",Inf,33.3333333333333
"Murali Vijay",2014,"Dwayne Smith","Delhi Capitals","Chennai Super Kings",7,0,4,0,"All",Inf,175
"Murali Vijay",2014,"Harbhajan Singh","Delhi Capitals","Mumbai Indians",9,0,9,0,"All",Inf,100
"Murali Vijay",2014,"Ishwar Pandey","Delhi Capitals","Chennai Super Kings",13,0,18,0,"All",Inf,72.2222222222222
"Murali Vijay",2014,"Jacques Kallis","Delhi Capitals","Kolkata Knight Riders",6,1,5,0,"All",6,120
"Murali Vijay",2014,"James Faulkner","Delhi Capitals","Rajasthan Royals",0,1,1,0,"All",0,0
"Murali Vijay",2014,"Jasprit Bumrah","Delhi Capitals","Mumbai Indians",2,0,3,0,"All",Inf,66.6666666666667
"Murali Vijay",2014,"Kane Richardson","Delhi Capitals","Rajasthan Royals",5,0,3,0,"All",Inf,166.666666666667
"Murali Vijay",2014,"Karn Sharma","Delhi Capitals","Sunrisers Hyderabad",4,0,7,0,"All",Inf,57.1428571428571
"Murali Vijay",2014,"Lasith Malinga","Delhi Capitals","Mumbai Indians",1,0,2,0,"All",Inf,50
"Murali Vijay",2014,"Marchant de Lange","Delhi Capitals","Mumbai Indians",1,0,1,0,"All",Inf,100
"Murali Vijay",2014,"Mitchell Starc","Delhi Capitals","Royal Challengers Bangalore",7,0,5,0,"All",Inf,140
"Murali Vijay",2014,"Mohit Sharma","Delhi Capitals","Chennai Super Kings",8,1,6,0,"All",8,133.333333333333
"Murali Vijay",2014,"Muthiah Muralidaran","Delhi Capitals","Royal Challengers Bangalore",1,1,3,0,"All",1,33.3333333333333
"Murali Vijay",2014,"Pragyan Ojha","Delhi Capitals","Mumbai Indians",22,0,18,0,"All",Inf,122.222222222222
"Murali Vijay",2014,"Ravichandran Ashwin","Delhi Capitals","Chennai Super Kings",14,0,8,0,"All",Inf,175
"Murali Vijay",2014,"Ravindra Jadeja","Delhi Capitals","Chennai Super Kings",2,1,3,0,"All",2,66.6666666666667
"Murali Vijay",2014,"Rohit Sharma","Delhi Capitals","Mumbai Indians",0,1,1,0,"All",0,0
"Murali Vijay",2014,"Sandeep Sharma","Delhi Capitals","Punjab Kings",5,1,5,0,"All",5,100
"Murali Vijay",2014,"Shakib Al Hasan","Delhi Capitals","Kolkata Knight Riders",2,0,3,0,"All",Inf,66.6666666666667
"Murali Vijay",2014,"Shane Watson","Delhi Capitals","Rajasthan Royals",4,0,2,0,"All",Inf,200
"Murali Vijay",2014,"Shreyas Gopal","Delhi Capitals","Mumbai Indians",0,1,2,0,"All",0,0
"Murali Vijay",2014,"Stuart Binny","Delhi Capitals","Rajasthan Royals",3,0,2,0,"All",Inf,150
"Murali Vijay",2014,"Sunil Narine","Delhi Capitals","Kolkata Knight Riders",1,0,1,0,"All",Inf,100
"Murali Vijay",2014,"Suryakumar Yadav","Delhi Capitals","Kolkata Knight Riders",3,0,4,0,"All",Inf,75
"Murali Vijay",2014,"Umesh Yadav","Delhi Capitals","Kolkata Knight Riders",4,0,4,0,"All",Inf,100
"Murali Vijay",2014,"Varun Aaron","Delhi Capitals","Royal Challengers Bangalore",1,0,4,0,"All",Inf,25
"Murali Vijay",2014,"Venugopal Rao","Delhi Capitals","Sunrisers Hyderabad",7,0,4,0,"All",Inf,175
"Murali Vijay",2014,"Vinay Kumar","Delhi Capitals","Kolkata Knight Riders",8,1,5,1,"All",8,160
"Murali Vijay",2014,"Yuzvendra Chahal","Delhi Capitals","Royal Challengers Bangalore",0,1,1,0,"All",0,0
"Murali Vijay",2014,"Zaheer Khan","Delhi Capitals","Mumbai Indians",1,0,3,0,"All",Inf,33.3333333333333
"Murali Vijay",2015,"Andre Russell","Punjab Kings","Kolkata Knight Riders",1,0,1,0,"All",Inf,100
"Murali Vijay",2015,"Angelo Mathews","Punjab Kings","Delhi Capitals",4,1,3,0,"All",4,133.333333333333
"Murali Vijay",2015,"Ashish Nehra","Punjab Kings","Chennai Super Kings",12,0,13,0,"All",Inf,92.3076923076923
"Murali Vijay",2015,"Bhuvneshwar Kumar","Punjab Kings","Sunrisers Hyderabad",7,0,12,0,"All",Inf,58.3333333333333
"Murali Vijay",2015,"Bipul Sharma","Punjab Kings","Sunrisers Hyderabad",0,1,1,0,"All",0,0
"Murali Vijay",2015,"Chris Morris","Punjab Kings","Rajasthan Royals",17,0,13,0,"All",Inf,130.769230769231
"Murali Vijay",2015,"Dhawal Kulkarni","Punjab Kings","Rajasthan Royals",6,0,10,0,"All",Inf,60
"Murali Vijay",2015,"Domnic Muthuswami","Punjab Kings","Delhi Capitals",14,0,10,0,"All",Inf,140
"Murali Vijay",2015,"Harbhajan Singh","Punjab Kings","Mumbai Indians",11,2,14,0,"All",5.5,78.5714285714286
"Murali Vijay",2015,"Harshal Patel","Punjab Kings","Royal Challengers Bangalore",0,1,2,0,"All",0,0
"Murali Vijay",2015,"Ishant Sharma","Punjab Kings","Sunrisers Hyderabad",4,0,2,0,"All",Inf,200
"Murali Vijay",2015,"Ishwar Pandey","Punjab Kings","Chennai Super Kings",14,0,7,0,"All",Inf,200
"Murali Vijay",2015,"Jagadeesha Suchith","Punjab Kings","Mumbai Indians",25,0,16,0,"All",Inf,156.25
"Murali Vijay",2015,"James Faulkner","Punjab Kings","Rajasthan Royals",9,0,8,0,"All",Inf,112.5
"Murali Vijay",2015,"Johan Botha","Punjab Kings","Kolkata Knight Riders",2,0,3,0,"All",Inf,66.6666666666667
"Murali Vijay",2015,"Karn Sharma","Punjab Kings","Sunrisers Hyderabad",2,1,2,1,"All",2,100
"Murali Vijay",2015,"Lasith Malinga","Punjab Kings","Mumbai Indians",5,0,4,0,"All",Inf,125
"Murali Vijay",2015,"Mitchell McClenaghan","Punjab Kings","Mumbai Indians",12,0,5,0,"All",Inf,240
"Murali Vijay",2015,"Mitchell Starc","Punjab Kings","Royal Challengers Bangalore",1,0,1,0,"All",Inf,100
"Murali Vijay",2015,"Mohit Sharma","Punjab Kings","Chennai Super Kings",0,0,2,0,"All",NA,0
"Murali Vijay",2015,"Moises Henriques","Punjab Kings","Sunrisers Hyderabad",1,0,1,0,"All",Inf,100
"Murali Vijay",2015,"Nathan Coulter-Nile","Punjab Kings","Delhi Capitals",1,0,5,0,"All",Inf,20
"Murali Vijay",2015,"Pawan Suyal","Punjab Kings","Mumbai Indians",0,0,4,0,"All",NA,0
"Murali Vijay",2015,"Pravin Tambe","Punjab Kings","Rajasthan Royals",5,0,6,0,"All",Inf,83.3333333333333
"Murali Vijay",2015,"Ravichandran Ashwin","Punjab Kings","Chennai Super Kings",1,1,3,0,"All",1,33.3333333333333
"Murali Vijay",2015,"Ravindra Jadeja","Punjab Kings","Chennai Super Kings",7,0,7,0,"All",Inf,100
"Murali Vijay",2015,"Sreenath Aravind","Punjab Kings","Royal Challengers Bangalore",1,0,3,0,"All",Inf,33.3333333333333
"Murali Vijay",2015,"Stuart Binny","Punjab Kings","Rajasthan Royals",7,1,6,1,"All",7,116.666666666667
"Murali Vijay",2015,"Sunil Narine","Punjab Kings","Kolkata Knight Riders",6,1,8,0,"All",6,75
"Murali Vijay",2015,"Tim Southee","Punjab Kings","Rajasthan Royals",14,0,7,0,"All",Inf,200
"Murali Vijay",2015,"Trent Boult","Punjab Kings","Sunrisers Hyderabad",22,0,16,0,"All",Inf,137.5
"Murali Vijay",2015,"Umesh Yadav","Punjab Kings","Kolkata Knight Riders",19,1,13,0,"All",19,146.153846153846
"Murali Vijay",2015,"Vinay Kumar","Punjab Kings","Mumbai Indians",21,0,20,0,"All",Inf,105
"Murali Vijay",2016,"Adam Zampa","Punjab Kings","Rising Pune Supergiants",24,0,14,0,"All",Inf,171.428571428571
"Murali Vijay",2016,"Andre Russell","Punjab Kings","Kolkata Knight Riders",2,0,4,0,"All",Inf,50
"Murali Vijay",2016,"Ankit Sharma","Punjab Kings","Rising Pune Supergiants",14,0,12,0,"All",Inf,116.666666666667
"Murali Vijay",2016,"Ashish Nehra","Punjab Kings","Sunrisers Hyderabad",3,0,3,0,"All",Inf,100
"Murali Vijay",2016,"Ashok Dinda","Punjab Kings","Rising Pune Supergiants",8,0,8,0,"All",Inf,100
"Murali Vijay",2016,"Bhuvneshwar Kumar","Punjab Kings","Sunrisers Hyderabad",5,1,10,0,"All",5,50
"Murali Vijay",2016,"Chris Jordan","Punjab Kings","Royal Challengers Bangalore",20,0,8,0,"All",Inf,250
"Murali Vijay",2016,"Chris Morris","Punjab Kings","Delhi Capitals",7,1,5,0,"All",7,140
"Murali Vijay",2016,"Deepak Chahar","Punjab Kings","Rising Pune Supergiants",13,0,5,0,"All",Inf,260
"Murali Vijay",2016,"Dhawal Kulkarni","Punjab Kings","Gujarat Lions",13,0,11,0,"All",Inf,118.181818181818
"Murali Vijay",2016,"Dwayne Bravo","Punjab Kings","Gujarat Lions",6,0,7,0,"All",Inf,85.7142857142857
"Murali Vijay",2016,"Harbhajan Singh","Punjab Kings","Mumbai Indians",8,0,11,0,"All",Inf,72.7272727272727
"Murali Vijay",2016,"Iqbal Abdulla","Punjab Kings","Royal Challengers Bangalore",20,0,11,0,"All",Inf,181.818181818182
"Murali Vijay",2016,"Irfan Pathan","Punjab Kings","Rising Pune Supergiants",11,0,11,0,"All",Inf,100
"Murali Vijay",2016,"Ishant Sharma","Punjab Kings","Rising Pune Supergiants",12,0,11,0,"All",Inf,109.090909090909
"Murali Vijay",2016,"James Faulkner","Punjab Kings","Gujarat Lions",4,0,4,0,"All",Inf,100
"Murali Vijay",2016,"Jasprit Bumrah","Punjab Kings","Mumbai Indians",4,0,7,0,"All",Inf,57.1428571428571
"Murali Vijay",2016,"Krunal Pandya","Punjab Kings","Mumbai Indians",19,0,10,0,"All",Inf,190
"Murali Vijay",2016,"Mitchell McClenaghan","Punjab Kings","Mumbai Indians",26,0,19,0,"All",Inf,136.842105263158
"Murali Vijay",2016,"Mohammed Shami","Punjab Kings","Delhi Capitals",9,0,4,0,"All",Inf,225
"Murali Vijay",2016,"Morne Morkel","Punjab Kings","Kolkata Knight Riders",15,1,16,0,"All",15,93.75
"Murali Vijay",2016,"Murugan Ashwin","Punjab Kings","Rising Pune Supergiants",11,1,7,0,"All",11,157.142857142857
"Murali Vijay",2016,"Mustafizur Rahman","Punjab Kings","Sunrisers Hyderabad",0,1,2,0,"All",0,0
"Murali Vijay",2016,"Piyush Chawla","Punjab Kings","Kolkata Knight Riders",1,1,3,0,"All",1,33.3333333333333
"Murali Vijay",2016,"Pradeep Sangwan","Punjab Kings","Gujarat Lions",20,0,11,0,"All",Inf,181.818181818182
"Murali Vijay",2016,"Praveen Kumar","Punjab Kings","Gujarat Lions",28,0,16,0,"All",Inf,175
"Murali Vijay",2016,"Ravichandran Ashwin","Punjab Kings","Rising Pune Supergiants",13,1,18,0,"All",13,72.2222222222222
"Murali Vijay",2016,"Ravindra Jadeja","Punjab Kings","Gujarat Lions",8,1,9,0,"All",8,88.8888888888889
"Murali Vijay",2016,"Sarabjit Ladda","Punjab Kings","Gujarat Lions",9,0,8,0,"All",Inf,112.5
"Murali Vijay",2016,"Shahbaz Nadeem","Punjab Kings","Delhi Capitals",8,0,4,0,"All",Inf,200
"Murali Vijay",2016,"Shakib Al Hasan","Punjab Kings","Kolkata Knight Riders",10,0,5,0,"All",Inf,200
"Murali Vijay",2016,"Shane Watson","Punjab Kings","Royal Challengers Bangalore",9,1,10,0,"All",9,90
"Murali Vijay",2016,"Shivil Kaushik","Punjab Kings","Gujarat Lions",9,1,9,0,"All",9,100
"Murali Vijay",2016,"Sreenath Aravind","Punjab Kings","Royal Challengers Bangalore",6,1,4,0,"All",6,150
"Murali Vijay",2016,"Stuart Binny","Punjab Kings","Royal Challengers Bangalore",20,0,10,0,"All",Inf,200
"Murali Vijay",2016,"Sunil Narine","Punjab Kings","Kolkata Knight Riders",1,0,2,0,"All",Inf,50
"Murali Vijay",2016,"Thisara Perera","Punjab Kings","Rising Pune Supergiants",6,0,4,0,"All",Inf,150
"Murali Vijay",2016,"Tim Southee","Punjab Kings","Mumbai Indians",16,1,18,0,"All",16,88.8888888888889
"Murali Vijay",2016,"Umesh Yadav","Punjab Kings","Kolkata Knight Riders",3,0,3,0,"All",Inf,100
"Murali Vijay",2016,"Varun Aaron","Punjab Kings","Royal Challengers Bangalore",17,0,13,0,"All",Inf,130.769230769231
"Murali Vijay",2016,"Yuzvendra Chahal","Punjab Kings","Royal Challengers Bangalore",13,0,9,0,"All",Inf,144.444444444444
"Murali Vijay",2016,"Zaheer Khan","Punjab Kings","Delhi Capitals",2,0,8,0,"All",Inf,25
"Murali Vijay",2018,"Andrew Tye","Chennai Super Kings","Punjab Kings",0,1,1,0,"All",0,0
"Murali Vijay",2018,"Barinder Sran","Chennai Super Kings","Punjab Kings",10,0,7,0,"All",Inf,142.857142857143
"Murali Vijay",2018,"Mohit Sharma","Chennai Super Kings","Punjab Kings",2,0,2,0,"All",Inf,100
"Murali Vijay",2019,"Anukul Roy","Chennai Super Kings","Mumbai Indians",2,0,2,0,"All",Inf,100
"Murali Vijay",2019,"Hardik Pandya","Chennai Super Kings","Mumbai Indians",15,0,8,0,"All",Inf,187.5
"Murali Vijay",2019,"Jasprit Bumrah","Chennai Super Kings","Mumbai Indians",8,1,11,0,"All",8,72.7272727272727
"Murali Vijay",2019,"Jayant Yadav","Chennai Super Kings","Mumbai Indians",2,0,4,0,"All",Inf,50
"Murali Vijay",2019,"Krunal Pandya","Chennai Super Kings","Mumbai Indians",12,0,17,0,"All",Inf,70.5882352941177
"Murali Vijay",2019,"Lasith Malinga","Chennai Super Kings","Mumbai Indians",13,0,8,0,"All",Inf,162.5
