"Striker","Season","Bowler","Batting_Team","Bowling_Team","Runs","Dismissed","Balls","Run_Out","Stadium","Average","Strike_Rate"
"Dwayne Bravo",2012,"Kevon Cooper","Chennai Super Kings","Rajasthan Royals",6,0,4,0,"All",Inf,150
"Dwayne Bravo",2012,"Kieron Pollard","Chennai Super Kings","Mumbai Indians",2,0,2,0,"All",Inf,100
"Dwayne Bravo",2012,"Lasith Malinga","Chennai Super Kings","Mumbai Indians",25,1,11,0,"All",25,227.272727272727
"Dwayne Bravo",2012,"Manpreet Gony","Chennai Super Kings","Deccan Chargers",22,0,7,0,"All",Inf,314.285714285714
"Dwayne Bravo",2012,"Marchant de Lange","Chennai Super Kings","Kolkata Knight Riders",1,0,1,0,"All",Inf,100
"Dwayne Bravo",2012,"Morne Morkel","Chennai Super Kings","Delhi Capitals",3,0,3,0,"All",Inf,100
"Dwayne Bravo",2012,"Munaf Patel","Chennai Super Kings","Mumbai Indians",14,0,7,0,"All",Inf,200
"Dwayne Bravo",2012,"Muthiah Muralidaran","Chennai Super Kings","Royal Challengers Bangalore",3,0,3,0,"All",Inf,100
"Dwayne Bravo",2012,"Pankaj Singh","Chennai Super Kings","Rajasthan Royals",1,0,2,0,"All",Inf,50
"Dwayne Bravo",2012,"Parvinder Awana","Chennai Super Kings","Punjab Kings",13,0,18,0,"All",Inf,72.2222222222222
"Dwayne Bravo",2012,"Piyush Chawla","Chennai Super Kings","Punjab Kings",12,0,9,0,"All",Inf,133.333333333333
"Dwayne Bravo",2012,"Pragyan Ojha","Chennai Super Kings","Mumbai Indians",5,1,6,0,"All",5,83.3333333333333
"Dwayne Bravo",2012,"Praveen Kumar","Chennai Super Kings","Punjab Kings",18,1,8,0,"All",18,225
"Dwayne Bravo",2012,"RP Singh","Chennai Super Kings","Mumbai Indians",8,0,8,0,"All",Inf,100
"Dwayne Bravo",2012,"Rahul Sharma","Chennai Super Kings","Pune Warriors",11,0,5,0,"All",Inf,220
"Dwayne Bravo",2012,"Rajat Bhatia","Chennai Super Kings","Kolkata Knight Riders",14,0,10,0,"All",Inf,140
"Dwayne Bravo",2012,"Roelof van der Merwe","Chennai Super Kings","Delhi Capitals",7,0,9,0,"All",Inf,77.7777777777778
"Dwayne Bravo",2012,"Ryan Harris","Chennai Super Kings","Punjab Kings",7,1,6,0,"All",7,116.666666666667
"Dwayne Bravo",2012,"Shahbaz Nadeem","Chennai Super Kings","Delhi Capitals",5,0,13,0,"All",Inf,38.4615384615385
"Dwayne Bravo",2012,"Siddharth Trivedi","Chennai Super Kings","Rajasthan Royals",2,1,5,0,"All",2,40
"Dwayne Bravo",2012,"Stuart Binny","Chennai Super Kings","Rajasthan Royals",2,0,2,0,"All",Inf,100
"Dwayne Bravo",2012,"TP Sudhindra","Chennai Super Kings","Deccan Chargers",16,0,6,0,"All",Inf,266.666666666667
"Dwayne Bravo",2012,"Umesh Yadav","Chennai Super Kings","Delhi Capitals",16,1,10,0,"All",16,160
"Dwayne Bravo",2012,"Varun Aaron","Chennai Super Kings","Delhi Capitals",23,0,6,0,"All",Inf,383.333333333333
"Dwayne Bravo",2012,"Vinay Kumar","Chennai Super Kings","Royal Challengers Bangalore",15,0,7,0,"All",Inf,214.285714285714
"Dwayne Bravo",2012,"Zaheer Khan","Chennai Super Kings","Royal Challengers Bangalore",7,0,5,0,"All",Inf,140
"Dwayne Bravo",2013,"Amit Mishra","Chennai Super Kings","Sunrisers Hyderabad",3,0,3,0,"All",Inf,100
"Dwayne Bravo",2013,"Ashish Nehra","Chennai Super Kings","Delhi Capitals",5,0,2,0,"All",Inf,250
"Dwayne Bravo",2013,"Dale Steyn","Chennai Super Kings","Sunrisers Hyderabad",1,0,3,0,"All",Inf,33.3333333333333
"Dwayne Bravo",2013,"Harbhajan Singh","Chennai Super Kings","Mumbai Indians",1,0,2,0,"All",Inf,50
"Dwayne Bravo",2013,"Ishant Sharma","Chennai Super Kings","Sunrisers Hyderabad",3,1,4,0,"All",3,75
"Dwayne Bravo",2013,"Jacques Kallis","Chennai Super Kings","Kolkata Knight Riders",5,0,2,0,"All",Inf,250
"Dwayne Bravo",2013,"James Faulkner","Chennai Super Kings","Rajasthan Royals",11,0,7,0,"All",Inf,157.142857142857
"Dwayne Bravo",2013,"Jaydev Unadkat","Chennai Super Kings","Royal Challengers Bangalore",2,0,4,0,"All",Inf,50
"Dwayne Bravo",2013,"Karn Sharma","Chennai Super Kings","Sunrisers Hyderabad",0,0,6,0,"All",NA,0
"Dwayne Bravo",2013,"Kevon Cooper","Chennai Super Kings","Rajasthan Royals",17,0,8,0,"All",Inf,212.5
"Dwayne Bravo",2013,"Kieron Pollard","Chennai Super Kings","Mumbai Indians",2,0,3,0,"All",Inf,66.6666666666667
"Dwayne Bravo",2013,"Lasith Malinga","Chennai Super Kings","Mumbai Indians",4,0,5,0,"All",Inf,80
"Dwayne Bravo",2013,"Mitchell Johnson","Chennai Super Kings","Mumbai Indians",3,0,6,0,"All",Inf,50
"Dwayne Bravo",2013,"Mitchell Marsh","Chennai Super Kings","Pune Warriors",0,0,2,0,"All",NA,0
"Dwayne Bravo",2013,"Pawan Suyal","Chennai Super Kings","Mumbai Indians",8,1,6,0,"All",8,133.333333333333
"Dwayne Bravo",2013,"Pragyan Ojha","Chennai Super Kings","Mumbai Indians",11,1,13,0,"All",11,84.6153846153846
"Dwayne Bravo",2013,"Rahul Sharma","Chennai Super Kings","Pune Warriors",1,1,2,0,"All",1,50
"Dwayne Bravo",2013,"Ravi Rampaul","Chennai Super Kings","Royal Challengers Bangalore",8,1,3,0,"All",8,266.666666666667
"Dwayne Bravo",2013,"Rishi Dhawan","Chennai Super Kings","Mumbai Indians",5,1,5,0,"All",5,100
"Dwayne Bravo",2013,"Shane Watson","Chennai Super Kings","Rajasthan Royals",10,0,5,0,"All",Inf,200
"Dwayne Bravo",2013,"Siddarth Kaul","Chennai Super Kings","Delhi Capitals",3,0,3,0,"All",Inf,100
"Dwayne Bravo",2013,"Sunil Narine","Chennai Super Kings","Kolkata Knight Riders",2,0,2,0,"All",Inf,100
"Dwayne Bravo",2013,"Umesh Yadav","Chennai Super Kings","Delhi Capitals",7,1,5,1,"All",7,140
"Dwayne Bravo",2013,"Vinay Kumar","Chennai Super Kings","Royal Challengers Bangalore",9,1,5,0,"All",9,180
"Dwayne Bravo",2014,"Lakshmipathy Balaji","Chennai Super Kings","Punjab Kings",7,0,2,0,"All",Inf,350
"Dwayne Bravo",2014,"Parvinder Awana","Chennai Super Kings","Punjab Kings",1,0,1,0,"All",Inf,100
"Dwayne Bravo",2015,"Albie Morkel","Chennai Super Kings","Delhi Capitals",2,0,3,0,"All",Inf,66.6666666666667
"Dwayne Bravo",2015,"Amit Mishra","Chennai Super Kings","Delhi Capitals",1,0,2,0,"All",Inf,50
"Dwayne Bravo",2015,"Andre Russell","Chennai Super Kings","Kolkata Knight Riders",11,1,11,0,"All",11,100
"Dwayne Bravo",2015,"Ankit Sharma","Chennai Super Kings","Rajasthan Royals",2,0,4,0,"All",Inf,50
"Dwayne Bravo",2015,"Ashish Reddy","Chennai Super Kings","Sunrisers Hyderabad",3,0,3,0,"All",Inf,100
"Dwayne Bravo",2015,"Bhuvneshwar Kumar","Chennai Super Kings","Sunrisers Hyderabad",11,0,6,0,"All",Inf,183.333333333333
"Dwayne Bravo",2015,"Brad Hogg","Chennai Super Kings","Kolkata Knight Riders",7,0,7,0,"All",Inf,100
"Dwayne Bravo",2015,"Chris Morris","Chennai Super Kings","Rajasthan Royals",15,0,10,0,"All",Inf,150
"Dwayne Bravo",2015,"Deepak Hooda","Chennai Super Kings","Rajasthan Royals",7,0,3,0,"All",Inf,233.333333333333
"Dwayne Bravo",2015,"Domnic Muthuswami","Chennai Super Kings","Delhi Capitals",0,1,1,0,"All",0,0
"Dwayne Bravo",2015,"Gurinder Sandhu","Chennai Super Kings","Delhi Capitals",6,1,3,0,"All",6,200
"Dwayne Bravo",2015,"Harbhajan Singh","Chennai Super Kings","Mumbai Indians",6,0,8,0,"All",Inf,75
"Dwayne Bravo",2015,"Iqbal Abdulla","Chennai Super Kings","Royal Challengers Bangalore",0,1,2,0,"All",0,0
"Dwayne Bravo",2015,"Jagadeesha Suchith","Chennai Super Kings","Mumbai Indians",16,0,9,0,"All",Inf,177.777777777778
"Dwayne Bravo",2015,"James Faulkner","Chennai Super Kings","Rajasthan Royals",16,0,11,0,"All",Inf,145.454545454545
"Dwayne Bravo",2015,"Kieron Pollard","Chennai Super Kings","Mumbai Indians",13,1,4,1,"All",13,325
"Dwayne Bravo",2015,"Mitchell McClenaghan","Chennai Super Kings","Mumbai Indians",6,1,3,0,"All",6,200
"Dwayne Bravo",2015,"Mitchell Starc","Chennai Super Kings","Royal Challengers Bangalore",7,2,6,0,"All",3.5,116.666666666667
"Dwayne Bravo",2015,"Moises Henriques","Chennai Super Kings","Sunrisers Hyderabad",1,0,3,0,"All",Inf,33.3333333333333
"Dwayne Bravo",2015,"Pat Cummins","Chennai Super Kings","Kolkata Knight Riders",4,0,3,0,"All",Inf,133.333333333333
"Dwayne Bravo",2015,"Pawan Suyal","Chennai Super Kings","Mumbai Indians",1,0,2,0,"All",Inf,50
"Dwayne Bravo",2015,"Piyush Chawla","Chennai Super Kings","Kolkata Knight Riders",6,1,11,0,"All",6,54.5454545454545
"Dwayne Bravo",2015,"Praveen Kumar","Chennai Super Kings","Sunrisers Hyderabad",5,0,6,0,"All",Inf,83.3333333333333
"Dwayne Bravo",2015,"Pravin Tambe","Chennai Super Kings","Rajasthan Royals",24,0,11,0,"All",Inf,218.181818181818
"Dwayne Bravo",2015,"Shane Watson","Chennai Super Kings","Rajasthan Royals",13,0,5,0,"All",Inf,260
"Dwayne Bravo",2015,"Trent Boult","Chennai Super Kings","Sunrisers Hyderabad",5,0,2,0,"All",Inf,250
"Dwayne Bravo",2015,"Yusuf Pathan","Chennai Super Kings","Kolkata Knight Riders",7,0,7,0,"All",Inf,100
"Dwayne Bravo",2015,"Yuvraj Singh","Chennai Super Kings","Delhi Capitals",0,0,2,0,"All",NA,0
"Dwayne Bravo",2016,"Ashish Nehra","Gujarat Lions","Sunrisers Hyderabad",7,0,4,0,"All",Inf,175
"Dwayne Bravo",2016,"Ashok Dinda","Gujarat Lions","Rising Pune Supergiants",6,1,4,0,"All",6,150
"Dwayne Bravo",2016,"Axar Patel","Gujarat Lions","Punjab Kings",0,1,1,0,"All",0,0
"Dwayne Bravo",2016,"Barinder Sran","Gujarat Lions","Sunrisers Hyderabad",2,2,4,0,"All",1,50
"Dwayne Bravo",2016,"Ben Cutting","Gujarat Lions","Sunrisers Hyderabad",5,0,3,0,"All",Inf,166.666666666667
"Dwayne Bravo",2016,"Bhuvneshwar Kumar","Gujarat Lions","Sunrisers Hyderabad",2,1,2,0,"All",2,100
"Dwayne Bravo",2016,"Bipul Sharma","Gujarat Lions","Sunrisers Hyderabad",2,0,5,0,"All",Inf,40
"Dwayne Bravo",2016,"Chris Jordan","Gujarat Lions","Royal Challengers Bangalore",5,0,2,0,"All",Inf,250
"Dwayne Bravo",2016,"Chris Morris","Gujarat Lions","Delhi Capitals",4,0,4,0,"All",Inf,100
"Dwayne Bravo",2016,"Deepak Hooda","Gujarat Lions","Sunrisers Hyderabad",3,0,3,0,"All",Inf,100
"Dwayne Bravo",2016,"Ishant Sharma","Gujarat Lions","Rising Pune Supergiants",13,0,5,0,"All",Inf,260
"Dwayne Bravo",2016,"Jasprit Bumrah","Gujarat Lions","Mumbai Indians",0,1,2,0,"All",0,0
"Dwayne Bravo",2016,"Krunal Pandya","Gujarat Lions","Mumbai Indians",2,0,4,0,"All",Inf,50
"Dwayne Bravo",2016,"Mohit Sharma","Gujarat Lions","Punjab Kings",2,0,2,0,"All",Inf,100
"Dwayne Bravo",2016,"Moises Henriques","Gujarat Lions","Sunrisers Hyderabad",4,0,5,0,"All",Inf,80
"Dwayne Bravo",2016,"Murugan Ashwin","Gujarat Lions","Rising Pune Supergiants",2,0,3,0,"All",Inf,66.6666666666667
"Dwayne Bravo",2016,"Mustafizur Rahman","Gujarat Lions","Sunrisers Hyderabad",1,0,4,0,"All",Inf,25
"Dwayne Bravo",2016,"Rajat Bhatia","Gujarat Lions","Rising Pune Supergiants",8,0,3,0,"All",Inf,266.666666666667
"Dwayne Bravo",2016,"Ravichandran Ashwin","Gujarat Lions","Rising Pune Supergiants",0,0,1,0,"All",NA,0
"Dwayne Bravo",2016,"Shane Watson","Gujarat Lions","Royal Challengers Bangalore",5,1,3,0,"All",5,166.666666666667
"Dwayne Bravo",2016,"Trent Boult","Gujarat Lions","Sunrisers Hyderabad",13,0,5,0,"All",Inf,260
"Dwayne Bravo",2016,"Yuvraj Singh","Gujarat Lions","Sunrisers Hyderabad",7,0,7,0,"All",Inf,100
"Dwayne Bravo",2016,"Yuzvendra Chahal","Gujarat Lions","Royal Challengers Bangalore",3,1,4,0,"All",3,75
"Dwayne Bravo",2016,"Zaheer Khan","Gujarat Lions","Delhi Capitals",3,0,2,0,"All",Inf,150
"Dwayne Bravo",2018,"Ben Laughlin","Chennai Super Kings","Rajasthan Royals",8,0,7,0,"All",Inf,114.285714285714
"Dwayne Bravo",2018,"Ben Stokes","Chennai Super Kings","Rajasthan Royals",10,0,4,0,"All",Inf,250
"Dwayne Bravo",2018,"Carlos Brathwaite","Chennai Super Kings","Sunrisers Hyderabad",1,0,2,0,"All",Inf,50
"Dwayne Bravo",2018,"Colin de Grandhomme","Chennai Super Kings","Royal Challengers Bangalore",5,0,11,0,"All",Inf,45.4545454545455
"Dwayne Bravo",2018,"Corey Anderson","Chennai Super Kings","Royal Challengers Bangalore",12,0,4,0,"All",Inf,300
"Dwayne Bravo",2018,"Hardik Pandya","Chennai Super Kings","Mumbai Indians",1,0,3,0,"All",Inf,33.3333333333333
"Dwayne Bravo",2018,"Harshal Patel","Chennai Super Kings","Delhi Capitals",1,0,1,0,"All",Inf,100
"Dwayne Bravo",2018,"Jasprit Bumrah","Chennai Super Kings","Mumbai Indians",28,1,11,0,"All",28,254.545454545455
"Dwayne Bravo",2018,"Jaydev Unadkat","Chennai Super Kings","Rajasthan Royals",6,0,4,0,"All",Inf,150
"Dwayne Bravo",2018,"Mayank Markande","Chennai Super Kings","Mumbai Indians",7,0,4,0,"All",Inf,175
"Dwayne Bravo",2018,"Mitchell McClenaghan","Chennai Super Kings","Mumbai Indians",26,1,10,0,"All",26,260
"Dwayne Bravo",2018,"Mohammed Siraj","Chennai Super Kings","Royal Challengers Bangalore",2,0,3,0,"All",Inf,66.6666666666667
"Dwayne Bravo",2018,"Mohit Sharma","Chennai Super Kings","Punjab Kings",1,0,1,0,"All",Inf,100
"Dwayne Bravo",2018,"Murugan Ashwin","Chennai Super Kings","Royal Challengers Bangalore",8,0,5,0,"All",Inf,160
"Dwayne Bravo",2018,"Mustafizur Rahman","Chennai Super Kings","Mumbai Indians",6,0,3,0,"All",Inf,200
"Dwayne Bravo",2018,"Rashid Khan","Chennai Super Kings","Sunrisers Hyderabad",2,1,5,0,"All",2,40
"Dwayne Bravo",2018,"Shakib Al Hasan","Chennai Super Kings","Sunrisers Hyderabad",4,0,4,0,"All",Inf,100
"Dwayne Bravo",2018,"Shreyas Gopal","Chennai Super Kings","Rajasthan Royals",1,0,2,0,"All",Inf,50
"Dwayne Bravo",2018,"Tom Curran","Chennai Super Kings","Kolkata Knight Riders",1,0,1,0,"All",Inf,100
"Dwayne Bravo",2018,"Trent Boult","Chennai Super Kings","Delhi Capitals",0,1,1,0,"All",0,0
"Dwayne Bravo",2018,"Vinay Kumar","Chennai Super Kings","Kolkata Knight Riders",10,0,4,0,"All",Inf,250
"Dwayne Bravo",2018,"Yuzvendra Chahal","Chennai Super Kings","Royal Challengers Bangalore",1,0,1,0,"All",Inf,100
"Dwayne Bravo",2019,"Anukul Roy","Chennai Super Kings","Mumbai Indians",2,0,2,0,"All",Inf,100
"Dwayne Bravo",2019,"Ben Stokes","Chennai Super Kings","Rajasthan Royals",10,0,5,0,"All",Inf,200
"Dwayne Bravo",2019,"Dale Steyn","Chennai Super Kings","Royal Challengers Bangalore",5,0,3,0,"All",Inf,166.666666666667
"Dwayne Bravo",2019,"Dhawal Kulkarni","Chennai Super Kings","Rajasthan Royals",11,0,3,0,"All",Inf,366.666666666667
"Dwayne Bravo",2019,"Hardik Pandya","Chennai Super Kings","Mumbai Indians",6,0,6,0,"All",Inf,100
"Dwayne Bravo",2019,"Ishant Sharma","Chennai Super Kings","Delhi Capitals",0,0,1,0,"All",NA,0
"Dwayne Bravo",2019,"Jasprit Bumrah","Chennai Super Kings","Mumbai Indians",4,1,7,0,"All",4,57.1428571428571
"Dwayne Bravo",2019,"Jaydev Unadkat","Chennai Super Kings","Rajasthan Royals",4,0,5,0,"All",Inf,80
"Dwayne Bravo",2019,"Jofra Archer","Chennai Super Kings","Rajasthan Royals",2,1,3,0,"All",2,66.6666666666667
"Dwayne Bravo",2019,"Kagiso Rabada","Chennai Super Kings","Delhi Capitals",4,0,3,0,"All",Inf,133.333333333333
"Dwayne Bravo",2019,"Krunal Pandya","Chennai Super Kings","Mumbai Indians",1,0,1,0,"All",Inf,100
"Dwayne Bravo",2019,"Lasith Malinga","Chennai Super Kings","Mumbai Indians",17,2,10,0,"All",8.5,170
"Dwayne Bravo",2019,"Mitchell McClenaghan","Chennai Super Kings","Mumbai Indians",3,0,6,0,"All",Inf,50
"Dwayne Bravo",2019,"Mohammed Shami","Chennai Super Kings","Punjab Kings",1,0,1,0,"All",Inf,100
"Dwayne Bravo",2019,"Navdeep Saini","Chennai Super Kings","Royal Challengers Bangalore",0,1,1,0,"All",0,0
"Dwayne Bravo",2019,"Rahul Chahar","Chennai Super Kings","Mumbai Indians",10,0,9,0,"All",Inf,111.111111111111
"Dwayne Bravo",2020,"Chris Morris","Chennai Super Kings","Royal Challengers Bangalore",4,1,3,0,"All",4,133.333333333333
"Dwayne Bravo",2020,"Isuru Udana","Chennai Super Kings","Royal Challengers Bangalore",3,0,2,0,"All",Inf,150
"Dwayne Bravo",2020,"Khaleel Ahmed","Chennai Super Kings","Sunrisers Hyderabad",0,1,1,0,"All",0,0
"Dwayne Bravo",2021,"Adam Milne","Chennai Super Kings","Mumbai Indians",8,0,3,0,"All",Inf,266.666666666667
"Dwayne Bravo",2021,"Chris Morris","Chennai Super Kings","Rajasthan Royals",8,0,3,0,"All",Inf,266.666666666667
"Dwayne Bravo",2021,"Jasprit Bumrah","Chennai Super Kings","Mumbai Indians",2,1,2,0,"All",2,100
"Dwayne Bravo",2021,"Mohammed Shami","Chennai Super Kings","Punjab Kings",4,0,2,0,"All",Inf,200
"Dwayne Bravo",2021,"Mustafizur Rahman","Chennai Super Kings","Rajasthan Royals",12,0,5,0,"All",Inf,240
"Dwayne Bravo",2021,"Trent Boult","Chennai Super Kings","Mumbai Indians",13,0,3,0,"All",Inf,433.333333333333
"Dwayne Bravo",2022,"Andrew Tye","Chennai Super Kings","Lucknow Super Giants",1,0,1,0,"All",Inf,100
"Dwayne Bravo",2022,"Anrich Nortje","Chennai Super Kings","Delhi Capitals",1,0,1,0,"All",Inf,100
"Dwayne Bravo",2022,"Bhuvneshwar Kumar","Chennai Super Kings","Sunrisers Hyderabad",5,0,2,0,"All",Inf,250
"Dwayne Bravo",2022,"Hrithik Shokeen","Chennai Super Kings","Mumbai Indians",1,0,1,0,"All",Inf,100
"Dwayne Bravo",2022,"Jasprit Bumrah","Chennai Super Kings","Mumbai Indians",1,0,5,0,"All",Inf,20
"Dwayne Bravo",2022,"Jaydev Unadkat","Chennai Super Kings","Mumbai Indians",1,0,1,0,"All",Inf,100
"Dwayne Bravo",2022,"Kumar Kartikeya","Chennai Super Kings","Mumbai Indians",9,1,6,0,"All",9,150
"Dwayne Bravo",2022,"Liam Livingstone","Chennai Super Kings","Punjab Kings",0,1,1,0,"All",0,0
"Dwayne Bravo",2022,"Marco Jansen","Chennai Super Kings","Sunrisers Hyderabad",1,0,1,0,"All",Inf,100
"Dwayne Bravo",2022,"Riley Meredith","Chennai Super Kings","Mumbai Indians",1,0,3,0,"All",Inf,33.3333333333333
"Dwayne Bravo",2022,"T Natarajan","Chennai Super Kings","Sunrisers Hyderabad",2,0,2,0,"All",Inf,100
"Dwayne Smith",2008,"Amit Mishra","Mumbai Indians","Delhi Capitals",3,0,5,0,"All",Inf,60
"Dwayne Smith",2008,"Brett Geeves","Mumbai Indians","Delhi Capitals",10,0,4,0,"All",Inf,250
"Dwayne Smith",2008,"Farveez Maharoof","Mumbai Indians","Delhi Capitals",2,0,4,0,"All",Inf,50
"Dwayne Smith",2008,"Irfan Pathan","Mumbai Indians","Punjab Kings",2,0,4,0,"All",Inf,50
"Dwayne Smith",2008,"James Hopes","Mumbai Indians","Punjab Kings",1,0,2,0,"All",Inf,50
"Dwayne Smith",2008,"Piyush Chawla","Mumbai Indians","Punjab Kings",1,1,2,1,"All",1,50
"Dwayne Smith",2008,"Shane Warne","Mumbai Indians","Rajasthan Royals",0,0,1,0,"All",NA,0
"Dwayne Smith",2008,"Siddharth Trivedi","Mumbai Indians","Rajasthan Royals",7,0,4,0,"All",Inf,175
"Dwayne Smith",2008,"Sohail Tanvir","Mumbai Indians","Rajasthan Royals",1,1,2,0,"All",1,50
"Dwayne Smith",2008,"Sreesanth","Mumbai Indians","Punjab Kings",16,0,8,0,"All",Inf,200
"Dwayne Smith",2008,"Yo Mahesh","Mumbai Indians","Delhi Capitals",2,1,4,0,"All",2,50
"Dwayne Smith",2009,"Abhishek Raut","Deccan Chargers","Rajasthan Royals",2,0,2,0,"All",Inf,100
"Dwayne Smith",2009,"Albie Morkel","Deccan Chargers","Chennai Super Kings",22,0,10,0,"All",Inf,220
"Dwayne Smith",2009,"Amit Mishra","Deccan Chargers","Delhi Capitals",22,0,9,0,"All",Inf,244.444444444444
"Dwayne Smith",2009,"Ashish Nehra","Deccan Chargers","Delhi Capitals",7,1,6,0,"All",7,116.666666666667
"Dwayne Smith",2009,"Daniel Vettori","Deccan Chargers","Delhi Capitals",16,0,8,0,"All",Inf,200
"Dwayne Smith",2009,"Dhawal Kulkarni","Deccan Chargers","Mumbai Indians",7,0,3,0,"All",Inf,233.333333333333
"Dwayne Smith",2009,"Dwayne Bravo","Deccan Chargers","Mumbai Indians",4,0,1,0,"All",Inf,400
"Dwayne Smith",2009,"Harbhajan Singh","Deccan Chargers","Mumbai Indians",7,0,7,0,"All",Inf,100
"Dwayne Smith",2009,"Jacob Oram","Deccan Chargers","Chennai Super Kings",11,0,3,0,"All",Inf,366.666666666667
"Dwayne Smith",2009,"Lakshmipathy Balaji","Deccan Chargers","Chennai Super Kings",8,0,3,0,"All",Inf,266.666666666667
"Dwayne Smith",2009,"Muthiah Muralidaran","Deccan Chargers","Chennai Super Kings",4,1,4,0,"All",4,100
"Dwayne Smith",2009,"Pradeep Sangwan","Deccan Chargers","Delhi Capitals",2,0,3,0,"All",Inf,66.6666666666667
"Dwayne Smith",2009,"Rajat Bhatia","Deccan Chargers","Delhi Capitals",1,1,2,0,"All",1,50
"Dwayne Smith",2009,"Ravindra Jadeja","Deccan Chargers","Rajasthan Royals",12,0,9,0,"All",Inf,133.333333333333
"Dwayne Smith",2009,"Rohan Raje","Deccan Chargers","Mumbai Indians",9,0,5,0,"All",Inf,180
"Dwayne Smith",2009,"Sanath Jayasuriya","Deccan Chargers","Mumbai Indians",24,2,18,0,"All",12,133.333333333333
"Dwayne Smith",2009,"Shadab Jakati","Deccan Chargers","Chennai Super Kings",9,1,6,0,"All",9,150
"Dwayne Smith",2009,"Shane Harwood","Deccan Chargers","Rajasthan Royals",5,1,5,0,"All",5,100
"Dwayne Smith",2009,"Shane Warne","Deccan Chargers","Rajasthan Royals",10,0,8,0,"All",Inf,125
"Dwayne Smith",2009,"Siddharth Trivedi","Deccan Chargers","Rajasthan Royals",12,0,8,0,"All",Inf,150
"Dwayne Smith",2009,"Sudeep Tyagi","Deccan Chargers","Chennai Super Kings",7,0,2,0,"All",Inf,350
"Dwayne Smith",2009,"Tillakaratne Dilshan","Deccan Chargers","Delhi Capitals",1,0,2,0,"All",Inf,50
"Dwayne Smith",2009,"Yusuf Pathan","Deccan Chargers","Rajasthan Royals",13,1,8,0,"All",13,162.5
"Dwayne Smith",2010,"Anil Kumble","Deccan Chargers","Royal Challengers Bangalore",0,1,1,0,"All",0,0
"Dwayne Smith",2010,"Dale Steyn","Deccan Chargers","Royal Challengers Bangalore",0,0,5,0,"All",NA,0
"Dwayne Smith",2010,"Doug Bollinger","Deccan Chargers","Chennai Super Kings",3,0,3,0,"All",Inf,100
"Dwayne Smith",2010,"Praveen Kumar","Deccan Chargers","Royal Challengers Bangalore",5,0,4,0,"All",Inf,125
"Dwayne Smith",2010,"Shadab Jakati","Deccan Chargers","Chennai Super Kings",1,0,1,0,"All",Inf,100
"Dwayne Smith",2010,"Shane Warne","Deccan Chargers","Rajasthan Royals",2,1,4,0,"All",2,50
"Dwayne Smith",2010,"Shane Watson","Deccan Chargers","Rajasthan Royals",2,0,3,0,"All",Inf,66.6666666666667
"Dwayne Smith",2010,"Thilan Thushara","Deccan Chargers","Chennai Super Kings",9,0,4,0,"All",Inf,225
"Dwayne Smith",2012,"Ajit Chandila","Mumbai Indians","Rajasthan Royals",21,0,7,0,"All",Inf,300
"Dwayne Smith",2012,"Ben Hilfenhaus","Mumbai Indians","Chennai Super Kings",41,0,16,0,"All",Inf,256.25
"Dwayne Smith",2012,"Brad Hogg","Mumbai Indians","Rajasthan Royals",11,0,10,0,"All",Inf,110
"Dwayne Smith",2012,"Dwayne Bravo","Mumbai Indians","Chennai Super Kings",8,0,3,0,"All",Inf,266.666666666667
"Dwayne Smith",2012,"Harshal Patel","Mumbai Indians","Royal Challengers Bangalore",5,1,4,0,"All",5,125
"Dwayne Smith",2012,"Jacques Kallis","Mumbai Indians","Kolkata Knight Riders",0,1,1,0,"All",0,0
"Dwayne Smith",2012,"Jamaluddin Syed Mohammad","Mumbai Indians","Royal Challengers Bangalore",1,0,1,0,"All",Inf,100
"Dwayne Smith",2012,"Muthiah Muralidaran","Mumbai Indians","Royal Challengers Bangalore",2,1,3,0,"All",2,66.6666666666667
"Dwayne Smith",2012,"Ravichandran Ashwin","Mumbai Indians","Chennai Super Kings",5,0,2,0,"All",Inf,250
"Dwayne Smith",2012,"Ravindra Jadeja","Mumbai Indians","Chennai Super Kings",1,0,2,0,"All",Inf,50
"Dwayne Smith",2012,"Shadab Jakati","Mumbai Indians","Chennai Super Kings",7,1,8,0,"All",7,87.5
"Dwayne Smith",2012,"Shane Watson","Mumbai Indians","Rajasthan Royals",10,0,13,0,"All",Inf,76.9230769230769
"Dwayne Smith",2012,"Shaun Tait","Mumbai Indians","Rajasthan Royals",24,0,14,0,"All",Inf,171.428571428571
"Dwayne Smith",2012,"Siddharth Trivedi","Mumbai Indians","Rajasthan Royals",14,0,11,0,"All",Inf,127.272727272727
"Dwayne Smith",2012,"Stuart Binny","Mumbai Indians","Rajasthan Royals",7,0,3,0,"All",Inf,233.333333333333
"Dwayne Smith",2013,"Albie Morkel","Mumbai Indians","Chennai Super Kings",21,0,10,0,"All",Inf,210
"Dwayne Smith",2013,"Amit Mishra","Mumbai Indians","Sunrisers Hyderabad",13,1,8,0,"All",13,162.5
"Dwayne Smith",2013,"Ashok Dinda","Mumbai Indians","Pune Warriors",0,1,1,0,"All",0,0
"Dwayne Smith",2013,"Azhar Mahmood","Mumbai Indians","Punjab Kings",3,0,6,0,"All",Inf,50
"Dwayne Smith",2013,"Chris Morris","Mumbai Indians","Chennai Super Kings",23,0,12,0,"All",Inf,191.666666666667
