"Striker","Season","Batting_Team","Bowling_Team","Stadium","Runs","Dismissed","Balls","Run_Out","Bowler","Average","Strike_Rate"
"Rahul Tripathi",2017,"Rising Pune Supergiants","Royal Challengers Bangalore","M Chinnaswamy Stadium",31,1,23,0,"All",31,134.782608695652
"Rahul Tripathi",2017,"Rising Pune Supergiants","Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",37,1,28,0,"All",37,132.142857142857
"Rahul Tripathi",2017,"Rising Pune Supergiants","Sunrisers Hyderabad","Maharashtra Cricket Association Stadium",59,1,41,1,"All",Inf,143.90243902439
"Rahul Tripathi",2017,"Rising Pune Supergiants","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",1,1,4,1,"All",Inf,25
"Rahul Tripathi",2018,"Rajasthan Royals","Chennai Super Kings","Maharashtra Cricket Association Stadium",5,1,5,0,"All",5,100
"Rahul Tripathi",2018,"Rajasthan Royals","Delhi Capitals","Feroz Shah Kotla",9,1,8,1,"All",Inf,112.5
"Rahul Tripathi",2018,"Rajasthan Royals","Delhi Capitals","Sawai Mansingh Stadium",15,0,11,0,"All",Inf,136.363636363636
"Rahul Tripathi",2018,"Rajasthan Royals","Kolkata Knight Riders","Eden Gardens",47,2,28,0,"All",23.5,167.857142857143
"Rahul Tripathi",2018,"Rajasthan Royals","Kolkata Knight Riders","Sawai Mansingh Stadium",15,1,11,0,"All",15,136.363636363636
"Rahul Tripathi",2018,"Rajasthan Royals","Mumbai Indians","Sawai Mansingh Stadium",9,1,8,0,"All",9,112.5
"Rahul Tripathi",2018,"Rajasthan Royals","Punjab Kings","Holkar Cricket Stadium",11,1,13,0,"All",11,84.6153846153846
"Rahul Tripathi",2018,"Rajasthan Royals","Royal Challengers Bangalore","M Chinnaswamy Stadium",14,0,5,0,"All",Inf,280
"Rahul Tripathi",2018,"Rajasthan Royals","Royal Challengers Bangalore","Sawai Mansingh Stadium",80,0,58,0,"All",Inf,137.931034482759
"Rahul Tripathi",2018,"Rajasthan Royals","Sunrisers Hyderabad","Rajiv Gandhi International Stadium",17,1,15,0,"All",17,113.333333333333
"Rahul Tripathi",2018,"Rajasthan Royals","Sunrisers Hyderabad","Sawai Mansingh Stadium",4,1,5,0,"All",4,80
"Rahul Tripathi",2019,"Rajasthan Royals","Chennai Super Kings","MA Chidambaram Stadium",39,1,24,0,"All",39,162.5
"Rahul Tripathi",2019,"Rajasthan Royals","Chennai Super Kings","Sawai Mansingh Stadium",10,1,12,0,"All",10,83.3333333333333
"Rahul Tripathi",2019,"Rajasthan Royals","Kolkata Knight Riders","Sawai Mansingh Stadium",6,1,8,0,"All",6,75
"Rahul Tripathi",2019,"Rajasthan Royals","Mumbai Indians","Wankhede Stadium",1,1,2,0,"All",1,50
"Rahul Tripathi",2019,"Rajasthan Royals","Punjab Kings","Punjab Cricket Association IS Bindra Stadium",50,1,45,0,"All",50,111.111111111111
"Rahul Tripathi",2019,"Rajasthan Royals","Punjab Kings","Sawai Mansingh Stadium",1,1,4,0,"All",1,25
"Rahul Tripathi",2019,"Rajasthan Royals","Royal Challengers Bangalore","Sawai Mansingh Stadium",34,0,23,0,"All",Inf,147.826086956522
"Rahul Tripathi",2020,"Kolkata Knight Riders","Chennai Super Kings","Dubai International Cricket Stadium",3,0,2,0,"All",Inf,150
"Rahul Tripathi",2020,"Kolkata Knight Riders","Chennai Super Kings","Zayed Cricket Stadium",81,1,51,0,"All",81,158.823529411765
"Rahul Tripathi",2020,"Kolkata Knight Riders","Delhi Capitals","Sharjah Cricket Stadium",36,1,16,0,"All",36,225
"Rahul Tripathi",2020,"Kolkata Knight Riders","Delhi Capitals","Zayed Cricket Stadium",13,1,12,0,"All",13,108.333333333333
"Rahul Tripathi",2020,"Kolkata Knight Riders","Mumbai Indians","Zayed Cricket Stadium",7,1,9,0,"All",7,77.7777777777778
"Rahul Tripathi",2020,"Kolkata Knight Riders","Punjab Kings","Sharjah Cricket Stadium",7,1,4,0,"All",7,175
"Rahul Tripathi",2020,"Kolkata Knight Riders","Punjab Kings","Zayed Cricket Stadium",4,1,10,0,"All",4,40
"Rahul Tripathi",2020,"Kolkata Knight Riders","Rajasthan Royals","Dubai International Cricket Stadium",39,1,34,0,"All",39,114.705882352941
"Rahul Tripathi",2020,"Kolkata Knight Riders","Royal Challengers Bangalore","Sharjah Cricket Stadium",16,1,22,0,"All",16,72.7272727272727
"Rahul Tripathi",2020,"Kolkata Knight Riders","Royal Challengers Bangalore","Zayed Cricket Stadium",1,1,5,0,"All",1,20
"Rahul Tripathi",2020,"Kolkata Knight Riders","Sunrisers Hyderabad","Zayed Cricket Stadium",23,1,16,0,"All",23,143.75
"Rahul Tripathi",2021,"Kolkata Knight Riders","Chennai Super Kings","Dubai International Cricket Stadium",2,1,3,0,"All",2,66.6666666666667
"Rahul Tripathi",2021,"Kolkata Knight Riders","Chennai Super Kings","Wankhede Stadium",8,1,9,0,"All",8,88.8888888888889
"Rahul Tripathi",2021,"Kolkata Knight Riders","Chennai Super Kings","Zayed Cricket Stadium",45,1,33,0,"All",45,136.363636363636
"Rahul Tripathi",2021,"Kolkata Knight Riders","Delhi Capitals","Narendra Modi Stadium",19,1,17,0,"All",19,111.764705882353
"Rahul Tripathi",2021,"Kolkata Knight Riders","Delhi Capitals","Sharjah Cricket Stadium",21,1,16,0,"All",21,131.25
"Rahul Tripathi",2021,"Kolkata Knight Riders","Mumbai Indians","MA Chidambaram Stadium",5,1,5,0,"All",5,100
"Rahul Tripathi",2021,"Kolkata Knight Riders","Mumbai Indians","Zayed Cricket Stadium",74,0,42,0,"All",Inf,176.190476190476
"Rahul Tripathi",2021,"Kolkata Knight Riders","Punjab Kings","Dubai International Cricket Stadium",34,1,26,0,"All",34,130.769230769231
"Rahul Tripathi",2021,"Kolkata Knight Riders","Punjab Kings","Narendra Modi Stadium",41,1,32,0,"All",41,128.125
"Rahul Tripathi",2021,"Kolkata Knight Riders","Rajasthan Royals","Sharjah Cricket Stadium",21,1,14,0,"All",21,150
"Rahul Tripathi",2021,"Kolkata Knight Riders","Rajasthan Royals","Wankhede Stadium",36,1,26,0,"All",36,138.461538461538
"Rahul Tripathi",2021,"Kolkata Knight Riders","Royal Challengers Bangalore","MA Chidambaram Stadium",25,1,20,0,"All",25,125
"Rahul Tripathi",2021,"Kolkata Knight Riders","Royal Challengers Bangalore","Sharjah Cricket Stadium",6,1,5,0,"All",6,120
"Rahul Tripathi",2021,"Kolkata Knight Riders","Sunrisers Hyderabad","Dubai International Cricket Stadium",7,1,6,0,"All",7,116.666666666667
"Rahul Tripathi",2021,"Kolkata Knight Riders","Sunrisers Hyderabad","MA Chidambaram Stadium",53,1,29,0,"All",53,182.758620689655
"Rahul Tripathi",2022,"Sunrisers Hyderabad","Chennai Super Kings","Dr DY Patil Sports Academy",39,0,15,0,"All",Inf,260
"Rahul Tripathi",2022,"Sunrisers Hyderabad","Chennai Super Kings","Maharashtra Cricket Association Stadium",0,1,1,0,"All",0,0
"Rahul Tripathi",2022,"Sunrisers Hyderabad","Delhi Capitals","Brabourne Stadium",22,1,18,0,"All",22,122.222222222222
"Rahul Tripathi",2022,"Sunrisers Hyderabad","Gujarat Titans","Dr DY Patil Sports Academy",17,1,11,0,"All",17,154.545454545455
"Rahul Tripathi",2022,"Sunrisers Hyderabad","Gujarat Titans","Wankhede Stadium",16,1,10,0,"All",16,160
"Rahul Tripathi",2022,"Sunrisers Hyderabad","Kolkata Knight Riders","Brabourne Stadium",71,1,37,0,"All",71,191.891891891892
"Rahul Tripathi",2022,"Sunrisers Hyderabad","Kolkata Knight Riders","Maharashtra Cricket Association Stadium",9,1,12,0,"All",9,75
"Rahul Tripathi",2022,"Sunrisers Hyderabad","Lucknow Super Giants","Dr DY Patil Sports Academy",44,1,30,0,"All",44,146.666666666667
"Rahul Tripathi",2022,"Sunrisers Hyderabad","Mumbai Indians","Wankhede Stadium",76,1,44,0,"All",76,172.727272727273
"Rahul Tripathi",2022,"Sunrisers Hyderabad","Punjab Kings","Dr DY Patil Sports Academy",34,1,22,0,"All",34,154.545454545455
"Rahul Tripathi",2022,"Sunrisers Hyderabad","Punjab Kings","Wankhede Stadium",20,1,18,0,"All",20,111.111111111111
"Rahul Tripathi",2022,"Sunrisers Hyderabad","Rajasthan Royals","Maharashtra Cricket Association Stadium",0,1,3,0,"All",0,0
"Rahul Tripathi",2022,"Sunrisers Hyderabad","Royal Challengers Bangalore","Brabourne Stadium",7,0,3,0,"All",Inf,233.333333333333
"Rahul Tripathi",2022,"Sunrisers Hyderabad","Royal Challengers Bangalore","Wankhede Stadium",58,1,37,0,"All",58,156.756756756757
"Raiphi Gomez",2011,"Kochi Tuskers Kerala","Deccan Chargers","Nehru Stadium",0,1,1,0,"All",0,0
"Raiphi Gomez",2011,"Kochi Tuskers Kerala","Kolkata Knight Riders","Eden Gardens",10,0,10,0,"All",Inf,100
"Raiphi Gomez",2011,"Kochi Tuskers Kerala","Kolkata Knight Riders","Nehru Stadium",1,0,1,0,"All",Inf,100
"Raiphi Gomez",2011,"Kochi Tuskers Kerala","Pune Warriors","Dr DY Patil Sports Academy",26,0,18,0,"All",Inf,144.444444444444
"Raiphi Gomez",2011,"Kochi Tuskers Kerala","Punjab Kings","Holkar Cricket Stadium",2,1,3,0,"All",2,66.6666666666667
"Raiphi Gomez",2011,"Kochi Tuskers Kerala","Rajasthan Royals","Sawai Mansingh Stadium",0,1,1,0,"All",0,0
"Raiphi Gomez",2011,"Kochi Tuskers Kerala","Royal Challengers Bangalore","M Chinnaswamy Stadium",7,1,15,0,"All",7,46.6666666666667
"Raiphi Gomez",2011,"Kochi Tuskers Kerala","Royal Challengers Bangalore","Nehru Stadium",0,1,1,0,"All",0,0
"Raiphi Gomez",2013,"Pune Warriors","Delhi Capitals","Subrata Roy Sahara Stadium",4,0,1,0,"All",Inf,400
"Raj Bawa",2022,"Punjab Kings","Kolkata Knight Riders","Wankhede Stadium",11,1,13,0,"All",11,84.6153846153846
"Raj Bawa",2022,"Punjab Kings","Royal Challengers Bangalore","Dr DY Patil Sports Academy",0,1,1,0,"All",0,0
"Rajagopal Sathish",2010,"Mumbai Indians","Chennai Super Kings","Brabourne Stadium",5,1,9,0,"All",5,55.5555555555556
"Rajagopal Sathish",2010,"Mumbai Indians","Chennai Super Kings","MA Chidambaram Stadium",4,1,5,1,"All",Inf,80
"Rajagopal Sathish",2010,"Mumbai Indians","Deccan Chargers","Dr DY Patil Sports Academy",3,1,5,0,"All",3,60
"Rajagopal Sathish",2010,"Mumbai Indians","Kolkata Knight Riders","Brabourne Stadium",21,0,11,0,"All",Inf,190.909090909091
"Rajagopal Sathish",2010,"Mumbai Indians","Kolkata Knight Riders","Eden Gardens",11,1,11,0,"All",11,100
"Rajagopal Sathish",2010,"Mumbai Indians","Punjab Kings","Brabourne Stadium",17,0,9,0,"All",Inf,188.888888888889
"Rajagopal Sathish",2010,"Mumbai Indians","Punjab Kings","Punjab Cricket Association Stadium",20,1,17,0,"All",20,117.647058823529
"Rajagopal Sathish",2010,"Mumbai Indians","Rajasthan Royals","Brabourne Stadium",6,1,5,1,"All",Inf,120
"Rajagopal Sathish",2010,"Mumbai Indians","Rajasthan Royals","Sawai Mansingh Stadium",1,0,2,0,"All",Inf,50
"Rajagopal Sathish",2010,"Mumbai Indians","Royal Challengers Bangalore","Brabourne Stadium",24,1,22,0,"All",24,109.090909090909
"Rajagopal Sathish",2011,"Mumbai Indians","Chennai Super Kings","Wankhede Stadium",0,1,7,0,"All",0,0
"Rajagopal Sathish",2011,"Mumbai Indians","Rajasthan Royals","Sawai Mansingh Stadium",7,1,6,0,"All",7,116.666666666667
"Rajagopal Sathish",2011,"Mumbai Indians","Royal Challengers Bangalore","MA Chidambaram Stadium",18,0,21,0,"All",Inf,85.7142857142857
"Rajagopal Sathish",2013,"Punjab Kings","Chennai Super Kings","MA Chidambaram Stadium",0,1,1,0,"All",0,0
"Rajagopal Sathish",2013,"Punjab Kings","Chennai Super Kings","Punjab Cricket Association Stadium",8,1,6,0,"All",8,133.333333333333
"Rajagopal Sathish",2013,"Punjab Kings","Delhi Capitals","Himachal Pradesh Cricket Association Stadium",22,1,13,0,"All",22,169.230769230769
"Rajagopal Sathish",2013,"Punjab Kings","Rajasthan Royals","Punjab Cricket Association Stadium",4,0,3,0,"All",Inf,133.333333333333
"Rajagopal Sathish",2013,"Punjab Kings","Rajasthan Royals","Sawai Mansingh Stadium",11,1,12,0,"All",11,91.6666666666667
"Rajagopal Sathish",2013,"Punjab Kings","Royal Challengers Bangalore","M Chinnaswamy Stadium",12,0,6,0,"All",Inf,200
"Rajagopal Sathish",2013,"Punjab Kings","Royal Challengers Bangalore","Punjab Cricket Association Stadium",27,0,18,0,"All",Inf,150
"Rajagopal Sathish",2013,"Punjab Kings","Sunrisers Hyderabad","Punjab Cricket Association Stadium",25,1,18,1,"All",Inf,138.888888888889
"Rajagopal Sathish",2016,"Kolkata Knight Riders","Delhi Capitals","Feroz Shah Kotla",6,1,7,0,"All",6,85.7142857142857
"Rajagopal Sathish",2016,"Kolkata Knight Riders","Rising Pune Supergiants","Maharashtra Cricket Association Stadium",10,1,8,0,"All",10,125
"Rajagopal Sathish",2016,"Kolkata Knight Riders","Sunrisers Hyderabad","Feroz Shah Kotla",8,1,9,0,"All",8,88.8888888888889
"Rajat Bhatia",2008,"Delhi Capitals","Mumbai Indians","Dr DY Patil Sports Academy",9,1,8,0,"All",9,112.5
"Rajat Bhatia",2008,"Delhi Capitals","Punjab Kings","Punjab Cricket Association Stadium",17,1,15,0,"All",17,113.333333333333
"Rajat Bhatia",2008,"Delhi Capitals","Royal Challengers Bangalore","Feroz Shah Kotla",8,0,5,0,"All",Inf,160
"Rajat Bhatia",2009,"Delhi Capitals","Chennai Super Kings","New Wanderers Stadium",2,1,7,0,"All",2,28.5714285714286
"Rajat Bhatia",2009,"Delhi Capitals","Deccan Chargers","Kingsmead",0,1,1,0,"All",0,0
"Rajat Bhatia",2009,"Delhi Capitals","Deccan Chargers","SuperSport Park",4,1,2,0,"All",4,200
"Rajat Bhatia",2009,"Delhi Capitals","Mumbai Indians","SuperSport Park",2,1,7,0,"All",2,28.5714285714286
"Rajat Bhatia",2009,"Delhi Capitals","Punjab Kings","OUTsurance Oval",0,1,1,0,"All",0,0
"Rajat Bhatia",2010,"Delhi Capitals","Chennai Super Kings","Feroz Shah Kotla",21,1,9,0,"All",21,233.333333333333
"Rajat Bhatia",2010,"Delhi Capitals","Kolkata Knight Riders","Eden Gardens",2,1,3,1,"All",Inf,66.6666666666667
"Rajat Bhatia",2010,"Delhi Capitals","Punjab Kings","Feroz Shah Kotla",1,1,5,0,"All",1,20
"Rajat Bhatia",2011,"Kolkata Knight Riders","Chennai Super Kings","MA Chidambaram Stadium",0,0,1,0,"All",NA,0
"Rajat Bhatia",2011,"Kolkata Knight Riders","Kochi Tuskers Kerala","Eden Gardens",10,1,8,1,"All",Inf,125
"Rajat Bhatia",2011,"Kolkata Knight Riders","Kochi Tuskers Kerala","Nehru Stadium",1,0,1,0,"All",Inf,100
"Rajat Bhatia",2011,"Kolkata Knight Riders","Mumbai Indians","Eden Gardens",11,1,6,1,"All",Inf,183.333333333333
"Rajat Bhatia",2011,"Kolkata Knight Riders","Mumbai Indians","Wankhede Stadium",2,0,3,0,"All",Inf,66.6666666666667
"Rajat Bhatia",2011,"Kolkata Knight Riders","Pune Warriors","Dr DY Patil Sports Academy",1,0,3,0,"All",Inf,33.3333333333333
"Rajat Bhatia",2012,"Kolkata Knight Riders","Chennai Super Kings","Eden Gardens",1,0,1,0,"All",Inf,100
"Rajat Bhatia",2012,"Kolkata Knight Riders","Delhi Capitals","Eden Gardens",7,1,9,0,"All",7,77.7777777777778
"Rajat Bhatia",2012,"Kolkata Knight Riders","Mumbai Indians","Wankhede Stadium",12,1,7,0,"All",12,171.428571428571
"Rajat Bhatia",2012,"Kolkata Knight Riders","Punjab Kings","Eden Gardens",3,0,2,0,"All",Inf,150
"Rajat Bhatia",2012,"Kolkata Knight Riders","Rajasthan Royals","Sawai Mansingh Stadium",8,1,8,0,"All",8,100
"Rajat Bhatia",2012,"Kolkata Knight Riders","Royal Challengers Bangalore","M Chinnaswamy Stadium",4,0,1,0,"All",Inf,400
"Rajat Bhatia",2013,"Kolkata Knight Riders","Chennai Super Kings","Eden Gardens",1,1,10,0,"All",1,10
"Rajat Bhatia",2013,"Kolkata Knight Riders","Delhi Capitals","Shaheed Veer Narayan Singh International Stadium",26,0,26,0,"All",Inf,100
"Rajat Bhatia",2013,"Kolkata Knight Riders","Mumbai Indians","Eden Gardens",1,0,1,0,"All",Inf,100
"Rajat Bhatia",2013,"Kolkata Knight Riders","Mumbai Indians","Wankhede Stadium",4,1,5,0,"All",4,80
"Rajat Bhatia",2013,"Kolkata Knight Riders","Pune Warriors","JSCA International Stadium Complex",10,1,9,1,"All",Inf,111.111111111111
"Rajat Bhatia",2013,"Kolkata Knight Riders","Pune Warriors","Subrata Roy Sahara Stadium",13,0,5,0,"All",Inf,260
"Rajat Bhatia",2013,"Kolkata Knight Riders","Punjab Kings","Punjab Cricket Association Stadium",16,1,6,0,"All",16,266.666666666667
"Rajat Bhatia",2013,"Kolkata Knight Riders","Rajasthan Royals","Sawai Mansingh Stadium",12,1,7,0,"All",12,171.428571428571
"Rajat Bhatia",2013,"Kolkata Knight Riders","Royal Challengers Bangalore","JSCA International Stadium Complex",3,0,4,0,"All",Inf,75
"Rajat Bhatia",2013,"Kolkata Knight Riders","Royal Challengers Bangalore","M Chinnaswamy Stadium",13,1,7,0,"All",13,185.714285714286
"Rajat Bhatia",2014,"Rajasthan Royals","Chennai Super Kings","Dubai International Cricket Stadium",23,1,20,0,"All",23,115
"Rajat Bhatia",2014,"Rajasthan Royals","Chennai Super Kings","JSCA International Stadium Complex",7,1,4,0,"All",7,175
"Rajat Bhatia",2014,"Rajasthan Royals","Delhi Capitals","Feroz Shah Kotla",17,1,13,0,"All",17,130.769230769231
"Rajat Bhatia",2014,"Rajasthan Royals","Kolkata Knight Riders","Sardar Patel Stadium",6,0,1,0,"All",Inf,600
"Rajat Bhatia",2014,"Rajasthan Royals","Mumbai Indians","Sardar Patel Stadium",6,0,4,0,"All",Inf,150
"Rajat Bhatia",2014,"Rajasthan Royals","Sunrisers Hyderabad","Sardar Patel Stadium",4,1,8,0,"All",4,50
"Rajat Bhatia",2014,"Rajasthan Royals","Sunrisers Hyderabad","Sheikh Zayed Stadium",4,1,3,0,"All",4,133.333333333333
"Rajat Bhatia",2015,"Rajasthan Royals","Chennai Super Kings","MA Chidambaram Stadium",0,1,1,0,"All",0,0
"Rajat Bhatia",2016,"Rising Pune Supergiants","Gujarat Lions","Saurashtra Cricket Association Stadium",0,0,2,0,"All",NA,0
"Rajat Bhatia",2016,"Rising Pune Supergiants","Kolkata Knight Riders","Maharashtra Cricket Association Stadium",1,0,1,0,"All",Inf,100
"Rajat Bhatia",2016,"Rising Pune Supergiants","Mumbai Indians","Maharashtra Cricket Association Stadium",3,0,2,0,"All",Inf,150
"Rajat Bhatia",2016,"Rising Pune Supergiants","Royal Challengers Bangalore","M Chinnaswamy Stadium",9,0,4,0,"All",Inf,225
"Rajat Bhatia",2016,"Rising Pune Supergiants","Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",21,1,11,0,"All",21,190.909090909091
"Rajat Bhatia",2017,"Rising Pune Supergiants","Delhi Capitals","Maharashtra Cricket Association Stadium",16,1,17,0,"All",16,94.1176470588235
"Rajat Patidar",2021,"Royal Challengers Bangalore","Delhi Capitals","Narendra Modi Stadium",31,1,22,0,"All",31,140.909090909091
"Rajat Patidar",2021,"Royal Challengers Bangalore","Kolkata Knight Riders","MA Chidambaram Stadium",1,1,2,0,"All",1,50
"Rajat Patidar",2021,"Royal Challengers Bangalore","Mumbai Indians","MA Chidambaram Stadium",8,1,8,0,"All",8,100
"Rajat Patidar",2021,"Royal Challengers Bangalore","Punjab Kings","Narendra Modi Stadium",31,1,30,0,"All",31,103.333333333333
"Rajat Patidar",2022,"Royal Challengers Bangalore","Chennai Super Kings","Maharashtra Cricket Association Stadium",21,1,15,0,"All",21,140
"Rajat Patidar",2022,"Royal Challengers Bangalore","Gujarat Titans","Brabourne Stadium",52,1,32,0,"All",52,162.5
"Rajat Patidar",2022,"Royal Challengers Bangalore","Lucknow Super Giants","Eden Gardens",112,0,54,0,"All",Inf,207.407407407407
"Rajat Patidar",2022,"Royal Challengers Bangalore","Punjab Kings","Brabourne Stadium",26,1,21,0,"All",26,123.809523809524
"Rajat Patidar",2022,"Royal Challengers Bangalore","Rajasthan Royals","Maharashtra Cricket Association Stadium",16,1,16,0,"All",16,100
"Rajat Patidar",2022,"Royal Challengers Bangalore","Rajasthan Royals","Narendra Modi Stadium",58,1,42,0,"All",58,138.095238095238
"Rajat Patidar",2022,"Royal Challengers Bangalore","Sunrisers Hyderabad","Wankhede Stadium",48,1,38,0,"All",48,126.315789473684
"Rajesh Bishnoi",2009,"Royal Challengers Bangalore","Chennai Super Kings","St George's Park",0,1,1,0,"All",0,0
"Rajesh Bishnoi",2009,"Royal Challengers Bangalore","Deccan Chargers","Newlands",1,1,2,1,"All",Inf,50
"Rajesh Bishnoi",2009,"Royal Challengers Bangalore","Punjab Kings","Kingsmead",18,1,14,0,"All",18,128.571428571429
"Raju Bhatkal",2012,"Royal Challengers Bangalore","Chennai Super Kings","MA Chidambaram Stadium",0,1,2,0,"All",0,0
"Ramandeep Singh",2022,"Mumbai Indians","Delhi Capitals","Wankhede Stadium",13,0,6,0,"All",Inf,216.666666666667
"Ramandeep Singh",2022,"Mumbai Indians","Kolkata Knight Riders","Dr DY Patil Sports Academy",12,1,16,0,"All",12,75
"Ramandeep Singh",2022,"Mumbai Indians","Royal Challengers Bangalore","Maharashtra Cricket Association Stadium",6,1,12,0,"All",6,50
"Ramandeep Singh",2022,"Mumbai Indians","Sunrisers Hyderabad","Wankhede Stadium",14,0,6,0,"All",Inf,233.333333333333
"Ramesh Powar",2008,"Punjab Kings","Chennai Super Kings","Wankhede Stadium",28,0,21,0,"All",Inf,133.333333333333
"Ramesh Powar",2009,"Punjab Kings","Chennai Super Kings","Kingsmead",7,0,5,0,"All",Inf,140
"Ramesh Powar",2009,"Punjab Kings","Mumbai Indians","Kingsmead",10,1,10,1,"All",Inf,100
"Ramesh Powar",2009,"Punjab Kings","Rajasthan Royals","Kingsmead",6,0,7,0,"All",Inf,85.7142857142857
"Ramesh Powar",2010,"Punjab Kings","Chennai Super Kings","MA Chidambaram Stadium",2,0,1,0,"All",Inf,200
"Ramesh Powar",2010,"Punjab Kings","Delhi Capitals","Punjab Cricket Association Stadium",3,1,7,0,"All",3,42.8571428571429
"Ramesh Powar",2011,"Kochi Tuskers Kerala","Delhi Capitals","Nehru Stadium",0,1,1,0,"All",0,0
"Ramesh Powar",2011,"Kochi Tuskers Kerala","Kolkata Knight Riders","Eden Gardens",3,0,6,0,"All",Inf,50
"Ramesh Powar",2011,"Kochi Tuskers Kerala","Royal Challengers Bangalore","M Chinnaswamy Stadium",8,0,6,0,"All",Inf,133.333333333333
"Ramnaresh Sarwan",2008,"Punjab Kings","Chennai Super Kings","MA Chidambaram Stadium",20,1,22,0,"All",20,90.9090909090909
"Ramnaresh Sarwan",2008,"Punjab Kings","Deccan Chargers","Rajiv Gandhi International Stadium",15,1,15,1,"All",Inf,100
"Ramnaresh Sarwan",2008,"Punjab Kings","Mumbai Indians","Punjab Cricket Association Stadium",7,1,9,0,"All",7,77.7777777777778
"Ramnaresh Sarwan",2008,"Punjab Kings","Royal Challengers Bangalore","M Chinnaswamy Stadium",31,1,29,0,"All",31,106.896551724138
