Match_Id,Stadium,Toss,POTM,Match_days,Batting.Team,Chasing.Team,Season
335982,M Chinnaswamy Stadium,"Royal Challengers Bangalore, Bowl",Brendon McCullum,"18 April 2008, Night","Sourav Ganguly, Brendon McCullum, Ricky Ponting, David Hussey, Mohammad Hafeez, Laxmi Shukla, Wriddhiman Saha, Ajit Agarkar, Ashok Dinda, Murali Kartik, Ishant Sharma","Rahul Dravid, Wasim Jaffer, Virat Kohli, Jacques Kallis, Cameron White, Mark Boucher, Balachandra Akhil, Ashley Noffke, Praveen Kumar, Zaheer Khan, Sunil Joshi",2008
335983,Punjab Cricket Association Stadium,"Chennai Super Kings, Bat",Michael Hussey,"19 April 2008, Daynight","Parthiv Patel, Matthew Hayden, Michael Hussey, MS Dhoni, Suresh Raina, Jacob Oram, S Badrinath, Joginder Sharma, Palani Amarnath, Manpreet Gony, Muthiah Muralidaran","Karan Goel, James Hopes, Kumar Sangakkara, Yuvraj Singh, Simon Katich, Irfan Pathan, Pankaj Dharmani, Brett Lee, Piyush Chawla, Wilkin Mota, Sreesanth",2008
335984,Feroz Shah Kotla,"Rajasthan Royals, Bat",Farveez Maharoof,"19 April 2008, Night","Taruwar Kohli, Yusuf Pathan, Shane Watson, Mohammad Kaif, Darren Lehmann, Ravindra Jadeja, Mahesh Rawat, Dinesh Salunkhe, Shane Warne, Siddharth Trivedi, Munaf Patel","Gautam Gambhir, Virender Sehwag, Shikhar Dhawan, Manoj Tiwary, Dinesh Karthik, †, Rajat Bhatia, Mithun Manhas, Daniel Vettori, Farveez Maharoof, Brett Geeves, Glenn McGrath",2008
335986,Eden Gardens,"Deccan Chargers, Bat",David Hussey,"20 April 2008, Daynight","Adam Gilchrist, Venugopal Rao, VVS Laxman, Andrew Symonds, Rohit Sharma, Scott Styris, Arjun Yadav, Sanjay Bangar, Chaminda Vaas, RP Singh, Pragyan Ojha","Wriddhiman Saha, Brendon McCullum, Ricky Ponting, Sourav Ganguly, David Hussey, Mohammad Hafeez, Laxmi Shukla, Ajit Agarkar, Ashok Dinda, Murali Kartik, Ishant Sharma",2008
335985,Wankhede Stadium,"Mumbai Indians, Bat",Mark Boucher,"20 April 2008, Night","Luke Ronchi, Sanath Jayasuriya, Dominic Thornely, Robin Uthappa, Pinal Shah, Abhishek Nayar, Shaun Pollock, Harbhajan Singh, Musavir Khote, Ashish Nehra, Dhawal Kulkarni","Shivnarine Chanderpaul, Rahul Dravid, Ross Taylor, Jacques Kallis, Virat Kohli, Mark Boucher, Balachandra Akhil, Praveen Kumar, Zaheer Khan, Sunil Joshi, Vinay Kumar",2008
335987,Sawai Mansingh Stadium,"Punjab Kings, Bat",Shane Watson,"21 April 2008, Night","Karan Goel, James Hopes, Kumar Sangakkara, Mahela Jayawardene, Yuvraj Singh, Irfan Pathan, Sunny Sohal, Brett Lee, Piyush Chawla, Wilkin Mota, Sreesanth","Mohammad Kaif, Kamran Akmal, Yusuf Pathan, Shane Watson, Darren Lehmann, Ravindra Jadeja, Pankaj Singh, Dinesh Salunkhe, Shane Warne, (c), Siddharth Trivedi, Munaf Patel",2008
335988,Rajiv Gandhi International Stadium,"Deccan Chargers, Bat",Virender Sehwag,"22 April 2008, Night","Adam Gilchrist, Venugopal Rao, VVS Laxman, Andrew Symonds, Rohit Sharma, Shahid Afridi, Sanjay Bangar, Arjun Yadav, Chaminda Vaas, RP Singh, Pragyan Ojha","Gautam Gambhir, Virender Sehwag, Shikhar Dhawan, Shoaib Malik, Dinesh Karthik, †, Manoj Tiwary, Rajat Bhatia, Farveez Maharoof, Mohammad Asif, Yo Mahesh, Glenn McGrath",2008
335989,MA Chidambaram Stadium,"Mumbai Indians, Bowl",Matthew Hayden,"23 April 2008, Night","Parthiv Patel, Matthew Hayden, Michael Hussey, Suresh Raina, MS Dhoni, Jacob Oram, S Badrinath, Joginder Sharma, Palani Amarnath, Manpreet Gony, Muthiah Muralidaran","Luke Ronchi, Sanath Jayasuriya, Robin Uthappa, Shaun Pollock, Dwayne Bravo, Abhishek Nayar, Musavir Khote, Harbhajan Singh, Ashish Nehra, Vikrant Yeligati, Dhawal Kulkarni",2008
335990,Rajiv Gandhi International Stadium,"Rajasthan Royals, Bowl",Yusuf Pathan,"24 April 2008, Night","Adam Gilchrist, VVS Laxman, Shahid Afridi, Andrew Symonds, Rohit Sharma, Arjun Yadav, Sanjay Bangar, Chaminda Vaas, RP Singh, Pragyan Ojha, Doddapaneni Kalyankrishna","Kamran Akmal, Graeme Smith, Yusuf Pathan, Shane Watson, Mohammad Kaif, Ravindra Jadeja, Shane Warne, Dinesh Salunkhe, Pankaj Singh, Siddharth Trivedi, Munaf Patel",2008
335991,Punjab Cricket Association Stadium,"Mumbai Indians, Bowl",Kumar Sangakkara,"25 April 2008, Night","Karan Goel, Irfan Pathan, Kumar Sangakkara, Yuvraj Singh, Ramnaresh Sarwan, Mahela Jayawardene, Sunny Sohal, Brett Lee, Piyush Chawla, Sreesanth, Vikram Singh","Luke Ronchi, Sanath Jayasuriya, Robin Uthappa, Dwayne Bravo, Saurabh Tiwary, Shaun Pollock, Abhishek Nayar, Harbhajan Singh, Musavir Khote, Dhawal Kulkarni, Ashish Nehra",2008
335993,MA Chidambaram Stadium,"Kolkata Knight Riders, Bat",Jacob Oram,"26 April 2008, Daynight","Sourav Ganguly, Brendon McCullum, Ricky Ponting, Wriddhiman Saha, David Hussey, Mohammad Hafeez, Laxmi Shukla, Ajit Agarkar, Murali Kartik, Ishant Sharma, Ashok Dinda","Parthiv Patel, Matthew Hayden, MS Dhoni, Michael Hussey, S Badrinath, Suresh Raina, Jacob Oram, Joginder Sharma, Palani Amarnath, Manpreet Gony, Muthiah Muralidaran",2008
335992,M Chinnaswamy Stadium,"Rajasthan Royals, Bowl",Shane Watson,"26 April 2008, Night","Shivnarine Chanderpaul, Rahul Dravid, Ross Taylor, Jacques Kallis, Virat Kohli, Mark Boucher, Praveen Kumar, Sunil Joshi, Zaheer Khan, Vinay Kumar, Anil Kumble","Graeme Smith, Mahesh Rawat, Yusuf Pathan, Shane Watson, Mohammad Kaif, Ravindra Jadeja, Dinesh Salunkhe, Shane Warne, (c), Sohail Tanvir, Siddharth Trivedi, Munaf Patel",2008
335995,Punjab Cricket Association Stadium,"Delhi Capitals, Bat",Simon Katich,"27 April 2008, Daynight","Gautam Gambhir, Virender Sehwag, Shikhar Dhawan, Shoaib Malik, Manoj Tiwary, Dinesh Karthik, Rajat Bhatia, Farveez Maharoof, Yo Mahesh, Mohammad Asif, Glenn McGrath","Karan Goel, Simon Katich, Kumar Sangakkara, Mahela Jayawardene, Yuvraj Singh, Tanmay Srivastava, Irfan Pathan, Brett Lee, Piyush Chawla, Sreesanth, Vikram Singh",2008
335994,Dr DY Patil Sports Academy,"Deccan Chargers, Bowl",Adam Gilchrist,"27 April 2008, Night","Luke Ronchi, Sanath Jayasuriya, Ajinkya Rahane, Robin Uthappa, Shaun Pollock, Abhishek Nayar, Dwayne Bravo, Musavir Khote, Ashish Nehra, Dhawal Kulkarni, Siddharth Chitnis","Adam Gilchrist, VVS Laxman, Andrew Symonds, Rohit Sharma, Shahid Afridi, Sanjay Bangar, Arjun Yadav, RP Singh, Pragyan Ojha, Doddapaneni Kalyankrishna, Nuwan Zoysa",2008
335996,M Chinnaswamy Stadium,"Chennai Super Kings, Bat",MS Dhoni,"28 April 2008, Night","Parthiv Patel, Matthew Hayden, Michael Hussey, Suresh Raina, MS Dhoni, Jacob Oram, S Badrinath, Albie Morkel, Joginder Sharma, Palani Amarnath, Manpreet Gony","Bharat Chipli, Wasim Jaffer, Ross Taylor, Jacques Kallis, Mark Boucher, Virat Kohli, Rahul Dravid, Praveen Kumar, Zaheer Khan, Balachandra Akhil, Dale Steyn",2008
335997,Eden Gardens,"Kolkata Knight Riders, Bat",Sanath Jayasuriya,"29 April 2008, Night","Brendon McCullum, Sourav Ganguly, Ricky Ponting, Debabrata Das, David Hussey, Mohammad Hafeez, Laxmi Shukla, Ajit Agarkar, Murali Kartik, Ishant Sharma, Ashok Dinda","Ajinkya Rahane, Sanath Jayasuriya, Manish Pandey, Robin Uthappa, Dwayne Bravo, Shaun Pollock, (c), Abhishek Nayar, Ashish Nehra, Dhawal Kulkarni, Dilhara Fernando, Pinal Shah, †",2008
335998,Feroz Shah Kotla,"Royal Challengers Bangalore, Bowl",Glenn McGrath,"30 April 2008, Night","Gautam Gambhir, Virender Sehwag, Shikhar Dhawan, Shoaib Malik, Dinesh Karthik, Manoj Tiwary, Rajat Bhatia, Daniel Vettori, Mohammad Asif, Yo Mahesh, Glenn McGrath","Praveen Kumar, Wasim Jaffer, Ross Taylor, Jacques Kallis, Rahul Dravid, Mark Boucher, Virat Kohli, Zaheer Khan, Dale Steyn, Vinay Kumar, Sunil Joshi",2008
336000,Sawai Mansingh Stadium,"Rajasthan Royals, Bat",Swapnil Asnodkar,"1 May 2008, Daynight","Graeme Smith, Swapnil Asnodkar, Mohammad Kaif, Yusuf Pathan, Shane Watson, Ravindra Jadeja, Shane Warne, Sohail Tanvir, Mahesh Rawat, Siddharth Trivedi, Munaf Patel","Salman Butt, Sourav Ganguly, Ajit Agarkar, Brad Hodge, David Hussey, Laxmi Shukla, Debabrata Das, Wriddhiman Saha, Umar Gul, Ishant Sharma, Ashok Dinda",2008
335999,Rajiv Gandhi International Stadium,"Punjab Kings, Bowl",Shaun Marsh,"1 May 2008, Night","Adam Gilchrist, VVS Laxman, Herschelle Gibbs, Rohit Sharma, Shahid Afridi, Venugopal Rao, Sanjay Bangar, Nuwan Zoysa, Doddapaneni Kalyankrishna, RP Singh, Pragyan Ojha","Shaun Marsh, Ramnaresh Sarwan, Kumar Sangakkara, Yuvraj Singh, Mahela Jayawardene, Karan Goel, Irfan Pathan, Piyush Chawla, Sreesanth, Vikram Singh, Gagandeep Singh",2008
336001,MA Chidambaram Stadium,"Chennai Super Kings, Bat",Virender Sehwag,"2 May 2008, Night","Parthiv Patel, Stephen Fleming, Vidyut Sivaramakrishnan, MS Dhoni, Albie Morkel, Suresh Raina, S Badrinath, Joginder Sharma, Makhaya Ntini, Manpreet Gony, Muthiah Muralidaran","Gautam Gambhir, Virender Sehwag, AB de Villiers, Shikhar Dhawan, Shoaib Malik, Dinesh Karthik, †, Rajat Bhatia, Yo Mahesh, Glenn McGrath, Pradeep Sangwan, Mohammad Asif",2008
336034,M Chinnaswamy Stadium,"Deccan Chargers, Bowl",Praveen Kumar,"3 May 2008, Daynight","Bharat Chipli, Wasim Jaffer, Virat Kohli, Jacques Kallis, Misbah-ul-Haq, Rahul Dravid, Mark Boucher, Praveen Kumar, Zaheer Khan, Dale Steyn, Anil Kumble","Adam Gilchrist, VVS Laxman, Herschelle Gibbs, Rohit Sharma, Shahid Afridi, Scott Styris, Arjun Yadav, Sanjay Bangar, RP Singh, Paidikalva Vijaykumar, Pragyan Ojha",2008
336003,Punjab Cricket Association Stadium,"Punjab Kings, Bat",Irfan Pathan,"3 May 2008, Night","Shaun Marsh, James Hopes, Kumar Sangakkara, Yuvraj Singh, Mahela Jayawardene, Karan Goel, Irfan Pathan, Piyush Chawla, Sreesanth, Vikram Singh, Gagandeep Singh","Mohammad Hafeez, Sourav Ganguly, Debabrata Das, Brad Hodge, David Hussey, Laxmi Shukla, Wriddhiman Saha, Ajit Agarkar, Umar Gul, Ishant Sharma, Ashok Dinda",2008
336004,Dr DY Patil Sports Academy,"Delhi Capitals, Bowl",Shaun Pollock,"4 May 2008, Daynight","Yogesh Takawale, Sanath Jayasuriya, Dominic Thornely, Robin Uthappa, Dwayne Bravo, Abhishek Nayar, Shaun Pollock, Saurabh Tiwary, Rohan Raje, Ashish Nehra, Dhawal Kulkarni","Gautam Gambhir, Virender Sehwag, Shikhar Dhawan, AB de Villiers, Shoaib Malik, Dinesh Karthik, Rajat Bhatia, Pradeep Sangwan, Yo Mahesh, Mohammad Asif, Glenn McGrath",2008
336005,Sawai Mansingh Stadium,"Chennai Super Kings, Bat",Sohail Tanvir,"4 May 2008, Night","Parthiv Patel, Stephen Fleming, Vidyut Sivaramakrishnan, Suresh Raina, S Badrinath, MS Dhoni, Albie Morkel, Joginder Sharma, Manpreet Gony, Muthiah Muralidaran, Makhaya Ntini","Graeme Smith, Swapnil Asnodkar, Yusuf Pathan, Shane Watson, Mahesh Rawat, †, Mohammad Kaif, Ravindra Jadeja, Shane Warne, (c), Sohail Tanvir, Siddharth Trivedi, Munaf Patel",2008
336006,M Chinnaswamy Stadium,"Punjab Kings, Bowl",Sreesanth,"5 May 2008, Night","Wasim Jaffer, Virat Kohli, Cameron White, Jacques Kallis, Rahul Dravid, Misbah-ul-Haq, Praveen Kumar, Devraj Patil, Zaheer Khan, Anil Kumble, Dale Steyn","Shaun Marsh, James Hopes, Ramnaresh Sarwan, Yuvraj Singh, Mahela Jayawardene, Irfan Pathan, Piyush Chawla, Uday Kaul, †, Gagandeep Singh, Sreesanth, Vikram Singh",2008
336007,MA Chidambaram Stadium,"Deccan Chargers, Bowl",Adam Gilchrist,"6 May 2008, Night","Parthiv Patel, Stephen Fleming, Srikkanth Anirudha, Suresh Raina, S Badrinath, MS Dhoni, Albie Morkel, Joginder Sharma, Manpreet Gony, Makhaya Ntini, Muthiah Muralidaran","Adam Gilchrist, Herschelle Gibbs, Scott Styris, Rohit Sharma, Shahid Afridi, Venugopal Rao, Sanjay Bangar, Arjun Yadav, RP Singh, Paidikalva Vijaykumar, Pragyan Ojha",2008
336008,Dr DY Patil Sports Academy,"Mumbai Indians, Bowl",Ashish Nehra,"7 May 2008, Night","Graeme Smith, Swapnil Asnodkar, Yusuf Pathan, Shane Watson, Mohammad Kaif, Ravindra Jadeja, Shane Warne, Sohail Tanvir, Mahesh Rawat, Siddharth Trivedi, Munaf Patel","Yogesh Takawale, Sanath Jayasuriya, Robin Uthappa, Dwayne Bravo, Abhishek Nayar, Dominic Thornely, Shaun Pollock, (c), Saurabh Tiwary, Rohan Raje, Ashish Nehra, Dhawal Kulkarni",2008
336009,Feroz Shah Kotla,"Chennai Super Kings, Bowl",MS Dhoni,"8 May 2008, Daynight","Gautam Gambhir, Virender Sehwag, AB de Villiers, Shikhar Dhawan, Shoaib Malik, Dinesh Karthik, Manoj Tiwary, Yo Mahesh, Glenn McGrath, Pradeep Sangwan, Mohammad Asif","Vidyut Sivaramakrishnan, Stephen Fleming, MS Dhoni, Suresh Raina, Albie Morkel, Chamara Kapugedera, S Badrinath, Manpreet Gony, Palani Amarnath, Muthiah Muralidaran, Lakshmipathy Balaji",2008
336010,Eden Gardens,"Kolkata Knight Riders, Bat",Sourav Ganguly,"8 May 2008, Night","Aakash Chopra, Brad Hodge, Sourav Ganguly, David Hussey, Tatenda Taibu, Laxmi Shukla, Wriddhiman Saha, Murali Kartik, Umar Gul, Ishant Sharma, Ashok Dinda","Jagadeesh Arunkumar, Shivnarine Chanderpaul, Mark Boucher, Rahul Dravid, Cameron White, Praveen Kumar, Vinay Kumar, Virat Kohli, Zaheer Khan, Anil Kumble, Dale Steyn",2008
336011,Sawai Mansingh Stadium,"Rajasthan Royals, Bowl",Yusuf Pathan,"9 May 2008, Night","Adam Gilchrist, Herschelle Gibbs, Scott Styris, Rohit Sharma, Shahid Afridi, Sanjay Bangar, Dwaraka Ravi Teja, Venugopal Rao, RP Singh, Pragyan Ojha, Paidikalva Vijaykumar","Graeme Smith, Yusuf Pathan, Mohammad Kaif, Shane Watson, Niraj Patel, Ravindra Jadeja, Shane Warne, (c), Mahesh Rawat, †, Sohail Tanvir, Siddharth Trivedi, Munaf Patel",2008
336013,MA Chidambaram Stadium,"Punjab Kings, Bowl",Lakshmipathy Balaji,"10 May 2008, Night","Vidyut Sivaramakrishnan, Stephen Fleming, Suresh Raina, S Badrinath, MS Dhoni, Albie Morkel, Chamara Kapugedera, Palani Amarnath, Manpreet Gony, Muthiah Muralidaran, Lakshmipathy Balaji","Shaun Marsh, James Hopes, Karan Goel, Ramnaresh Sarwan, Yuvraj Singh, Mahela Jayawardene, Irfan Pathan, Piyush Chawla, Sreesanth, Vikram Singh, Uday Kaul",2008
336014,Rajiv Gandhi International Stadium,"Kolkata Knight Riders, Bat",Sourav Ganguly,"11 May 2008, Daynight","Salman Butt, Aakash Chopra, Sourav Ganguly, David Hussey, Tatenda Taibu, Laxmi Shukla, Wriddhiman Saha, †, Umar Gul, Ishant Sharma, Ashok Dinda, Murali Kartik","Adam Gilchrist, Herschelle Gibbs, Dwaraka Ravi Teja, Rohit Sharma, Scott Styris, Venugopal Rao, Sanjay Bangar, Chaminda Vaas, RP Singh, Paidikalva Vijaykumar, Pragyan Ojha",2008
336015,Sawai Mansingh Stadium,"Rajasthan Royals, Bowl",Shane Watson,"11 May 2008, Night","Gautam Gambhir, Virender Sehwag, Shikhar Dhawan, AB de Villiers, Dinesh Karthik, Tillakaratne Dilshan, Amit Mishra, Farveez Maharoof, Yo Mahesh, Glenn McGrath, Pradeep Sangwan","Yusuf Pathan, Graeme Smith, Mohammad Kaif, Shane Watson, Ravindra Jadeja, Dimitri Mascarenhas, Shane Warne, Niraj Patel, Mahesh Rawat, Siddharth Trivedi, Munaf Patel",2008
336016,Punjab Cricket Association Stadium,"Royal Challengers Bangalore, Bat",Shaun Marsh,"12 May 2008, Night","Jagadeesh Arunkumar, Virat Kohli, Misbah-ul-Haq, Cameron White, Rahul Dravid, Mark Boucher, Praveen Kumar, Vinay Kumar, Zaheer Khan, Anil Kumble, Dale Steyn","Shaun Marsh, James Hopes, Luke Pomersbach, Yuvraj Singh, (c), Mahela Jayawardene, Irfan Pathan, Tanmay Srivastava, Piyush Chawla, Uday Kaul, †, Sreesanth, Vikram Singh",2008
336017,Eden Gardens,"Kolkata Knight Riders, Bat",Shoaib Akhtar,"13 May 2008, Night","Salman Butt, Aakash Chopra, Sourav Ganguly, David Hussey, Tatenda Taibu, Laxmi Shukla, Wriddhiman Saha, Iqbal Abdulla, Ishant Sharma, Ashok Dinda, Shoaib Akhtar","Gautam Gambhir, Virender Sehwag, AB de Villiers, Manoj Tiwary, Shikhar Dhawan, Tillakaratne Dilshan, Amit Mishra, Farveez Maharoof, Yo Mahesh, Pradeep Sangwan, Glenn McGrath",2008
336018,Wankhede Stadium,"Mumbai Indians, Bowl",Sanath Jayasuriya,"14 May 2008, Night","Vidyut Sivaramakrishnan, Stephen Fleming, Suresh Raina, S Badrinath, Chamara Kapugedera, MS Dhoni, Albie Morkel, Joginder Sharma, Manpreet Gony, Lakshmipathy Balaji, Muthiah Muralidaran","Sanath Jayasuriya, Sachin Tendulkar, Robin Uthappa, Dominic Thornely, Dwayne Bravo, Abhishek Nayar, Shaun Pollock, Yogesh Takawale, †, Rohan Raje, Ashish Nehra, Dhawal Kulkarni",2008
336020,Feroz Shah Kotla,"Deccan Chargers, Bowl",Amit Mishra,"15 May 2008, Night","Gautam Gambhir, Virender Sehwag, Shikhar Dhawan, Farveez Maharoof, Tillakaratne Dilshan, Manoj Tiwary, Dinesh Karthik, †, Amit Mishra, Rajat Bhatia, Glenn McGrath, Mohammad Asif","Adam Gilchrist, Shahid Afridi, Herschelle Gibbs, Rohit Sharma, Scott Styris, Venugopal Rao, Dwaraka Ravi Teja, RP Singh, Pragyan Ojha, Paidikalva Vijaykumar, PM Sarvesh Kumar",2008
336021,Wankhede Stadium,"Mumbai Indians, Bowl",Shaun Pollock,"16 May 2008, Night","Salman Butt, Aakash Chopra, Sourav Ganguly, David Hussey, Mohammad Hafeez, Wriddhiman Saha, Laxmi Shukla, Ajit Agarkar, Shoaib Akhtar, Ishant Sharma, Ashok Dinda","Sanath Jayasuriya, Sachin Tendulkar, Robin Uthappa, Dominic Thornely, Dwayne Bravo, Abhishek Nayar, Shaun Pollock, Rajesh Pawar, Yogesh Takawale, †, Rohan Raje, Ashish Nehra",2008
336023,Sawai Mansingh Stadium,"Royal Challengers Bangalore, Bowl",Graeme Smith,"17 May 2008, Daynight","Graeme Smith, Swapnil Asnodkar, Shane Watson, Yusuf Pathan, Mohammad Kaif, Ravindra Jadeja, Shane Warne, (c), Sohail Tanvir, Mahesh Rawat, †, Siddharth Trivedi, Munaf Patel","Jagadeesh Arunkumar, Virat Kohli, Misbah-ul-Haq, Jacques Kallis, Cameron White, Rahul Dravid, Devraj Patil, Praveen Kumar, Zaheer Khan, Anil Kumble, Abdur Razzak",2008
336022,Feroz Shah Kotla,"Delhi Capitals, Bat",Mahela Jayawardene,"17 May 2008, Night","Gautam Gambhir, Virender Sehwag, Shikhar Dhawan, Tillakaratne Dilshan, Farveez Maharoof, Shoaib Malik, Pradeep Sangwan, Dinesh Karthik, †, Amit Mishra, Rajat Bhatia, Glenn McGrath","Shaun Marsh, James Hopes, Yuvraj Singh, Luke Pomersbach, Mahela Jayawardene, Irfan Pathan, Ramesh Powar, Piyush Chawla, Uday Kaul, †, Sreesanth, Vikram Singh",2008
336025,Eden Gardens,"Kolkata Knight Riders, Bat",Makhaya Ntini,"18 May 2008, Daynight","Salman Butt, Mohammad Hafeez, Sourav Ganguly, Debabrata Das, David Hussey, Laxmi Shukla, Wriddhiman Saha, Ajit Agarkar, Ishant Sharma, Ashok Dinda, Shoaib Akhtar","Parthiv Patel, Stephen Fleming, Vidyut Sivaramakrishnan, Suresh Raina, S Badrinath, MS Dhoni, (c)†, Albie Morkel, Manpreet Gony, Lakshmipathy Balaji, Muthiah Muralidaran, Makhaya Ntini",2008
336024,Rajiv Gandhi International Stadium,"Deccan Chargers, Bowl",Dwayne Bravo,"18 May 2008, Night","Sanath Jayasuriya, Sachin Tendulkar, Dominic Thornely, Abhishek Nayar, Robin Uthappa, Dwayne Bravo, Pinal Shah, Yogesh Takawale, Rohan Raje, Ashish Nehra, Dilhara Fernando","Adam Gilchrist, Shahid Afridi, Rohit Sharma, Chamara Silva, Venugopal Rao, Dwaraka Ravi Teja, Nuwan Zoysa, Halhadar Das, RP Singh, Pragyan Ojha, Paidikalva Vijaykumar",2008
336026,M Chinnaswamy Stadium,"Delhi Capitals, Bowl",Shreevats Goswami,"19 May 2008, Night","Jacques Kallis, Bharat Chipli, Shreevats Goswami, Rahul Dravid, Misbah-ul-Haq, Cameron White, Balachandra Akhil, Praveen Kumar, Zaheer Khan, Anil Kumble, Dale Steyn","Gautam Gambhir, Virender Sehwag, AB de Villiers, Tillakaratne Dilshan, Shikhar Dhawan, Dinesh Karthik, Farveez Maharoof, Rajat Bhatia, Yo Mahesh, Pradeep Sangwan, Glenn McGrath",2008
336027,Eden Gardens,"Rajasthan Royals, Bowl",Yusuf Pathan,"20 May 2008, Night","Salman Butt, Mohammad Hafeez, Sourav Ganguly, David Hussey, Debabrata Das, Laxmi Shukla, Wriddhiman Saha, Ajit Agarkar, Umar Gul, Ishant Sharma, Ashok Dinda","Graeme Smith, Swapnil Asnodkar, Sohail Tanvir, Mohammad Kaif, Shane Watson, Yusuf Pathan, Ravindra Jadeja, Shane Warne, (c), Mahesh Rawat, †, Siddharth Trivedi, Munaf Patel",2008
336028,Wankhede Stadium,"Mumbai Indians, Bowl",Shaun Marsh,"21 May 2008, Daynight","Shaun Marsh, James Hopes, Luke Pomersbach, Yuvraj Singh, Mahela Jayawardene, Irfan Pathan, Tanmay Srivastava, Piyush Chawla, Uday Kaul, †, Sreesanth, Vikram Singh","Sanath Jayasuriya, Sachin Tendulkar, Dwayne Smith, Abhishek Nayar, Robin Uthappa, Shaun Pollock, Pinal Shah, Siddharth Chitnis, Dilhara Fernando, Ashish Nehra, Vikrant Yeligati",2008
336029,MA Chidambaram Stadium,"Royal Challengers Bangalore, Bat",Anil Kumble,"21 May 2008, Night","Jacques Kallis, Shreevats Goswami, Virat Kohli, Rahul Dravid, Misbah-ul-Haq, Mark Boucher, Balachandra Akhil, Praveen Kumar, Vinay Kumar, Anil Kumble, Dale Steyn","Parthiv Patel, Stephen Fleming, MS Dhoni, Suresh Raina, S Badrinath, Albie Morkel, Vidyut Sivaramakrishnan, Manpreet Gony, Lakshmipathy Balaji, Makhaya Ntini, Muthiah Muralidaran",2008
336030,Feroz Shah Kotla,NA,NA,"22 May 2008, Night","Jacques Kallis, Shreevats Goswami, Virat Kohli, Rahul Dravid, Misbah-ul-Haq, Mark Boucher, Balachandra Akhil, Praveen Kumar, Vinay Kumar, Anil Kumble, Dale Steyn","Parthiv Patel, Stephen Fleming, MS Dhoni, Suresh Raina, S Badrinath, Albie Morkel, Vidyut Sivaramakrishnan, Manpreet Gony, Lakshmipathy Balaji, Makhaya Ntini, Muthiah Muralidaran",2008
336031,Punjab Cricket Association Stadium,"Punjab Kings, Bowl",Shaun Marsh,"23 May 2008, Night","Adam Gilchrist, Herschelle Gibbs, Rohit Sharma, Venugopal Rao, Chamara Silva, Scott Styris, Dwaraka Ravi Teja, Sanjay Bangar, RP Singh, Pragyan Ojha, Paidikalva Vijaykumar","Shaun Marsh, Kumar Sangakkara, Yuvraj Singh, Luke Pomersbach, Mahela Jayawardene, Piyush Chawla, Tanmay Srivastava, Ramesh Powar, Gagandeep Singh, Vikram Singh, Sreesanth",2008
336033,MA Chidambaram Stadium,"Rajasthan Royals, Bat",Albie Morkel,"24 May 2008, Daynight","Graeme Smith, Swapnil Asnodkar, Kamran Akmal, Yusuf Pathan, Mohammad Kaif, Taruwar Kohli, Dinesh Salunkhe, Shane Warne, (c), Sohail Tanvir, Pankaj Singh, Munaf Patel","Parthiv Patel, Stephen Fleming, Suresh Raina, Albie Morkel, MS Dhoni, S Badrinath, Manpreet Gony, Abhinav Mukund, Lakshmipathy Balaji, Muthiah Muralidaran, Makhaya Ntini",2008
336032,Feroz Shah Kotla,"Delhi Capitals, Bowl",Dinesh Karthik,"24 May 2008, Night","Sanath Jayasuriya, Sachin Tendulkar, Dwayne Smith, Robin Uthappa, Abhishek Nayar, Shaun Pollock, Siddharth Chitnis, Pinal Shah, Andre Nel, Dhawal Kulkarni, Ashish Nehra","Gautam Gambhir, Virender Sehwag, Shikhar Dhawan, Manoj Tiwary, Tillakaratne Dilshan, Dinesh Karthik, Farveez Maharoof, Brett Geeves, Yo Mahesh, Amit Mishra, Glenn McGrath",2008
336002,Rajiv Gandhi International Stadium,"Deccan Chargers, Bat",Vinay Kumar,"25 May 2008, Daynight","Adam Gilchrist, Herschelle Gibbs, Rohit Sharma, Chamara Silva, Venugopal Rao, Dwaraka Ravi Teja, Arjun Yadav, Sanjay Bangar, Chaminda Vaas, RP Singh, Paidikalva Vijaykumar","Jacques Kallis, Wasim Jaffer, Misbah-ul-Haq, Rahul Dravid, Cameron White, Virat Kohli, Balachandra Akhil, Shreevats Goswami, †, Vinay Kumar, Anil Kumble, Dale Steyn",2008
336035,Eden Gardens,"Punjab Kings, Bat",Umar Gul,"25 May 2008, Night","Shaun Marsh, James Hopes, Kumar Sangakkara, Yuvraj Singh, Mahela Jayawardene, Irfan Pathan, Piyush Chawla, Tanmay Srivastava, Ramesh Powar, Vikram Singh, Sreesanth","Salman Butt, Sourav Ganguly, Debabrata Das, David Hussey, Laxmi Shukla, Wriddhiman Saha, Aakash Chopra, Umar Gul, Ishant Sharma, Ajantha Mendis, Ashok Dinda",2008
336036,Sawai Mansingh Stadium,"Rajasthan Royals, Bowl",Sohail Tanvir,"26 May 2008, Night","Sanath Jayasuriya, Sachin Tendulkar, Abhishek Nayar, Robin Uthappa, Dwayne Smith, Shaun Pollock, Manish Pandey, Yogesh Takawale, Rohan Raje, Dilhara Fernando, Ashish Nehra","Kamran Akmal, Swapnil Asnodkar, Yusuf Pathan, Shane Watson, Mohammad Kaif, Ravindra Jadeja, Niraj Patel, Shane Warne, (c), Sohail Tanvir, Siddharth Trivedi, Pankaj Singh",2008
